,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32
86,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,4,2,1,0,0,0,0,1,1,2,0,2,0,0,2,2,0,1,1,0,2,0,0,2,2,1,2,2,0,2,0,2,1
87,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,4,6,0,-1,1,1,0,1,2,2,0,0,0,0,0,2,2,2,0,2,2,0,1,2,0,0,1,1,0,2,0,1,0,1,2,0
88,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,-1,2,0,0,0,1,2,1,1,0,1,2,0,0,1,1,0,2,1,0,2,0,1,1,2,2,0,2,2,2,0,2,1
89,0,0,1,3,3,0,5,3,-1,1,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,0,2,0,1,3,5,5,2,-1,2,1,2,1,1,1,1,1,0,1,2,2,1,1,2,0,0,1,0,2,0,1,1,0,2,0,2,0,1,0,2,0
90,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,0,1,2,7,1,-1,1,0,2,2,2,1,1,2,1,1,2,2,1,2,1,0,2,0,0,2,0,1,1,0,1,2,1,2,1,0,1,0
91,0,1,2,3,3,0,0,4,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,1,0,1,3,5,5,2,-1,1,1,0,1,2,2,2,1,1,1,0,2,1,1,2,0,0,2,2,1,0,2,0,2,2,0,2,2,0,2,2,1
92,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,7,1,17,1,1,2,1,2,1,1,0,2,1,1,1,0,1,0,1,2,2,2,2,1,0,2,1,1,0,0,2,0,0,2,0
93,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,1,1,0,1,2,1,1,2,2,2,0,0,1,1,0,2,1,0,2,1,1,1,1,1,1,2,1,0,2,1,0,0
94,0,0,1,1,4,2,6,0,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,2,1,0,0,0,0,0,1,0,2,0,0,2,0,2,1,2,1,0,2,2,2,0,1,0,2,1,2,1,2,2,1
95,0,1,0,3,3,0,0,4,18,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,1,1,0,1,3,5,5,2,-1,2,0,0,0,2,2,2,2,1,0,2,2,0,2,0,1,2,1,1,0,2,0,0,0,1,1,1,2,0,2,0,1
96,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,20,0,1,0,1,1,1,0,1,0,0,0,0,1,2,0,1,1,1,0,2,1,1,0,2,0,1,1,1,0,2,0,1
97,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,0,0,1,2,3,1,-1,2,2,1,1,0,0,1,2,0,2,1,2,1,2,0,0,0,0,0,1,1,1,2,1,1,2,2,0,1,0,1,0
98,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,0,1,2,3,1,-1,2,0,2,1,2,1,0,0,2,1,0,1,0,1,2,0,1,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1
99,0,1,0,2,2,1,4,1,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,0,1,1,2,0,1,1,0,2,2,1,2,2,0,0,0,2,1,1,2,1,0,0,0,0,2,2,2,0,2,0,1
100,0,0,1,1,4,2,6,0,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,1,0,0,2,0,2,2,0,1,0,0,2,1,2,0,2,2,1,1,1,1,0,0,2,1,1,2,0,2,2,2,0
101,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,1,2,0,2,0,2,1,1,2,2,1,1,2,2,2,2,0,2,1,0,2,2,2,1,0,2,1,2,2,2,0,1
102,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,-1,0,2,2,1,0,1,2,1,0,0,1,1,0,1,1,1,2,2,0,1,1,0,0,2,0,0,2,1,1,1,0,1
103,0,1,0,2,2,1,4,1,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,-1,2,1,0,0,0,1,1,2,2,0,1,2,1,2,0,2,2,0,2,0,0,1,0,0,1,0,1,2,1,2,2,1
104,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,2,0,0,0,2,0,2,2,2,0,0,0,1,2,2,1,2,0,2,2,0,2,1,0,2,0,2,2,0,2,2,0,0
105,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,17,2,1,2,0,1,0,1,1,1,0,1,2,2,0,1,1,2,2,2,2,2,2,0,0,0,2,0,1,2,1,0,1
106,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,2,2,0,0,0,1,1,2,0,1,0,1,0,0,0,1,2,1,0,0,0,1,2,1,0,2,0,0,2,0,0,0
107,0,1,2,3,3,0,5,3,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,0,1,0,1,3,5,5,2,-1,1,2,2,1,2,2,1,1,0,1,0,2,0,0,2,0,0,1,2,1,0,0,0,0,2,1,2,2,2,1,1,0
108,0,1,2,0,0,4,3,2,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,1,2,4,2,1,4,2,9,1,1,0,2,1,1,2,2,0,2,2,0,1,0,1,1,1,2,2,0,2,1,2,2,0,0,0,0,0,1,1,1
109,0,0,1,3,3,0,5,3,-1,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,0,2,0,1,3,5,5,1,13,1,0,0,1,1,2,0,0,0,2,2,0,2,0,2,1,1,0,2,1,2,1,0,0,2,2,1,0,1,0,0,0
110,0,1,2,0,0,4,3,2,9,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,1,2,4,2,1,4,2,12,1,1,0,1,2,2,0,0,2,1,1,2,2,2,2,1,0,2,0,1,0,0,2,2,0,0,2,1,0,0,1,2
111,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,4,6,0,-1,1,2,2,2,2,1,2,2,1,2,1,2,2,0,1,0,0,2,0,1,0,2,1,2,0,0,2,2,0,1,0,2
112,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,-1,1,0,1,0,1,1,2,1,1,0,0,1,0,2,1,2,2,2,1,2,1,0,2,2,0,0,1,0,0,2,0,1
113,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,4,6,0,-1,1,0,2,1,0,0,0,2,0,0,2,1,2,2,2,1,0,1,1,1,1,0,0,1,2,0,2,1,1,0,2,1
114,0,1,2,3,3,4,3,2,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,1,2,4,3,5,5,2,-1,1,1,2,1,1,1,1,0,1,1,2,0,0,1,2,1,1,1,2,0,0,1,2,1,0,2,2,2,0,0,0,1
115,0,0,1,1,1,5,1,5,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,0,0,1,2,3,1,24,1,2,2,1,0,2,2,1,2,1,2,1,0,1,1,2,1,1,1,0,1,0,1,1,2,0,1,2,2,0,2,2
116,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,0,0,0,2,0,0,2,1,1,1,2,1,0,1,1,1,1,2,1,2,2,0,0,2,1,2,1,2,2,2,2,1
117,0,0,1,1,4,2,6,3,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,0,3,3,1,0,0,2,3,2,5,0,7,1,-1,1,1,2,0,0,2,1,0,0,0,2,2,0,1,0,0,2,2,2,0,0,0,1,0,0,2,0,0,0,1,2,2
118,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,7,1,18,1,0,1,0,0,1,1,1,2,0,1,0,1,1,0,0,0,0,0,1,2,0,2,1,1,2,1,0,2,2,2,2
119,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,7,1,17,2,0,0,2,2,1,2,1,2,1,0,0,1,1,0,1,2,2,1,2,1,0,1,2,2,0,1,1,0,2,1,0
120,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,20,2,0,0,2,0,1,0,2,1,2,2,2,1,1,1,2,1,2,0,0,2,2,2,1,2,0,0,2,0,0,0,0
121,0,1,2,0,0,3,2,7,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,1,1,2,4,2,1,4,2,-1,1,0,0,1,1,0,2,0,1,0,1,1,0,1,0,1,0,1,2,2,1,2,1,2,1,1,0,2,0,0,0,1
122,0,1,2,0,0,4,3,2,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,1,1,2,4,2,1,4,2,-1,0,1,2,0,1,2,1,2,0,0,2,2,1,0,1,1,2,1,1,2,2,2,0,0,0,2,0,0,1,1,1,1
123,0,1,2,0,0,4,2,6,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,1,1,2,4,2,1,4,2,-1,2,0,0,2,2,0,1,2,2,0,2,0,0,0,2,2,0,0,1,0,2,2,2,0,2,0,2,2,2,0,1,1
124,0,0,1,1,1,5,1,5,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,0,0,1,2,3,1,24,2,2,0,0,1,0,0,2,1,1,2,1,2,1,1,0,1,2,1,0,2,0,2,0,0,1,2,2,0,2,1,2
125,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,2,2,0,0,2,0,1,2,1,1,1,0,1,0,2,0,2,2,1,1,2,0,1,0,2,1,1,0,2,1,1,1
126,0,1,2,3,3,4,3,2,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,1,1,2,4,2,1,4,2,12,0,0,2,2,2,0,2,1,1,0,0,1,1,2,2,1,2,1,0,0,2,1,1,1,0,1,0,1,0,0,2,2
127,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,2,1,2,2,0,1,0,0,1,2,1,2,0,2,2,1,2,1,1,1,1,2,1,0,0,2,1,0,0,0,1,0
128,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,4,6,0,1,1,1,0,2,2,2,1,0,1,0,0,0,0,0,2,1,0,2,1,2,0,0,1,0,1,2,1,1,1,2,2,0
129,0,1,2,0,0,3,2,7,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,1,2,4,2,1,4,2,-1,0,0,1,2,0,0,2,2,2,2,1,0,0,2,1,0,1,2,2,0,0,1,0,1,2,0,1,0,1,2,1,0
130,0,0,1,1,4,2,6,0,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,7,1,-1,2,1,1,1,1,2,1,1,0,0,1,1,1,0,0,0,0,0,1,2,2,0,2,2,0,1,1,2,1,2,2,2
131,0,1,2,3,3,4,0,4,23,1,0,0,0,0,0,0,0,0,1,1,0,3,4,4,2,0,1,1,2,1,3,5,5,2,-1,2,0,1,0,1,2,1,2,2,1,2,0,1,2,2,1,1,2,2,1,0,2,1,1,0,2,0,0,0,2,1,0
132,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,2,2,1,0,0,1,2,1,1,0,0,0,1,1,2,0,0,0,2,1,1,1,1,2,1,0,0,2,1,2,1,1
133,0,0,1,1,4,5,1,5,-1,-1,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,2,0,0,1,2,7,1,-1,0,1,2,0,1,1,2,1,1,2,1,2,2,2,0,2,1,1,0,1,1,2,0,0,1,0,1,1,2,0,2,1
134,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,-1,0,2,2,2,2,0,2,2,0,0,0,0,2,1,1,1,0,2,1,1,2,0,1,2,0,2,1,0,0,1,0,0
135,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,20,2,2,0,1,2,0,2,0,2,0,0,1,0,1,2,0,0,1,2,1,1,1,0,1,0,2,1,2,0,2,1,2
136,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,2,1,1,2,2,0,0,0,0,0,1,0,0,0,1,0,1,0,2,2,0,2,1,1,2,0,1,0,2,1,1,1
137,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,-1,0,0,0,2,1,0,0,0,2,2,0,2,1,0,0,1,1,0,0,2,2,2,0,1,1,1,2,2,2,2,0,1
138,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,0,2,0,0,1,2,3,1,-1,1,0,2,0,1,1,1,2,1,2,2,1,2,0,2,0,1,0,2,2,2,0,2,2,2,0,1,1,1,2,0,0
139,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,3,1,1,1,1,2,0,1,1,0,1,1,1,0,1,2,1,0,2,0,0,2,1,0,2,2,0,0,1,1,1,0,0
140,0,1,2,0,0,3,2,6,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,1,1,2,4,2,1,4,2,14,0,2,1,1,2,1,0,1,1,2,2,1,1,1,1,2,1,0,0,0,2,1,0,1,0,1,0,1,0,1,2,1
141,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,5,1,2,1,2,1,2,0,0,1,1,2,2,1,2,1,1,1,1,1,2,1,0,0,2,0,2,1,0,2,0,0,0
142,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,0,1,2,3,1,-1,1,0,0,1,2,2,1,1,2,0,0,0,1,0,2,0,0,1,0,1,2,1,2,1,2,2,2,0,1,1,2,1
143,0,1,2,0,0,4,2,6,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,1,1,2,4,2,1,4,2,8,1,1,0,2,1,1,2,1,0,1,0,0,1,2,2,2,1,2,1,0,2,1,1,0,1,1,2,2,2,1,2,2
144,0,1,2,3,3,4,3,4,3,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,0,1,0,1,3,5,5,2,-1,0,2,2,1,2,0,1,0,2,1,2,2,1,2,1,1,1,1,1,0,1,0,1,2,0,0,1,0,0,2,1,1
145,0,1,0,3,3,0,0,4,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,1,0,1,3,5,5,2,-1,0,0,2,2,1,1,2,1,1,1,1,1,1,2,2,0,0,1,0,0,2,0,1,0,0,1,1,0,0,1,1,2
146,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,-1,1,2,0,2,0,2,1,2,0,1,0,2,2,2,0,1,1,0,2,1,0,0,1,0,1,0,0,2,1,0,1,0
147,0,0,1,1,4,2,6,0,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,1,0,2,0,2,1,2,1,0,2,0,2,1,1,1,1,2,0,1,2,1,0,2,1,2,0,2,1,2,1,1,0
148,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,0,0,1,2,3,1,-1,2,1,2,1,1,2,2,1,2,2,1,0,0,2,2,0,0,2,0,1,1,2,1,2,2,2,2,2,0,2,0,0
149,0,1,2,0,0,3,2,6,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,1,1,2,4,2,1,4,2,14,2,1,0,1,2,1,2,2,0,2,2,2,2,2,2,2,2,2,2,0,2,2,1,1,1,1,1,2,1,2,0,0
150,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,-1,2,1,2,0,2,1,1,0,0,2,1,1,1,0,0,0,0,2,2,2,2,2,0,0,0,0,2,1,2,1,0,2
151,0,1,2,3,3,4,0,4,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,1,0,1,3,5,5,2,-1,1,2,2,1,0,2,0,2,2,0,0,1,1,2,2,1,2,1,1,2,2,1,1,0,2,1,0,0,2,2,2,0
152,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,0,1,2,3,1,16,2,2,1,0,2,1,1,0,0,1,0,0,2,2,2,1,0,2,1,0,2,1,0,2,2,0,1,0,0,0,1,2
153,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,23,2,1,0,1,2,0,1,0,2,2,1,2,1,1,1,1,0,1,2,0,1,0,0,1,0,0,2,2,1,2,1,2
154,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,-1,1,0,0,2,1,0,2,2,0,1,0,2,1,0,0,2,1,2,0,0,0,0,2,2,1,2,0,2,2,2,0,2
155,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,0,1,2,3,1,-1,1,0,2,1,0,2,0,2,0,1,0,0,0,2,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2,0,1
156,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,19,1,2,0,0,2,1,1,2,0,1,0,2,1,1,1,2,0,2,2,0,1,1,1,1,1,1,0,1,0,0,1,2
157,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,19,1,0,0,2,1,0,2,2,2,0,1,2,1,2,1,2,2,1,1,1,0,0,2,0,1,0,2,1,2,0,2,1
158,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,-1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,2,2,0,0,1,0,1,0,2,0,2,2,2,2,2,0,2,1
159,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,5,2,0,2,2,0,0,1,0,2,0,2,1,0,1,1,0,0,1,2,2,0,0,2,1,0,1,1,0,0,1,2,0
160,0,1,2,0,0,3,2,6,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,1,1,2,4,2,1,4,2,-1,0,0,0,1,0,2,0,0,2,0,1,1,2,1,1,2,0,1,0,1,0,1,2,1,2,0,1,1,2,1,2,2
161,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,7,1,17,1,0,1,2,2,2,0,0,2,0,1,1,0,2,1,2,0,0,1,0,0,2,0,2,2,0,1,2,2,1,2,1
162,0,1,2,3,3,4,3,2,24,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,6,0,0,1,2,4,3,5,5,2,10,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,1,2,0,1,1,0,1,2,0,1,2,0,2,1,2,2,1
163,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,0,0,1,2,3,1,15,2,1,1,1,0,1,1,1,2,0,0,1,0,0,0,2,2,1,0,0,2,2,1,0,1,0,0,1,2,2,0,2
164,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,4,6,0,-1,1,2,0,1,2,0,2,2,0,1,1,0,2,2,2,0,0,1,2,0,2,0,1,0,0,0,2,1,0,1,0,2
165,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,4,0,1,2,0,2,0,1,0,0,0,1,2,1,1,1,1,1,1,2,0,2,1,0,1,0,2,1,1,2,2,1,1
166,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,-1,0,1,2,0,0,1,0,1,1,1,1,0,0,1,1,2,0,0,1,0,1,1,0,1,0,0,0,1,1,0,2,0
167,0,1,0,3,3,0,5,3,-1,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,0,1,0,1,3,5,5,2,-1,2,2,1,2,2,1,0,2,0,2,2,0,2,2,1,1,0,2,2,1,1,0,0,0,1,2,2,1,1,0,2,1
168,0,1,0,2,2,1,4,1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,1,0,1,1,4,3,2,0,-1,0,2,2,2,0,0,0,2,1,2,1,1,0,0,1,2,1,1,1,1,2,0,0,1,0,2,2,2,0,2,2,1
169,0,0,1,1,1,5,1,5,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,0,2,0,0,1,2,3,1,24,0,0,1,0,2,2,1,2,2,0,0,2,0,0,2,0,1,0,2,0,2,2,2,1,2,2,1,2,0,0,0,1
170,0,0,1,3,1,5,1,5,25,10,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,0,0,2,0,0,1,2,3,1,-1,0,0,0,0,0,1,0,0,1,0,1,2,1,2,1,0,0,1,0,2,2,2,1,0,1,1,2,1,0,0,0,1
171,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,1,1,0,0,2,0,1,1,1,0,0,0,2,2,1,2,0,0,0,1,1,2,2,1,1,2,2,1,2,1,0,2,0
172,0,1,2,0,0,3,2,2,-1,11,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,1,1,2,4,2,1,4,2,-1,0,1,1,2,0,1,0,1,2,1,2,2,1,1,1,2,2,0,1,0,0,2,1,2,0,2,0,0,1,2,0,0
173,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,3,2,0,-1,1,0,2,1,2,2,0,0,0,0,2,2,2,2,1,2,0,1,0,2,2,1,0,0,2,2,2,2,2,2,0,0
174,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,1,4,3,2,0,3,2,1,2,0,2,0,2,1,1,1,0,0,1,0,2,0,0,1,2,1,2,1,1,1,0,0,1,1,2,2,1,0
175,0,0,1,1,4,2,6,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,1,1,18,0,0,2,2,1,1,0,0,0,2,1,2,0,0,2,0,2,2,0,1,2,0,2,1,0,0,1,1,2,2,2,0
176,0,0,1,1,4,2,6,0,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,0,2,3,2,5,0,7,1,-1,1,2,1,1,0,0,1,2,1,2,2,0,2,1,0,0,2,0,2,1,2,0,1,0,1,1,0,0,2,0,2,0
177,0,0,1,1,1,5,1,5,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,2,0,0,1,2,3,1,16,1,2,2,0,2,1,1,2,0,1,2,0,2,0,1,0,1,0,0,0,2,2,1,1,1,1,0,2,2,2,2,1
178,0,1,0,2,2,1,4,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,1,0,1,3,0,6,0,0,-1,2,1,1,0,2,1,2,2,0,2,2,0,1,1,2,0,1,1,1,1,0,0,1,1,2,0,1,2,0,0,2,1
179,0,1,2,0,0,4,3,2,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,1,1,2,4,2,1,4,2,9,0,2,0,1,0,1,0,0,2,1,2,1,0,1,1,1,0,0,2,0,1,1,1,0,2,1,0,2,1,0,0,2
