,abilities
kmeans_n_clusters_1,0.4264979
kmeans_n_clusters_2,0.49831265
kmeans_n_clusters_3,0.51538855
kmeans_n_clusters_4,0.5174336
kmeans_n_clusters_5,0.5167951
kmeans_n_clusters_6,0.51957947
kmeans_n_clusters_7,0.5180592
kmeans_n_clusters_8,0.5171958
dbscan_eps_0_1_min_samples_2,0.51298916
dbscan_eps_0_2_min_samples_2,0.51716
dbscan_eps_0_3_min_samples_2,0.42683002
dbscan_eps_0_4_min_samples_2,0.42683002
dbscan_eps_0_5_min_samples_2,0.42683002
dbscan_eps_0_6_min_samples_2,0.4264979
dbscan_eps_0_7_min_samples_2,0.4264979
dbscan_eps_0_8_min_samples_2,0.4264979
dbscan_eps_0_9_min_samples_2,0.4264979
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4264979
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49901417
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5161316
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.51585144
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5150543
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.51960003
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5178629
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5167094
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4264979
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49845555
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5173752
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5109184
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51950145
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5192909
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5179291
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.51646125
mean_shift_,0.49860013
optics_,0.4823321
random_model_n1,0.47667202
random_model_n2,0.47668645
random_model_n3,0.47661874
random_model_n4,0.47685853
random_model_n5,0.47634235
random_model_n6,0.47663313
random_model_n7,0.47701335
random_model_n8,0.47678393
random_model_n9,0.47676167
random_model_n10,0.47660822
random_model_n11,0.47655126
random_model_n12,0.47670797
random_model_n13,0.47657174
random_model_n14,0.4767091
random_model_n15,0.4769192
random_model_n16,0.47685504
random_model_n17,0.47666073
random_model_n18,0.4765502
random_model_n19,0.4767635
random_model_n20,0.47690597
random_model_n21,0.47664115
random_model_n22,0.47694176
random_model_n23,0.47644803
random_model_n24,0.4767879
random_model_n25,0.47643143
average_model,0.4826237
optimal_clustering,0.5225609
