,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38
79,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
80,0,1,0,1,3,3,5,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,4,3,6,6,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
81,0,0,1,0,2,4,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,2,0,0,5,1,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
82,0,0,1,0,4,5,2,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,1,1,2,2,3,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0
83,0,1,0,2,1,1,5,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,4,3,6,6,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0
84,0,0,1,0,2,0,1,6,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,1
85,0,0,1,0,4,5,2,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,1,1,2,2,3,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1
86,0,0,2,3,0,4,3,4,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,0,2,0,5,7,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1
87,0,0,1,0,2,0,1,6,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0
88,0,1,0,1,3,3,0,5,8,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,3,5,4,5,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1
89,0,0,2,3,0,4,3,4,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,0,2,0,5,7,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0
90,0,0,1,0,4,5,2,0,-1,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,1,1,2,2,3,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,1
91,0,1,0,1,3,3,0,5,13,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,0,0,0,2,3,4,3,6,6,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1
92,0,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,1,2,0,4,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1
93,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0
94,0,1,0,2,4,5,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,1,1,2,3,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
95,0,1,0,1,3,3,5,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,4,3,6,6,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0
96,0,1,0,2,1,1,5,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,4,3,6,6,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1
97,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
98,0,1,0,1,3,3,5,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,4,3,6,6,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0
99,0,0,1,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,5,1,3,0,1,1,2,0,4,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1
100,0,0,1,0,4,5,2,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,1,1,2,2,3,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1
101,0,0,1,0,2,0,1,6,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1
102,0,0,1,0,2,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
103,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1
104,0,0,2,3,0,4,3,4,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,0,2,0,5,7,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
105,0,1,0,1,4,2,4,1,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,0,2,1,0,4,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0
106,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0
107,0,0,2,3,0,4,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,2,0,0,5,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
108,0,0,2,3,0,4,3,4,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,2,0,5,7,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0
109,0,1,0,1,4,2,4,1,4,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,7,0,1,1,0,2,1,0,4,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1
110,0,1,0,2,4,5,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,1,1,2,3,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
111,0,0,2,3,0,4,3,4,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,5,0,1,1,0,2,0,5,7,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,0
112,0,0,1,0,4,5,2,0,5,1,1,1,1,0,0,0,0,0,1,0,2,3,0,5,4,0,0,0,1,1,2,2,3,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1
113,0,1,0,1,3,3,0,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,3,5,4,5,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
114,0,0,1,0,4,5,2,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,1,1,2,2,3,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1,1,0
115,0,1,0,1,3,3,5,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,4,3,6,6,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,1
116,0,0,1,0,2,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1
117,0,1,0,2,1,1,5,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,4,3,6,6,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0
118,0,0,1,0,2,0,1,6,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
119,0,0,1,0,4,5,2,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,1,1,2,2,3,1,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
120,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
121,0,1,0,2,1,1,5,7,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
122,0,1,1,2,4,5,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,1,1,2,2,3,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1
123,0,1,0,1,3,3,5,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,4,3,6,6,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0
124,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1
125,0,0,1,0,2,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0
126,0,0,1,0,2,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1
127,0,0,1,0,4,5,2,0,2,1,1,1,1,0,0,0,0,0,1,0,0,3,0,5,4,0,0,0,1,1,2,2,3,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
128,0,0,1,0,2,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0
129,0,0,2,3,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,2,0,5,7,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1
130,0,0,1,0,2,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1
131,0,1,0,1,3,3,0,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,3,5,4,5,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1
132,0,0,1,0,2,0,1,6,15,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
133,0,0,2,3,0,4,3,4,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,2,0,5,7,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0
134,0,0,2,3,0,4,3,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,0,0,5,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1
135,0,0,2,3,4,2,4,1,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,3,7,0,1,1,0,2,1,0,4,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0
136,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0
137,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1
138,0,0,2,3,0,4,3,2,10,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,0,0,5,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1
139,0,0,1,0,2,0,1,6,-1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1
140,0,1,0,1,3,3,0,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,3,5,4,5,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
141,0,1,0,2,1,1,6,3,2,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,2,0,0,0,1,4,3,3,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
142,0,1,0,2,1,5,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,1,1,2,3,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1
143,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1
144,0,1,0,1,3,3,0,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,3,5,4,5,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0
145,0,1,0,2,1,1,5,7,3,1,1,1,1,0,0,0,0,0,0,1,1,2,2,6,0,0,0,2,3,4,3,6,6,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0
146,0,1,1,2,4,5,2,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,1,1,2,2,3,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0
147,0,0,2,3,0,4,3,2,9,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,2,0,5,7,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
148,0,1,0,1,3,3,0,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,3,5,4,5,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1
149,0,1,0,1,3,3,5,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,4,3,6,6,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0
150,0,0,2,3,0,2,4,4,6,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,2,1,0,7,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1
151,0,0,1,0,2,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0
152,0,1,0,1,3,3,0,5,14,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,3,5,4,5,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1
153,0,1,0,1,3,3,5,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,4,3,6,6,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0
154,0,0,1,0,2,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,3,0,1,1,2,0,4,1,2,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1
155,0,0,2,3,0,4,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,2,0,0,5,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0
156,0,1,0,1,4,2,4,1,6,0,0,0,0,0,0,0,0,0,1,2,2,4,4,3,7,0,1,1,0,2,1,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1
157,0,1,0,2,1,1,6,3,3,1,1,1,1,0,0,0,0,0,0,1,0,2,2,6,6,0,0,0,1,4,3,3,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0
158,0,1,0,1,3,3,0,5,11,1,1,1,1,0,0,0,0,0,0,1,1,4,1,2,1,0,0,2,3,3,5,4,5,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0
159,0,0,2,3,0,4,3,2,1,0,0,0,0,0,0,0,0,0,1,2,3,0,3,1,5,0,1,1,2,0,0,5,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1
160,0,0,2,3,0,4,3,4,0,0,0,0,0,0,0,0,0,0,1,2,3,1,3,1,5,0,1,1,0,2,0,5,7,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1
161,0,0,2,3,0,4,3,4,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,4,5,0,1,1,0,2,0,5,7,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0
162,0,0,2,3,0,2,3,4,0,0,0,0,0,0,0,0,0,0,1,2,2,1,4,4,7,0,1,1,0,2,0,5,7,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1
163,0,1,0,1,3,3,5,7,7,1,1,1,1,0,0,0,0,0,0,1,1,2,1,2,0,0,0,2,3,4,3,6,6,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1
164,0,1,0,2,1,1,6,3,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,5,2,0,0,0,1,4,3,3,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1
