,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13
28,0,0,2,0,3,1,6,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,2,4,5,2,1,-1,1,2,2,1,1,1,1,0,2,0,2,2,2
29,0,0,2,3,0,4,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,3,0,0,5,1,-1,1,1,1,1,0,2,1,1,0,0,0,2,1
30,0,0,1,2,2,5,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,2,1,2,4,0,0,-1,2,0,2,1,0,2,1,0,2,1,1,1,1
31,0,1,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,-1,0,1,1,1,0,0,1,2,2,0,2,2,2
32,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,3,6,7,2,1,2,1,0,0,1,1,0,0,0,2,0,0,0
33,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,1,1,2,4,5,2,1,-1,0,0,2,0,2,0,2,2,0,1,2,0,2
34,0,0,1,2,2,5,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,2,1,2,4,0,0,10,2,0,2,0,0,2,2,0,0,0,1,2,2
35,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,3,6,0,-1,2,0,2,0,1,0,2,2,0,2,0,2,2
36,0,0,2,0,0,4,6,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,1,1,3,0,0,4,1,-1,2,2,2,1,2,1,2,0,2,2,2,0,2
37,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,-1,0,2,1,2,0,1,0,0,1,0,1,2,0
38,0,1,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,6,2,1,2,0,1,2,2,2,2,2,2,2,1
39,0,0,2,3,0,4,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,3,0,0,5,1,-1,0,1,2,1,2,0,1,1,1,1,0,1,0
40,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,3,6,7,2,1,0,1,2,2,2,1,0,0,2,1,0,0,0
41,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,2,4,5,2,1,-1,1,2,0,2,0,2,0,1,2,1,1,2,0
42,0,0,1,2,2,5,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,0,2,1,2,4,0,0,-1,2,1,2,0,2,0,2,2,1,1,0,0,1
43,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,2,4,5,2,1,20,2,2,2,2,2,2,1,0,1,0,1,0,2
44,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,3,6,0,-1,2,0,2,2,1,1,2,2,0,0,0,1,1
45,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,3,6,0,-1,2,1,1,0,0,1,1,0,0,0,2,1,1
46,0,0,2,3,0,4,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,3,0,0,5,1,-1,2,0,2,0,1,0,0,1,1,0,2,0,0
47,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,-1,1,0,1,2,1,0,0,2,0,2,2,0,2
48,0,0,2,3,0,4,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,3,0,0,5,1,-1,0,2,2,2,2,1,0,2,0,1,2,1,1
49,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,2,4,5,2,1,24,2,0,2,0,1,0,0,0,1,2,0,0,0
50,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,2,1,2,2,3,0,12,1,0,2,1,1,0,0,2,1,2,2,2,2
51,0,0,2,3,0,4,6,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,3,0,0,4,1,18,0,0,1,0,2,0,2,0,0,0,1,2,2
52,0,1,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,-1,0,0,0,1,2,1,0,1,1,2,0,2,0
53,0,0,2,3,0,4,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,3,0,0,5,1,-1,1,0,0,2,2,0,2,1,1,0,2,0,1
54,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,3,6,7,2,-1,2,0,2,2,0,0,1,2,2,1,0,2,2
55,0,0,2,3,0,4,6,6,1,1,1,1,1,1,1,1,1,0,1,1,3,2,1,2,6,0,0,1,1,3,0,0,4,1,-1,1,2,2,1,0,2,1,2,2,1,0,0,0
56,0,0,1,2,2,5,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,0,2,1,2,4,0,0,-1,2,2,0,2,1,2,0,2,1,2,1,0,2
57,0,0,2,0,0,1,6,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,1,1,3,0,0,4,1,-1,2,0,1,1,1,2,0,2,0,0,0,2,0
58,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,3,6,7,2,-1,0,0,1,1,1,2,1,1,1,2,0,1,0
59,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,2,4,5,2,1,-1,1,0,0,2,1,0,2,1,1,1,0,1,1
60,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,1,1,2,4,5,2,1,-1,0,1,0,0,1,0,0,2,2,0,1,1,0
61,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,3,6,0,-1,1,2,2,1,1,1,1,0,1,2,0,1,2
62,0,0,2,0,3,1,2,0,3,1,1,1,1,1,1,1,1,0,1,1,1,2,1,0,6,0,0,1,1,2,4,5,2,1,-1,1,0,0,2,0,2,0,2,0,2,2,0,0
63,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,2,1,0,2,1,1,2,1,1,2,1,2,0,0
64,0,0,1,2,2,5,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,2,1,2,4,0,0,8,1,2,0,0,1,0,1,0,0,1,2,0,1
65,0,1,0,1,1,0,1,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,3,6,7,2,-1,0,1,1,0,2,0,1,1,0,2,1,0,0
66,0,0,1,2,2,5,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,2,1,2,4,0,0,8,0,1,2,1,2,2,2,0,1,2,0,0,0
67,0,0,1,2,2,5,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,2,1,2,2,3,0,-1,1,2,1,2,2,2,0,1,1,1,1,2,0
68,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,2,3,0,-1,2,0,1,2,0,0,0,2,1,2,2,1,1
69,0,0,1,2,2,5,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,2,1,2,2,3,0,16,0,0,2,2,0,1,0,1,1,2,2,1,1
70,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,3,6,0,17,1,2,1,1,0,0,1,1,0,2,1,2,0
71,0,0,2,3,0,4,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,3,0,0,5,1,-1,0,1,2,1,0,2,2,0,1,1,1,0,1
72,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,2,4,0,0,14,1,1,0,1,2,2,2,0,2,1,2,0,1
73,0,0,2,3,0,4,6,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,1,1,3,0,0,4,1,-1,0,1,1,2,2,1,1,0,0,0,1,1,2
74,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,3,6,0,-1,1,2,2,2,0,0,2,1,2,2,1,1,2
75,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,2,3,0,13,2,1,2,2,0,1,0,0,1,2,0,0,1
76,0,0,1,2,2,5,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,0,2,1,2,4,0,0,-1,0,1,1,0,2,0,2,0,1,1,2,0,0
77,0,1,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,-1,0,1,2,1,1,0,2,1,1,0,0,0,2
78,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,3,6,0,-1,2,2,1,1,1,2,1,2,1,0,2,0,1
79,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,3,6,0,-1,2,1,0,2,2,0,0,1,2,0,0,2,0
80,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,2,3,0,-1,2,2,2,0,1,0,1,2,1,0,2,0,2
81,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,2,4,5,2,1,-1,1,1,0,1,1,0,2,0,1,1,0,2,1
82,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,2,4,5,2,1,-1,0,0,0,2,2,0,2,0,1,1,0,2,2
83,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,2,4,5,2,1,24,0,0,2,2,1,2,1,1,0,2,1,0,1
84,0,0,2,3,0,4,6,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,3,0,0,5,1,-1,1,2,2,2,0,1,2,0,2,2,0,0,2
85,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,2,1,2,2,3,0,-1,1,1,1,1,1,2,0,0,0,1,1,1,0
86,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,3,6,7,2,0,1,0,2,1,2,0,2,0,1,0,0,0,0
87,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,2,1,2,2,3,0,-1,2,0,1,1,1,0,2,1,0,0,0,0,0
88,0,1,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,-1,2,1,2,2,1,2,1,1,1,1,2,1,1
89,0,0,1,2,2,5,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,2,1,2,4,0,0,8,1,1,1,0,2,2,1,0,2,2,2,0,2
90,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,3,6,0,-1,0,1,0,0,1,0,0,1,1,0,2,2,1
91,0,0,2,3,0,4,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,3,0,0,5,1,-1,2,1,2,2,2,0,2,0,0,0,0,2,0
92,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,2,4,5,2,1,20,1,1,0,2,0,0,0,1,0,2,0,2,0
93,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,2,4,0,0,-1,2,1,1,0,2,2,0,1,1,1,2,1,1
94,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,2,3,0,-1,1,0,2,1,0,1,0,0,2,1,2,0,1
95,0,1,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,-1,0,2,2,2,1,0,2,0,1,1,1,1,1
96,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,4,3,6,7,2,3,0,0,0,2,2,0,1,0,2,0,1,0,2
97,0,0,1,2,2,5,5,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,0,2,1,2,4,0,0,10,1,1,1,1,2,1,1,0,0,1,1,1,0
98,0,0,2,0,3,1,6,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,3,0,0,4,1,21,0,2,1,0,0,0,0,2,1,1,2,0,2
99,0,0,2,3,0,4,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,3,0,0,5,1,-1,2,1,1,2,0,0,2,1,1,2,1,0,2
100,0,1,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,-1,2,2,0,0,0,2,1,2,2,2,0,1,2
101,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,2,1,2,2,3,0,12,2,2,2,1,1,0,0,2,2,0,1,2,2
102,0,1,0,1,4,3,3,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,-1,0,1,0,1,2,0,2,1,1,0,1,0,2
103,0,0,2,0,3,1,6,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,3,0,0,4,1,21,1,1,2,2,0,1,1,0,1,1,0,2,2
104,0,0,1,2,2,2,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,3,6,0,15,2,1,0,1,0,0,0,0,1,2,0,0,2
105,0,0,2,0,3,1,6,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,2,4,5,2,1,-1,0,0,0,2,2,1,0,2,1,2,1,0,1
106,0,1,0,1,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,6,1,2,2,0,2,1,0,0,1,2,2,1,0
107,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,2,4,5,2,1,-1,1,1,0,0,1,2,2,2,0,0,2,2,0
108,0,0,1,2,2,5,5,3,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,0,2,1,2,4,0,0,-1,1,0,2,2,1,2,0,2,1,0,1,2,2
109,0,0,2,3,0,4,4,5,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,3,0,0,5,1,-1,2,1,0,0,2,1,1,2,1,2,0,0,2
110,0,0,2,0,3,1,6,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,1,1,3,0,0,4,1,21,1,0,1,2,2,1,1,1,1,2,1,0,1
111,0,0,2,0,3,1,6,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,3,0,0,5,1,19,2,2,0,0,1,0,0,2,2,0,2,1,2
112,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,5,2,3,0,13,2,1,1,1,0,1,1,0,2,0,0,1,0
113,0,0,2,3,0,4,6,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,1,1,3,0,0,5,1,23,1,2,1,1,2,1,0,1,1,1,1,0,0
114,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,0,2,1,2,2,3,0,12,0,1,1,0,1,1,2,2,2,1,2,0,2
115,0,0,2,3,0,4,4,5,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,3,0,0,5,1,-1,2,2,0,2,2,2,1,0,2,1,0,1,1
116,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,0,4,3,6,7,2,-1,1,0,0,2,2,1,1,2,1,0,2,2,1
117,0,0,2,3,0,4,6,6,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,1,1,3,0,0,4,1,18,0,2,0,2,1,0,2,1,0,0,2,0,1
118,0,0,2,0,3,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,1,1,2,4,5,2,1,-1,2,1,2,1,1,2,0,0,1,1,0,1,2
119,0,0,1,2,2,2,0,3,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,0,2,1,2,2,3,0,-1,0,2,1,0,2,0,2,2,1,2,2,1,0
120,0,0,2,0,3,1,6,6,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,1,1,3,0,0,4,1,-1,0,1,0,0,2,1,2,2,1,0,0,0,2
121,0,1,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,3,0,1,1,1,2,-1,0,2,2,1,1,0,1,1,0,1,2,0,2
