,abilities
kmeans_n_clusters_1,0.38122794
kmeans_n_clusters_2,0.45937905
kmeans_n_clusters_3,0.4814729
kmeans_n_clusters_4,0.49519786
kmeans_n_clusters_5,0.499019
kmeans_n_clusters_6,0.50010335
kmeans_n_clusters_7,0.5012961
kmeans_n_clusters_8,0.50199413
dbscan_eps_0_1_min_samples_2,0.49992573
dbscan_eps_0_2_min_samples_2,0.38122794
dbscan_eps_0_3_min_samples_2,0.38122794
dbscan_eps_0_4_min_samples_2,0.38122794
dbscan_eps_0_5_min_samples_2,0.38122794
dbscan_eps_0_6_min_samples_2,0.38122794
dbscan_eps_0_7_min_samples_2,0.38122794
dbscan_eps_0_8_min_samples_2,0.38122794
dbscan_eps_0_9_min_samples_2,0.38122794
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.38122794
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.45876536
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.48147395
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49515682
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.49830455
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.49998927
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.50110334
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.50200695
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.38122794
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.4559373
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.47975728
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.4944968
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.49735793
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.49523988
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4984328
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.50076205
mean_shift_,0.38122794
optics_,0.4738154
random_model_n1,0.47984204
random_model_n2,0.47992373
random_model_n3,0.4798762
random_model_n4,0.4799746
random_model_n5,0.4799492
random_model_n6,0.47986147
random_model_n7,0.47981003
random_model_n8,0.47987795
random_model_n9,0.47981715
random_model_n10,0.47983292
random_model_n11,0.47994626
random_model_n12,0.47996196
random_model_n13,0.4799746
random_model_n14,0.4798596
random_model_n15,0.4798383
random_model_n16,0.47976458
random_model_n17,0.47996366
random_model_n18,0.48003456
random_model_n19,0.47992188
random_model_n20,0.47973984
random_model_n21,0.47990867
random_model_n22,0.47997952
random_model_n23,0.4799568
random_model_n24,0.47991768
random_model_n25,0.47997272
random_model_n26,0.47987935
random_model_n27,0.47974324
random_model_n28,0.48002556
random_model_n29,0.47992462
random_model_n30,0.4799892
random_model_n31,0.4799069
random_model_n32,0.47992176
average_model,0.44461706
optimal_clustering,0.50354064
