,abilities
dbscan_eps_0_1_min_samples_2,0.41177887
dbscan_eps_0_2_min_samples_2,0.53100187
dbscan_eps_0_3_min_samples_2,0.5587305
dbscan_eps_0_4_min_samples_2,0.5697049
dbscan_eps_0_5_min_samples_2,0.5745761
dbscan_eps_0_6_min_samples_2,0.5802693
dbscan_eps_0_7_min_samples_2,0.5767118
dbscan_eps_0_8_min_samples_2,0.57624435
dbscan_eps_0_9_min_samples_2,0.41177887
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.41177887
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.41177887
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.41177887
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.41461766
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.41461766
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4197234
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.42408422
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.433483
kmeans_n_clusters_1,0.41177887
kmeans_n_clusters_2,0.5228967
kmeans_n_clusters_3,0.5419258
kmeans_n_clusters_4,0.55013335
kmeans_n_clusters_5,0.5558534
kmeans_n_clusters_6,0.5550908
kmeans_n_clusters_7,0.55179024
kmeans_n_clusters_8,0.5596461
mean_shift_,0.41177887
optics_,0.5339336
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.55598456
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5709803
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.57416636
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5794493
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5775816
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.576612
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.41177887
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4394219
random_model_n1,0.5561618
random_model_n2,0.556168
random_model_n3,0.5561698
random_model_n4,0.5562246
random_model_n5,0.5561819
random_model_n6,0.5561498
random_model_n7,0.5562231
random_model_n8,0.55613977
random_model_n9,0.5561884
random_model_n10,0.5562639
random_model_n11,0.55617344
average_model,0.5275592
optimal_clustering,0.58548266
