,abilities
kmeans_n_clusters_1,0.4228384
kmeans_n_clusters_2,0.49650225
kmeans_n_clusters_3,0.51048505
kmeans_n_clusters_4,0.51074654
kmeans_n_clusters_5,0.5081274
kmeans_n_clusters_6,0.5103857
kmeans_n_clusters_7,0.50811404
kmeans_n_clusters_8,0.5073647
dbscan_eps_0_1_min_samples_2,0.5048622
dbscan_eps_0_2_min_samples_2,0.51381755
dbscan_eps_0_3_min_samples_2,0.42317748
dbscan_eps_0_4_min_samples_2,0.42317748
dbscan_eps_0_5_min_samples_2,0.42317748
dbscan_eps_0_6_min_samples_2,0.4228384
dbscan_eps_0_7_min_samples_2,0.4228384
dbscan_eps_0_8_min_samples_2,0.4228384
dbscan_eps_0_9_min_samples_2,0.4228384
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4228384
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49756527
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.51140785
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5090296
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5071514
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5104757
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5079973
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5063731
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4228384
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49714005
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51413053
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5031017
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51237214
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5103078
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5081443
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5061888
mean_shift_,0.49696112
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.51330805
random_model_n1,0.4645128
random_model_n2,0.46469536
random_model_n3,0.46443272
random_model_n4,0.46457788
random_model_n5,0.46444917
random_model_n6,0.46465623
random_model_n7,0.46454456
random_model_n8,0.46448663
random_model_n9,0.46522585
random_model_n10,0.4645098
random_model_n11,0.46439478
random_model_n12,0.46449372
random_model_n13,0.46449748
random_model_n14,0.46458972
random_model_n15,0.4646726
random_model_n16,0.4646432
random_model_n17,0.46474716
average_model,0.48225468
optimal_clustering,0.5166307
