,abilities
kmeans_n_clusters_1,0.3783998
kmeans_n_clusters_2,0.4774046
kmeans_n_clusters_3,0.47977835
kmeans_n_clusters_4,0.47837925
kmeans_n_clusters_5,0.47809458
kmeans_n_clusters_6,0.47652847
kmeans_n_clusters_7,0.47263405
kmeans_n_clusters_8,0.46757105
dbscan_eps_0_1_min_samples_2,0.45492473
dbscan_eps_0_2_min_samples_2,0.49258405
dbscan_eps_0_3_min_samples_2,0.4924515
dbscan_eps_0_4_min_samples_2,0.4924515
dbscan_eps_0_5_min_samples_2,0.4924515
dbscan_eps_0_6_min_samples_2,0.3783998
dbscan_eps_0_7_min_samples_2,0.3783998
dbscan_eps_0_8_min_samples_2,0.3783998
dbscan_eps_0_9_min_samples_2,0.3783998
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.3783998
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.4822528
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.47904825
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.47910506
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.47735614
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.47780994
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.47394466
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.469181
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.3783998
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.4924515
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.4887077
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.48291633
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.48294666
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48227298
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.47630167
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4687367
mean_shift_,0.48039314
optics_min_samples_7_xi_0_1_min_cluster_size_0_1,0.4924515
random_model_n1,0.40723097
random_model_n2,0.40715185
random_model_n3,0.40700644
random_model_n4,0.40718058
average_model,0.45793656
optimal_clustering,0.49735758
