,abilities
kmeans_n_clusters_1,0.43948525
kmeans_n_clusters_2,0.4938717
kmeans_n_clusters_3,0.5077727
kmeans_n_clusters_4,0.5166766
kmeans_n_clusters_5,0.51609874
kmeans_n_clusters_6,0.5165526
kmeans_n_clusters_7,0.5158777
kmeans_n_clusters_8,0.5158053
dbscan_eps_0_1_min_samples_2,0.5077757
dbscan_eps_0_2_min_samples_2,0.43948525
dbscan_eps_0_3_min_samples_2,0.43948525
dbscan_eps_0_4_min_samples_2,0.43948525
dbscan_eps_0_5_min_samples_2,0.43948525
dbscan_eps_0_6_min_samples_2,0.43948525
dbscan_eps_0_7_min_samples_2,0.43948525
dbscan_eps_0_8_min_samples_2,0.43948525
dbscan_eps_0_9_min_samples_2,0.43948525
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.43948525
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49353707
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5081914
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5166344
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.51665187
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.516624
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5161132
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5156847
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.43948525
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49033752
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.50682175
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5162997
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51593786
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5124864
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5138771
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5146258
mean_shift_,0.43948525
optics_,0.49386534
random_model_n1,0.48641714
random_model_n2,0.48637304
random_model_n3,0.48632932
random_model_n4,0.48627684
random_model_n5,0.48632962
random_model_n6,0.4863056
random_model_n7,0.48644754
random_model_n8,0.48636267
random_model_n9,0.4861951
random_model_n10,0.48624706
random_model_n11,0.4863884
random_model_n12,0.48640552
random_model_n13,0.48644906
random_model_n14,0.48639548
random_model_n15,0.48641986
random_model_n16,0.48642683
random_model_n17,0.48638904
random_model_n18,0.4863444
random_model_n19,0.4863482
random_model_n20,0.48642313
random_model_n21,0.48640066
random_model_n22,0.48644474
random_model_n23,0.4863235
random_model_n24,0.48642808
random_model_n25,0.48626235
random_model_n26,0.48637265
random_model_n27,0.48643103
random_model_n28,0.4863335
random_model_n29,0.48639953
random_model_n30,0.486281
random_model_n31,0.48620975
random_model_n32,0.48634
random_model_n33,0.48636276
random_model_n34,0.48638746
random_model_n35,0.4863903
average_model,0.48071414
optimal_clustering,0.5185278
