,abilities
kmeans_n_clusters_1,0.47994247
kmeans_n_clusters_2,0.52452123
kmeans_n_clusters_3,0.5422156
kmeans_n_clusters_4,0.53634065
kmeans_n_clusters_5,0.5297026
kmeans_n_clusters_6,0.5342658
kmeans_n_clusters_7,0.5265273
kmeans_n_clusters_8,0.51740265
dbscan_eps_0_1_min_samples_2,0.47994247
dbscan_eps_0_2_min_samples_2,0.47994247
dbscan_eps_0_3_min_samples_2,0.47994247
dbscan_eps_0_4_min_samples_2,0.47994247
dbscan_eps_0_5_min_samples_2,0.47994247
dbscan_eps_0_6_min_samples_2,0.47994247
dbscan_eps_0_7_min_samples_2,0.47994247
dbscan_eps_0_8_min_samples_2,0.47994247
dbscan_eps_0_9_min_samples_2,0.47994247
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.47994247
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49430215
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4927443
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49589327
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.49813107
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4930351
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.48587552
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48910633
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.47994247
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.52664894
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5426598
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5405926
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5322551
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.525583
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.51987314
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5162932
mean_shift_,0.48146096
optics_,0.49011028
random_model_n1,0.48824638
random_model_n2,0.48782748
random_model_n3,0.48781174
random_model_n4,0.4875374
random_model_n5,0.48777342
random_model_n6,0.48787314
random_model_n7,0.48841593
random_model_n8,0.48846155
random_model_n9,0.48747498
random_model_n10,0.487709
average_model,0.50595766
optimal_clustering,0.54392266
