,abilities
kmeans_n_clusters_1,0.42376462
kmeans_n_clusters_2,0.49826542
kmeans_n_clusters_3,0.5112121
kmeans_n_clusters_4,0.5115104
kmeans_n_clusters_5,0.5081336
kmeans_n_clusters_6,0.5099672
kmeans_n_clusters_7,0.5079031
kmeans_n_clusters_8,0.50613314
dbscan_eps_0_1_min_samples_2,0.50316954
dbscan_eps_0_2_min_samples_2,0.51317203
dbscan_eps_0_3_min_samples_2,0.42408964
dbscan_eps_0_4_min_samples_2,0.42408964
dbscan_eps_0_5_min_samples_2,0.42408964
dbscan_eps_0_6_min_samples_2,0.42376462
dbscan_eps_0_7_min_samples_2,0.42376462
dbscan_eps_0_8_min_samples_2,0.42376462
dbscan_eps_0_9_min_samples_2,0.42376462
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.42376462
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49948078
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.51212704
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.50981975
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.50638074
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5099013
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.50724447
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5051316
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.42376462
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49910998
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5136356
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.50251806
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51184344
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.50943476
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5070164
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5048187
mean_shift_,0.49880514
optics_,0.46773133
random_model_n1,0.46288726
random_model_n2,0.46251544
random_model_n3,0.46253473
random_model_n4,0.46248776
random_model_n5,0.4624853
random_model_n6,0.4625628
random_model_n7,0.46264634
random_model_n8,0.46254084
random_model_n9,0.46242464
random_model_n10,0.46291155
random_model_n11,0.46217048
random_model_n12,0.46225613
random_model_n13,0.46231797
average_model,0.47685874
optimal_clustering,0.5164637
