,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53,random_model_n54,random_model_n55,random_model_n56,random_model_n57,random_model_n58,random_model_n59,random_model_n60,random_model_n61,random_model_n62,random_model_n63,random_model_n64
56,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,0,6,4,1,0,0,1,2,0,2,1,1,2,1,0,0,2,1,1,2,0,1,2,0,1,0,1,2,2,0,2,1,0,0,0,2,0,2,0,1,1,0,1,2,2,0,2,1,2,0,0,1,2,2,0,0,0,2,2,1,2,0,1,0,2,2,0,0,0
57,0,1,1,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,0,3,3,1,4,2,1,0,1,2,0,0,2,1,0,2,0,0,1,2,2,1,0,2,0,2,0,2,0,0,2,1,0,2,0,1,0,2,2,2,0,1,0,2,1,1,2,0,0,1,1,1,0,2,2,0,1,1,1,0,0,1,1,0,1,2,1,1,2,0,2,2
58,0,0,0,2,4,3,3,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,4,3,2,3,0,2,0,0,1,1,0,2,0,1,2,0,0,0,2,0,0,0,0,2,2,0,1,2,1,1,1,2,2,2,2,1,1,1,1,0,2,1,0,0,0,1,0,2,1,2,1,1,2,0,1,2,2,0,1,2,2,2,2,0,0,2,1,1,0,1
59,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,1,0,2,1,0,1,0,2,2,1,2,0,1,2,1,2,2,1,0,1,1,2,2,0,2,1,2,0,2,0,1,0,2,2,0,2,1,0,1,0,1,2,1,1,0,2,0,1,2,0,0,2,1,2,0,2,1,2,1,0,0,2,0,2,1,2,0,0,0
60,0,0,2,1,3,0,5,6,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,1,0,0,5,3,5,0,-1,2,1,2,1,0,2,0,0,0,2,2,1,1,1,1,1,0,0,0,2,2,1,0,2,2,2,0,0,0,0,2,1,2,2,1,2,2,0,1,2,0,0,0,1,0,1,2,2,1,2,2,1,1,1,1,1,2,0,2,2,2,0,2,1
61,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,0,6,4,1,0,0,2,0,1,0,2,1,2,1,0,0,1,2,1,0,2,0,2,2,2,1,0,0,0,1,2,1,1,1,2,1,1,0,2,2,1,0,0,0,1,2,0,1,1,0,0,2,1,2,0,2,0,1,1,1,0,0,2,2,0,1,2,2,0
62,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,0,6,4,1,0,2,2,0,1,2,0,1,2,1,2,1,2,2,0,1,0,1,1,0,1,1,2,2,0,1,1,2,1,2,0,2,1,1,0,0,0,1,1,0,1,2,0,0,0,0,2,2,1,1,1,1,0,2,0,1,2,0,0,1,0,1,2,2,0
63,0,0,2,1,3,0,2,4,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,1,4,5,1,0,1,0,1,0,2,0,0,0,2,0,2,1,0,0,1,0,2,1,2,1,2,2,1,1,2,0,2,1,2,1,2,0,1,1,2,1,1,1,1,0,2,1,1,0,1,1,2,2,0,2,2,1,0,0,0,2,0,1,2,1,1,2,1,2,2
64,0,0,2,1,3,0,5,6,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,1,4,5,1,0,1,0,1,0,2,2,0,2,2,1,2,2,1,2,0,1,1,1,2,2,1,1,2,0,2,1,2,1,0,1,2,1,0,1,1,0,1,1,0,1,1,2,0,0,2,2,1,2,1,2,0,2,1,2,0,2,2,0,1,1,2,0,0,1,2
65,0,0,0,2,4,3,3,2,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,3,2,6,0,2,1,0,0,2,0,1,1,0,1,1,2,2,2,0,0,2,1,1,0,0,2,1,0,2,2,1,0,2,2,2,0,1,1,0,0,2,2,1,0,1,1,0,1,1,0,2,0,1,2,1,2,1,1,0,1,1,0,2,0,1,2,0,2,2
66,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,0,0,2,1,0,1,1,0,1,1,2,2,0,1,2,2,0,2,1,1,0,2,1,0,0,1,2,2,0,1,2,1,1,2,1,0,1,1,0,0,2,1,0,2,1,0,1,2,1,2,0,1,1,1,0,0,1,0,1,1,2,0,2,2,0,2,2,0,0
67,0,1,1,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,1,4,7,1,0,1,1,2,0,0,2,2,0,1,1,2,1,2,0,1,2,1,2,2,1,1,2,2,1,0,2,1,0,1,1,2,2,2,1,2,1,1,2,1,0,2,2,0,1,0,1,0,0,0,0,0,1,1,1,1,2,1,0,0,0,2,0,1,2
68,0,0,2,2,1,2,0,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,2,1,2,1,0,0,1,2,0,0,2,2,0,0,1,0,2,0,0,0,0,2,2,1,0,2,1,2,2,1,1,1,0,1,1,1,0,1,0,1,0,1,1,2,0,0,0,2,2,2,1,1,2,1,0,2,0,1,1,1,1,0,2,2,0,1,0,2,1,2,0
69,0,0,0,2,1,2,0,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,2,1,2,1,0,0,1,2,1,0,2,0,1,2,2,1,2,0,0,0,2,1,1,2,2,0,2,0,1,0,2,0,0,1,1,0,2,0,2,2,2,2,1,2,2,2,0,2,0,1,1,2,0,2,2,2,2,1,1,0,0,2,2,2,2,1,1,2,1,1,1
70,0,0,0,2,4,2,0,5,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,1,0,0,1,2,0,2,0,2,2,0,2,2,0,0,2,1,2,0,2,2,0,1,0,0,1,2,2,1,0,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1,1,0,2,0,1,1,2,1,0,2,2,0,2,1,2,0,1,1,1,0,0,2,2
71,0,0,2,1,3,0,5,1,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,1,0,0,5,3,5,0,2,2,2,1,1,2,1,2,1,0,0,1,0,2,0,2,2,2,1,1,1,1,0,0,2,2,0,1,1,2,2,0,1,0,1,0,2,0,1,2,0,2,1,1,0,1,1,1,0,2,2,2,2,0,2,2,1,1,0,2,1,2,0,0,0
72,0,1,1,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,1,4,7,1,0,0,1,1,0,1,2,0,0,2,1,0,0,2,1,2,2,2,1,2,2,0,2,0,0,1,2,2,0,0,1,2,1,1,0,1,0,1,1,2,1,2,2,2,0,2,1,0,1,1,1,0,2,2,0,2,2,0,2,0,0,2,2,0,0
73,0,0,0,2,1,5,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,0,4,3,2,3,0,2,0,1,2,2,1,2,1,1,1,2,0,1,0,2,2,2,0,1,2,1,0,0,0,0,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,0,0,2,2,0,1,0,0,1,0,2,2,0,0,1,1,0,2,1,2,1,0,1,2,1
74,0,1,1,3,2,1,1,0,14,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,0,6,4,1,0,0,0,0,2,1,1,1,2,1,0,0,0,0,2,0,0,1,0,1,2,2,1,2,0,0,1,0,2,0,2,1,1,2,1,0,2,1,1,2,1,1,1,0,1,2,2,2,1,1,1,1,1,0,0,0,2,1,0,2,2,2,0,2,0
75,0,0,2,1,3,0,2,4,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,1,4,5,1,0,1,0,0,2,2,2,1,1,1,2,2,1,0,0,1,0,0,2,0,2,1,1,2,1,1,2,2,2,1,0,2,1,2,0,0,0,0,0,2,2,1,0,2,0,2,1,2,1,0,2,2,2,2,0,2,1,2,2,0,0,0,2,0,2,1
76,0,1,1,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,1,4,7,1,0,0,1,1,2,2,2,2,0,1,2,2,1,0,2,1,2,0,2,2,0,2,1,1,2,2,0,0,2,2,0,0,2,0,0,2,0,1,0,1,1,1,1,2,1,0,1,0,2,2,0,1,1,2,0,1,0,0,0,0,2,1,0,0,0
77,0,1,1,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,1,4,7,1,0,1,2,1,1,1,2,2,0,1,1,1,1,1,1,1,1,1,0,1,0,1,2,0,2,2,2,1,2,1,2,0,2,1,1,1,1,2,2,2,1,0,2,1,0,2,2,2,0,1,2,0,2,2,2,0,0,1,2,2,2,1,2,1,0
78,0,0,2,1,1,2,2,4,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,2,2,1,2,1,0,0,1,2,0,0,1,2,1,2,2,0,1,2,2,1,0,2,1,1,2,2,0,0,2,2,2,0,1,0,1,2,0,2,1,2,1,0,1,2,0,0,0,2,1,2,0,0,2,1,1,1,0,0,2,0,2,0,1,1,0,0,0,2,2,0,1
79,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,0,0,2,1,0,0,0,1,0,2,1,2,2,1,1,2,0,0,0,0,1,0,0,2,1,0,0,0,2,0,1,2,0,2,2,0,1,0,1,2,2,0,2,2,2,0,1,2,1,0,1,0,2,2,0,0,2,2,2,2,2,2,0,2,1,1,2,2,2
80,0,0,0,2,4,5,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,0,4,3,2,3,0,2,0,0,0,0,1,2,1,1,0,0,1,0,2,1,2,1,0,1,2,2,1,0,2,2,1,0,1,1,2,0,0,1,2,2,1,1,1,2,1,0,2,1,0,1,2,1,2,2,0,0,2,1,2,1,2,0,1,0,1,1,0,2,2,0
81,0,0,2,1,3,0,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,1,4,5,1,0,1,2,2,2,2,1,0,0,1,2,2,0,2,2,1,0,2,2,1,2,1,0,2,0,1,2,0,1,0,1,1,1,0,0,1,2,2,0,1,1,0,0,0,2,1,1,0,1,1,2,0,2,0,0,1,1,0,0,0,0,0,2,1,1,0
82,0,1,1,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,1,4,7,1,0,0,2,0,1,1,1,1,1,0,2,1,0,1,0,2,1,0,0,0,1,1,1,2,1,2,1,2,1,2,1,1,0,1,1,2,0,1,1,1,1,1,0,1,2,0,2,0,2,2,1,2,2,2,1,0,1,2,1,2,2,1,1,0,0
83,0,0,0,2,1,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,1,0,0,1,2,1,1,0,2,0,2,2,0,0,1,1,0,0,2,1,1,1,1,2,2,1,0,2,2,0,1,2,1,0,2,1,2,1,1,0,0,1,1,0,2,0,1,1,0,0,2,0,0,0,2,1,2,0,0,1,1,2,0,2,1,2,0,1
84,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,0,0,2,1,0,1,2,1,2,2,0,1,2,0,0,0,2,2,2,2,0,0,2,0,0,2,2,2,0,2,1,2,2,0,2,2,1,0,0,2,0,1,2,1,0,2,1,0,1,2,2,0,0,2,2,1,1,0,0,0,1,0,2,1,0,0,1,0,0
85,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,0,0,2,1,0,2,2,1,0,2,2,2,2,0,0,2,0,0,0,2,2,0,0,1,2,0,1,0,2,0,0,2,2,0,1,1,0,1,2,1,2,0,0,0,0,1,1,0,0,1,1,1,2,2,2,0,2,2,2,2,2,2,2,2,0,2,0,0,2
86,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,0,0,2,1,0,2,0,2,0,0,0,2,2,1,0,2,2,0,1,1,0,0,1,2,0,0,0,0,1,0,1,2,0,1,0,1,2,1,2,0,2,1,2,2,1,2,0,1,1,0,0,2,1,1,1,1,1,2,0,2,0,0,2,1,0,2,0,1,2
87,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,0,6,4,1,0,0,2,1,0,2,1,0,1,0,0,0,0,2,2,2,0,2,1,2,2,2,0,1,1,1,0,0,1,2,0,1,1,2,2,2,1,1,0,1,1,0,0,1,1,1,2,0,2,0,0,0,0,2,2,0,1,1,2,2,2,0,0,1,0
88,0,1,1,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,1,4,7,1,0,2,0,2,2,2,0,2,2,0,2,1,1,0,0,1,1,0,2,2,2,0,0,1,0,0,1,1,0,1,1,2,0,1,1,0,2,0,0,0,1,1,2,0,0,0,1,0,2,1,1,2,1,2,2,2,1,2,2,0,0,1,1,2,2
89,0,0,0,2,1,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,1,0,0,1,2,1,2,0,2,2,1,1,2,0,1,0,0,2,1,2,0,2,1,1,0,2,0,0,0,2,2,0,1,0,0,2,2,0,0,0,0,1,0,1,1,0,0,0,0,2,0,1,2,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0
90,0,0,0,2,1,5,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,1,0,4,3,2,3,0,2,0,1,2,1,2,0,1,0,2,0,0,0,0,2,1,0,2,0,2,0,0,1,1,2,2,2,0,0,1,2,0,0,0,2,1,0,0,1,0,0,0,2,1,2,2,0,0,2,1,1,2,1,0,2,2,0,1,2,2,0,0,0,2,2
91,0,0,0,2,1,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,1,0,0,1,1,0,2,1,2,2,0,0,2,2,0,0,2,2,0,2,2,0,1,2,2,2,1,2,1,1,2,2,0,1,0,0,0,2,0,1,1,2,2,2,1,1,0,2,2,0,2,1,2,0,1,1,1,0,0,2,1,1,2,1,0,2,1,1
92,0,0,0,2,4,3,3,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,4,3,2,3,0,2,0,1,1,0,1,2,2,0,1,1,1,0,1,2,1,0,1,0,2,1,2,2,0,0,1,2,0,0,0,1,2,2,0,0,2,1,0,1,1,0,0,2,2,2,1,2,0,1,1,0,1,1,1,2,0,0,0,0,2,2,2,2,2,2
93,0,0,0,2,4,3,3,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,0,4,3,2,3,0,2,2,2,2,2,1,2,0,1,2,1,0,0,1,2,2,1,2,2,1,0,1,1,1,1,2,2,1,2,0,0,0,2,0,2,2,0,0,1,1,1,0,0,1,2,0,0,1,2,2,1,0,1,2,0,2,1,0,1,2,2,1,2,0,0
94,0,1,1,0,4,3,3,2,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,1,1,4,3,2,6,1,2,1,1,1,2,0,2,1,1,0,0,2,2,0,1,0,0,2,0,1,2,0,1,2,1,1,0,2,1,0,2,2,2,1,1,2,0,0,1,1,0,1,1,0,2,1,1,0,2,2,2,2,0,0,1,0,2,2,1,1,0,2,0,2,0
95,0,0,0,2,1,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,1,0,0,1,2,1,0,1,0,2,1,1,1,0,1,1,1,1,1,2,0,2,0,1,2,2,1,0,1,0,0,2,2,2,0,0,1,1,1,0,0,0,0,0,1,0,1,2,2,2,2,2,1,2,0,0,0,0,0,1,1,0,1,2,0,0,2,1
96,0,0,0,2,1,5,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,1,0,0,5,3,3,0,2,1,1,2,2,2,1,0,2,0,0,0,1,0,0,1,2,1,0,1,0,1,1,0,0,1,0,2,2,0,1,1,0,0,0,2,2,2,2,1,0,1,1,0,2,0,0,2,2,0,2,2,1,2,1,1,1,2,2,0,1,0,1,1,1
97,0,0,2,1,1,5,4,1,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,1,0,0,5,3,5,0,2,1,1,0,0,0,0,0,0,2,1,2,2,0,0,0,1,2,2,0,1,2,2,0,2,0,2,2,0,1,1,0,0,1,1,2,2,0,2,1,2,0,2,1,2,2,1,1,1,2,0,2,0,2,0,0,0,1,0,2,1,0,0,2,1
98,0,0,0,2,1,5,4,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,1,0,0,5,3,5,0,2,0,1,1,0,1,2,0,1,2,2,0,2,1,0,0,0,1,1,1,0,2,0,1,0,1,0,1,0,0,2,2,2,0,0,2,0,1,0,0,1,0,2,1,1,1,0,1,1,0,2,1,2,1,2,0,1,0,2,1,2,1,2,1,2
99,0,0,0,2,1,2,0,5,15,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,2,2,1,2,1,0,0,1,1,2,1,0,2,0,1,2,1,2,0,2,2,2,0,1,0,2,0,1,2,1,2,2,1,2,0,1,2,0,0,0,1,1,2,0,0,1,2,0,1,1,0,2,2,2,0,0,1,0,2,1,2,2,0,1,1,1,0,2,0,1,1,0
100,0,0,2,1,1,5,4,1,-1,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,1,0,0,5,3,5,0,2,1,0,2,1,1,0,0,1,0,0,2,2,0,2,0,2,2,2,0,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,0,1,2,1,0,1,0,0,1,2,0,1,0,0,0,0,0,1,2,0,1,1,0,2,0,2,0,1
101,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,0,0,2,1,0,0,2,1,1,2,1,2,2,1,2,0,0,2,1,1,0,2,2,2,2,2,0,0,1,1,2,0,1,2,1,2,0,2,0,0,1,2,0,0,0,2,0,2,2,1,0,1,1,2,2,1,2,0,1,2,2,2,0,1,1,0,2,1,1
102,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,0,0,2,1,0,0,0,1,0,1,2,2,0,0,1,2,1,2,2,0,1,0,0,1,2,1,2,0,2,1,1,2,2,2,2,0,0,0,0,2,2,0,2,0,0,0,2,0,1,1,2,1,2,1,0,1,2,0,0,1,2,0,1,0,1,1,2,1,0
103,0,1,1,3,2,1,1,0,14,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,0,6,4,1,0,2,0,2,2,2,0,2,2,2,2,0,1,1,2,2,2,1,2,2,2,2,2,1,0,2,1,2,0,2,1,1,2,2,1,1,2,1,1,0,2,1,0,0,0,2,1,1,1,2,0,0,2,1,1,2,2,1,0,0,1,2,1,0,2
104,0,1,1,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,0,1,3,1,4,7,1,0,1,0,1,0,0,1,1,2,1,2,0,0,1,2,0,0,1,0,1,0,1,1,1,0,2,0,2,0,1,0,2,2,1,1,1,0,0,0,2,2,0,1,0,1,1,2,2,0,0,2,0,2,1,1,2,1,1,1,2,1,2,2,0,0
105,0,0,0,2,4,5,4,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,1,0,4,3,2,3,0,2,1,2,2,0,2,1,1,1,0,0,0,2,1,0,0,1,2,1,2,2,2,2,1,1,1,0,0,0,2,0,0,0,2,0,0,1,0,0,2,2,1,1,2,1,1,0,1,2,0,2,1,0,2,0,0,1,2,2,1,2,1,1,2,1
106,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,3,1,0,2,1,0,2,1,1,0,2,0,0,0,1,1,2,0,2,2,2,2,2,1,2,2,2,0,2,0,0,2,0,1,0,2,1,0,2,0,1,0,2,1,0,1,0,1,0,1,1,2,1,1,2,1,1,2,2,2,1,0,0,2,0,0,0,2,2,0
107,0,0,0,2,1,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,1,1,2,1,0,0,1,0,0,0,2,0,2,0,1,0,2,0,0,0,1,2,2,0,2,0,2,1,0,1,0,0,2,2,1,0,1,0,0,0,1,1,0,1,1,0,2,0,2,0,2,1,1,0,1,2,2,2,1,1,0,0,2,1,1,0,0,2,0,1,2
108,0,0,2,1,3,0,2,4,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,1,4,5,1,0,1,0,2,2,1,1,2,0,1,0,1,2,0,1,2,1,2,0,0,2,2,2,2,1,1,0,0,1,0,1,2,1,2,1,1,1,2,0,1,0,0,0,2,0,2,2,2,0,0,2,2,2,0,2,2,2,2,2,0,1,2,2,0,2,2
109,0,0,0,2,1,2,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,2,2,1,2,1,0,0,1,1,2,1,2,2,2,1,2,0,1,2,1,0,0,2,0,0,1,1,0,0,1,1,2,0,1,0,0,2,0,0,0,1,0,2,2,2,2,0,0,0,1,0,1,0,0,0,1,0,2,1,2,0,1,2,2,1,1,1,2,2,2,2,2
110,0,0,2,1,3,0,5,6,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,1,4,5,1,0,1,2,2,2,1,2,0,2,2,2,0,2,0,2,2,2,1,1,0,2,0,0,1,0,1,2,0,0,1,0,1,2,0,1,0,1,0,0,2,0,0,1,1,0,0,2,2,0,1,0,0,0,0,1,2,0,2,0,1,1,2,1,2,1,2
111,0,1,1,3,2,1,1,0,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,0,6,4,1,0,2,2,1,0,1,2,1,2,1,2,1,1,2,2,2,2,0,1,1,1,0,1,1,1,2,1,1,0,1,0,0,2,1,1,1,2,0,2,2,0,1,2,1,0,2,0,0,1,1,1,0,1,1,1,0,1,2,2,1,1,2,1,1,2
112,0,1,1,0,0,4,6,3,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,1,3,1,4,7,1,0,0,0,2,1,1,2,1,0,1,1,0,0,0,1,1,2,2,1,2,1,1,0,1,1,1,1,2,0,0,2,1,0,0,2,2,2,2,0,2,0,1,2,0,2,0,0,1,1,1,1,1,1,2,0,1,0,2,0,1,1,2,2,0,0
113,0,1,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,0,3,2,0,6,4,1,0,0,0,0,1,1,0,1,2,0,1,2,2,2,2,0,0,0,1,2,2,2,0,1,1,1,1,0,1,1,2,1,0,2,1,2,2,0,1,1,0,1,0,0,2,0,2,1,0,1,0,2,0,1,2,0,2,1,2,0,1,0,2,0,0
114,0,0,2,1,3,0,2,4,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,1,4,5,1,0,1,1,1,1,0,0,0,1,0,2,1,2,2,2,0,1,0,1,1,0,1,0,2,0,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,0,1,0,0,2,2,2,2,2,1,1,0,0,1,2,2,1,1,1,1,2,1,1,0,0,1
115,0,0,2,1,3,0,5,1,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,1,0,0,5,3,5,0,2,2,2,1,0,2,0,2,2,1,0,2,2,1,1,2,0,1,1,2,2,2,1,1,0,1,2,0,1,1,2,2,0,1,2,2,1,1,2,0,1,1,2,2,0,2,2,1,0,1,2,1,0,2,1,1,0,2,2,0,1,0,1,2,1
116,0,1,1,3,2,1,1,0,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,0,3,2,0,0,2,1,0,0,0,2,1,2,0,2,1,0,2,0,2,0,2,0,2,2,2,1,1,1,0,1,2,1,1,2,2,2,2,1,0,0,1,2,2,2,1,2,1,1,0,1,2,2,0,0,2,1,2,2,1,0,0,1,1,1,0,1,2,0,1,1,2
117,0,1,0,2,4,3,3,2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,2,1,0,0,-1,2,0,1,2,1,0,0,2,2,2,1,1,0,0,2,1,2,0,2,2,0,0,0,1,2,0,0,0,1,0,2,0,0,1,2,0,0,1,2,2,0,2,0,2,2,2,2,2,0,2,1,2,0,1,1,0,2,1,0,1,0,0,2,0
118,0,0,0,2,4,3,3,2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,1,1,4,3,2,3,0,2,1,1,0,1,2,1,1,2,0,1,0,2,0,0,1,1,2,2,2,0,1,2,0,1,2,2,0,2,2,0,1,0,1,2,1,0,0,2,2,0,0,0,2,0,1,2,0,0,1,2,1,0,1,0,1,0,2,1,1,0,1,2,0,0
