,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28
92,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
93,0,0,0,2,2,2,0,4,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,2,1,5,5,4,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
94,0,0,0,3,2,2,2,4,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,1,0,3,0,2,5,4,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
95,0,1,1,3,0,0,4,5,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0
96,0,1,2,1,4,3,6,2,-1,-1,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,0,4,0,4,6,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
97,0,0,0,2,2,2,0,4,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,0,2,1,2,3,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1
98,0,1,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,0,4,0,4,6,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0
99,0,0,0,2,2,2,0,1,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
100,0,1,1,1,3,0,4,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,3,0,2,1,7,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
101,0,1,1,1,3,0,1,2,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,1,2,4,2,5,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
102,0,1,2,1,3,3,1,2,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,0,4,0,4,7,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1
103,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0
104,0,1,2,0,1,4,5,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,1,5,3,3,1,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0
105,0,0,0,3,0,5,2,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0
106,0,1,1,1,3,0,4,5,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,0,2,1,7,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1
107,0,0,0,2,1,1,3,1,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1
108,0,1,2,0,4,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1
109,0,0,1,3,0,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1
110,0,1,2,0,4,4,5,3,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,1,6,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1
111,0,1,2,0,1,4,5,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,1,5,3,3,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,1
112,0,0,1,3,0,5,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,1,3,0,2,1,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1
113,0,1,2,0,1,4,5,3,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,1,0,2,1,5,3,3,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1
114,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0
115,0,0,0,2,2,2,0,7,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,2,1,2,3,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1
116,0,0,1,3,0,5,4,7,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0
117,0,1,2,0,4,4,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,4,2,5,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1
118,0,0,0,2,2,2,0,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
119,0,0,0,2,2,2,0,4,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,0,3,0,2,5,4,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0
120,0,0,0,2,2,2,0,7,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,2,1,2,3,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1
121,0,1,2,0,4,3,6,6,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,0,4,0,4,6,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0
122,0,0,1,3,0,5,4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,1,3,0,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,1
123,0,1,1,1,3,0,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,2,1,2,3,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0
124,0,0,0,3,0,5,2,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0
125,0,0,0,2,1,1,3,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
126,0,1,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,0,4,0,4,6,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0
127,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1
128,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1
129,0,0,0,3,0,5,2,7,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0
130,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,2,1,3,1,6,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1
131,0,0,0,2,1,1,3,1,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0
132,0,1,2,0,4,3,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0
133,0,1,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,0,4,0,4,6,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0
134,0,1,2,0,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0
135,0,0,0,0,1,1,3,3,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,2,1,3,1,6,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1
136,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1
137,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1
138,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1
139,0,0,0,2,2,2,0,4,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,0,3,0,2,5,4,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
140,0,0,0,2,2,2,0,4,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,0,3,0,5,5,4,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1
141,0,1,2,0,4,3,6,6,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,0,4,0,4,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
142,0,1,2,1,3,3,1,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,0,4,0,4,7,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
143,0,1,2,0,4,4,5,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
144,0,0,0,2,1,1,3,3,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,2,1,3,1,6,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
145,0,1,2,0,1,4,5,3,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,1,5,3,3,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1
146,0,1,2,1,3,3,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,2,1,3,4,2,5,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0
147,0,1,1,1,3,0,1,2,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,1,2,4,2,5,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0
148,0,0,2,0,1,1,3,3,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,0,2,1,5,3,3,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1
149,0,1,2,0,1,4,5,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,0,2,1,5,3,3,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,0
150,0,0,1,3,0,5,2,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,0,2,1,2,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0
151,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0
152,0,0,1,3,0,5,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,1,3,0,2,1,2,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1
153,0,0,2,0,1,1,3,3,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,0,2,1,3,1,6,0,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1
154,0,0,1,3,0,5,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,0,2,1,2,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0
155,0,1,2,0,4,4,5,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1
156,0,1,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,0,4,0,4,6,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0
157,0,1,2,0,4,4,5,3,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1
158,0,0,1,3,0,5,4,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1
159,0,1,2,0,1,4,5,3,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,0,2,1,5,3,3,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
160,0,1,2,0,4,4,6,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,2,1,3,4,2,5,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0
161,0,0,0,2,1,1,3,1,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,1,0,2,1,5,3,3,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1
162,0,1,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,0,4,0,4,6,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
163,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
164,0,0,0,2,1,1,3,1,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,0,2,1,5,3,3,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0
165,0,1,1,1,3,0,1,2,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,1,0,4,0,4,7,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
166,0,0,1,3,0,5,2,7,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,2,1,2,3,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
167,0,1,2,1,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0
168,0,1,2,0,1,1,5,3,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,0,2,1,3,1,6,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1
169,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
170,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1
171,0,0,1,3,0,5,2,0,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
172,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
173,0,1,1,1,3,0,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,0,2,1,2,3,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
174,0,0,0,2,1,1,3,3,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,2,1,3,1,6,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0
175,0,0,0,2,2,2,0,1,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,0,2,1,5,5,4,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0
176,0,1,2,1,3,3,1,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,2,1,3,4,2,5,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
177,0,1,2,0,4,3,6,6,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,0,4,0,4,6,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0
178,0,1,2,0,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
179,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,2,1,3,1,6,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1
180,0,1,1,1,3,0,1,2,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,1,2,4,2,5,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1
181,0,0,0,3,0,5,2,4,41,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,0,3,0,2,5,4,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1
182,0,1,1,1,3,0,1,5,42,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,1,7,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1
183,0,0,0,2,1,1,3,1,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,2,1,3,1,6,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1
184,0,1,2,1,4,3,6,2,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,0,4,0,4,6,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1
185,0,1,1,1,3,0,1,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,2,1,2,4,2,5,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0
186,0,0,0,3,2,2,2,7,43,1,1,1,1,0,0,0,0,0,0,2,0,1,0,4,5,0,0,2,1,2,3,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
187,0,0,0,2,2,2,0,7,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,2,1,2,3,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0
188,0,1,2,1,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,2,1,3,4,2,5,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
189,0,1,1,1,3,0,1,5,44,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,0,4,0,4,7,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
190,0,1,2,1,4,3,6,2,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,2,1,3,4,2,5,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0
191,0,0,0,2,2,2,0,1,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,0,2,1,3,1,6,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0
