,abilities
kmeans_n_clusters_1,0.3428973
kmeans_n_clusters_2,0.48171002
kmeans_n_clusters_3,0.5330481
kmeans_n_clusters_4,0.53009856
kmeans_n_clusters_5,0.5251429
kmeans_n_clusters_6,0.517448
kmeans_n_clusters_7,0.5151552
kmeans_n_clusters_8,0.51147586
dbscan_eps_0_1_min_samples_2,0.53075176
dbscan_eps_0_2_min_samples_2,0.53293365
dbscan_eps_0_3_min_samples_2,0.5330481
dbscan_eps_0_4_min_samples_2,0.5330481
dbscan_eps_0_5_min_samples_2,0.48171002
dbscan_eps_0_6_min_samples_2,0.48171002
dbscan_eps_0_7_min_samples_2,0.48171002
dbscan_eps_0_8_min_samples_2,0.48171002
dbscan_eps_0_9_min_samples_2,0.48171002
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.3428973
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.48171002
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5330481
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5300278
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5250351
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.49593592
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.51331276
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5273784
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.3428973
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.45364463
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5330481
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5265817
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.48344824
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5183203
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.51509655
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5123992
mean_shift_,0.5330481
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.5330481
random_model_n1,0.43878934
random_model_n2,0.43858683
random_model_n3,0.4378593
random_model_n4,0.43841633
random_model_n5,0.43834585
random_model_n6,0.43873894
random_model_n7,0.43862194
random_model_n8,0.4384225
random_model_n9,0.43859828
random_model_n10,0.43869737
random_model_n11,0.43882018
random_model_n12,0.4385957
random_model_n13,0.43853912
random_model_n14,0.43893638
random_model_n15,0.43849117
random_model_n16,0.43845442
random_model_n17,0.43860883
random_model_n18,0.43841785
random_model_n19,0.4382086
random_model_n20,0.43851796
random_model_n21,0.43829057
random_model_n22,0.43869132
random_model_n23,0.4381517
random_model_n24,0.43849906
random_model_n25,0.43855518
random_model_n26,0.43896785
random_model_n27,0.43895632
random_model_n28,0.43835497
average_model,0.49430028
optimal_clustering,0.5330774
