,abilities
kmeans_n_clusters_1,0.37829584
kmeans_n_clusters_2,0.51310194
kmeans_n_clusters_3,0.5488128
kmeans_n_clusters_4,0.5538076
kmeans_n_clusters_5,0.56280196
kmeans_n_clusters_6,0.5644819
kmeans_n_clusters_7,0.5669486
kmeans_n_clusters_8,0.5669429
dbscan_eps_0_1_min_samples_2,0.3825202
dbscan_eps_0_2_min_samples_2,0.46816215
dbscan_eps_0_3_min_samples_2,0.5381777
dbscan_eps_0_4_min_samples_2,0.55653363
dbscan_eps_0_5_min_samples_2,0.5409571
dbscan_eps_0_6_min_samples_2,0.52918947
dbscan_eps_0_7_min_samples_2,0.5193001
dbscan_eps_0_8_min_samples_2,0.5182684
dbscan_eps_0_9_min_samples_2,0.5182684
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.37829584
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.51310194
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5491576
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5524678
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.56091714
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5629707
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.56657016
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5665208
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.37829584
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.51310194
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5472261
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5536322
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5634199
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.56422424
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5667218
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.567641
mean_shift_,0.51310194
optics_,0.46956003
random_model_n1,0.5032372
random_model_n2,0.5026287
random_model_n3,0.5008807
random_model_n4,0.50193334
random_model_n5,0.50310016
random_model_n6,0.50381494
random_model_n7,0.50424427
random_model_n8,0.5043377
random_model_n9,0.50213623
random_model_n10,0.5032384
random_model_n11,0.5027265
random_model_n12,0.5031282
random_model_n13,0.50383073
random_model_n14,0.5036424
random_model_n15,0.501533
random_model_n16,0.5034752
random_model_n17,0.5027448
random_model_n18,0.502
random_model_n19,0.5018325
random_model_n20,0.49998337
random_model_n21,0.5047301
random_model_n22,0.50265753
random_model_n23,0.5027765
random_model_n24,0.503961
random_model_n25,0.50319993
random_model_n26,0.5035993
random_model_n27,0.50279504
random_model_n28,0.50186384
random_model_n29,0.5031304
random_model_n30,0.50321203
random_model_n31,0.50019777
random_model_n32,0.50282305
random_model_n33,0.50295943
random_model_n34,0.50171065
random_model_n35,0.5024308
random_model_n36,0.5050399
random_model_n37,0.50402707
random_model_n38,0.5014602
random_model_n39,0.50106925
random_model_n40,0.50290257
random_model_n41,0.5028718
random_model_n42,0.5036479
random_model_n43,0.5026328
random_model_n44,0.5028755
random_model_n45,0.50367326
random_model_n46,0.5044742
random_model_n47,0.5038393
random_model_n48,0.5024823
random_model_n49,0.50345683
random_model_n50,0.50390923
random_model_n51,0.50263137
random_model_n52,0.503526
random_model_n53,0.5027905
random_model_n54,0.503227
random_model_n55,0.5031698
random_model_n56,0.50317895
random_model_n57,0.5027747
random_model_n58,0.5017657
random_model_n59,0.5029493
average_model,0.52195305
optimal_clustering,0.5697158
