,abilities
kmeans_n_clusters_1,0.4643667
kmeans_n_clusters_2,0.503674
kmeans_n_clusters_3,0.5090653
kmeans_n_clusters_4,0.51102936
kmeans_n_clusters_5,0.5096182
kmeans_n_clusters_6,0.5097769
kmeans_n_clusters_7,0.51145154
kmeans_n_clusters_8,0.5088601
dbscan_eps_0_1_min_samples_2,0.5020614
dbscan_eps_0_2_min_samples_2,0.51269174
dbscan_eps_0_3_min_samples_2,0.512704
dbscan_eps_0_4_min_samples_2,0.512704
dbscan_eps_0_5_min_samples_2,0.512704
dbscan_eps_0_6_min_samples_2,0.4643667
dbscan_eps_0_7_min_samples_2,0.4643667
dbscan_eps_0_8_min_samples_2,0.4643667
dbscan_eps_0_9_min_samples_2,0.4643667
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4643667
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50407314
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5084093
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5113012
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.51075214
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.51458424
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5120413
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.511367
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4643667
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.512704
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51633674
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.516748
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51674616
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.51570463
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5143016
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5139632
mean_shift_,0.50177693
optics_min_samples_7_xi_0_08_min_cluster_size_0_1,0.512704
random_model_n1,0.48318106
random_model_n2,0.48271018
random_model_n3,0.48262826
random_model_n4,0.4829212
random_model_n5,0.4826648
random_model_n6,0.48286808
random_model_n7,0.48263946
random_model_n8,0.48289108
random_model_n9,0.4825815
random_model_n10,0.48256707
random_model_n11,0.48271444
random_model_n12,0.4827188
random_model_n13,0.48258284
random_model_n14,0.4825553
random_model_n15,0.482504
random_model_n16,0.48259428
random_model_n17,0.48279363
random_model_n18,0.48267913
random_model_n19,0.48279658
random_model_n20,0.48272663
random_model_n21,0.4826516
random_model_n22,0.48272112
random_model_n23,0.48265135
random_model_n24,0.48256811
random_model_n25,0.48283726
random_model_n26,0.48265657
random_model_n27,0.4830094
random_model_n28,0.4826417
random_model_n29,0.48296747
random_model_n30,0.48279157
random_model_n31,0.48282358
random_model_n32,0.48278737
random_model_n33,0.48259276
average_model,0.5015485
optimal_clustering,0.51962036
