,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22
102,0,0,1,1,0,0,6,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,0,2,2,1,2,2,1,1,0,0,0,0,0,2,0,2,2,2,2,2,2
103,0,1,2,2,1,5,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,2,0,4,1,1,2,2,0,1,1,2,0,2,2,2,2,1,2,0,2,0,2,0,0,0,0,0,2
104,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,3,6,3,0,1,2,2,2,2,2,0,2,2,1,1,2,2,2,0,1,1,0,0,0,0,2,0
105,0,1,2,2,1,5,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,3,5,0,6,1,2,1,2,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,2,0,2
106,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,2,1,2,0,0,0,0,2,1,2,2,0,1,1,0,0,1,0,2,1,2
107,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,3,5,0,6,1,2,1,1,1,0,0,0,2,1,0,1,2,2,1,1,2,1,1,0,0,1,2,1
108,0,1,0,0,2,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,1,2,3,2,0,1,1,0,0,1,0,0,2,2,0,2,2,2,2,2,1,1,2,1,1,1,0,0
109,0,1,2,3,4,1,5,7,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,2,0,4,5,1,2,2,0,2,1,1,2,1,0,2,2,2,1,2,2,2,2,1,1,0,0,0,2
110,0,1,2,2,1,5,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,2,0,4,1,1,2,2,2,1,1,1,0,0,2,0,0,1,0,0,2,2,2,0,1,1,0,0,0
111,0,1,2,2,1,5,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,2,0,4,5,1,2,0,0,0,1,2,2,2,0,1,2,1,2,2,1,0,0,2,1,1,2,0,1
112,0,1,0,0,2,4,4,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,3,5,7,0,1,0,0,1,0,0,2,1,2,2,1,0,0,0,2,1,1,0,0,1,0,1,2
113,0,1,2,3,4,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,2,0,4,5,1,2,0,0,1,1,1,2,2,0,0,2,0,0,0,1,1,2,1,1,0,2,1,2
114,0,1,0,0,2,4,4,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,2,5,7,0,1,2,2,0,0,2,1,2,1,1,1,1,2,1,2,2,2,2,0,1,0,1,0
115,0,1,2,3,4,1,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,2,0,4,5,1,2,2,0,1,2,0,0,1,1,0,0,2,0,1,2,0,2,2,0,1,2,2,1
116,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,1,1,2,2,0,2,2,1,2,2,1,1,2,2,0,1,2,2,1,1,1,1
117,0,1,2,3,4,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,2,0,4,1,1,2,0,2,2,0,1,2,1,1,2,2,0,2,2,2,1,1,0,2,0,0,1,0
118,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,2,3,5,0,6,1,2,2,0,1,0,2,0,0,2,0,1,0,1,1,1,2,0,0,1,2,0,1,1
119,0,1,0,0,2,4,4,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,1,2,5,7,0,1,0,2,2,0,2,1,0,1,1,1,2,1,0,0,2,1,2,1,2,1,1,0
120,0,1,2,2,1,5,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,2,0,4,1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,0,2,0,1,0,0,2
121,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,2,0,2,2,2,1,2,1,0,0,1,1,2,0,0,0,2,0,2,2,2
122,0,1,0,0,2,2,0,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,0,1,2,3,2,0,1,2,0,2,0,0,2,1,2,0,1,2,0,1,0,0,0,1,2,2,2,1,2
123,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,2,3,5,0,6,1,2,0,2,2,2,0,1,0,1,2,1,0,0,2,0,0,0,0,2,1,2,2,0
124,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,3,6,3,0,1,0,1,1,2,0,0,2,2,0,2,0,2,2,2,1,2,0,0,0,1,0,2
125,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,0,1,1,2,2,2,0,2,2,1,2,0,1,2,2,2,0,0,1,1,2
126,0,1,2,3,4,1,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,2,0,4,5,1,2,2,2,1,0,2,1,2,2,2,0,2,2,1,0,0,1,1,0,2,1,1,2
127,0,1,2,3,4,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,2,0,4,1,1,2,1,0,2,0,2,0,0,2,0,1,1,1,1,0,1,1,2,1,0,0,2,2
128,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,1,1,2,0,1,1,0,0,1,2,2,0,1,1,1,1,1,2,0,2,2,1
129,0,1,0,0,2,2,0,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,1,0,1,2,3,2,0,1,2,2,2,1,0,2,0,0,1,1,1,0,1,1,2,1,0,0,0,1,2,2
130,0,1,0,0,2,2,0,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,1,0,1,2,3,2,0,1,0,0,1,2,1,2,2,0,2,1,0,1,1,1,1,0,2,0,0,2,0,0
131,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,1,1,0,2,2,0,0,2,1,2,1,2,0,2,2,2,0,1,1,1,0,2
132,0,1,0,0,2,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,1,2,5,7,0,1,2,1,1,0,0,2,2,0,0,0,0,0,2,1,2,1,2,2,0,0,0,2
133,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,3,6,3,0,1,1,2,1,1,1,2,2,1,2,0,0,1,0,0,0,2,1,0,2,0,0,1
134,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,3,6,3,0,1,1,2,2,2,1,0,0,1,1,2,2,0,1,1,0,1,0,1,2,2,0,1
135,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,3,5,0,6,1,2,2,1,0,2,1,0,2,2,0,2,1,1,1,2,2,2,0,0,1,0,2,0
136,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,1,1,1,2,1,0,0,0,0,1,1,0,2,0,2,2,0,2,0,1,2,2
137,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,0,2,2,2,2,1,1,2,2,1,0,0,0,2,2,0,2,2,0,1,0
138,0,1,2,2,1,5,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,2,0,4,5,1,2,0,1,0,2,1,0,2,2,2,2,1,2,0,2,2,1,2,0,0,2,1,1
139,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,1,0,2,0,0,0,0,2,0,2,1,0,0,1,0,2,0,0,0,1,0,0
140,0,1,2,3,4,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,2,0,4,1,1,2,1,2,2,0,1,2,0,1,0,0,0,2,2,0,1,1,2,0,1,1,1,0
141,0,1,0,0,2,4,4,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,1,2,5,7,0,1,0,1,2,0,1,0,0,1,0,0,0,0,1,2,2,0,0,1,1,1,2,0
142,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,1,0,0,0,2,0,2,0,1,2,0,2,0,1,2,2,1,1,0,2,2,0
143,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,1,2,1,1,0,1,1,2,0,0,0,2,0,2,1,0,2,0,0,1,1,2
144,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,0,1,0,2,1,2,0,2,0,2,0,2,1,2,0,2,1,1,2,2,0,2
145,0,1,0,0,2,2,0,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,0,1,2,3,2,0,1,2,0,1,1,2,0,2,2,0,2,1,1,0,1,0,1,2,0,1,0,0,2
146,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,2,3,5,0,6,1,2,1,2,1,0,2,2,1,2,1,1,2,1,1,1,0,2,2,0,1,1,1,1
147,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,0,1,2,1,2,2,0,1,0,1,2,2,1,1,1,2,2,1,2,0,1,0
148,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,2,0,2,1,2,2,0,0,2,2,1,2,2,0,2,1,0,1,1,2,0,0
149,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,2,3,5,0,6,1,2,0,2,1,0,2,0,1,0,1,1,1,0,0,2,0,2,1,2,0,2,0,2
150,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,2,0,0,0,2,0,1,2,2,1,1,1,0,0,2,2,0,1,1,0,0
151,0,1,0,0,2,4,4,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,2,3,3,0,1,0,0,0,2,1,1,0,2,1,1,2,1,0,1,1,1,1,1,2,1,0,1
152,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,1,2,2,0,0,0,2,2,2,0,1,2,2,0,1,0,2,2,2,2,2,2
153,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,1,0,1,2,2,2,2,1,0,2,2,0,2,1,2,0,2,2,0,1,0,1
154,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,2,1,0,2,0,2,2,0,1,1,0,2,0,1,0,1,1,0,1,1,0,0
155,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,2,3,5,0,6,1,2,0,0,2,0,2,0,1,0,2,1,0,2,1,1,0,1,2,1,1,1,2,2
156,0,1,0,0,2,4,4,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,1,2,5,7,0,1,1,1,2,2,1,2,2,0,1,2,1,0,1,2,2,1,2,0,0,2,0,2
157,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,1,0,1,3,6,3,0,1,1,0,1,0,0,1,1,1,1,2,0,2,1,0,1,0,2,1,1,1,2,0
158,0,1,2,3,4,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,2,0,4,1,1,2,0,2,0,1,2,1,0,1,0,2,0,0,2,2,1,0,2,2,2,0,0,0
159,0,1,2,3,4,1,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,2,0,4,5,1,2,0,1,1,2,2,1,1,2,1,1,0,1,0,2,0,0,2,0,1,1,0,0
160,0,1,2,2,1,5,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,0,2,0,4,1,1,2,1,0,1,2,1,2,2,1,2,2,1,2,2,1,2,0,2,1,0,0,0,0
161,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,1,2,0,0,0,0,0,2,1,1,2,1,1,1,0,2,2,0,2,1,1
162,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,3,6,3,0,1,1,1,0,0,2,0,0,0,0,2,2,0,1,0,2,1,0,0,0,0,0,2
163,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,2,0,2,1,0,0,2,1,2,2,0,1,1,0,1,1,0,0,0,1,1,2
164,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,1,0,1,0,1,2,1,2,2,2,1,1,0,2,1,2,0,1,1,1,2,0
165,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,3,6,3,0,1,0,1,0,1,0,1,2,1,0,2,0,0,2,1,2,2,1,0,0,0,2,0
166,0,1,2,3,4,1,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,2,0,4,5,1,2,2,0,0,2,2,1,1,2,0,2,2,2,0,1,2,2,0,1,2,0,0,2
167,0,1,2,3,4,1,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,2,0,4,5,1,2,1,1,0,1,1,1,1,1,0,2,1,0,1,0,0,1,0,1,2,1,1,2
168,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,3,6,3,0,1,0,2,2,2,0,1,0,1,0,1,0,1,0,2,1,1,0,1,1,1,1,0
169,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,1,0,1,1,1,1,1,0,0,1,1,0,0,1,2,2,2,0,2,0,1
170,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,0,2,1,0,0,1,0,0,1,1,1,0,1,1,0,2,0,2,2,0,0,2
171,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,0,1,2,0,2,1,1,1,1,0,2,1,0,0,2,1,0,2,2,2,1,2
172,0,1,2,2,1,5,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,2,0,4,5,1,2,0,1,2,2,2,1,2,0,2,2,1,0,0,2,0,1,1,2,2,2,0,0
173,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,1,0,2,1,2,1,0,0,0,1,1,1,1,2,0,1,2,0,1,2,1,0
174,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,0,0,1,2,2,0,0,0,1,0,2,0,2,2,1,2,1,0,2,0,0,2
175,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,1,0,2,1,1,1,1,1,2,0,1,1,1,2,0,1,1,1,0,1,0,2
176,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,1,2,0,1,1,0,2,2,0,1,2,2,1,0,2,2,2,2,2,1,2,1
177,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,2,3,5,0,6,1,2,0,1,1,0,1,1,0,1,2,0,2,0,1,1,1,2,0,1,2,0,0,0
178,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,3,5,0,5,1,2,2,0,1,1,1,1,0,1,0,1,0,2,2,2,1,1,2,1,2,0,0,0
179,0,1,0,0,2,4,4,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,2,3,2,0,1,0,2,2,1,2,2,0,0,1,0,2,0,0,0,1,1,0,0,2,0,2,0
180,0,1,2,3,4,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,0,0,2,0,4,1,1,2,1,1,2,2,0,2,0,1,0,0,0,1,2,1,2,2,2,1,1,1,2,1
181,0,1,0,0,2,2,0,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,0,1,2,3,2,0,1,0,2,1,2,2,1,2,1,2,0,1,1,1,2,1,1,1,1,2,1,0,1
182,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,0,1,1,1,1,0,2,2,1,2,1,0,0,2,0,0,0,1,1,0,1,0
183,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,2,1,2,2,2,2,1,1,0,2,2,1,0,0,0,2,1,1,2,0,0,2
184,0,1,0,0,2,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,1,2,5,7,0,1,2,0,1,2,1,0,0,2,0,0,0,1,2,2,0,1,0,0,0,1,0,1
185,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,3,5,0,6,1,2,2,1,1,1,0,2,1,1,0,2,2,1,2,1,2,0,1,1,1,2,2,1
186,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,1,2,1,0,2,2,2,0,2,0,2,0,2,1,1,0,0,0,2,1,1,0
187,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,3,6,3,0,1,1,2,0,0,0,1,2,1,0,1,2,2,0,1,2,1,0,0,1,2,2,2
188,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,0,0,2,2,2,2,2,0,0,0,1,0,2,1,2,2,1,2,1,2,2
189,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,2,3,2,0,1,1,1,1,2,2,2,0,0,1,0,1,1,2,2,2,2,2,1,1,1,0,2
190,0,1,0,0,2,2,0,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,1,2,3,2,0,1,0,1,2,0,2,2,1,1,1,1,0,0,2,0,2,2,2,2,0,2,1,1
191,0,1,0,0,2,4,4,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,1,2,5,7,0,1,1,1,1,1,1,2,2,1,1,2,0,2,2,1,2,1,1,2,1,1,0,0
192,0,1,0,0,2,4,4,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,2,3,2,0,1,2,1,0,2,2,0,0,0,2,0,0,1,0,0,2,0,2,0,1,2,2,2
193,0,1,0,0,2,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,1,2,3,2,0,1,1,0,1,2,0,1,0,0,1,1,1,0,1,1,2,1,1,1,1,1,0,2
194,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,2,1,1,1,1,0,1,0,2,2,2,0,2,1,1,0,0,1,1,0,0,0
195,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,1,2,2,0,0,2,1,0,1,2,0,0,0,1,2,2,2,2,2,1,1
196,0,1,0,0,2,4,4,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,3,6,3,0,1,0,0,0,2,1,1,0,0,2,1,2,1,2,0,0,2,0,1,0,0,2,0
197,0,1,0,0,2,4,4,5,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,0,1,2,5,7,0,1,1,2,2,1,0,1,2,2,0,0,2,0,0,2,2,1,1,1,1,0,0,2
198,0,1,2,3,4,1,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,2,0,4,5,1,2,2,0,1,1,0,1,2,0,0,0,1,0,0,1,0,2,2,2,0,2,0,2
199,0,1,2,2,1,5,3,4,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,2,3,5,0,6,1,2,0,1,0,1,0,1,2,1,1,2,0,2,2,2,1,1,0,0,2,2,0,0
200,0,1,0,0,2,2,0,5,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,0,1,2,5,7,0,1,1,2,2,0,2,0,1,2,0,0,0,2,2,2,0,1,2,1,1,0,1,2
201,0,1,2,3,4,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,0,2,0,4,1,1,2,0,1,2,0,2,0,2,1,2,0,1,0,0,1,0,2,2,1,2,1,1,1
202,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,1,2,1,0,2,1,2,1,0,1,1,1,0,2,2,1,1,0,1,2,0,0
203,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,0,2,1,0,1,0,2,1,2,1,2,2,0,0,2,0,2,0,2,2,0,1
204,0,1,0,0,2,2,0,0,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,0,1,2,3,2,0,1,1,2,1,2,2,2,1,0,2,1,2,1,1,1,1,0,2,2,2,2,2,1
205,0,1,0,0,2,2,0,0,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,0,1,2,3,2,0,1,1,0,1,0,0,1,0,1,0,0,0,2,2,2,1,2,0,2,1,2,2,2
206,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,1,2,1,2,0,1,2,2,0,2,0,0,0,0,0,0,2,1,0,0,1,2
207,0,1,2,3,4,1,5,7,-1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,2,0,4,5,1,2,0,1,1,2,1,1,1,2,0,2,2,1,0,2,2,2,1,2,1,0,2,2
208,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,2,2,1,0,2,2,2,1,1,0,2,2,0,1,1,1,0,1,1,0,1,1
209,0,0,1,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,1,0,4,2,4,2,0,1,1,0,0,0,2,0,1,1,1,2,1,0,2,1,2,1,2,2,0,1,2
210,0,1,2,3,4,1,2,2,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,0,2,0,4,5,1,2,2,2,2,0,1,1,1,2,1,2,0,1,0,2,1,1,0,1,1,2,0,2
211,0,0,1,1,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,4,1,1,0,2,0,0,1,2,2,2,2,1,2,2,0,2,0,1,2,1,2,1,1,1,0,0,2
212,0,1,2,3,4,1,5,7,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,0,2,0,4,5,1,2,2,1,0,2,0,1,1,1,1,2,2,2,0,2,1,2,0,0,2,1,1,0
