,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8
124,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,4,2,5,5,0,-1,1,1,1,0,0,0,0,0
125,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,1,0,2,4,2,1,1,0,-1,1,1,1,0,1,0,0,0
126,0,1,2,1,0,4,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,0,1,0,1,0,2,2,5,6,5,0,-1,1,0,1,1,1,0,0,0
127,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,4,2,5,0,0,1,3,1,5,6,2,0,-1,0,0,0,1,0,1,1,0
128,0,0,1,2,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,2,1,0,1,2,0,3,5,6,5,0,-1,0,0,0,0,0,0,0,0
129,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,0,1,3,1,4,2,2,0,-1,0,0,0,0,0,0,0,1
130,0,1,2,1,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,4,0,0,1,0,0,3,0,3,5,0,-1,1,1,1,1,0,0,0,1
131,0,0,2,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,7,0,0,1,3,1,5,6,2,0,0,0,1,0,1,0,1,1,0
132,0,0,2,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,2,2,5,0,0,1,3,1,5,6,2,0,-1,0,1,1,0,0,0,0,1
133,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,0,2,4,5,6,5,0,-1,0,0,0,0,1,1,0,1
134,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,4,2,0,0,0,1,3,1,5,6,2,0,0,0,1,1,0,0,1,0,1
135,0,1,2,1,0,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,6,4,0,1,0,2,2,3,4,7,0,-1,1,1,0,0,1,0,0,0
136,0,1,2,1,0,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,3,2,0,1,0,0,3,0,3,3,0,-1,1,0,0,0,0,0,1,0
137,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,4,2,3,5,0,-1,1,0,1,1,0,1,1,1
138,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,3,2,0,0,1,3,1,5,6,2,11,-1,1,0,1,1,1,0,0,0
139,0,1,2,1,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,1,0,0,3,0,3,3,0,-1,1,1,1,1,0,1,0,1
140,0,1,2,1,0,0,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,2,5,0,1,0,2,3,0,3,3,0,-1,1,1,0,1,1,0,1,1
141,0,0,2,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,6,3,0,0,1,3,1,5,6,2,0,-1,0,0,0,0,0,0,0,0
142,0,1,2,1,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,1,0,0,3,0,3,3,0,-1,0,0,0,1,1,0,1,0
143,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,1,0,2,4,0,3,5,0,-1,1,0,0,1,1,0,1,1
144,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,5,0,1,0,2,4,2,1,1,0,-1,1,1,1,1,0,1,1,0
145,0,1,1,2,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,2,2,0,0,1,2,0,3,0,5,6,0,-1,1,0,0,1,0,0,1,1
146,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,3,7,0,0,2,1,0,1,0,0,10,-1,1,0,0,0,0,0,1,1
147,0,1,2,1,4,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,0,6,5,0,1,2,0,3,0,5,6,0,-1,1,0,0,0,0,1,0,1
148,0,1,2,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,0,0,3,5,6,5,0,-1,1,1,1,0,1,1,1,1
149,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,4,2,1,1,0,-1,1,0,1,0,0,1,1,1
150,0,1,2,1,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,5,1,0,0,1,0,0,3,0,3,3,0,-1,1,1,0,0,1,1,0,1
151,0,1,1,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,4,2,0,1,2,0,3,1,5,6,0,-1,0,0,0,0,0,1,0,1
152,0,0,1,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,0,2,0,3,0,5,6,12,-1,1,1,0,0,1,1,0,1
153,0,1,2,1,0,0,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,3,0,3,3,0,-1,0,0,0,0,0,0,1,1
154,0,1,2,1,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,5,2,0,1,0,0,3,0,3,5,0,-1,0,1,0,0,1,0,0,0
155,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,3,0,3,5,0,-1,1,0,1,0,1,1,1,1
156,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,3,3,7,0,0,1,3,1,5,6,2,0,-1,0,1,1,1,1,1,1,0
157,0,1,2,1,0,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,3,0,1,0,2,2,5,6,7,0,-1,0,1,1,0,1,1,1,0
158,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,4,2,3,5,0,-1,1,1,1,0,0,0,0,1
159,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,1,0,1,0,2,4,2,1,1,0,-1,1,0,1,0,1,0,0,0
160,0,1,2,1,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,0,2,0,1,0,0,3,0,3,3,0,-1,0,1,0,1,1,0,0,0
161,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,0,1,3,1,5,6,2,0,-1,1,0,1,0,1,1,1,0
162,0,0,0,0,1,5,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,0,1,3,1,4,2,4,4,-1,1,1,1,1,1,1,0,1
163,0,1,2,1,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,6,0,1,0,0,3,0,3,3,0,-1,1,1,1,1,0,1,1,0
164,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,2,3,3,0,0,1,3,1,4,2,2,0,-1,1,0,1,1,0,0,1,1
165,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,1,0,2,4,2,1,1,0,-1,1,1,0,1,0,0,1,0
166,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4,2,2,0,1,0,2,4,2,3,5,0,-1,1,1,1,0,1,1,1,0
167,0,0,2,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,0,1,3,1,5,6,2,0,-1,0,0,1,0,1,0,0,1
168,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,0,1,3,1,4,2,4,0,-1,0,0,1,1,1,0,1,1
169,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,4,2,6,5,0,-1,1,1,0,0,0,0,1,0
170,0,1,2,1,0,0,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,1,0,0,3,0,3,5,0,-1,0,0,1,0,1,0,0,0
171,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,1,0,2,2,5,6,7,0,-1,0,0,1,0,1,0,1,0
172,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,3,6,3,0,0,2,1,0,1,0,0,0,-1,1,0,0,1,1,1,1,0
173,0,1,2,1,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,5,0,6,0,1,0,0,3,0,3,3,0,-1,0,1,0,1,0,0,0,1
174,0,1,2,1,0,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,1,0,2,3,0,3,3,0,-1,1,1,0,1,0,1,1,0
175,0,1,2,1,0,0,4,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,2,2,0,1,0,0,3,0,3,3,0,-1,0,1,1,0,1,1,0,1
176,0,0,1,2,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,5,3,1,0,1,2,0,3,0,5,6,11,-1,1,1,1,0,1,1,1,1
177,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,6,4,0,0,2,1,0,1,0,0,0,-1,1,0,0,0,1,1,1,1
178,0,1,2,1,0,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,5,2,2,0,1,0,2,4,2,1,1,0,-1,1,1,1,1,1,1,0,1
179,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,4,2,1,1,0,-1,1,0,1,1,0,0,0,1
180,0,0,0,3,3,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,3,0,0,1,3,1,4,2,4,4,-1,1,1,0,0,1,0,0,0
181,0,0,0,3,3,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,3,1,4,2,4,4,-1,0,1,1,1,0,0,0,1
182,0,1,2,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,0,3,0,0,1,3,2,5,6,2,0,-1,0,0,1,0,0,0,0,1
183,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,5,0,2,0,1,0,0,3,0,5,6,0,-1,0,0,1,0,1,0,0,0
184,0,1,2,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,3,3,0,1,0,0,3,5,6,5,0,-1,1,1,0,1,0,1,0,1
185,0,1,2,1,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,0,0,1,0,0,3,0,3,3,0,-1,1,1,1,1,0,0,1,0
186,0,1,2,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,0,2,0,0,0,1,3,1,5,6,2,0,-1,1,0,0,0,1,1,0,1
187,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,4,2,3,5,0,-1,1,1,1,1,0,0,1,1
188,0,1,2,1,0,0,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,3,0,3,3,0,-1,0,0,1,0,1,0,1,1
189,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,4,2,1,1,0,-1,0,0,1,1,0,0,1,0
190,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,3,0,0,2,1,0,1,0,0,9,-1,1,0,1,1,1,0,0,1
191,0,1,2,1,0,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,1,0,0,2,0,4,7,0,-1,0,1,1,1,1,0,1,1
192,0,1,2,1,0,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,1,0,2,2,3,4,7,0,-1,1,0,1,1,1,0,1,0
193,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,6,3,0,0,2,1,0,1,0,0,0,-1,0,0,1,1,1,0,1,1
194,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,0,0,0,0,2,1,0,1,0,0,0,-1,0,1,0,1,0,0,0,0
195,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,4,2,3,5,0,-1,0,1,0,0,0,1,0,0
196,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,3,0,0,0,2,1,0,1,0,0,0,-1,1,0,1,0,0,0,1,0
197,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,5,5,0,0,1,3,1,5,6,2,0,-1,0,1,1,1,0,1,1,1
198,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,3,6,0,0,1,3,1,5,6,2,0,-1,1,1,0,1,0,1,0,1
199,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,0,0,0,2,1,0,1,0,0,0,-1,0,1,1,0,1,1,0,1
200,0,1,2,1,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,1,0,0,3,0,3,5,0,-1,0,0,1,1,0,1,0,0
201,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,5,2,0,0,1,3,1,5,6,2,0,0,1,0,0,1,0,0,1,0
202,0,0,0,3,3,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,3,0,0,1,3,1,4,2,4,4,-1,0,0,0,1,1,1,1,0
203,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,5,6,0,0,2,1,0,1,0,0,0,-1,0,1,1,0,1,1,1,0
204,0,1,2,1,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,0,0,3,0,3,5,0,-1,0,0,0,1,0,1,1,0
205,0,1,2,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,1,0,0,3,5,6,5,0,-1,1,0,0,1,0,0,1,1
206,0,1,2,1,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,0,4,0,1,0,0,3,0,3,3,0,-1,1,0,0,0,1,0,1,0
207,0,1,2,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,5,0,0,0,0,1,3,1,5,6,2,0,-1,1,1,0,0,0,0,1,1
208,0,1,1,2,2,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,1,5,0,0,0,2,1,0,1,0,0,0,-1,0,1,0,0,0,0,1,0
209,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,1,5,0,0,1,0,2,4,2,1,5,0,-1,0,0,1,1,1,0,1,0
210,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,4,6,3,0,0,1,3,1,5,6,2,7,-1,1,0,1,0,0,1,0,0
211,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,4,2,3,5,0,-1,0,1,0,0,1,0,0,0
212,0,0,0,3,3,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,0,1,3,1,4,2,4,1,-1,1,1,0,0,1,0,0,1
213,0,0,1,2,4,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,0,4,2,0,1,2,0,3,0,5,6,8,-1,1,1,0,0,1,1,1,0
214,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,1,2,0,0,2,1,0,1,0,0,0,-1,0,0,0,1,1,1,0,0
215,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,6,0,0,0,2,1,0,1,0,0,0,-1,1,0,1,1,0,1,1,1
216,0,1,1,2,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,3,5,4,0,1,2,0,3,0,5,6,0,-1,0,1,1,1,0,0,1,0
217,0,1,2,1,4,0,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,2,5,3,0,1,0,0,3,0,3,3,0,-1,0,0,1,0,1,1,1,1
218,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,4,3,4,0,0,1,3,1,4,2,2,0,-1,0,1,0,0,0,0,1,0
219,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,1,5,0,0,1,3,1,5,6,2,0,-1,1,1,0,0,1,1,1,1
220,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,4,2,3,5,0,-1,1,0,0,0,1,1,0,0
221,0,1,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,0,0,3,5,3,5,0,-1,1,1,1,1,1,0,0,0
222,0,1,2,1,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,4,0,1,0,0,3,0,3,3,0,-1,1,1,1,0,1,1,0,1
223,0,0,1,0,1,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,3,3,0,0,2,1,0,1,0,0,0,-1,1,0,0,0,1,0,0,1
224,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,4,2,1,1,0,-1,1,0,0,1,1,1,0,1
225,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,0,0,3,0,1,0,2,4,5,6,5,0,-1,0,1,0,1,1,1,1,1
226,0,1,2,1,0,0,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,3,0,3,3,0,-1,0,0,1,0,0,1,1,1
227,0,1,2,1,0,4,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,1,0,0,3,5,6,5,0,-1,0,1,0,1,1,1,0,1
228,0,1,2,1,0,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,5,5,0,1,0,0,2,5,6,5,0,-1,0,1,0,1,0,1,1,1
229,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,1,0,0,2,1,0,1,0,0,0,-1,0,1,0,0,1,0,0,1
230,0,0,1,0,1,3,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,5,0,0,2,1,0,1,0,0,0,-1,0,0,0,0,0,1,0,0
231,0,1,2,1,0,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,4,1,3,0,1,0,2,2,3,4,7,0,-1,1,0,1,0,0,0,1,0
232,0,1,2,1,0,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,2,0,0,1,0,2,2,3,4,7,0,-1,0,0,0,1,0,0,1,1
233,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,0,0,0,0,1,3,1,5,6,2,0,-1,1,1,1,1,0,1,0,1
234,0,1,2,1,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,6,0,0,1,0,0,3,0,3,3,0,-1,1,0,1,0,0,1,1,0
235,0,1,2,1,0,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,1,0,2,2,3,4,7,0,-1,1,0,1,0,0,1,1,1
236,0,0,0,3,3,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,1,6,5,0,0,1,3,1,4,2,4,4,-1,1,0,0,0,0,1,1,0
237,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,4,5,5,6,0,0,1,3,1,5,6,2,0,-1,0,1,0,1,0,1,1,0
238,0,1,2,1,0,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,1,1,0,1,0,2,2,3,4,7,0,-1,1,0,1,0,0,0,1,1
239,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,0,0,0,1,3,1,5,6,2,0,-1,0,1,0,1,0,1,1,1
240,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,4,2,3,5,0,-1,0,1,1,0,0,1,1,0
241,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,1,0,1,0,2,4,2,1,1,0,-1,1,1,0,1,1,1,1,1
242,0,0,1,2,2,3,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,3,0,6,0,1,2,1,0,1,5,6,0,-1,1,1,0,0,1,1,0,1
243,0,1,2,1,0,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,2,5,0,1,0,2,2,3,4,7,0,-1,1,1,0,0,1,0,0,1
244,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,5,0,0,1,3,1,5,6,2,0,-1,0,0,0,0,0,0,0,0
245,0,1,2,1,4,0,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,3,3,0,1,0,0,3,0,3,3,0,-1,1,1,0,1,0,1,0,1
246,0,1,2,1,0,4,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,2,3,4,7,0,-1,1,1,1,1,0,0,0,0
247,0,0,1,2,2,3,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,3,3,0,0,1,2,0,3,0,5,6,0,-1,0,0,1,0,0,1,0,1
248,0,1,2,1,4,0,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,2,0,0,1,0,0,3,0,3,3,0,-1,1,0,1,1,1,1,1,1
249,0,1,2,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,1,0,0,3,0,3,5,0,-1,1,0,1,1,1,1,0,0
250,0,0,0,3,3,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,4,6,3,0,0,1,3,1,4,2,4,7,-1,1,1,1,1,0,1,1,1
251,0,1,2,1,0,4,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,4,2,3,3,0,-1,0,1,0,0,0,1,1,1
252,0,0,0,3,3,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,6,1,0,0,1,3,1,4,2,0,4,-1,1,0,0,0,1,1,0,0
253,0,0,2,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,6,6,0,0,1,3,1,5,6,2,0,0,0,1,1,0,1,0,0,1
254,0,0,0,0,1,5,5,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,5,0,0,1,3,1,5,6,2,0,-1,1,0,0,0,1,0,0,0
255,0,1,2,1,4,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,1,5,2,0,1,2,0,3,5,6,5,0,-1,0,0,0,1,1,0,1,0
256,0,0,0,3,3,1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,5,3,5,0,0,1,3,1,4,2,4,7,-1,1,0,0,0,0,1,0,0
