,abilities
kmeans_n_clusters_1,0.43005288
kmeans_n_clusters_2,0.48603925
kmeans_n_clusters_3,0.50118065
kmeans_n_clusters_4,0.5107279
kmeans_n_clusters_5,0.5119802
kmeans_n_clusters_6,0.5110358
kmeans_n_clusters_7,0.5107367
kmeans_n_clusters_8,0.51020116
dbscan_eps_0_1_min_samples_2,0.50204194
dbscan_eps_0_2_min_samples_2,0.43005288
dbscan_eps_0_3_min_samples_2,0.43005288
dbscan_eps_0_4_min_samples_2,0.43005288
dbscan_eps_0_5_min_samples_2,0.43005288
dbscan_eps_0_6_min_samples_2,0.43005288
dbscan_eps_0_7_min_samples_2,0.43005288
dbscan_eps_0_8_min_samples_2,0.43005288
dbscan_eps_0_9_min_samples_2,0.43005288
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.43005288
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.48547423
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.50150275
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5108318
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5111343
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.51093805
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.51053065
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5101805
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.43005288
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.48418304
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.4991264
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5102898
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.510704
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.50674236
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5085999
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.50949526
mean_shift_,0.43005288
optics_min_samples_7_xi_0_05_min_cluster_size_0_1,0.43005288
random_model_n1,0.48493347
random_model_n2,0.48491374
random_model_n3,0.4848865
random_model_n4,0.48485094
random_model_n5,0.48487774
random_model_n6,0.48487198
random_model_n7,0.48482808
random_model_n8,0.4848886
random_model_n9,0.48482597
random_model_n10,0.4848781
random_model_n11,0.48489636
random_model_n12,0.48493302
random_model_n13,0.4849375
random_model_n14,0.4848561
random_model_n15,0.48484904
random_model_n16,0.48492232
random_model_n17,0.48491815
random_model_n18,0.48488626
random_model_n19,0.48477492
random_model_n20,0.48480344
random_model_n21,0.48478806
random_model_n22,0.48494506
random_model_n23,0.484831
random_model_n24,0.48487258
random_model_n25,0.4848852
random_model_n26,0.48499453
random_model_n27,0.48478898
average_model,0.47667107
optimal_clustering,0.5131633
