,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25
97,0,1,2,1,0,5,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,1,1,4,1,4,1,0,1,1,0,2,2,2,1,1,2,1,2,1,0,1,2,2,1,2,2,0,0,0,2,2,2,0
98,0,1,0,2,3,3,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,2,1,2,6,5,1,2,1,0,0,1,1,1,0,2,1,1,2,2,0,2,1,2,1,1,2,0,2,1,2,1,0
99,0,1,0,3,2,1,6,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,2,1,2,6,7,1,2,1,2,1,1,2,2,0,1,0,2,2,2,0,1,1,0,1,0,1,0,2,2,1,0,0
100,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,2,0,0,0,0,2,2,2,2,0,2,0,1,0,1,0,1,0,1,1,0,2,2,1,2
101,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,1,4,1,0,1,0,1,0,0,1,2,2,0,2,0,1,2,2,1,1,0,1,1,1,0,0,1,1,1,0,1,0
102,0,0,1,0,1,4,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,0,0,1,1,0,0,0,1,1,0,1,2,0,2,0,0,0,2,2,0,2,1,2,2,0
103,0,1,0,2,3,3,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,2,1,2,6,5,1,2,1,0,2,2,0,2,2,2,0,0,2,1,0,1,2,0,2,0,1,1,1,2,1,2,2
104,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,5,5,2,0,1,2,2,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,1,2,2
105,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,1,3,1,3,1,2,1,1,1,1,1,0,0,0,1,0,1,1,0,2,1,0,2,2,1,1,1,2,2,0,0
106,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,0,1,0,0,1,2,0,0,0,0,2,1,0,1,1,1,2,0,2,1,2,0,1,1,2
107,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,3,3,1,3,1,2,1,2,1,0,0,1,1,1,2,0,2,1,0,2,1,1,0,1,2,1,0,0,1,0,0
108,0,1,2,1,0,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,1,4,1,4,1,0,1,2,1,1,2,2,2,0,2,1,1,1,2,0,1,0,1,1,2,2,1,0,1,1,0,1
109,0,1,0,3,2,1,6,3,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,2,1,2,6,7,1,2,0,0,2,0,1,0,2,0,0,2,2,2,1,1,1,2,0,0,0,1,1,2,0,2,2
110,0,1,0,2,3,3,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,2,1,2,6,5,1,2,1,2,0,0,2,1,1,0,2,2,0,1,2,0,0,0,1,0,2,2,1,2,2,2,1
111,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,1,2,6,7,1,2,1,0,2,1,0,2,0,0,0,1,2,0,2,1,1,1,0,1,2,2,1,2,0,2,0
112,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,5,0,1,0,1,2,1,1,0,0,0,1,0,2,1,2,2,1,2,0,2,0,1,2,0,0,2,0,1,0
113,0,1,0,3,2,1,6,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,2,1,2,6,7,1,2,1,1,2,0,2,1,0,0,2,0,1,2,2,0,2,2,1,1,2,1,1,1,2,0,1
114,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,1,0,1,0,1,2,2,2,2,2,1,0,1,2,2,2,1,1,1,0,0,1,0,0,2,0,1,2,2,1
115,0,1,0,3,2,1,6,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,2,1,2,6,7,1,2,1,2,1,1,0,1,2,1,1,1,2,2,0,1,2,1,2,1,1,0,0,1,1,2,1
116,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,1,2,2,0,1,1,2,2,2,2,0,2,1,2,0,0,1,2,2,2,1,1,2,0,1
117,0,1,0,3,2,1,6,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,2,1,2,6,5,1,2,0,1,1,1,2,2,2,0,0,1,2,2,0,1,1,2,1,2,1,2,2,2,2,1,2
118,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,2,3,3,1,3,1,2,2,1,0,2,0,1,0,1,0,2,0,2,1,2,1,2,0,1,0,2,2,1,0,0,2
119,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,1,4,1,0,1,0,1,0,1,2,0,0,0,1,1,0,2,1,0,2,1,1,0,2,1,1,2,2,2,0,2,2
120,0,1,0,2,3,3,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,1,2,6,3,1,2,1,0,1,1,2,2,0,1,1,1,1,0,2,2,0,2,1,2,0,1,0,0,1,1,1
121,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,1,1,0,1,0,2,0,0,0,0,2,0,0,1,2,0,0,0,0,0,2,0,2,1,1
122,0,1,2,1,0,5,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,1,4,1,4,2,0,1,1,2,1,1,1,1,0,1,2,2,0,1,1,1,2,2,0,0,2,0,0,1,2,1,2
123,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,2,3,3,1,3,1,2,0,2,1,1,1,1,1,0,0,0,2,0,0,1,0,1,0,2,2,2,1,0,0,1,1
124,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,5,5,2,0,1,2,0,1,0,1,1,2,1,2,2,0,1,0,1,2,1,1,1,1,1,2,2,0,0,2
125,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,0,2,0,2,1,0,0,2,2,2,2,1,0,2,0,0,1,0,0,0,0,1,0,2,0,0,2,0
126,0,1,0,3,2,1,6,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,2,1,2,6,7,1,2,0,0,1,1,1,1,0,0,1,2,0,2,1,1,2,0,2,2,1,0,1,0,0,1,0
127,0,1,0,3,2,1,6,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,2,1,2,6,5,1,2,1,0,0,1,1,1,2,0,0,0,1,0,2,2,2,2,2,0,2,0,1,0,0,2,1
128,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,0,2,0,1,1,2,0,2,0,2,1,1,0,0,2,2,2,0,0,0,1,1,0,2,2,0,2,2
129,0,1,2,1,0,5,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,1,1,4,1,4,2,0,1,0,1,0,2,0,1,2,1,0,0,1,1,0,2,0,0,2,1,0,0,0,2,0,0,0
130,0,1,2,1,0,5,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,1,1,4,1,4,2,0,1,2,0,1,1,2,1,0,1,0,0,0,0,0,0,1,2,2,2,0,0,0,1,0,2,2
131,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,1,0,0,1,2,1,1,0,0,2,2,0,2,1,1,2,1,1,0,0,0,0,2,1,2
132,0,1,2,1,0,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,1,4,1,0,1,0,1,1,1,2,2,2,2,1,0,2,2,1,2,1,1,2,2,0,2,1,1,0,0,0,1,1
133,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,5,5,2,0,1,0,2,0,2,2,2,2,1,0,0,0,1,1,0,2,2,0,1,0,0,1,0,2,0,0
134,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,5,5,2,0,1,1,0,1,1,2,2,1,2,2,2,0,1,2,2,0,2,0,1,1,2,0,2,0,2,2
135,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,3,3,1,3,1,2,1,2,1,2,0,0,1,1,1,1,0,2,1,0,2,2,2,2,2,2,0,1,0,2,1
136,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,1,0,0,1,0,2,2,0,0,2,2,0,0,1,2,2,2,2,2,2,2,1,1,1,1
137,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,0,2,0,1,0,1,0,2,2,0,1,2,1,1,1,2,0,0,0,0,0,2,2,0,0,1,2,1
138,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,1,2,6,7,1,2,1,1,2,0,2,0,2,0,0,1,0,2,0,1,1,1,2,0,1,1,1,1,1,1,0
139,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,2,2,2,1,0,2,1,1,1,1,0,1,1,0,1,2,1,0,0,1,0,2,2,2,1
140,0,1,0,3,2,1,6,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,2,1,2,6,5,1,2,2,2,1,1,0,1,2,0,0,1,1,0,0,1,0,2,1,1,2,2,0,2,1,0,0
141,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,1,4,1,0,1,0,1,2,1,2,1,0,1,2,0,2,1,2,1,0,1,1,0,2,2,1,0,2,0,2,0,1
142,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,0,1,0,0,2,2,1,0,0,1,2,1,1,0,0,2,1,0,2,0,1,1,2,0,2
143,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,0,2,0,0,2,1,1,2,1,2,0,2,1,1,0,1,2,2,1,0,2,2,1,0,1,0,2,0
144,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,0,2,0,1,1,1,0,1,1,1,1,2,0,1,2,1,1,1,0,1,2,0,2,2,1
145,0,1,2,1,0,5,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,1,4,1,4,2,0,1,0,1,0,1,0,2,2,2,1,0,1,0,2,2,1,1,2,1,1,2,0,2,0,1,1
146,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,2,3,3,1,3,1,2,2,1,2,1,0,2,0,1,2,1,1,2,2,1,2,1,0,0,0,2,0,0,1,2,0
147,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,0,2,0,1,1,2,0,2,1,1,0,0,1,2,0,2,0,0,2,1,1,1,0,2,1,2,2,1
148,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,0,2,1,1,0,0,2,0,0,2,2,2,1,1,1,2,1,0,2,0,2,0,1,0,1
149,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,2,3,3,1,3,1,2,0,1,0,1,0,0,2,1,1,1,2,2,0,0,0,0,2,1,2,2,2,1,1,1,2
150,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,0,2,0,1,2,1,0,2,2,0,1,1,0,1,0,0,0,2,2,1,1,0,0,0,1,0,1,1
151,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,1,4,2,0,1,2,1,2,1,1,2,1,1,2,2,0,1,1,1,2,2,2,0,0,1,1,2,0,2,1
152,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,0,2,1,0,2,0,0,1,2,0,2,0,1,0,1,0,1,0,2,1,2,2,1,0,0
153,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,0,2,0,0,1,2,0,1,2,2,0,2,1,2,0,1,2,1,2,0,1,0,0,2,2,2,2,2
154,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,2,0,2,1,0,0,0,1,2,0,2
155,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,2,3,3,1,3,1,2,1,1,0,1,0,1,0,0,1,0,0,2,0,2,1,2,1,0,1,2,1,2,0,0,1
156,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,1,1,1,0,1,0,1,1,0,2,1,0,0,2,2,2,1,0,2,1,0,1,0,2,1,2,2,2,2,1,1,1
157,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,1,1,1,5,5,2,0,1,0,2,1,1,0,0,1,1,2,0,2,1,1,1,1,0,0,1,2,1,0,1,2,2,2
158,0,1,0,3,2,1,6,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,2,1,2,6,5,1,2,2,1,0,2,0,2,0,2,0,0,0,0,2,2,0,0,1,0,1,2,0,0,1,0,0
159,0,1,0,3,2,1,6,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,2,1,2,6,7,1,2,2,0,1,0,0,1,1,0,0,1,1,0,1,2,1,0,0,0,0,0,1,1,2,2,0
160,0,1,0,2,3,3,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,2,1,2,6,5,1,2,2,2,0,1,1,1,2,0,0,1,0,1,1,2,1,1,0,1,1,0,1,2,0,2,2
161,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,0,2,0,2,2,0,2,0,1,2,1,2,1,1,0,0,1,2,2,1,1,2,1,1,1,0,2,1
162,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,5,5,2,0,1,1,2,2,1,1,1,2,2,1,2,1,2,1,0,2,1,1,1,0,2,0,0,1,1,2
163,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,2,1,0,0,0,0,2,1,1,2,1,0,0,0,1,1,2,0,2,2,2,1,1,1,2
164,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,0,2,0,0,1,0,2,2,0,1,2,2,1,2,0,0,2,0,0,1,0,2,0,0,1,2,0,1
165,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,5,5,2,0,1,1,2,0,0,0,0,2,2,2,1,0,0,1,0,2,1,1,2,0,1,0,0,1,1,0
166,0,1,0,3,2,1,6,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,2,1,2,6,7,1,2,0,0,2,2,2,0,2,0,2,2,1,2,0,0,0,2,0,0,1,2,1,1,1,0,2
167,0,1,0,3,2,1,6,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,2,1,2,6,7,1,2,1,2,2,1,2,1,0,1,0,0,1,0,1,1,1,2,0,1,0,0,2,1,1,2,1
168,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,5,5,2,0,1,0,2,2,1,2,1,0,2,0,0,0,1,2,2,1,0,1,0,1,2,2,1,1,0,0
169,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,0,2,0,2,0,1,1,0,1,2,0,2,2,0,2,1,1,2,1,2,1,1,0,1,2,2,1,0
170,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,0,2,1,2,2,2,0,1,1,2,2,1,1,1,1,1,1,2,0,2,1,1,0,1,0
171,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,2,0,2,1,2,0,0,1,1,0,0,2,0,1,0,1,0,0,1,1,2,0,1,0,2
172,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,1,2,6,7,1,2,2,0,2,1,1,0,2,1,0,1,2,0,0,0,1,2,2,0,0,0,1,0,0,1,0
173,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,1,1,0,2,0,0,1,0,1,1,2,2,0,1,0,0,2,1,1,2,1,0,1,0,1
174,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,0,0,2,2,0,0,1,2,0,0,2,2,2,0,1,2,0,0,2,0,0,2,0,0,2
175,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,0,0,2,2,1,2,2,1,2,1,0,2,1,0,1,1,0,2,0,2,2,2,1,2,0
176,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,0,2,0,0,2,2,1,1,1,1,2,2,0,1,1,0,0,0,2,1,2,1,0,0,1,0,2,0
177,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,0,0,2,3,3,1,3,1,2,0,0,2,0,1,2,1,0,0,1,1,0,1,1,0,1,2,2,0,1,2,1,1,0,1
178,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,1,3,1,7,1,2,1,2,1,2,2,0,2,1,0,2,0,1,2,1,0,0,1,0,2,2,0,1,0,1,0
179,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,1,4,2,0,1,2,1,2,1,0,2,1,1,2,2,0,1,1,0,0,0,1,2,2,2,0,0,1,1,1
180,0,1,0,3,2,1,6,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,0,0,2,1,2,6,5,1,2,0,2,1,0,1,1,2,1,1,0,2,2,0,2,2,1,1,2,2,0,0,0,0,1,0
181,0,1,2,1,0,5,2,7,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,1,1,4,1,4,2,0,1,1,2,0,1,2,0,2,0,2,0,2,2,0,0,1,2,1,0,1,1,1,2,0,0,0
182,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,2,1,1,0,2,1,0,1,0,0,0,0,2,0,1,0,0,2,0,2,2,2,0,2,0
183,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,0,2,0,0,0,0,2,1,2,2,2,1,0,2,1,2,1,1,1,0,1,1,0,0,2,2,2,2
184,0,1,2,1,0,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,1,4,1,0,1,0,1,2,2,1,1,0,2,1,2,1,0,1,1,1,0,2,1,0,2,2,1,1,0,2,0,0
185,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,0,0,2,1,3,1,3,1,2,1,0,1,0,2,0,0,1,0,1,0,2,0,0,2,2,2,1,1,0,1,1,1,0,0
186,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,2,1,2,0,0,1,2,1,1,2,1,2,2,0,1,2,0,2,0,0,2,0,0,1,2
187,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,5,5,2,0,1,0,2,2,1,1,0,1,1,1,1,0,2,0,2,2,1,1,1,0,0,2,2,2,0,1
188,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,1,2,2,0,0,1,1,1,0,0,0,0,0,2,1,1,1,2,2,0,2,0,1,2,1
189,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,1,4,2,0,1,0,2,0,0,2,2,2,2,1,2,1,2,1,2,0,1,1,1,0,1,0,1,0,1,2
190,0,1,2,1,0,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,1,4,1,4,1,0,1,1,0,2,1,0,1,1,1,1,0,1,0,0,0,2,0,0,1,2,2,1,0,0,1,1
191,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,1,4,1,0,1,0,1,1,1,2,0,2,0,2,2,2,1,0,0,2,0,0,1,1,1,1,0,0,2,0,2,1
192,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,1,4,2,0,1,2,2,1,1,1,0,2,0,1,2,0,2,0,1,2,0,2,1,0,0,2,1,0,0,2
193,0,1,2,1,0,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,1,4,1,4,1,0,1,0,1,2,0,1,0,0,2,2,2,0,0,1,1,1,2,2,2,1,1,2,2,0,0,1
194,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,1,0,1,1,0,0,2,1,1,2,0,1,1,1,0,0,0,1,2,0,2,1,0,1,2
195,0,0,1,0,1,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,0,2,0,3,6,2,0,1,2,2,2,0,2,0,1,1,0,1,2,2,0,2,1,1,2,2,1,1,1,2,2,0
196,0,1,2,1,0,2,5,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,1,1,1,5,5,2,0,1,2,1,0,2,1,2,2,1,2,1,0,0,1,0,2,1,0,2,2,2,1,2,2,2,2
197,0,1,2,1,0,2,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,1,1,1,1,0,1,0,1,1,0,2,0,1,0,2,2,2,0,2,0,2,2,0,1,2,2,0,2,2,1,0,2,2
198,0,1,0,3,2,1,6,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,0,0,2,1,2,6,7,1,2,1,2,1,0,1,2,1,2,1,0,2,1,2,2,0,1,1,0,0,0,2,1,1,0,2
199,0,1,0,2,3,3,0,5,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,0,0,2,3,3,1,3,1,2,1,0,1,2,2,2,0,1,0,1,2,2,2,2,2,0,1,0,1,2,1,2,1,0,0
200,0,1,2,1,0,5,3,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,1,1,4,1,0,1,0,1,0,1,1,0,0,0,0,2,0,0,0,2,0,0,2,1,1,2,0,1,0,0,2,2,0
201,0,1,0,3,2,1,6,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,0,0,2,1,2,6,5,1,2,2,1,1,1,0,1,1,1,1,0,2,0,2,0,0,0,2,2,2,1,2,2,2,0,0
202,0,0,1,0,4,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,2,3,0,4,2,4,2,0,2,2,0,0,2,0,1,0,1,2,1,2,1,1,1,0,1,1,1,2,0,1,0,0,0
