,abilities
kmeans_n_clusters_1,0.4191851
kmeans_n_clusters_2,0.5037466
kmeans_n_clusters_3,0.52730435
kmeans_n_clusters_4,0.53089625
kmeans_n_clusters_5,0.5307512
kmeans_n_clusters_6,0.5303285
kmeans_n_clusters_7,0.5301673
kmeans_n_clusters_8,0.52993715
dbscan_eps_0_1_min_samples_2,0.5236494
dbscan_eps_0_2_min_samples_2,0.5285814
dbscan_eps_0_3_min_samples_2,0.42482525
dbscan_eps_0_4_min_samples_2,0.42132717
dbscan_eps_0_5_min_samples_2,0.4201619
dbscan_eps_0_6_min_samples_2,0.4201619
dbscan_eps_0_7_min_samples_2,0.4191851
dbscan_eps_0_8_min_samples_2,0.4191851
dbscan_eps_0_9_min_samples_2,0.4191851
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4191851
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50384986
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.52757496
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5308199
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5288405
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.530677
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5289595
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5273399
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4191851
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5037173
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.52747047
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5241427
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5188643
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.52338445
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5208869
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5175167
mean_shift_,0.52797884
optics_,0.47359627
random_model_n1,0.47742862
random_model_n2,0.47720852
random_model_n3,0.47709718
random_model_n4,0.4772266
random_model_n5,0.47719353
random_model_n6,0.47692767
random_model_n7,0.47736517
random_model_n8,0.4770052
random_model_n9,0.47704336
random_model_n10,0.47711992
random_model_n11,0.47720668
random_model_n12,0.4770909
random_model_n13,0.4772965
random_model_n14,0.47715232
random_model_n15,0.47703993
random_model_n16,0.4772765
random_model_n17,0.4774695
random_model_n18,0.47709158
random_model_n19,0.4771102
random_model_n20,0.47726706
random_model_n21,0.47695926
random_model_n22,0.47709236
random_model_n23,0.4773469
random_model_n24,0.47707298
random_model_n25,0.4774535
random_model_n26,0.47704223
random_model_n27,0.4769589
random_model_n28,0.47716954
random_model_n29,0.47761726
random_model_n30,0.4771971
random_model_n31,0.47705567
random_model_n32,0.4768784
random_model_n33,0.47723392
average_model,0.4858695
optimal_clustering,0.5322271
