,abilities
kmeans_n_clusters_1,0.4166789
kmeans_n_clusters_2,0.5060084
kmeans_n_clusters_3,0.5292824
kmeans_n_clusters_4,0.5318975
kmeans_n_clusters_5,0.5288885
kmeans_n_clusters_6,0.52801144
kmeans_n_clusters_7,0.52754825
kmeans_n_clusters_8,0.5265322
dbscan_eps_0_1_min_samples_2,0.5198245
dbscan_eps_0_2_min_samples_2,0.5277194
dbscan_eps_0_3_min_samples_2,0.42204514
dbscan_eps_0_4_min_samples_2,0.4187686
dbscan_eps_0_5_min_samples_2,0.41768306
dbscan_eps_0_6_min_samples_2,0.41768306
dbscan_eps_0_7_min_samples_2,0.4166789
dbscan_eps_0_8_min_samples_2,0.4166789
dbscan_eps_0_9_min_samples_2,0.4166789
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4166789
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5062824
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.52951694
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.53196985
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5270983
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.53088903
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.52562034
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.52539134
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4166789
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.50542986
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5291279
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5217994
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51271355
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5168868
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.51321113
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5079745
mean_shift_,0.52983934
optics_,0.46314093
random_model_n1,0.4652521
random_model_n2,0.46513605
random_model_n3,0.46543792
random_model_n4,0.46520603
random_model_n5,0.46567056
random_model_n6,0.46528214
random_model_n7,0.4651227
random_model_n8,0.46532422
random_model_n9,0.46510255
random_model_n10,0.46518952
random_model_n11,0.4652042
random_model_n12,0.4650035
random_model_n13,0.46502426
random_model_n14,0.46508026
random_model_n15,0.46502206
random_model_n16,0.46537867
random_model_n17,0.46519858
random_model_n18,0.46538788
random_model_n19,0.46498436
random_model_n20,0.46560034
random_model_n21,0.46515784
average_model,0.48294336
optimal_clustering,0.53322375
