,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_n1,random_n2,random_n3,random_n4,random_n5,random_n6,random_n7,random_n8,random_n9,random_n10,random_n11,random_n12,random_n13,random_n14,random_n15,random_n16,random_n17,random_n18,random_n19,random_n20,random_n21,random_n22,random_n23,random_n24,random_n25,random_n26
10,0,0,1,3,4,5,6,3,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,0,0,2,4,1,0,6,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1
11,0,0,0,3,4,3,2,7,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,1,0,3,1,5,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1
12,0,1,2,1,2,0,4,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1
13,0,0,0,3,0,3,5,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,4,2,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1
14,0,1,1,1,1,2,3,4,9,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,4,3,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
15,0,0,0,2,3,1,0,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,4,2,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0
16,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0
17,0,0,2,2,3,4,0,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,2,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1
18,0,1,2,1,2,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,6,2,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1
19,0,0,0,3,0,3,5,6,10,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,2,0,1,2,3,4,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
20,0,1,1,0,1,2,1,1,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,4,1,4,3,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1
21,0,0,2,1,3,4,4,5,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0
22,0,1,1,0,4,5,6,3,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,4,1,0,6,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
23,0,0,2,2,3,4,4,5,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,3,3,5,6,7,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1
24,0,0,0,3,0,1,5,6,13,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,1,2,3,4,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
25,0,1,1,0,1,2,1,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,0,5,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0
26,0,0,0,3,0,3,2,6,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,0,0,2,4,1,0,6,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0
27,0,0,2,1,3,4,4,5,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1
28,0,0,2,2,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,2,6,7,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1
29,0,1,1,0,4,5,6,3,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,4,1,0,6,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1
30,0,1,1,0,1,2,1,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,0,5,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0
31,0,1,2,1,2,4,4,5,16,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,6,2,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,0
32,0,1,2,1,2,4,4,5,16,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,0,2,3,3,5,6,2,0,0,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1
33,0,1,1,0,1,2,1,1,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,0,0,3,3,5,4,3,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0
34,0,1,2,1,2,0,4,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
35,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,1,1,1,0,3,1,5,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1
36,0,0,0,2,3,1,0,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,4,2,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1
37,0,1,1,0,1,2,1,7,3,1,1,1,1,0,0,0,0,0,0,2,3,1,2,4,6,0,1,1,1,0,3,1,5,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1
38,0,0,2,2,3,4,0,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,2,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1
39,0,1,1,0,4,5,6,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,4,1,0,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,1
40,0,0,0,2,3,1,0,0,2,1,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,1,1,1,2,4,2,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0
41,0,0,0,3,0,1,5,6,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,1,2,3,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
42,0,1,2,1,2,0,3,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0
43,0,1,1,0,4,5,6,3,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,2,4,1,0,6,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1
44,0,0,2,2,3,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,1,2,3,7,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1
45,0,0,0,3,4,5,2,3,-1,0,0,0,0,0,0,0,0,0,1,1,3,0,3,6,2,0,0,0,2,4,1,0,6,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,0
46,0,1,1,0,1,5,1,1,21,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,0,0,2,4,1,4,3,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0
47,0,0,2,2,3,1,0,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,2,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1
48,0,1,1,1,2,0,3,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1
49,0,0,2,2,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,2,6,7,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0
50,0,0,2,2,3,4,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,2,0,5,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0
51,0,1,1,1,1,2,3,4,9,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,4,3,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0
52,0,0,2,2,3,4,0,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,2,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
53,0,1,2,1,2,0,3,2,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,0,2,3,3,5,6,2,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0
54,0,1,2,1,2,0,4,2,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,0,2,3,3,5,6,2,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
55,0,0,0,3,4,3,2,6,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,0,0,2,4,1,0,6,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0
56,0,0,0,2,3,1,0,0,2,1,1,1,1,0,0,0,0,0,1,0,1,4,4,0,0,0,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
57,0,1,1,1,1,2,3,4,26,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,0,3,3,5,4,3,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0
58,0,1,1,0,4,5,6,3,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,2,4,1,0,6,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1
59,0,0,2,2,3,4,0,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0
60,0,0,2,2,3,1,0,0,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,0,2,0,1,2,3,7,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
61,0,0,0,3,0,3,2,6,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,3,1,5,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0
62,0,1,2,1,2,0,3,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
63,0,1,1,0,1,2,1,4,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,1,1,1,2,0,5,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
64,0,0,0,3,0,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,2,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
65,0,1,1,0,1,2,1,1,29,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,2,4,1,4,3,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0
66,0,0,0,3,4,3,2,3,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,0,0,2,4,1,0,6,1,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0
67,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0
68,0,0,0,3,0,3,2,6,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,3,1,5,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0
69,0,0,2,2,3,1,0,0,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,2,0,1,2,3,7,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1
70,0,1,2,1,2,0,3,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,4,0,0,2,3,3,5,6,2,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1
71,0,0,0,2,3,1,5,0,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,0,2,0,1,2,3,4,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1
72,0,0,2,2,3,4,0,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,2,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1
73,0,1,1,0,4,5,6,7,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,1,1,1,0,3,1,5,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0
74,0,1,1,1,1,2,3,4,9,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,4,3,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0
75,0,0,2,2,3,4,4,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,1,1,1,2,0,5,1,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0
76,0,0,0,3,4,3,2,6,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,1,1,1,0,3,1,5,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1
77,0,0,2,2,3,4,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,0,2,0,1,2,6,7,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
78,0,0,0,3,4,5,2,7,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,6,3,0,1,1,1,0,3,1,5,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
79,0,0,0,3,0,1,5,6,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,1,1,1,0,4,2,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
80,0,0,0,2,0,1,5,0,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,0,0,1,1,1,0,4,2,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1
81,0,1,1,0,4,5,6,3,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,0,0,2,4,1,0,6,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0
82,0,1,1,0,4,5,6,7,-1,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,1,1,1,0,3,1,5,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1
83,0,1,1,0,4,5,6,1,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,2,4,1,0,3,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0
84,0,0,2,2,3,1,0,0,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,1,1,1,2,4,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1
85,0,0,0,2,3,1,0,0,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,1,1,1,0,4,2,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
86,0,1,1,1,2,0,3,4,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1
87,0,1,2,1,2,0,3,4,6,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,0,0,3,3,5,4,2,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1
88,0,0,2,2,3,4,0,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,1,1,1,2,4,2,1,1,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1
89,0,0,0,3,0,1,5,0,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,0,2,0,1,2,3,4,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1
90,0,1,1,0,4,5,6,3,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,0,0,2,4,1,0,6,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
91,0,1,2,1,2,0,3,4,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
92,0,1,2,1,2,0,4,2,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1
93,0,1,1,0,1,2,1,1,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,0,0,2,4,1,4,3,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
94,0,1,1,1,1,2,3,4,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,0,0,3,3,5,4,3,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1
95,0,1,2,1,2,4,4,2,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,1,1,1,2,0,5,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1
