,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,average_model,optimal_clustering
0,0.48323272971160297,0.5407863849765259,0.5477448021462106,0.528336686787391,0.528336686787391,0.5260311871227364,0.5268276324614353,0.5270372233400402,0.48323272971160297,0.48323272971160297,0.48323272971160297,0.48323272971160297,0.48323272971160297,0.48323272971160297,0.48323272971160297,0.48323272971160297,0.48323272971160297,0.48323272971160297,0.4891012743125419,0.5037307176391683,0.506078135479544,0.5063715627095908,0.5022635814889336,0.49295774647887325,0.5015090543259557,0.48323272971160297,0.5440560026827632,0.5481639839034205,0.5480382293762576,0.5480801475519785,0.5359238765928906,0.5359238765928906,0.52829476861167,0.5100603621730382,0.482939302481556,0.500335345405768,0.4987843729040912,0.4938799463447351,0.5049882629107981,0.4992035546613011,0.49836519114688127,0.4981556002682763,0.4960177733065057,0.5119311548302158,0.5481639839034205
1,0.5034792085848424,0.562290409121395,0.5523138832997988,0.5607394366197183,0.5610328638497653,0.556966800804829,0.5553319919517102,0.5546193829644533,0.5034792085848424,0.5034792085848424,0.5034792085848424,0.5034792085848424,0.5034792085848424,0.5034792085848424,0.5034792085848424,0.5034792085848424,0.5034792085848424,0.5034792085848424,0.5377263581488934,0.5004610999329309,0.5144617706237424,0.4844902749832327,0.48038229376257546,0.48922702883970487,0.49178403755868544,0.5034792085848424,0.5679912810194501,0.5634641180415828,0.562667672702884,0.5617873910127431,0.5442236753856472,0.5440979208584842,0.5503018108651911,0.4921193829644534,0.4919517102615694,0.5007964453386988,0.5072518443997317,0.4920774647887324,0.5046948356807511,0.49065224681421865,0.5006287726358148,0.5033534540576794,0.5095154258886653,0.5303767046724793,0.5679912810194501
2,0.4775737759892689,0.5757880617035547,0.5720154258886653,0.5553739101274312,0.5553319919517102,0.5546193829644533,0.5534875922199866,0.5238933601609658,0.4775737759892689,0.4775737759892689,0.4775737759892689,0.4775737759892689,0.4775737759892689,0.4775737759892689,0.4775737759892689,0.4775737759892689,0.4775737759892689,0.4775737759892689,0.5385647216633133,0.5009221998658618,0.5219232059020792,0.5202883970489605,0.511611334674715,0.5016348088531187,0.5134976525821596,0.4775737759892689,0.5783031522468142,0.5774647887323944,0.5770036887994634,0.5766264252179745,0.5381455399061033,0.5381455399061033,0.5259054325955734,0.5082997987927566,0.47141180415828304,0.5002515090543259,0.500125754527163,0.5104795439302482,0.494341046277666,0.5041079812206573,0.49911971830985913,0.49115526492287054,0.4909456740442656,0.5198195344908959,0.5783031522468142
3,0.4740107310529846,0.5461519114688129,0.5587273641851107,0.5402833668678739,0.5374748490945674,0.550846747149564,0.5500922199865862,0.5089285714285714,0.4740107310529846,0.4740107310529846,0.4740107310529846,0.4740107310529846,0.4740107310529846,0.4740107310529846,0.4740107310529846,0.4740107310529846,0.4740107310529846,0.4740107310529846,0.482897384305835,0.5015928906773978,0.49048457411133467,0.5157193158953722,0.5107729711602951,0.5140425888665325,0.5131203890006707,0.4740107310529846,0.5443075117370892,0.5575955734406438,0.5549966465459423,0.5552062374245473,0.5550385647216634,0.551224010731053,0.5514755197853789,0.5043594902749833,0.4759808853118712,0.4960177733065057,0.4993712273641851,0.505239771965124,0.5067069081153588,0.49811368209255535,0.500209590878605,0.4995389000670691,0.5080902079141516,0.5132150930272996,0.5587273641851107
4,0.506036217303823,0.5630868544600939,0.5499245472837022,0.5591884641180416,0.5593142186452046,0.5534875922199866,0.5522719651240778,0.551140174379611,0.506036217303823,0.506036217303823,0.506036217303823,0.506036217303823,0.506036217303823,0.506036217303823,0.506036217303823,0.506036217303823,0.506036217303823,0.506036217303823,0.5370137491616365,0.4989101274312542,0.5145036887994634,0.5023054996646545,0.488556338028169,0.4925804828973843,0.4922870556673374,0.506036217303823,0.568284708249497,0.5595657276995305,0.5586854460093896,0.5575536552649228,0.540241448692153,0.54011569416499,0.5466549295774648,0.49224513749161636,0.494341046277666,0.5027665995975855,0.4954309188464118,0.48952045606975186,0.4969818913480885,0.4909456740442656,0.4979460093896714,0.4953051643192488,0.49392186452045606,0.5300925925925926,0.568284708249497
5,0.48662810194500333,0.5503856472166331,0.5544936284372904,0.5326123407109322,0.5287139503688799,0.5467806841046278,0.5462776659959758,0.5452297116029511,0.48662810194500333,0.48662810194500333,0.48662810194500333,0.48662810194500333,0.48662810194500333,0.48662810194500333,0.48662810194500333,0.48662810194500333,0.48662810194500333,0.48662810194500333,0.5175217974513749,0.494299128101945,0.516976861167002,0.5030600268276325,0.5015928906773978,0.5059523809523809,0.505239771965124,0.48662810194500333,0.5468645204560697,0.5522719651240778,0.5500922199865862,0.5500503018108652,0.5501341381623072,0.5464872568745808,0.5469064386317908,0.4778672032193159,0.48667002012072436,0.5095992622401073,0.5018024815560027,0.4987843729040912,0.4989101274312542,0.49182595573440646,0.4947602280348759,0.500125754527163,0.4959339369550637,0.517212844971061,0.5544936284372904
6,0.4844064386317907,0.5690392354124748,0.5646797451374916,0.5726022803487593,0.5729795439302482,0.5700033534540577,0.5690392354124748,0.567907444668008,0.4844064386317907,0.4844064386317907,0.4844064386317907,0.4844064386317907,0.4844064386317907,0.4844064386317907,0.4844064386317907,0.4844064386317907,0.4844064386317907,0.4844064386317907,0.5417085848423877,0.4977783366867874,0.5299295774647887,0.517144533869886,0.5008383635144199,0.5029342723004695,0.5082159624413145,0.4844064386317907,0.5749916163648559,0.574153252850436,0.5735244802146211,0.5725603621730382,0.5545774647887324,0.5549547283702213,0.5641767270288397,0.47824446680080485,0.5032696177062375,0.5020120724346077,0.4927481556002683,0.49002347417840375,0.4922870556673374,0.4904426559356137,0.5021797451374916,0.4952213279678068,0.5048625083836351,0.5283397918374444,0.5749916163648559
7,0.4890174379610999,0.5501760563380281,0.5543678739101274,0.5304745137491617,0.5264922870556673,0.545481220657277,0.5450620389000671,0.5435110663983903,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.5209171696847753,0.49341884641180417,0.5158450704225352,0.4856639839034205,0.5016348088531187,0.5038145539906104,0.500293427230047,0.4890174379610999,0.5463195841716968,0.5524815560026828,0.5497149564050973,0.5497568745808182,0.5494215291750503,0.54560697518444,0.545690811535882,0.47807679409792087,0.48889168343393696,0.5065392354124748,0.5008383635144199,0.4992873910127431,0.49677230046948356,0.5038145539906104,0.5045690811535882,0.500167672702884,0.5003772635814889,0.5178043570062351,0.5543678739101274
8,0.4890174379610999,0.5459004024144869,0.5489185110663984,0.5272048960429242,0.5240610328638498,0.5414570757880617,0.5414570757880617,0.5399899396378269,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.4890174379610999,0.517060697518444,0.5023054996646545,0.5049463447350772,0.4852448021462106,0.49702380952380953,0.4875922199865862,0.4973172367538565,0.4890174379610999,0.5424631120053656,0.5474513749161637,0.54518779342723,0.5450620389000671,0.5447266934942991,0.5414151576123407,0.5420020120724346,0.477154594232059,0.48922702883970487,0.5066230717639169,0.4932511737089202,0.5027246814218645,0.49844902749832326,0.49329309188464115,0.5035630449362843,0.49836519114688127,0.4905264922870557,0.5156618724693842,0.5489185110663984
9,0.4710764587525151,0.5549547283702213,0.5638413816230717,0.545145875251509,0.5423373574782026,0.5576374916163649,0.557134473507713,0.5554158283031523,0.4710764587525151,0.4710764587525151,0.4710764587525151,0.4710764587525151,0.4710764587525151,0.4710764587525151,0.4710764587525151,0.4710764587525151,0.4710764587525151,0.4710764587525151,0.5198272971160295,0.5030600268276325,0.5274144869215291,0.5092639168343394,0.48143024815560026,0.5022635814889336,0.5184439973172368,0.4710764587525151,0.551014419852448,0.5610328638497653,0.5615358819584172,0.5618293091884641,0.5616616364855801,0.5586854460093896,0.5586016096579477,0.5080902079141516,0.47128604963112003,0.4926643192488263,0.500167672702884,0.50591046277666,0.5022635814889336,0.49589201877934275,0.5038983903420523,0.49572434607645877,0.505407444668008,0.5167424298879698,0.5638413816230717
