,abilities
kmeans_n_clusters_1,0.4502241
kmeans_n_clusters_2,0.50105655
kmeans_n_clusters_3,0.52160007
kmeans_n_clusters_4,0.5243629
kmeans_n_clusters_5,0.52759165
kmeans_n_clusters_6,0.5288443
kmeans_n_clusters_7,0.52917325
kmeans_n_clusters_8,0.5288921
dbscan_eps_0_1_min_samples_2,0.4502241
dbscan_eps_0_2_min_samples_2,0.4502241
dbscan_eps_0_3_min_samples_2,0.4502241
dbscan_eps_0_4_min_samples_2,0.4502241
dbscan_eps_0_5_min_samples_2,0.4502241
dbscan_eps_0_6_min_samples_2,0.4502241
dbscan_eps_0_7_min_samples_2,0.4502241
dbscan_eps_0_8_min_samples_2,0.4502241
dbscan_eps_0_9_min_samples_2,0.4502241
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4502241
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.4932222
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5060032
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.51224566
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5173389
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5180592
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5179563
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5205943
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4502241
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49929208
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5214492
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.52594495
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.52794266
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.52904457
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5289429
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5289492
mean_shift_,0.45351732
optics_,0.47168943
random_model_n1,0.5041154
random_model_n2,0.50432825
random_model_n3,0.5025204
random_model_n4,0.5038518
random_model_n5,0.5040254
random_model_n6,0.50433415
random_model_n7,0.5044882
random_model_n8,0.5044556
random_model_n9,0.5037311
random_model_n10,0.50396633
random_model_n11,0.50427896
random_model_n12,0.50410634
random_model_n13,0.5046265
random_model_n14,0.5042361
random_model_n15,0.5039829
random_model_n16,0.5044146
random_model_n17,0.5034899
random_model_n18,0.5033581
random_model_n19,0.5036286
random_model_n20,0.5041915
random_model_n21,0.50445324
random_model_n22,0.50427
random_model_n23,0.50391454
random_model_n24,0.5040104
random_model_n25,0.5041505
random_model_n26,0.5047594
random_model_n27,0.5040644
random_model_n28,0.50401276
random_model_n29,0.5039881
random_model_n30,0.5038396
random_model_n31,0.50381017
random_model_n32,0.50417846
random_model_n33,0.5038407
random_model_n34,0.5033824
random_model_n35,0.50384957
random_model_n36,0.50469244
random_model_n37,0.5043249
random_model_n38,0.50321573
random_model_n39,0.50324863
random_model_n40,0.50417644
random_model_n41,0.504404
random_model_n42,0.5041381
random_model_n43,0.5038115
random_model_n44,0.5042177
random_model_n45,0.5044808
random_model_n46,0.5045066
random_model_n47,0.5043613
random_model_n48,0.5038541
random_model_n49,0.50386703
random_model_n50,0.5041776
random_model_n51,0.5041122
random_model_n52,0.5044463
random_model_n53,0.5038201
random_model_n54,0.5045112
random_model_n55,0.5039091
average_model,0.49247533
optimal_clustering,0.53040487
