,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,average_model,optimal_clustering
0,0.43602946434956735,0.5520274619180433,0.5739111778588286,0.574054208681971,0.5757705785596796,0.5769148251448187,0.5751984552671101,0.5753414860902525,0.43602946434956735,0.43602946434956735,0.43602946434956735,0.43602946434956735,0.43602946434956735,0.43602946434956735,0.43602946434956735,0.43602946434956735,0.43602946434956735,0.43602946434956735,0.49181148537509833,0.5215618965887149,0.5302867768004005,0.5291425302152614,0.5387255953658013,0.5388686261889437,0.5405849960666523,0.43602946434956735,0.5141242937853108,0.5750554244439676,0.5726239004505471,0.5754845169133949,0.5754845169133949,0.5694772223414146,0.5694772223414146,0.4358864335264249,0.468783522849174,0.5118358006150325,0.5185582493027248,0.5277122219838375,0.5135521704927412,0.5247085746978474,0.5244225130515626,0.528999499392119,0.521990989058142,0.5158406636630194,0.5129800472001717,0.5244225130515626,0.5179861260101551,0.5209897732961453,0.5094042766216119,0.5109776156761782,0.5115497389687478,0.5164127869555889,0.5039691053422013,0.5121218622613173,0.524565543874705,0.5116927697918902,0.5208467424730029,0.51827218765644,0.5146964170778803,0.5154115711935923,0.5152685403704498,0.5132661088464564,0.517557033540728,0.5181291568332975,0.5168418794250161,0.5151255095473074,0.5281413144532647,0.512407923907602,0.5082600300364729,0.5268540370449832,0.515697632839877,0.5277122219838375,0.5109776156761782,0.5122648930844597,0.5178430951870128,0.5177000643638704,0.520131588357291,0.5129800472001717,0.520131588357291,0.5197024958878639,0.5294338892994404,0.5769148251448187
1,0.4353143102338554,0.55302867768004,0.5773439176142459,0.576628763498534,0.5774869484373882,0.5797754416076665,0.577773010083673,0.5774869484373882,0.4353143102338554,0.4353143102338554,0.4353143102338554,0.4353143102338554,0.4353143102338554,0.4353143102338554,0.4353143102338554,0.4353143102338554,0.4353143102338554,0.4353143102338554,0.5088321533290424,0.5282843452764071,0.5357219480798112,0.5159836944861618,0.5372952871343775,0.5390116570120861,0.5463062289923478,0.4353143102338554,0.5099763999141815,0.5769148251448187,0.5773439176142459,0.5792033183150969,0.5792033183150969,0.568905099048845,0.568905099048845,0.4371737109347064,0.46692412214832296,0.514982478724165,0.5145533862547379,0.49309876278337983,0.512407923907602,0.5277122219838375,0.5192734034184366,0.5101194307373239,0.5318601158549667,0.5204176500035758,0.5092612457984695,0.5209897732961453,0.5257097904598441,0.5185582493027248,0.5085460916827577,0.5205606808267181,0.5128370163770293,0.5066866909819066,0.5312879925623972,0.5211328041192878,0.514982478724165,0.5234212972895659,0.5148394479010227,0.5115497389687478,0.5102624615604663,0.5169849102481585,0.5164127869555889,0.520131588357291,0.5218479582349996,0.5282843452764071,0.5165558177787313,0.5248516055209898,0.514982478724165,0.5098333690910392,0.5244225130515626,0.5129800472001717,0.5146964170778803,0.5259958521061289,0.5116927697918902,0.5208467424730029,0.5115497389687478,0.524565543874705,0.5171279410713009,0.5125509547307445,0.5258528212829865,0.5314310233855396,0.5309913360403241,0.5797754416076665
2,0.42902095401559037,0.5527426160337553,0.581062719015948,0.5837803046556533,0.58478152041765,0.5853536437102196,0.5856397053565043,0.5844954587713652,0.42902095401559037,0.42902095401559037,0.42902095401559037,0.42902095401559037,0.42902095401559037,0.42902095401559037,0.42902095401559037,0.42902095401559037,0.42902095401559037,0.42902095401559037,0.5064006293356218,0.5374383179575198,0.5328613316169635,0.5686190374025603,0.53085890009297,0.5517414002717586,0.5513123078023314,0.42902095401559037,0.5101194307373239,0.5786311950225274,0.5790602874919545,0.5800615032539512,0.5800615032539512,0.5700493456339841,0.5700493456339841,0.43259672459415005,0.4632053207466209,0.5169849102481585,0.5267110062218409,0.5311449617392549,0.5267110062218409,0.5238503897589931,0.5205606808267181,0.5302867768004005,0.5357219480798112,0.5248516055209898,0.5198455267110063,0.5274261603375527,0.5269970678681256,0.5331473932632482,0.5199885575341486,0.507973968390188,0.5121218622613173,0.511263677322463,0.5224200815275692,0.5119788314381749,0.5242794822284202,0.527140098691268,0.5171279410713009,0.524565543874705,0.5209897732961453,0.5172709718944433,0.5181291568332975,0.5171279410713009,0.519416434241579,0.5208467424730029,0.5155546020167346,0.5189873417721519,0.5202746191804334,0.5249946363441321,0.5258528212829865,0.5317170850318244,0.5249946363441321,0.5096903382678968,0.5244225130515626,0.5268540370449832,0.5241364514052779,0.5209897732961453,0.5169849102481585,0.5208467424730029,0.5298576843309734,0.5305728384466852,0.5339631986989494,0.5856397053565043
3,0.4320961167131517,0.5442322820567832,0.5748408782092541,0.5775584638489595,0.578845741257241,0.5775584638489595,0.5787027104340986,0.5789887720803834,0.4320961167131517,0.4320961167131517,0.4320961167131517,0.4320961167131517,0.4320961167131517,0.4320961167131517,0.4320961167131517,0.4320961167131517,0.4320961167131517,0.4320961167131517,0.5047557748694844,0.5332189086748195,0.5376528641922335,0.5236358435242795,0.5263534291639849,0.5367946792533791,0.5541014088536079,0.4320961167131517,0.5043266824000572,0.5745548165629694,0.5739826932703997,0.5725523850389759,0.5725523850389759,0.56740327540585,0.56740327540585,0.4345276407065723,0.46227562039619535,0.5159121790745905,0.5154830866051634,0.5003218193520703,0.5222055352928556,0.5143388400200243,0.527497675749124,0.5243509976399914,0.5320746620896804,0.5220625044697133,0.522348566115998,0.520489165415147,0.5163412715440178,0.5193449188300079,0.526782521633412,0.5254952442251305,0.5166273331903025,0.5146249016663091,0.5137667167274548,0.5184867338911535,0.5107630694414647,0.524923120932561,0.5159121790745905,0.5193449188300079,0.5199170421225774,0.5252091825788457,0.5230637202317099,0.5146249016663091,0.5237788743474219,0.5141958091968819,0.5144818708431667,0.5147679324894515,0.517914610598584,0.5154830866051634,0.5063291139240507,0.5176285489522993,0.5243509976399914,0.5189158263605808,0.5217764428234285,0.5159121790745905,0.5176285489522993,0.5234928127011371,0.5157691482514482,0.522348566115998,0.5180576414217264,0.5163412715440178,0.5290816096794785,0.5789887720803834
4,0.41815061145676896,0.527140098691268,0.553743831795752,0.5546020167346063,0.5528856468568977,0.5697632839876994,0.568905099048845,0.5684760065794179,0.41815061145676896,0.41815061145676896,0.41815061145676896,0.41815061145676896,0.41815061145676896,0.41815061145676896,0.41815061145676896,0.41815061145676896,0.41815061145676896,0.41815061145676896,0.5011084888793536,0.541157119359222,0.5335764857326754,0.5357219480798112,0.5438747049989273,0.5458771365229207,0.5500250303940499,0.41815061145676896,0.49395694772223414,0.5515983694486162,0.5517414002717586,0.5753414860902525,0.5753414860902525,0.5747693627976829,0.5747693627976829,0.421869412858471,0.4477579918472431,0.524565543874705,0.5269970678681256,0.5026818279339198,0.5247085746978474,0.5187012801258671,0.5178430951870128,0.5202746191804334,0.5146964170778803,0.5274261603375527,0.51827218765644,0.5241364514052779,0.5197024958878639,0.5251376671672745,0.5251376671672745,0.5115497389687478,0.529714653507831,0.536723163841808,0.5221340198812844,0.5358649789029536,0.5265679753986984,0.5284273760995495,0.5197024958878639,0.5257097904598441,0.5338625473789602,0.5251376671672745,0.5234212972895659,0.5241364514052779,0.5254237288135594,0.5207037116498605,0.5310019309161125,0.5094042766216119,0.5144103554315955,0.5365801330186655,0.5249946363441321,0.5171279410713009,0.5282843452764071,0.5304298076235429,0.5282843452764071,0.5145533862547379,0.5291425302152614,0.5234212972895659,0.5258528212829865,0.5272831295144104,0.5254237288135594,0.5184152184795824,0.521726117163434,0.5753414860902525
5,0.4350997639991418,0.5523850389758993,0.5772724022026747,0.5782736179646714,0.5787027104340986,0.5777014946721019,0.5792748337266681,0.5789887720803834,0.4350997639991418,0.4350997639991418,0.4350997639991418,0.4350997639991418,0.4350997639991418,0.4350997639991418,0.4350997639991418,0.4350997639991418,0.4350997639991418,0.4350997639991418,0.5044697132231996,0.5413716655939355,0.5339340627905313,0.5654008438818565,0.5253522134019881,0.5322176929128227,0.538940141600515,0.4350997639991418,0.5116212543803189,0.5764142172638204,0.5759851247943932,0.5725523850389759,0.5725523850389759,0.562254165772724,0.562254165772724,0.43796038046198954,0.468425945791318,0.5131945934348853,0.5234928127011371,0.49645998712722594,0.5116212543803189,0.5259243366945576,0.5220625044697133,0.5217764428234285,0.5097618536794679,0.515340055782021,0.515340055782021,0.5210612887077165,0.5110491310877494,0.5263534291639849,0.5150539941357363,0.5069012372166202,0.526782521633412,0.5110491310877494,0.5073303296860473,0.5234928127011371,0.5219194736465709,0.5270685832796967,0.5123364084960309,0.5182006722448688,0.5193449188300079,0.5137667167274548,0.5146249016663091,0.5146249016663091,0.5133376242580276,0.5184867338911535,0.5156261174283058,0.5263534291639849,0.5151970249588786,0.5232067510548524,0.5008939426446399,0.5282128298648359,0.5139097475505972,0.5194879496531503,0.5067582063934778,0.517914610598584,0.5124794393191733,0.5106200386183223,0.5196309804762926,0.5099048845026103,0.5107630694414647,0.5297861689194021,0.5312853438434502,0.5792748337266681
6,0.4376028034041336,0.5554602016734607,0.577773010083673,0.5772008867911035,0.5782021025531002,0.5772008867911035,0.5772008867911035,0.577773010083673,0.4376028034041336,0.4376028034041336,0.4376028034041336,0.4376028034041336,0.4376028034041336,0.4376028034041336,0.4376028034041336,0.4376028034041336,0.4376028034041336,0.4376028034041336,0.5076879067439033,0.5282843452764071,0.5328613316169635,0.5637559894157191,0.5598941571908747,0.5400128727740828,0.5394407494815132,0.4376028034041336,0.5161267253093041,0.5773439176142459,0.5772008867911035,0.575913609382822,0.575913609382822,0.571479653865408,0.571479653865408,0.4386040191661303,0.47049989272688264,0.5099763999141815,0.5136952013158835,0.5261388829292712,0.5188443109490095,0.5084030608596153,0.5115497389687478,0.5224200815275692,0.5126939855538869,0.5208467424730029,0.5158406636630194,0.5104054923836087,0.5239934205821355,0.5126939855538869,0.5134091396695988,0.5199885575341486,0.5099763999141815,0.5116927697918902,0.5071157834513338,0.5141242937853108,0.5239934205821355,0.5178430951870128,0.5155546020167346,0.5151255095473074,0.5139812629621684,0.5152685403704498,0.5043981978116284,0.5212758349424301,0.5159836944861618,0.5211328041192878,0.520131588357291,0.5288564685689766,0.5145533862547379,0.5166988486018737,0.5165558177787313,0.5075448759207609,0.5136952013158835,0.5052563827504827,0.5096903382678968,0.5089751841521848,0.5197024958878639,0.5139812629621684,0.5135521704927412,0.5222770507044268,0.517557033540728,0.5162697561324465,0.53398968588842,0.5782021025531002
7,0.42358578273617964,0.5467353214617751,0.575913609382822,0.5763427018522491,0.5751984552671101,0.5720517771579775,0.575913609382822,0.5754845169133949,0.42358578273617964,0.42358578273617964,0.42358578273617964,0.42358578273617964,0.42358578273617964,0.42358578273617964,0.42358578273617964,0.42358578273617964,0.42358578273617964,0.42358578273617964,0.5022527354644926,0.537867410426947,0.5365801330186655,0.5656153901165701,0.5331473932632482,0.5465922906386326,0.5538868626188944,0.42358578273617964,0.5062575985124794,0.5746263319745405,0.5749123936208252,0.5709075305728385,0.5709075305728385,0.5706214689265536,0.5706214689265536,0.4274476149610241,0.45905742687549167,0.5229922048201388,0.5188443109490095,0.5344346706715297,0.5288564685689766,0.5104054923836087,0.5284273760995495,0.5114067081456054,0.5177000643638704,0.5269970678681256,0.5195594650647214,0.5234212972895659,0.5322892083243939,0.520131588357291,0.5179861260101551,0.5320031466781091,0.5337195165558177,0.5301437459772581,0.5106915540298934,0.525280697990417,0.5165558177787313,0.5192734034184366,0.5172709718944433,0.5205606808267181,0.5217049274118573,0.5295716226846886,0.5172709718944433,0.5247085746978474,0.5214188657655725,0.5199885575341486,0.5115497389687478,0.5212758349424301,0.5287134377458342,0.526424944575556,0.5052563827504827,0.514982478724165,0.5295716226846886,0.526424944575556,0.5235643281127083,0.5146964170778803,0.5254237288135594,0.5234212972895659,0.5237073589358506,0.5261388829292712,0.5174140027175856,0.5278552528069799,0.5293809149204987,0.5763427018522491
8,0.4283773153114496,0.5518129156833298,0.5778445254952442,0.5791318029035257,0.57998998784238,0.5794178645498105,0.5794178645498105,0.57998998784238,0.4283773153114496,0.4283773153114496,0.4283773153114496,0.4283773153114496,0.4283773153114496,0.4283773153114496,0.4283773153114496,0.4283773153114496,0.4283773153114496,0.4283773153114496,0.5016090967603518,0.5272116141028391,0.5347922477293857,0.5347922477293857,0.5460916827576343,0.5462347135807767,0.5465207752270614,0.4283773153114496,0.5141958091968819,0.5775584638489595,0.5765572480869627,0.5764142172638204,0.5764142172638204,0.5726954158621183,0.5726954158621183,0.4306658084817278,0.46227562039619535,0.5164843023671601,0.5186297647142959,0.5339340627905313,0.519774011299435,0.5199170421225774,0.5250661517557034,0.5237788743474219,0.5336480011442466,0.5193449188300079,0.5237788743474219,0.5227776585854251,0.5133376242580276,0.5183437030680111,0.516055209897733,0.5164843023671601,0.5177715797754416,0.5280697990416935,0.5339340627905313,0.5227776585854251,0.5232067510548524,0.5073303296860473,0.5161982407208754,0.5131945934348853,0.5253522134019881,0.5184867338911535,0.5323607237359651,0.517914610598584,0.5170564256597296,0.5236358435242795,0.5220625044697133,0.5167703640134449,0.5219194736465709,0.521633412000286,0.5254952442251305,0.5130515626117428,0.5196309804762926,0.5071872988629049,0.5230637202317099,0.5199170421225774,0.5229206894085675,0.5222055352928556,0.5220625044697133,0.5180576414217264,0.5260673675177001,0.5137667167274548,0.5310310668245303,0.57998998784238
9,0.4295215618965887,0.5579632410784524,0.5864263748837875,0.586998498176357,0.587713652292069,0.585854251591218,0.5867124365300722,0.5871415289994993,0.4295215618965887,0.4295215618965887,0.4295215618965887,0.4295215618965887,0.4295215618965887,0.4295215618965887,0.4295215618965887,0.4295215618965887,0.4295215618965887,0.4295215618965887,0.5130515626117428,0.5340770936136737,0.5462347135807767,0.5751269398555389,0.5662590288207109,0.5346492169062433,0.5452334978187799,0.4295215618965887,0.5147679324894515,0.5854251591217907,0.5847100050060788,0.5804190803118072,0.5804190803118072,0.5758420939712509,0.5758420939712509,0.43095187012801256,0.4701423156690267,0.5213473503540013,0.5184867338911535,0.5315025387971107,0.5091897303868984,0.5100479153257527,0.5222055352928556,0.5217764428234285,0.5365086176070943,0.5206321962382894,0.520489165415147,0.5239219051705643,0.5233497818779947,0.5262103983408425,0.531216477150826,0.5234928127011371,0.5292140456268326,0.5307873846813989,0.5306443538582565,0.5226346277622828,0.5130515626117428,0.524207966816849,0.5166273331903025,0.5233497818779947,0.5173424873060144,0.5081885146249017,0.5310734463276836,0.5151970249588786,0.5150539941357363,0.5234928127011371,0.5244940284631338,0.5313595079739684,0.5130515626117428,0.5137667167274548,0.5263534291639849,0.5303582922119717,0.5227776585854251,0.5209182578845741,0.5237788743474219,0.5200600729457198,0.5161982407208754,0.5174855181291569,0.5199170421225774,0.5240649359937066,0.5129085317886004,0.5163412715440178,0.5374091820491019,0.587713652292069
