,abilities
kmeans_n_clusters_1,0.47123665
kmeans_n_clusters_2,0.519789
kmeans_n_clusters_3,0.5351468
kmeans_n_clusters_4,0.530116
kmeans_n_clusters_5,0.5322362
kmeans_n_clusters_6,0.52798855
kmeans_n_clusters_7,0.52362096
kmeans_n_clusters_8,0.52116936
dbscan_eps_0_1_min_samples_2,0.47123665
dbscan_eps_0_2_min_samples_2,0.47123665
dbscan_eps_0_3_min_samples_2,0.47123665
dbscan_eps_0_4_min_samples_2,0.47123665
dbscan_eps_0_5_min_samples_2,0.47123665
dbscan_eps_0_6_min_samples_2,0.47123665
dbscan_eps_0_7_min_samples_2,0.47123665
dbscan_eps_0_8_min_samples_2,0.47123665
dbscan_eps_0_9_min_samples_2,0.47123665
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.47123665
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49528134
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4991654
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.503179
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5057804
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.50289863
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.49906963
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5020686
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.47123665
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.520079
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.534911
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.53550684
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5312824
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5286048
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5252292
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.52311105
mean_shift_,0.47301307
optics_,0.48639187
random_model_n1,0.4958268
random_model_n2,0.4955873
random_model_n3,0.49490213
random_model_n4,0.4952496
random_model_n5,0.495155
random_model_n6,0.49555475
random_model_n7,0.4958675
random_model_n8,0.495684
random_model_n9,0.49514917
random_model_n10,0.49545586
random_model_n11,0.49592704
random_model_n12,0.49548835
random_model_n13,0.49555227
random_model_n14,0.49541724
random_model_n15,0.49597672
random_model_n16,0.49624094
random_model_n17,0.4947947
average_model,0.50014955
optimal_clustering,0.5370128
