,abilities
kmeans_n_clusters_1,0.3785216
kmeans_n_clusters_2,0.5155706
kmeans_n_clusters_3,0.53484756
kmeans_n_clusters_4,0.5325644
kmeans_n_clusters_5,0.5388286
kmeans_n_clusters_6,0.5391157
kmeans_n_clusters_7,0.53819895
kmeans_n_clusters_8,0.5332242
dbscan_eps_0_1_min_samples_2,0.38127062
dbscan_eps_0_2_min_samples_2,0.45314178
dbscan_eps_0_3_min_samples_2,0.5024781
dbscan_eps_0_4_min_samples_2,0.51962364
dbscan_eps_0_5_min_samples_2,0.5238722
dbscan_eps_0_6_min_samples_2,0.52229863
dbscan_eps_0_7_min_samples_2,0.5192827
dbscan_eps_0_8_min_samples_2,0.5189904
dbscan_eps_0_9_min_samples_2,0.5189904
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.3785216
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5155706
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5367822
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5331556
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5355991
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5345534
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5358248
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.53250575
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.3785216
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5155706
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5363742
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.53845847
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.54131037
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.539806
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.534
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5317464
mean_shift_,0.5155706
optics_,0.44992825
random_model_n1,0.46781424
random_model_n2,0.46665037
random_model_n3,0.46697873
random_model_n4,0.46627074
random_model_n5,0.467828
random_model_n6,0.46797723
random_model_n7,0.46866706
random_model_n8,0.46866602
random_model_n9,0.46669596
random_model_n10,0.4677585
random_model_n11,0.46694568
random_model_n12,0.46730548
random_model_n13,0.46735644
random_model_n14,0.46805078
random_model_n15,0.46609998
random_model_n16,0.46813524
random_model_n17,0.46715912
random_model_n18,0.46654403
average_model,0.50572276
optimal_clustering,0.54432195
