,abilities
kmeans_n_clusters_1,0.42532197
kmeans_n_clusters_2,0.49469522
kmeans_n_clusters_3,0.51373947
kmeans_n_clusters_4,0.5163137
kmeans_n_clusters_5,0.5174522
kmeans_n_clusters_6,0.5209053
kmeans_n_clusters_7,0.5200206
kmeans_n_clusters_8,0.5199672
dbscan_eps_0_1_min_samples_2,0.51539433
dbscan_eps_0_2_min_samples_2,0.51640576
dbscan_eps_0_3_min_samples_2,0.42568007
dbscan_eps_0_4_min_samples_2,0.42568007
dbscan_eps_0_5_min_samples_2,0.42568007
dbscan_eps_0_6_min_samples_2,0.42532197
dbscan_eps_0_7_min_samples_2,0.42532197
dbscan_eps_0_8_min_samples_2,0.42532197
dbscan_eps_0_9_min_samples_2,0.42532197
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.42532197
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49507394
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5143647
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5148824
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5159351
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5208775
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.51976144
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5193089
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.42532197
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49437457
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51637816
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5118075
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51990986
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.520724
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.519885
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.51895
mean_shift_,0.4948144
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.51649296
random_model_n1,0.48116183
random_model_n2,0.48132437
random_model_n3,0.48089454
random_model_n4,0.48118126
random_model_n5,0.48103127
random_model_n6,0.48134992
random_model_n7,0.4811954
random_model_n8,0.48114118
random_model_n9,0.48164707
random_model_n10,0.4812253
random_model_n11,0.48111382
random_model_n12,0.481168
random_model_n13,0.48114422
random_model_n14,0.4812278
random_model_n15,0.48130506
random_model_n16,0.48130915
random_model_n17,0.48138514
random_model_n18,0.48111877
random_model_n19,0.4810955
random_model_n20,0.4810638
random_model_n21,0.48096892
random_model_n22,0.4809232
random_model_n23,0.4809269
random_model_n24,0.4812781
random_model_n25,0.48100534
random_model_n26,0.48126772
random_model_n27,0.48115
random_model_n28,0.48080194
random_model_n29,0.48121282
random_model_n30,0.48124894
random_model_n31,0.48105046
random_model_n32,0.48125425
random_model_n33,0.48148516
random_model_n34,0.48158988
random_model_n35,0.481133
random_model_n36,0.48106667
random_model_n37,0.48110193
average_model,0.4878376
optimal_clustering,0.5229692
