,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,average_model,optimal_clustering
0,0.49675107791340256,0.501002004008016,0.4982085382886986,0.4921357867249651,0.5005161838829173,0.4951721625068318,0.4986943584137973,0.5031881945709601,0.4962652577883039,0.5005161838829173,0.5039169247586082,0.49468634238173315,0.49602234772575454,0.4986943584137973,0.49735835306977594,0.5037954697273335,0.4971154430072266,0.5025809194145867,0.5067103904779255,0.5050100200400801,0.4990587235076213,0.49954454363272,0.5014878241331148,0.5034311046335095,0.5057387502277282,0.49237869678751445,0.49978745369526933,0.5059816602902776,0.4963867128195785,0.4990587235076213,0.499908908726544,0.5014878241331148,0.49590089269447984,0.5008805489767414,0.49968743190480785,0.5067103904779255
1,0.5079249407906723,0.5028238294771361,0.5016092791643894,0.5034311046335095,0.5051314750713548,0.5031881945709601,0.5000303637578186,0.5000303637578186,0.4932288820064371,0.501002004008016,0.5013663691018401,0.5035525596647841,0.5025809194145867,0.49723689803850124,0.49675107791340256,0.5085322159470456,0.49602234772575454,0.5051314750713548,0.4956579826319305,0.5056172951964535,0.5047671099775308,0.4983299933199733,0.5057387502277282,0.5046456549462561,0.49723689803850124,0.500637638914192,0.49954454363272,0.49092123641221835,0.5025809194145867,0.501002004008016,0.4937147021315358,0.5056172951964535,0.499908908726544,0.500273273820368,0.5010520149032467,0.5085322159470456
2,0.5008805489767414,0.5018521892269387,0.5062245703528269,0.4990587235076213,0.4990587235076213,0.5065889354466508,0.4978441731948746,0.502095099289488,0.49857290338252264,0.5016092791643894,0.4986943584137973,0.4966296228821279,0.49237869678751445,0.49954454363272,0.5037954697273335,0.4926216068500638,0.49808708325742396,0.502095099289488,0.5042812898524321,0.4976012631323253,0.500637638914192,0.5041598348211574,0.49687253294467726,0.5018521892269387,0.5095038561972429,0.5023380093520374,0.5011234590392907,0.5081678508532216,0.4938361571628105,0.49274306188133843,0.49930163357017066,0.5051314750713548,0.49978745369526933,0.49602234772575454,0.5003232847155987,0.5095038561972429
3,0.5033096496022348,0.5036740146960588,0.498815813445072,0.4938361571628105,0.5064674804153763,0.502095099289488,0.4966296228821279,0.5034311046335095,0.49055687131839437,0.5039169247586082,0.5067103904779255,0.5053743851339042,0.5011234590392907,0.5039169247586082,0.5052529301026295,0.4962652577883039,0.4983299933199733,0.5023380093520374,0.5047671099775308,0.5025809194145867,0.4977227181635999,0.49420052225663447,0.500273273820368,0.5052529301026295,0.49675107791340256,0.49845144835124794,0.4990587235076213,0.5001518187890933,0.5068318455092002,0.49857290338252264,0.5011234590392907,0.4978441731948746,0.49480779741300784,0.5099896763223416,0.5008948378039502,0.5099896763223416
4,0.4983299933199733,0.4983299933199733,0.4944434323191838,0.5036740146960588,0.5024594643833121,0.49930163357017066,0.49590089269447984,0.5035525596647841,0.4983299933199733,0.5067103904779255,0.5011234590392907,0.4962652577883039,0.5058602052590029,0.4983299933199733,0.5001518187890933,0.4963867128195785,0.5018521892269387,0.4907997813809437,0.5067103904779255,0.501730734195664,0.4963867128195785,0.5080463958219469,0.49541507256938117,0.4986943584137973,0.5080463958219469,0.5025809194145867,0.4986943584137973,0.5023380093520374,0.5033096496022348,0.5008805489767414,0.4961438027570292,0.5007590939454667,0.4994230886014453,0.5019736442582134,0.5003804400244339,0.5080463958219469
5,0.5011234590392907,0.500637638914192,0.49857290338252264,0.5081678508532216,0.4974798081010506,0.4855772150361329,0.5033096496022348,0.5036740146960588,0.5041598348211574,0.49687253294467726,0.5037954697273335,0.5008805489767414,0.500273273820368,0.501730734195664,0.5059816602902776,0.5025809194145867,0.5000303637578186,0.5048885650088055,0.49857290338252264,0.4982085382886986,0.4961438027570292,0.5039169247586082,0.4961438027570292,0.5013663691018401,0.499908908726544,0.5074391206655736,0.4989372684763466,0.5041598348211574,0.5014878241331148,0.49675107791340256,0.5031881945709601,0.5029452845084108,0.5059816602902776,0.489949596162021,0.500730516291049,0.5081678508532216
6,0.500273273820368,0.5028238294771361,0.5003947288516427,0.49687253294467726,0.5027023744458614,0.49735835306977594,0.49298597194388777,0.4966296228821279,0.49359324710026115,0.500637638914192,0.4966296228821279,0.5037954697273335,0.499908908726544,0.49723689803850124,0.49735835306977594,0.5081678508532216,0.5019736442582134,0.5019736442582134,0.4952936175381065,0.5031881945709601,0.5071962106030242,0.4966296228821279,0.5053743851339042,0.5062245703528269,0.4971154430072266,0.49480779741300784,0.5011234590392907,0.501002004008016,0.5041598348211574,0.4969939879759519,0.4963867128195785,0.4982085382886986,0.4977227181635999,0.49954454363272,0.4997731648680605,0.5081678508532216
7,0.4944434323191838,0.5036740146960588,0.499908908726544,0.49735835306977594,0.49687253294467726,0.49541507256938117,0.49918017853889596,0.4983299933199733,0.5005161838829173,0.5022165543207627,0.5037954697273335,0.5046456549462561,0.5030667395396854,0.5011234590392907,0.502095099289488,0.4956579826319305,0.5014878241331148,0.4951721625068318,0.5011234590392907,0.49845144835124794,0.4990587235076213,0.5011234590392907,0.5013663691018401,0.498815813445072,0.5052529301026295,0.49298597194388777,0.4989372684763466,0.5003947288516427,0.4982085382886986,0.498815813445072,0.49978745369526933,0.49796562822614926,0.502095099289488,0.49808708325742396,0.4996302765959727,0.5052529301026295
8,0.5001518187890933,0.4911641464747677,0.5003947288516427,0.5046456549462561,0.5016092791643894,0.4854557600048582,0.4963867128195785,0.5007590939454667,0.5040383797898828,0.49359324710026115,0.4986943584137973,0.508775126009595,0.5000303637578186,0.5036740146960588,0.5048885650088055,0.5039169247586082,0.4976012631323253,0.502095099289488,0.5013663691018401,0.5019736442582134,0.5033096496022348,0.4921357867249651,0.5028238294771361,0.4966296228821279,0.498815813445072,0.5034311046335095,0.4974798081010506,0.5025809194145867,0.5033096496022348,0.5035525596647841,0.4994230886014453,0.5030667395396854,0.4938361571628105,0.5003947288516427,0.5000589414122363,0.508775126009595
9,0.5065889354466508,0.5001518187890933,0.49930163357017066,0.49723689803850124,0.5005161838829173,0.49845144835124794,0.5016092791643894,0.4977227181635999,0.5011234590392907,0.49808708325742396,0.4921357867249651,0.4966296228821279,0.5027023744458614,0.49930163357017066,0.4951721625068318,0.5093824011659683,0.49954454363272,0.49347179206898645,0.5048885650088055,0.5014878241331148,0.501002004008016,0.5014878241331148,0.49978745369526933,0.5086536709783203,0.49687253294467726,0.49723689803850124,0.4983299933199733,0.4994230886014453,0.49735835306977594,0.5033096496022348,0.5008805489767414,0.499908908726544,0.5037954697273335,0.502095099289488,0.5001661076163021,0.5093824011659683
