,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9
121,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,2,7,0,1,1,0,1,2,5,6,0,-1,1,1,1,0,0,0,0,0,0
122,0,1,1,3,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,5,0,1,1,0,1,3,2,3,3,-1,1,0,1,1,0,1,1,1,0
123,0,0,0,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,0,3,4,2,5,5,0,-1,1,0,1,1,0,0,0,0,1
124,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,1,0,1,1,5,0,-1,1,0,1,1,0,0,1,1,1
125,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,0,1,0,1,0,7,0,-1,1,1,0,0,1,0,1,0,1
126,0,0,0,1,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,0,1,0,0,0,1,2,2,5,5,0,-1,1,1,0,0,0,0,1,1,1
127,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,4,2,5,0,1,1,0,1,2,5,6,0,-1,0,0,1,0,1,0,0,1,0
128,0,1,2,2,4,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,2,1,0,0,2,3,4,2,5,5,0,-1,0,0,1,1,1,0,0,1,0
129,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,1,1,0,1,3,2,6,0,-1,1,1,0,1,1,0,1,1,0
130,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,4,0,0,0,0,3,4,0,6,5,0,-1,1,1,0,0,0,0,0,0,1
131,0,1,0,0,3,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,7,0,1,1,0,1,2,5,6,0,0,0,1,1,1,0,0,0,0,0
132,0,1,0,0,3,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,2,2,5,0,1,1,0,1,2,5,6,0,-1,0,1,1,0,1,1,0,0,1
133,0,0,0,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,0,1,0,2,5,5,0,-1,1,1,1,0,0,1,0,1,0
134,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,4,2,0,0,1,1,0,1,2,5,6,0,0,0,1,1,0,0,0,1,1,0
135,0,0,0,1,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,6,4,0,0,0,1,2,5,3,1,0,-1,0,0,0,0,1,0,1,0,1
136,0,0,0,1,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,3,2,0,0,0,3,4,0,6,0,0,-1,0,0,0,0,1,0,1,1,0
137,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,1,0,1,6,5,0,-1,1,0,1,1,0,1,1,1,1
138,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,3,2,0,1,1,0,1,2,5,6,11,-1,1,0,1,1,0,1,0,1,1
139,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,0,0,3,4,0,6,0,0,-1,1,1,0,1,1,0,1,0,0
140,0,0,0,1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,2,5,0,0,0,1,4,0,6,0,0,-1,1,1,0,0,0,1,1,0,0
141,0,1,0,0,3,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,6,3,0,1,1,0,1,2,5,6,0,-1,1,1,0,0,1,0,1,0,0
142,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,0,3,4,0,6,0,0,-1,0,1,0,0,0,0,0,1,1
143,0,0,0,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,0,0,1,0,0,6,5,0,-1,1,0,0,0,1,1,0,1,0
144,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,5,0,0,0,1,0,1,0,7,0,-1,0,1,0,1,1,0,1,0,0
145,0,0,2,2,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,2,2,0,0,0,2,3,4,0,1,2,0,-1,1,0,0,1,0,0,1,1,1
146,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,3,7,0,1,2,2,3,4,4,4,10,-1,0,1,0,1,1,0,0,1,1
147,0,0,0,1,4,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,0,6,5,0,0,2,3,4,0,1,2,0,-1,0,1,1,0,1,0,0,0,1
148,0,0,0,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,0,3,4,2,5,5,0,-1,0,1,1,1,0,1,0,1,1
149,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,1,0,1,0,7,0,-1,1,1,0,0,0,1,1,0,1
150,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,5,1,0,0,0,0,3,4,0,6,0,0,-1,1,0,0,1,0,0,0,1,0
151,0,0,2,2,2,3,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,4,2,0,0,2,3,4,4,1,2,0,-1,1,1,0,1,1,0,1,0,0
152,0,1,2,2,2,3,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,1,2,3,4,0,1,2,12,-1,0,0,1,1,0,1,0,1,0
153,0,0,0,1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,3,4,0,6,0,0,-1,1,1,0,0,1,0,1,0,0
154,0,0,0,1,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,5,2,0,0,0,3,4,0,6,5,0,-1,0,1,1,0,1,1,1,1,1
155,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,1,4,0,6,5,0,-1,0,0,1,0,0,1,1,1,1
156,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,3,3,7,0,1,1,0,1,2,5,6,0,-1,0,0,1,1,0,1,0,0,0
157,0,0,0,1,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,3,0,0,0,1,2,2,5,1,0,-1,0,1,0,1,1,1,1,0,1
158,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,1,0,1,6,5,0,-1,1,1,0,0,0,0,1,0,0
159,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,1,0,0,0,1,0,1,0,7,0,-1,0,0,1,1,0,0,0,1,0
160,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,0,2,0,0,0,3,4,0,6,0,0,-1,1,0,0,1,1,0,0,1,0
161,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,1,1,0,1,2,5,6,0,-1,0,0,1,0,0,1,1,0,1
162,0,1,1,0,0,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,1,1,0,1,3,2,3,4,-1,1,0,0,1,1,0,1,0,0
163,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,6,0,0,0,3,4,0,6,0,0,-1,1,1,1,0,0,1,1,1,1
164,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,2,3,3,0,1,1,0,1,3,2,6,0,-1,1,0,1,1,1,1,0,1,0
165,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,0,0,1,0,1,0,7,0,-1,0,0,0,0,1,0,0,0,1
166,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4,2,2,0,0,0,1,0,1,6,5,0,-1,0,1,0,0,0,0,0,0,0
167,0,1,0,0,3,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,1,1,0,1,2,5,6,0,-1,0,1,1,0,0,0,0,0,1
168,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,1,1,0,1,3,2,3,0,-1,0,0,0,1,1,0,0,1,0
169,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,1,0,1,5,5,0,-1,0,0,0,0,0,1,0,1,1
170,0,0,0,1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,0,0,3,4,0,6,5,0,-1,0,1,1,1,1,0,0,1,0
171,0,0,0,1,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,0,1,2,2,5,1,0,-1,1,1,1,0,0,0,0,1,1
172,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,3,6,3,0,1,2,2,3,4,4,4,0,-1,0,1,1,0,0,1,0,1,1
173,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,5,0,6,0,0,0,3,4,0,6,0,0,-1,0,1,1,0,0,1,0,0,0
174,0,0,0,1,1,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,0,0,1,4,0,6,0,0,-1,1,0,1,0,1,0,1,0,1
175,0,0,0,1,1,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,2,2,0,0,0,3,4,0,6,0,0,-1,0,1,0,1,1,1,0,0,0
176,0,1,2,2,2,3,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,5,3,1,0,0,2,3,4,0,1,2,11,-1,0,1,0,1,0,0,0,0,1
177,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,6,4,0,1,2,2,3,4,4,4,0,-1,1,1,0,0,0,0,0,0,0
178,0,0,0,1,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,5,2,2,0,0,0,1,0,1,0,7,0,-1,1,0,0,1,0,0,1,0,0
179,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,1,0,1,0,7,0,-1,0,0,0,0,1,0,1,1,0
180,0,1,1,3,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,3,0,1,1,0,1,3,2,3,4,-1,0,1,1,1,1,1,0,0,0
181,0,1,1,3,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,3,4,-1,0,1,1,1,0,0,0,1,1
182,0,0,0,0,3,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,0,3,0,1,1,0,2,2,5,6,0,-1,1,0,1,0,0,0,1,0,1
183,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,5,0,2,0,0,0,3,4,0,1,2,0,-1,0,0,0,1,0,1,1,0,0
184,0,0,0,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,3,3,0,0,0,3,4,2,5,5,0,-1,0,0,0,0,0,1,1,1,0
185,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,0,0,0,0,3,4,0,6,0,0,-1,0,1,0,0,1,1,1,1,1
186,0,0,0,0,3,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,0,2,0,0,1,1,0,1,2,5,6,0,-1,0,1,0,0,1,1,0,0,1
187,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,1,0,1,6,5,0,-1,1,1,0,1,0,0,0,1,1
188,0,0,0,1,1,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,3,4,0,6,0,0,-1,0,0,0,1,0,1,1,1,0
189,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,0,0,1,0,1,0,7,0,-1,0,0,1,0,0,0,0,0,1
190,0,1,2,2,2,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,3,0,1,2,2,3,4,4,4,9,-1,0,0,0,1,1,1,0,0,0
191,0,0,0,1,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,0,0,3,2,0,3,1,0,-1,0,1,1,1,1,1,0,0,0
192,0,0,0,1,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,0,0,1,2,5,3,1,0,-1,1,0,0,0,1,1,1,1,0
193,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,6,3,0,1,2,2,3,4,4,4,0,-1,1,1,0,0,0,0,1,0,1
194,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,0,0,0,1,2,2,3,4,4,4,0,-1,0,0,0,1,0,0,1,0,1
195,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,1,0,1,6,5,0,-1,0,1,1,1,1,1,1,0,0
196,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,3,0,0,1,2,2,3,4,4,4,0,-1,1,1,0,1,0,1,1,1,0
197,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,5,5,0,1,1,0,1,2,5,6,0,-1,1,0,1,0,0,1,0,0,0
198,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,3,6,0,1,1,0,1,2,5,6,0,-1,1,0,1,0,0,1,1,1,1
199,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,0,0,1,2,2,3,4,4,4,0,-1,0,1,1,1,0,1,0,1,0
200,0,0,0,1,4,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,0,0,3,4,0,6,5,0,-1,0,0,0,0,0,1,1,1,1
201,0,1,1,0,3,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,5,2,0,1,1,0,1,2,5,6,0,0,0,1,1,1,0,1,1,0,0
202,0,1,1,3,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,3,0,1,1,0,1,3,2,3,4,-1,0,1,1,1,1,0,0,1,0
203,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,5,6,0,1,2,2,3,4,4,4,0,-1,0,1,0,0,0,1,0,0,0
204,0,0,0,1,4,2,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,0,3,4,0,6,5,0,-1,1,1,1,0,1,1,1,0,1
205,0,0,0,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,0,0,3,4,2,5,5,0,-1,1,0,0,1,1,1,1,0,0
206,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,0,4,0,0,0,3,4,0,6,0,0,-1,1,1,0,1,0,0,1,1,1
207,0,0,0,0,3,5,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,5,0,0,0,1,1,0,1,2,5,6,0,-1,0,1,1,0,1,1,0,0,0
208,0,0,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,1,5,0,0,1,2,2,3,4,4,4,0,-1,1,0,0,1,1,1,1,1,0
209,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,1,5,0,0,0,0,1,0,1,0,5,0,-1,1,1,0,0,0,1,0,0,1
210,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,4,6,3,0,1,1,0,1,2,5,6,7,-1,0,0,1,1,0,0,0,1,1
211,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,1,0,1,6,5,0,-1,0,0,0,1,0,0,1,1,1
212,0,1,1,3,0,0,3,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,1,1,0,1,3,2,3,1,-1,0,1,0,1,0,1,1,0,1
213,0,1,2,2,3,3,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,0,4,2,0,0,2,3,4,0,1,2,8,-1,1,1,0,1,1,0,1,1,1
214,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,1,2,0,1,2,2,3,4,4,4,0,-1,1,1,0,1,1,1,1,1,1
215,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,6,0,0,1,2,2,3,4,4,4,0,-1,0,1,0,0,1,1,0,0,0
216,0,0,2,2,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,3,5,4,0,0,2,3,4,0,1,2,0,-1,1,1,0,0,1,1,0,0,0
217,0,0,0,1,4,2,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,2,5,3,0,0,0,3,4,0,6,0,0,-1,1,1,0,0,1,0,1,0,1
218,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,4,3,4,0,1,1,0,1,3,2,6,0,-1,1,1,0,1,1,1,0,0,1
219,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,1,5,0,1,1,0,1,2,5,6,0,-1,0,1,0,1,1,1,1,0,1
220,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,1,0,1,6,5,0,-1,1,0,1,0,1,1,1,1,0
221,0,0,0,1,1,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,0,0,3,4,2,6,5,0,-1,1,1,0,1,0,1,0,0,0
222,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,4,0,0,0,3,4,0,6,0,0,-1,1,0,0,0,0,0,1,0,0
223,0,1,2,0,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,3,3,0,1,2,2,3,4,4,4,0,-1,1,1,1,1,1,0,0,1,1
224,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,1,0,1,0,7,0,-1,0,0,0,0,0,1,1,0,1
225,0,0,0,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,0,0,3,0,0,0,1,0,2,5,5,0,-1,1,1,1,1,0,0,1,1,1
226,0,0,0,1,1,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,3,4,0,6,0,0,-1,0,1,0,0,0,0,1,1,0
227,0,0,0,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,0,0,3,4,2,5,5,0,-1,0,1,1,0,1,1,0,0,0
228,0,0,0,1,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,5,5,0,0,0,3,2,2,5,5,0,-1,1,1,0,1,1,1,1,0,1
229,0,1,2,2,2,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,1,0,1,2,2,3,4,4,4,0,-1,0,0,1,0,1,1,0,0,0
230,0,1,2,0,3,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,5,0,1,2,2,3,4,4,4,0,-1,1,0,0,0,1,0,0,1,1
231,0,0,0,1,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,4,1,3,0,0,0,1,2,5,3,1,0,-1,0,0,1,1,0,0,1,0,1
232,0,0,0,1,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,2,0,0,0,0,1,2,5,3,1,0,-1,1,0,0,0,0,0,1,1,1
233,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,0,0,0,1,1,0,1,2,5,6,0,-1,1,0,1,0,1,0,1,0,0
234,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,6,0,0,0,0,3,4,0,6,0,0,-1,0,0,1,1,1,1,0,1,0
235,0,0,0,1,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,0,0,1,2,5,3,1,0,-1,1,1,0,0,1,0,1,0,0
236,0,1,1,3,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,1,6,5,0,1,1,0,1,3,2,3,4,-1,1,1,1,0,0,1,1,1,0
237,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,4,5,5,6,0,1,1,0,1,2,5,6,0,-1,0,1,0,0,1,0,1,0,1
238,0,0,0,1,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,1,1,0,0,0,1,2,5,3,1,0,-1,1,1,1,1,1,0,1,1,0
239,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,0,0,1,1,0,1,2,5,6,0,-1,1,0,0,1,1,0,1,0,1
240,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,0,0,1,0,1,6,5,0,-1,1,1,1,0,0,1,0,0,1
241,0,0,0,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,1,0,0,0,1,0,1,0,7,0,-1,0,1,0,1,0,0,0,0,1
242,0,1,2,2,2,3,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,3,0,6,0,0,2,2,3,4,1,2,0,-1,1,1,1,0,1,1,1,0,1
243,0,0,0,1,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,2,5,0,0,0,1,2,5,3,1,0,-1,0,0,1,1,1,0,0,1,1
244,0,1,1,0,3,5,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,5,0,1,1,0,1,2,5,6,0,-1,1,0,1,1,1,0,1,0,0
245,0,0,0,1,4,2,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,3,3,0,0,0,3,4,0,6,0,0,-1,0,1,1,1,0,1,1,0,0
246,0,0,0,1,1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,0,0,1,2,5,3,1,0,-1,1,0,1,1,0,0,0,0,0
247,0,1,2,2,2,4,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,3,3,0,0,0,2,3,4,0,1,2,0,-1,1,1,0,1,0,1,0,0,1
248,0,0,0,1,4,2,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,2,0,0,0,0,3,4,0,6,0,0,-1,1,1,1,1,0,0,0,0,1
249,0,0,0,1,1,2,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,0,0,3,4,0,6,5,0,-1,1,1,0,0,0,1,1,1,0
250,0,1,1,3,0,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,4,6,3,0,1,1,0,1,3,2,3,7,-1,1,0,1,0,1,0,0,1,1
