,abilities
kmeans_n_clusters_1,0.3205446
kmeans_n_clusters_2,0.4713924
kmeans_n_clusters_3,0.5152221
kmeans_n_clusters_4,0.50773394
kmeans_n_clusters_5,0.49813405
kmeans_n_clusters_6,0.4877228
kmeans_n_clusters_7,0.48376065
kmeans_n_clusters_8,0.47781688
dbscan_eps_0_1_min_samples_2,0.5112106
dbscan_eps_0_2_min_samples_2,0.51496947
dbscan_eps_0_3_min_samples_2,0.5152221
dbscan_eps_0_4_min_samples_2,0.5152221
dbscan_eps_0_5_min_samples_2,0.4713924
dbscan_eps_0_6_min_samples_2,0.4713924
dbscan_eps_0_7_min_samples_2,0.4713924
dbscan_eps_0_8_min_samples_2,0.4713924
dbscan_eps_0_9_min_samples_2,0.4713924
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.3205446
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.4713924
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5152221
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.50782096
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4978871
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.47804946
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.48925635
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5046644
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.3205446
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.4713924
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.44792798
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.50660455
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5000615
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48874468
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.4839354
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.47910962
mean_shift_,0.5152221
optics_,0.3905154
random_model_n1,0.40266865
random_model_n2,0.40222225
random_model_n3,0.40199566
random_model_n4,0.40177655
random_model_n5,0.40220627
random_model_n6,0.40170053
random_model_n7,0.40164167
random_model_n8,0.4018306
random_model_n9,0.40153807
random_model_n10,0.4018163
random_model_n11,0.4014939
random_model_n12,0.40187636
random_model_n13,0.40191513
average_model,0.47048092
optimal_clustering,0.5152221
