,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_
150,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,5,1,0,0,1,0,0,0,5,3,1,0,-1
151,0,1,2,0,3,0,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,4,2,0,1,1,0,0,0,6,6,0,-1
152,0,0,2,0,3,0,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,0,1,0,0,5,6,6,12,-1
153,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,1,0,-1
154,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,5,2,0,1,0,0,0,5,3,2,0,-1
155,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,0,5,3,2,0,-1
156,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,3,3,7,0,0,2,1,1,1,2,0,0,-1
157,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,3,0,1,0,2,4,1,2,4,0,-1
158,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
159,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,1,0,1,0,2,3,3,5,7,0,-1
160,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,0,2,0,1,0,0,0,5,3,1,0,-1
161,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,0,2,1,1,1,2,0,0,-1
162,0,0,1,3,4,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,0,2,1,1,2,0,5,4,-1
163,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,6,0,1,0,0,0,5,3,1,0,-1
164,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,2,3,3,0,0,2,1,1,2,0,0,0,-1
165,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,1,0,2,3,3,5,7,0,-1
166,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4,2,2,0,1,0,2,3,3,3,2,0,-1
167,0,0,0,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,0,2,1,1,1,2,0,0,-1
168,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,0,2,1,1,2,0,5,0,-1
169,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,2,2,0,-1
170,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,1,0,0,0,5,3,2,0,-1
171,0,1,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,1,0,2,4,1,2,4,0,-1
172,0,0,2,0,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,3,6,3,0,0,1,3,2,0,4,3,0,-1
173,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,5,0,6,0,1,0,0,0,5,3,1,0,-1
174,0,1,0,1,1,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,1,0,2,0,5,3,1,0,-1
175,0,1,0,1,1,5,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,2,2,0,1,0,0,0,5,3,1,0,-1
176,0,1,2,0,3,0,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,5,3,1,0,1,1,0,0,5,6,6,11,-1
177,0,0,2,0,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,6,4,0,0,1,3,2,0,4,3,0,-1
178,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,5,2,2,0,1,0,2,3,3,5,7,0,-1
179,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
180,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,3,0,0,2,1,1,2,0,5,4,-1
181,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,5,4,-1
182,0,1,0,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,0,3,0,0,2,1,4,1,2,0,0,-1
183,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,5,0,2,0,1,0,0,0,5,6,6,0,-1
184,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,3,3,0,1,0,0,0,1,2,2,0,-1
185,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,0,0,1,0,0,0,5,3,1,0,-1
186,0,1,0,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,0,2,0,0,0,2,1,1,1,2,0,0,-1
187,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
188,0,1,0,1,1,5,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,1,0,-1
189,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
190,0,0,2,0,3,4,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,3,0,0,1,3,2,0,4,3,9,-1
191,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,1,0,0,4,5,1,4,0,-1
192,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,1,0,2,4,4,1,4,0,-1
193,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,6,3,0,0,1,3,2,0,4,3,0,-1
194,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,0,0,0,0,1,3,2,0,4,3,0,-1
195,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
196,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,3,0,0,0,1,3,2,0,4,3,0,-1
197,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,5,5,0,0,2,1,1,1,2,0,0,-1
198,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,3,6,0,0,2,1,1,1,2,0,0,-1
199,0,0,2,0,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,5,4,0,0,0,1,3,2,0,4,3,0,-1
200,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,1,0,0,0,5,3,2,0,-1
201,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,0,5,2,0,0,2,1,1,1,2,0,0,0
202,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,4,0,1,3,0,0,2,1,1,2,0,5,4,-1
203,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,1,5,6,0,0,1,3,2,0,4,3,0,-1
204,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,0,0,0,5,3,2,0,-1
205,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,1,0,0,0,1,2,2,0,-1
206,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,0,4,0,1,0,0,0,5,3,1,0,-1
207,0,1,0,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,5,0,0,0,0,2,1,1,1,2,0,0,-1
208,0,1,2,0,0,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,1,5,0,0,0,1,3,2,0,4,3,0,-1
209,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,1,5,0,0,1,0,2,3,3,5,2,0,-1
210,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,4,6,3,0,0,2,1,1,1,2,0,7,-1
211,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
212,0,0,1,2,2,3,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,5,0,0,0,0,2,1,1,2,0,5,1,-1
213,0,0,2,0,3,0,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,1,0,4,2,0,1,1,0,0,5,6,6,8,-1
214,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,1,2,0,0,1,3,2,0,4,3,0,-1
215,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,2,6,0,0,0,1,3,2,0,4,3,0,-1
216,0,1,2,1,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,3,5,4,0,1,1,0,0,5,6,6,0,-1
217,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,2,5,3,0,1,0,0,0,5,3,1,0,-1
218,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,4,3,4,0,0,2,1,1,2,0,0,0,-1
219,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,1,5,0,0,2,1,1,1,2,0,0,-1
220,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
221,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,0,0,0,1,3,2,0,-1
222,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,4,0,1,0,0,0,5,3,1,0,-1
223,0,0,2,3,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,3,3,0,0,1,3,2,0,4,3,0,-1
224,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,5,7,0,-1
225,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,0,0,3,0,1,0,2,3,1,2,2,0,-1
226,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,1,0,-1
227,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,1,0,0,0,1,2,2,0,-1
228,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,3,5,5,0,1,0,0,4,1,2,2,0,-1
229,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,1,0,0,1,3,2,0,4,3,0,-1
230,0,0,2,3,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,1,5,0,5,0,0,1,3,2,0,4,3,0,-1
231,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,4,1,3,0,1,0,2,4,4,1,4,0,-1
232,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,2,0,0,1,0,2,4,4,1,4,0,-1
233,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,0,0,0,0,2,1,1,1,2,0,0,-1
234,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,3,6,0,0,1,0,0,0,5,3,1,0,-1
235,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,3,2,4,0,1,0,2,4,4,1,4,0,-1
236,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,1,6,5,0,0,2,1,1,2,0,5,4,-1
237,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,4,5,5,6,0,0,2,1,1,1,2,0,0,-1
238,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,1,1,0,1,0,2,4,4,1,4,0,-1
239,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,4,1,0,0,0,2,1,1,1,2,0,0,-1
240,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
241,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,1,0,1,0,2,3,3,5,7,0,-1
242,0,0,2,0,3,0,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,3,0,6,0,1,1,3,2,0,6,6,0,-1
243,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,3,2,5,0,1,0,2,4,4,1,4,0,-1
244,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,5,0,0,2,1,1,1,2,0,0,-1
245,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,1,3,3,0,1,0,0,0,5,3,1,0,-1
246,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,4,4,1,4,0,-1
247,0,1,2,0,3,0,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,3,3,0,0,1,1,0,0,5,6,6,0,-1
248,0,1,0,1,0,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,2,0,0,1,0,0,0,5,3,1,0,-1
249,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,4,4,0,1,0,0,0,5,3,2,0,-1
250,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,4,6,3,0,0,2,1,1,2,0,5,7,-1
251,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,3,3,3,1,0,-1
252,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,6,1,0,0,2,1,1,2,0,3,4,-1
253,0,0,0,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,1,6,6,0,0,2,1,1,1,2,0,0,0
254,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,3,5,5,0,0,2,1,1,1,2,0,0,-1
255,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,1,1,5,2,0,1,1,0,0,1,2,2,0,-1
256,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,5,3,5,0,0,2,1,1,2,0,5,7,-1
257,0,0,2,0,3,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,5,0,7,0,0,1,3,2,0,4,3,0,-1
258,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,1,3,0,0,0,2,1,1,2,0,5,6,-1
259,0,0,2,0,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,3,4,0,0,0,0,1,3,2,0,4,3,0,-1
260,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,2,4,7,0,0,2,1,1,1,2,0,0,-1
261,0,1,0,1,1,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,2,2,1,0,1,0,2,4,1,2,4,0,-1
262,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,0,6,2,0,0,2,1,1,1,2,0,0,-1
263,0,1,0,1,1,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,3,0,0,1,0,2,3,3,5,7,0,-1
264,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,5,6,0,0,2,1,1,1,2,0,0,0
265,0,0,1,2,2,2,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,7,0,0,2,1,1,2,0,5,7,-1
266,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,4,4,3,0,1,0,0,0,5,3,1,0,-1
267,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,3,2,6,0,1,0,2,4,4,1,4,0,-1
268,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,1,0,-1
269,0,1,2,0,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,2,3,5,0,1,1,0,0,5,6,6,0,-1
270,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,1,5,3,1,0,1,0,2,3,3,5,7,0,-1
271,0,1,0,1,0,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,1,0,0,0,5,3,2,0,-1
272,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,5,7,0,0,2,1,1,2,0,5,4,-1
273,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,0,3,6,0,1,0,0,0,5,3,1,0,-1
274,0,1,0,3,4,2,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,6,4,0,1,0,2,4,1,2,0,0,-1
275,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,4,0,0,1,0,0,0,5,3,1,0,-1
276,0,1,0,1,1,5,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,5,0,1,0,2,3,3,3,1,0,-1
277,0,1,0,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,5,0,0,0,2,1,1,1,2,0,0,-1
278,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,1,0,2,3,3,5,7,0,-1
279,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,3,3,3,2,0,-1
280,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,3,1,7,0,0,2,1,1,2,0,0,0,-1
281,0,1,0,1,1,5,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,0,1,3,0,1,0,0,0,5,3,1,0,-1
282,0,0,1,3,4,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,4,1,2,0,0,2,1,1,1,2,0,0,-1
283,0,0,2,0,4,4,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,4,3,4,0,0,1,3,2,0,4,3,0,-1
284,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,0,6,6,0,1,0,0,0,5,6,6,0,-1
285,0,1,0,1,1,5,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
286,0,1,0,1,0,0,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,3,2,6,0,1,1,0,0,5,6,6,0,-1
287,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,5,1,6,0,1,0,2,3,3,5,7,0,-1
288,0,1,2,0,0,0,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,2,3,3,5,0,1,1,0,0,5,6,6,11,-1
289,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,2,1,5,0,1,0,0,0,5,3,1,0,-1
290,0,0,2,0,3,0,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,7,0,1,1,0,0,5,6,6,11,-1
291,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,6,2,0,1,0,0,0,1,2,2,0,-1
292,0,1,0,1,0,1,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,1,5,2,0,1,0,0,0,5,3,2,0,-1
293,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,1,0,-1
294,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,3,2,0,-1
295,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
296,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,4,4,2,0,1,0,2,3,3,5,7,0,-1
297,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,5,2,6,0,1,0,0,0,5,3,1,0,-1
298,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,0,2,3,3,5,7,0,-1
299,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,4,5,0,5,0,1,0,0,0,5,3,1,0,-1
300,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,4,5,1,5,0,0,2,1,1,2,0,5,4,-1
301,0,1,0,1,0,1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,4,5,6,0,1,0,0,0,5,6,6,0,-1
302,0,0,1,2,2,3,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,4,0,7,0,0,2,1,1,2,0,5,7,-1
303,0,1,0,1,0,5,4,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,0,0,5,3,1,0,-1
304,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,0,2,3,3,3,1,0,-1
305,0,1,0,1,1,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,1,0,0,4,4,1,4,0,-1
306,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,0,2,3,3,5,7,0,-1
307,0,1,0,1,1,5,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,5,5,1,0,1,0,2,3,3,3,1,0,-1
308,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3,0,5,6,7,0,1,0,2,3,3,5,7,0,-1
309,0,1,0,1,1,1,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,3,0,1,0,2,3,3,5,7,0,-1
