,abilities
kmeans_n_clusters_1,0.27156684
kmeans_n_clusters_2,0.45350328
kmeans_n_clusters_3,0.51190823
kmeans_n_clusters_4,0.49969482
kmeans_n_clusters_5,0.47951058
kmeans_n_clusters_6,0.45966688
kmeans_n_clusters_7,0.45166364
kmeans_n_clusters_8,0.44434452
dbscan_eps_0_1_min_samples_2,0.5050082
dbscan_eps_0_2_min_samples_2,0.51141906
dbscan_eps_0_3_min_samples_2,0.51190823
dbscan_eps_0_4_min_samples_2,0.51190823
dbscan_eps_0_5_min_samples_2,0.45350328
dbscan_eps_0_6_min_samples_2,0.45350328
dbscan_eps_0_7_min_samples_2,0.45350328
dbscan_eps_0_8_min_samples_2,0.45350328
dbscan_eps_0_9_min_samples_2,0.45350328
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.27156684
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.45350328
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.51190823
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49939385
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.47943342
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.45598063
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.46937034
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.49432614
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.27156684
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.39909673
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.41696087
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.44767302
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4826754
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4619967
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.45367545
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.44667473
mean_shift_,0.51190823
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.51190823
random_model_n1,0.35010558
random_model_n2,0.34999615
random_model_n3,0.3494225
random_model_n4,0.34984335
random_model_n5,0.3498541
average_model,0.44882905
optimal_clustering,0.51190823
