,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53,random_model_n54,random_model_n55,random_model_n56,random_model_n57,random_model_n58,random_model_n59,random_model_n60,random_model_n61,random_model_n62,random_model_n63,random_model_n64,random_model_n65,random_model_n66,random_model_n67,random_model_n68,random_model_n69,random_model_n70
53,0,1,0,1,4,5,4,6,-1,-1,-1,4,2,1,1,1,1,0,0,0,2,4,5,4,2,0,0,0,3,2,5,6,6,0,-1,0,2,0,1,2,1,0,1,0,2,0,0,2,0,0,0,1,1,0,1,0,1,2,2,2,0,2,2,1,2,1,2,2,0,0,2,2,2,1,2,1,0,2,2,2,2,2,0,0,0,2,2,0,1,0,2,0,1,1,2,0,1,1,1,0,2,0,2,2,1
54,0,1,0,1,1,1,2,2,-1,-1,-1,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,2,0,3,0,0,0,-1,1,0,1,1,2,2,1,0,0,0,2,1,0,1,1,1,0,0,1,2,1,0,2,2,2,2,2,2,0,2,2,1,0,0,2,0,1,2,0,1,0,1,2,0,2,1,2,1,1,0,1,1,1,0,1,2,0,1,0,0,0,2,2,1,1,0,1,1,1,1
55,0,1,0,1,1,1,2,2,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,2,0,2,0,0,0,2,1,2,1,1,0,1,2,1,1,0,0,0,2,2,0,1,0,2,1,2,0,2,2,2,0,1,0,0,2,0,2,2,0,1,0,2,1,2,0,1,0,0,1,2,1,1,0,2,2,1,2,0,1,2,0,2,0,1,0,2,1,2,2,0
56,0,1,2,3,1,4,5,2,-1,-1,-1,3,2,1,1,1,1,0,0,2,1,1,4,6,1,0,0,2,2,0,3,0,0,0,-1,2,2,0,0,1,1,0,0,0,2,2,0,1,1,0,2,0,2,0,2,1,0,2,1,0,2,0,1,0,2,0,0,2,0,1,0,0,1,1,1,2,2,2,1,0,0,1,2,2,0,1,2,2,1,2,2,2,0,0,1,1,1,2,1,0,1,1,2,2,0
57,0,1,0,1,4,5,4,6,-1,-1,8,5,3,2,1,1,1,0,0,0,2,4,5,4,2,0,0,0,3,2,5,6,6,0,-1,0,0,1,2,2,1,1,1,2,0,1,0,2,1,0,1,0,2,0,2,1,0,2,0,2,1,1,0,2,1,2,0,0,1,1,0,0,2,1,0,2,0,2,0,2,2,2,0,2,1,1,1,2,2,2,1,2,0,0,2,2,0,2,2,0,0,2,0,1,0
58,0,1,0,1,1,1,2,2,-1,-1,6,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,2,0,3,0,0,0,-1,0,0,1,2,1,0,2,2,0,2,1,2,1,2,2,0,1,0,2,2,1,1,2,0,1,2,1,2,0,1,0,0,0,2,0,2,0,0,2,1,2,2,2,1,2,0,0,0,2,2,0,1,2,0,0,2,1,2,0,2,2,1,2,1,0,0,2,1,1,1
59,0,1,0,1,4,5,4,6,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,5,0,0,0,-1,1,2,2,2,1,0,1,2,2,0,2,2,2,2,2,1,2,0,2,1,2,0,1,2,2,2,1,1,0,0,1,0,0,0,0,1,2,1,0,1,1,2,2,1,0,2,1,2,2,1,1,1,0,1,1,2,0,1,1,2,1,0,1,2,1,0,1,1,0,2
60,0,1,0,1,4,5,4,6,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,2,4,5,4,2,0,0,0,3,2,5,6,6,0,-1,1,2,1,2,1,2,1,2,0,1,2,2,0,1,0,1,0,2,0,0,0,0,2,1,1,0,0,2,0,0,2,2,0,2,0,0,1,0,2,0,0,1,0,2,1,2,0,2,1,1,1,2,2,0,2,1,2,1,1,2,0,2,2,1,0,1,1,2,0,2
61,0,1,0,1,1,1,2,2,-1,-1,-1,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,3,2,3,0,0,0,-1,2,0,1,2,1,0,1,2,0,2,1,1,2,2,1,2,0,1,2,2,0,2,1,2,2,0,1,0,2,1,2,1,1,1,2,0,0,1,1,2,2,0,2,2,2,0,0,0,2,1,2,0,2,2,0,0,2,1,2,1,1,0,2,1,2,2,0,1,1,2
62,0,1,0,1,4,5,4,6,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,2,4,5,4,2,0,0,0,3,2,5,6,6,0,-1,0,0,1,0,0,0,1,2,0,0,2,2,1,0,2,2,1,1,1,2,2,2,0,2,2,1,1,0,0,2,1,2,2,1,2,2,2,2,1,0,1,1,2,1,2,2,0,2,1,1,2,0,2,0,1,0,1,2,0,1,1,2,0,2,2,1,1,0,0,0
63,0,1,0,1,1,1,2,2,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,3,2,3,0,0,0,3,0,2,1,2,2,1,1,2,1,1,1,0,0,2,0,1,1,1,1,0,2,0,2,1,2,1,1,2,0,0,0,2,0,0,0,1,0,2,2,0,1,1,0,1,0,2,0,1,2,1,1,0,1,0,1,2,2,1,2,2,1,2,1,0,0,1,0,0,0,0
64,0,1,0,1,1,1,2,2,-1,-1,-1,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,2,1,2,1,2,2,0,2,2,0,0,0,2,1,0,0,0,0,1,2,0,0,0,2,0,2,0,2,2,1,0,0,0,0,2,1,0,1,1,1,1,2,1,2,1,1,2,1,2,0,0,0,2,1,0,0,0,1,1,0,2,1,0,0,1,1,2,0,2,1,0
65,0,1,2,3,1,4,5,2,-1,-1,6,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,2,0,3,0,0,0,-1,2,0,2,1,2,2,2,1,0,2,2,2,1,1,2,1,1,2,1,2,2,0,1,2,2,2,2,1,2,0,0,2,1,1,0,2,0,2,1,1,1,1,1,0,2,1,2,2,2,1,1,1,1,0,2,0,1,1,0,0,2,2,0,2,1,2,1,0,2,0
66,0,1,0,1,1,1,2,2,-1,-1,9,4,2,1,1,1,1,0,0,0,2,4,5,6,6,0,0,0,3,2,3,0,0,0,2,2,2,0,2,1,0,2,2,2,0,2,0,1,2,1,0,0,0,0,2,1,1,1,1,2,1,2,1,0,1,1,2,1,2,2,0,0,1,2,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,2,1,2,2,1,2,2,2,2,0,0,2,2,2,1,0
67,0,1,0,1,4,5,4,6,-1,-1,10,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,-1,1,0,0,1,2,1,1,0,0,0,0,1,1,0,2,2,1,1,0,2,0,1,2,2,0,1,2,0,2,0,1,1,2,2,1,0,0,2,1,0,2,1,0,1,0,2,2,1,2,1,0,2,2,2,0,0,1,2,0,0,2,0,0,1,0,1,1,2,0,0
68,0,1,0,1,4,5,4,5,-1,-1,-1,6,4,3,1,1,1,0,0,0,2,3,4,4,2,0,0,0,3,2,5,0,0,0,-1,0,1,0,2,0,1,2,1,0,0,0,2,0,2,1,0,1,2,2,2,2,0,0,0,0,2,1,2,2,0,2,2,2,1,0,1,2,0,1,1,0,1,1,1,0,0,2,0,2,1,2,0,2,0,2,0,0,1,1,2,2,0,0,0,1,2,2,1,1,1
69,0,1,0,1,4,5,4,6,-1,-1,11,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,5,6,6,0,-1,2,2,0,1,1,1,0,2,0,1,0,0,2,0,1,1,0,0,1,2,2,1,2,2,2,1,2,2,0,1,1,2,1,1,1,0,1,1,0,2,0,0,2,1,0,2,2,1,2,0,1,0,2,1,2,0,1,1,2,0,0,2,1,1,1,2,1,0,1,1
70,0,1,2,3,1,1,2,2,-1,-1,-1,-1,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,2,0,3,0,0,0,-1,1,1,0,0,2,1,0,2,0,0,0,1,1,1,2,2,1,1,1,2,2,0,0,0,1,0,1,0,0,1,1,1,0,2,1,2,2,1,0,2,1,2,1,0,2,1,1,0,2,2,0,0,0,2,1,2,1,2,1,1,2,0,2,0,0,0,1,2,1,0
71,0,1,0,1,1,1,2,2,-1,-1,-1,2,2,1,1,1,1,0,0,0,2,1,5,6,6,0,0,0,3,2,3,0,0,0,3,2,2,0,1,1,2,1,1,1,0,0,1,0,0,2,1,2,0,0,1,0,2,1,2,1,2,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,1,0,2,0,0,1,1,2,1,0,2,0,0,1,0,0,0,1,0,0,2,2,0,1,2,2,2,2,1
72,0,1,0,1,1,1,2,5,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,2,3,4,6,1,0,0,0,3,2,3,0,0,0,-1,1,2,2,2,0,1,1,2,2,0,1,0,0,1,2,1,1,1,2,1,0,1,2,0,1,0,0,1,2,0,1,1,1,0,2,2,1,2,2,2,0,1,2,0,0,2,2,0,0,0,1,2,0,2,0,2,2,1,2,2,2,0,1,0,0,2,0,1,1,0
73,0,1,0,1,1,1,2,2,-1,-1,-1,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,3,2,3,0,0,0,3,0,2,2,0,1,1,1,2,1,2,1,1,1,0,2,0,1,0,1,2,1,1,0,2,1,0,2,0,1,2,0,2,1,2,0,1,0,1,0,0,1,1,1,1,1,1,2,1,2,0,2,1,1,0,1,1,1,0,2,2,0,1,0,0,1,2,0,2,1,2
74,0,1,0,1,1,1,2,2,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,3,2,3,0,0,0,3,1,0,0,0,2,0,0,2,0,0,1,1,1,1,0,2,1,1,0,1,1,0,0,0,2,2,1,1,1,0,0,2,1,1,1,2,1,0,2,1,1,1,2,2,1,1,1,2,1,0,0,0,1,2,2,0,2,1,2,1,1,2,2,0,2,2,2,0,1,1
75,0,1,2,3,1,1,2,2,-1,-1,6,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,2,0,3,0,0,0,-1,1,2,1,1,0,0,2,0,1,2,0,1,1,1,1,2,2,1,2,0,2,0,0,2,1,2,2,0,2,2,2,0,2,0,0,1,0,1,2,2,2,1,1,1,1,0,2,1,0,0,1,1,2,2,2,1,2,2,0,2,0,2,1,0,1,0,0,0,1,1
76,0,1,2,3,1,1,2,2,-1,-1,-1,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,2,0,3,0,0,0,-1,2,1,1,1,0,1,2,1,2,2,2,1,1,0,2,0,1,2,2,2,2,2,1,0,2,2,0,1,1,1,2,0,2,0,2,2,1,0,2,0,1,1,2,1,0,1,0,2,1,1,2,1,1,2,1,0,1,2,2,0,0,2,1,2,1,2,2,0,0,2
77,0,1,2,3,1,4,5,0,-1,-1,-1,2,2,1,1,1,1,0,0,2,1,1,2,6,1,0,0,2,2,0,3,0,0,0,-1,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,2,2,1,2,1,2,2,2,0,0,1,2,0,2,0,2,0,1,2,0,2,2,1,2,0,1,1,2,0,2,1,2,0,1,1,1,2,2,1,1,1,2,0,2,0,0,0,0,2,1,1,0
78,0,1,0,1,1,1,2,2,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,3,2,3,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,2,1,1,2,0,2,2,2,0,1,2,0,0,0,1,2,1,2,1,2,2,0,1,2,1,0,0,2,0,2,2,0,0,1,0,0,0,1,0,2,1,0,2,0,2,0,2,1,1,1,2,1,0,0,0,2,0,1,0
79,0,1,0,1,4,5,4,6,-1,-1,-1,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,5,6,6,0,-1,2,1,1,1,1,1,1,2,2,0,0,1,0,0,0,2,1,0,2,0,0,1,2,1,0,0,0,2,0,1,2,1,0,0,2,0,1,2,0,2,2,1,0,0,2,1,0,2,2,2,0,1,1,0,0,1,1,1,2,2,0,2,0,0,1,0,0,1,1,2
80,0,1,0,1,4,5,4,6,-1,9,11,4,2,1,1,1,1,0,0,0,2,4,5,4,2,0,0,0,3,2,5,6,6,0,-1,2,1,1,2,2,1,0,2,2,1,2,1,2,1,0,0,2,0,0,2,2,1,1,2,1,2,2,1,0,2,0,1,1,1,2,0,1,1,0,2,2,2,2,2,2,2,1,1,0,0,1,2,1,0,1,2,1,1,0,0,2,1,2,0,2,0,2,2,0,0
81,0,1,0,1,4,5,4,6,-1,9,11,4,2,1,1,1,1,0,0,0,2,4,5,4,2,0,0,0,3,2,5,6,6,0,-1,1,2,0,0,2,1,0,1,2,2,2,2,0,0,0,1,2,1,1,0,2,2,1,0,0,1,0,1,2,0,2,1,0,1,0,2,0,1,2,1,1,0,1,0,0,2,0,0,0,1,1,1,1,1,2,0,0,2,2,0,0,2,0,2,2,2,1,1,2,1
82,0,1,0,1,4,5,4,6,-1,-1,10,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,2,0,1,1,2,2,2,0,0,1,2,1,0,2,0,0,0,2,2,0,0,2,1,1,0,1,0,1,0,2,0,2,0,0,1,2,0,1,2,0,2,0,1,0,0,1,0,0,0,1,0,2,1,0,0,1,2,1,0,1,2,1,2,0,1,0,2,1,2,1,2
83,0,1,0,1,1,1,2,5,-1,-1,-1,-1,2,1,1,1,1,0,0,0,2,3,4,6,1,0,0,0,3,2,3,0,0,0,-1,2,1,0,0,0,2,0,1,2,1,0,2,1,1,1,2,0,2,0,2,0,1,0,1,0,1,0,0,2,0,1,2,0,1,0,1,0,2,0,1,2,0,1,2,1,0,0,2,2,2,0,0,1,1,2,2,1,1,1,1,2,1,0,2,2,2,1,1,1,2
84,0,1,0,1,1,1,2,2,-1,-1,9,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,-1,2,1,2,2,2,1,2,0,2,2,2,2,1,2,2,2,2,0,2,0,1,2,1,2,1,2,0,0,1,2,1,1,0,2,0,0,2,2,2,0,1,0,1,2,1,0,1,0,0,2,0,0,1,2,2,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
85,0,1,2,3,1,4,5,2,-1,-1,-1,-1,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,2,0,3,0,0,0,-1,2,1,2,0,0,1,2,0,1,2,2,2,0,0,0,0,2,0,2,0,2,1,2,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,2,0,1,1,1,0,2,1,1,2,1,0,2,2,0
86,0,1,2,3,1,4,5,2,-1,-1,6,2,2,1,1,1,1,0,0,2,1,1,4,6,1,0,0,2,2,0,3,0,0,0,-1,0,2,0,0,0,0,2,2,2,0,2,2,2,2,1,1,0,2,0,0,0,2,0,0,0,1,1,2,2,0,2,0,0,1,1,1,1,2,0,2,2,2,1,2,0,2,0,2,1,2,2,1,2,0,1,1,1,0,0,2,0,1,2,1,2,0,0,1,1,1
87,0,1,0,1,4,5,4,5,-1,-1,-1,6,4,3,1,1,1,0,0,0,2,3,4,4,2,0,0,0,3,2,5,0,0,0,-1,0,0,0,0,0,2,1,2,1,0,0,0,1,1,0,1,2,0,1,1,1,2,1,2,2,1,2,0,0,1,2,2,0,0,1,1,1,1,1,1,2,0,0,2,2,2,0,1,2,2,2,0,1,2,0,0,2,1,1,0,0,2,0,2,1,0,0,0,0,1
88,0,1,0,1,1,1,2,2,-1,10,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,2,1,2,2,1,2,0,2,0,2,0,2,1,1,0,0,2,1,2,2,1,0,1,2,2,1,0,1,0,1,0,1,2,1,0,0,0,1,1,0,1,0,1,0,1,2,1,1,1,1,2,2,1,2,1,0,0,1,0,0,0,0,1,2,2,1,1,1,0,0,2
89,0,1,0,1,4,5,4,6,-1,-1,11,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,5,6,6,0,-1,1,2,0,2,0,1,1,2,2,0,0,2,2,0,0,1,0,0,2,2,2,2,1,1,2,0,2,0,1,1,0,2,1,0,1,1,1,0,0,0,1,0,2,2,1,1,2,2,0,0,1,2,2,2,1,2,1,0,0,0,2,1,0,1,0,2,0,1,1,0
90,0,1,0,1,4,5,4,6,-1,-1,-1,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,5,0,0,0,2,1,0,0,1,2,1,0,0,1,2,0,0,1,2,2,0,0,2,1,2,1,0,2,0,1,2,2,2,0,0,2,2,1,2,0,0,1,0,2,2,2,0,1,2,2,0,0,0,1,0,2,2,0,0,2,0,0,1,1,1,2,0,0,1,0,0,1,2,0,2
91,0,1,0,1,1,1,2,2,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,3,2,3,0,0,0,3,0,1,0,1,1,2,0,1,0,2,0,0,0,1,2,1,0,0,1,1,2,1,2,2,2,0,0,2,0,1,2,2,0,0,0,0,0,2,0,2,2,0,0,1,2,1,0,0,2,0,1,1,0,2,0,2,0,2,2,2,0,1,1,1,0,0,0,0,1,1
92,0,1,0,1,4,5,4,6,-1,-1,10,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,-1,0,2,2,1,2,2,1,2,1,1,1,1,0,0,2,1,2,2,0,0,1,2,0,0,1,0,0,1,0,0,1,1,2,1,2,0,0,2,0,0,0,0,2,0,0,1,1,1,2,1,0,1,1,2,0,1,2,1,0,0,0,0,1,1,1,1,0,2,0,2
93,0,1,0,1,4,5,4,6,-1,-1,8,5,3,2,1,1,1,0,0,0,2,4,5,4,2,0,0,0,3,2,5,6,6,0,-1,1,0,2,0,1,1,0,2,0,1,1,0,0,0,2,2,1,1,0,0,2,1,1,0,0,2,2,2,2,0,0,0,2,0,0,2,2,1,0,1,2,2,2,0,1,2,1,0,1,2,1,1,1,2,2,0,0,1,1,1,1,0,2,2,2,1,2,2,0,2
94,0,1,0,1,4,5,4,6,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,2,1,2,0,2,1,0,2,0,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,1,2,0,1,2,0,0,1,1,0,2,1,0,0,2,0,2,0,0,1,0,0,0,0,0,2,0,1,0,2,2,2,2,1,0,2,1,0,2,0,2
95,0,1,0,1,1,1,2,2,-1,10,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,2,2,0,0,2,2,1,2,0,0,0,0,1,2,0,2,2,2,2,2,0,0,2,2,2,2,0,2,0,1,2,2,1,2,2,1,0,1,0,2,2,2,0,1,0,0,2,1,1,0,1,0,2,1,1,1,2,2,1,0,2,1,0,0,0,2,0,2,2,0,1
96,0,1,0,1,1,1,2,2,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,2,0,0,1,0,0,0,1,1,0,2,2,1,0,2,0,0,0,0,1,0,2,1,1,1,2,2,2,2,2,2,2,0,2,1,1,2,2,0,1,2,0,0,0,1,1,1,1,2,0,0,0,0,2,0,0,0,1,2,1,1,0,0,0,0,1,0,0,2,2,0
97,0,1,0,1,1,1,2,2,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,3,2,3,0,0,0,3,1,1,1,2,1,0,2,2,2,1,1,2,2,2,2,2,2,0,0,2,2,1,1,0,2,0,1,0,1,2,2,0,1,1,1,2,2,2,2,0,0,2,1,0,2,1,0,0,1,0,1,1,2,1,0,0,2,2,2,1,1,0,0,0,1,2,2,2,2,0
98,0,1,0,1,4,5,4,6,-1,-1,-1,5,3,2,1,1,1,0,0,0,2,4,5,4,2,0,0,0,3,2,5,6,6,0,-1,2,1,1,2,2,2,1,2,0,1,2,0,1,0,2,2,2,2,1,2,0,0,0,1,1,1,2,0,1,2,1,1,0,1,0,1,2,0,1,0,2,0,0,0,2,1,1,0,2,0,0,2,0,2,2,2,0,0,1,0,1,1,1,1,1,2,1,2,0,1
99,0,1,0,1,1,1,2,2,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,3,2,3,0,0,0,2,2,1,0,0,0,2,0,0,0,1,0,2,1,0,1,1,0,2,1,1,1,1,2,2,2,1,1,1,2,0,0,1,0,1,2,0,1,0,0,1,1,0,0,2,2,1,2,2,2,2,0,2,0,0,2,2,2,2,2,1,2,2,0,0,2,0,0,2,1,1
100,0,1,2,3,3,4,5,0,-1,-1,-1,7,5,1,1,1,1,0,0,2,1,2,2,2,5,0,0,2,2,0,2,2,4,0,-1,0,0,0,0,1,2,1,0,2,2,2,1,0,2,0,1,2,1,1,1,1,2,0,0,1,1,1,1,2,2,2,2,0,2,2,1,1,0,0,1,0,2,0,0,2,1,1,1,2,2,1,1,1,1,2,0,1,1,1,0,2,2,2,0,1,2,0,2,1,2
101,0,1,0,1,1,1,2,5,0,11,12,8,2,1,1,1,1,0,0,0,2,3,4,6,1,0,0,0,3,2,3,0,0,0,-1,1,0,1,0,0,2,2,1,1,1,1,0,1,1,1,1,2,2,0,2,0,1,0,0,0,2,2,2,1,2,2,1,1,1,0,1,0,0,2,2,1,2,0,0,1,0,2,1,0,1,0,0,1,0,1,1,2,1,0,2,0,0,1,0,2,0,0,1,1,0
102,0,1,2,3,3,2,0,7,-1,-1,-1,-1,2,1,1,1,1,0,0,2,0,2,2,2,5,0,0,2,2,0,2,2,4,0,-1,1,2,0,1,0,0,1,0,0,0,1,1,0,0,0,2,1,0,0,2,1,0,0,1,0,2,2,1,0,2,2,2,2,1,1,1,0,1,0,1,0,2,2,2,2,1,2,2,0,2,2,2,0,0,0,0,2,0,0,1,2,2,1,1,1,2,1,0,0,2
103,0,1,2,3,1,1,2,0,-1,-1,-1,2,2,1,1,1,1,0,0,2,1,1,2,2,1,0,0,0,2,0,3,0,0,0,-1,0,2,0,2,1,2,0,0,2,1,2,0,0,1,0,0,1,2,1,1,1,0,2,0,0,1,2,0,2,1,2,0,1,1,2,2,1,2,1,0,0,0,1,1,0,1,1,2,2,0,1,2,1,0,2,2,2,2,0,0,1,2,1,0,0,2,2,2,0,1
104,0,1,2,3,3,4,5,0,-1,-1,-1,-1,2,1,1,1,1,0,0,2,1,2,2,2,5,0,0,2,2,0,2,2,4,0,-1,0,1,1,0,0,2,0,0,0,1,0,2,1,1,0,2,1,2,1,2,1,0,0,0,0,2,2,1,2,1,2,1,2,0,1,1,0,1,0,1,1,2,2,1,2,0,2,1,0,2,2,1,2,2,2,2,1,1,2,2,0,2,0,2,2,1,2,2,2,2
105,0,1,2,3,3,2,0,7,-1,-1,-1,-1,6,1,1,1,1,0,0,2,0,2,3,5,4,0,0,2,2,0,2,4,3,0,-1,0,1,1,2,2,1,1,1,0,1,2,1,1,0,2,0,2,1,2,1,2,0,0,2,0,0,2,2,1,1,1,0,2,1,0,0,1,2,1,0,1,2,0,2,0,1,0,1,1,1,0,2,2,1,2,1,1,2,2,0,1,0,1,1,2,2,1,0,0,2
106,0,1,0,1,4,5,4,6,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,2,4,5,4,2,0,0,0,3,2,5,6,6,0,-1,2,2,0,2,0,2,1,0,1,0,2,2,1,0,1,2,0,2,1,2,0,1,2,1,0,1,0,1,0,2,1,0,2,2,0,0,0,1,0,1,1,0,0,2,0,1,2,1,1,1,1,0,0,1,1,1,0,0,0,2,2,1,0,0,0,2,1,0,1,0
107,0,1,2,3,3,2,0,7,-1,-1,-1,9,7,1,1,1,1,0,0,2,0,2,3,5,4,0,0,2,2,0,2,4,3,0,-1,0,1,0,1,1,0,1,2,2,2,1,1,2,0,2,1,1,0,0,0,2,0,0,0,1,2,2,2,0,2,0,0,0,0,0,2,1,0,1,2,1,2,1,0,1,0,1,2,2,1,0,2,2,2,2,0,1,1,0,2,1,2,1,1,2,0,2,2,2,2
108,0,1,2,1,1,1,2,5,-1,-1,-1,-1,-1,-1,1,1,1,0,0,2,1,3,2,2,1,0,0,0,2,0,3,0,0,0,-1,1,2,0,1,0,2,2,1,0,1,1,0,0,2,2,2,2,2,0,0,2,1,2,0,0,1,2,1,1,0,2,0,2,2,1,2,0,1,1,0,2,0,0,2,1,1,1,2,1,0,2,2,2,0,1,2,1,0,2,1,1,2,2,2,1,1,1,0,2,0
109,0,1,2,3,3,2,0,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,3,5,4,0,0,2,2,0,2,2,4,0,-1,0,0,2,0,0,1,0,1,2,0,2,2,2,1,1,1,0,0,0,2,2,1,1,1,0,2,2,1,1,2,2,2,1,1,2,2,1,0,1,0,2,1,1,2,1,0,2,0,0,1,2,1,2,2,1,0,1,1,2,0,2,0,1,0,0,1,0,2,2,2
110,0,1,2,3,3,4,5,0,-1,-1,-1,-1,2,1,1,1,1,0,0,2,1,2,2,2,5,0,0,2,2,0,3,2,4,0,-1,1,2,0,2,2,2,0,2,1,0,0,0,2,0,0,0,2,1,1,2,1,1,1,0,0,0,2,2,1,0,0,2,1,2,2,0,1,0,0,1,1,2,0,0,2,0,2,0,2,2,0,0,0,2,1,1,0,1,1,1,0,1,2,0,2,1,1,0,2,0
111,0,1,2,1,1,1,2,5,-1,-1,13,10,2,1,1,1,1,0,0,2,1,3,2,2,1,0,0,0,2,0,3,0,0,0,-1,0,1,0,1,1,0,2,2,0,2,0,0,2,2,0,2,0,2,0,1,1,0,2,1,2,0,1,1,0,0,0,2,1,2,2,2,2,1,0,0,1,1,1,2,1,2,2,0,2,2,0,1,0,0,1,1,1,1,2,0,1,2,1,1,2,1,2,1,1,2
