,abilities
kmeans_n_clusters_1,0.47031638
kmeans_n_clusters_2,0.505715
kmeans_n_clusters_3,0.5109705
kmeans_n_clusters_4,0.5110892
kmeans_n_clusters_5,0.51166874
kmeans_n_clusters_6,0.5113489
kmeans_n_clusters_7,0.5101762
kmeans_n_clusters_8,0.5112431
dbscan_eps_0_1_min_samples_2,0.5048449
dbscan_eps_0_2_min_samples_2,0.51426643
dbscan_eps_0_3_min_samples_2,0.5142773
dbscan_eps_0_4_min_samples_2,0.5142773
dbscan_eps_0_5_min_samples_2,0.5142773
dbscan_eps_0_6_min_samples_2,0.47031638
dbscan_eps_0_7_min_samples_2,0.47031638
dbscan_eps_0_8_min_samples_2,0.47031638
dbscan_eps_0_9_min_samples_2,0.47031638
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.47031638
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5059721
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5106913
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.512808
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5129809
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.51582736
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.51313937
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.51312774
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.47031638
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5142773
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51751846
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.51825273
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5183758
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5169915
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.51599824
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.51567477
mean_shift_,0.50421596
optics_min_samples_7_xi_0_08_min_cluster_size_0_1,0.5142773
random_model_n1,0.48752484
random_model_n2,0.48711547
random_model_n3,0.48704258
random_model_n4,0.48735717
random_model_n5,0.4870785
random_model_n6,0.48729867
random_model_n7,0.4871143
random_model_n8,0.48727217
random_model_n9,0.486987
random_model_n10,0.4870359
random_model_n11,0.48714328
random_model_n12,0.48711482
random_model_n13,0.48700365
random_model_n14,0.48700768
random_model_n15,0.48692447
random_model_n16,0.4869933
random_model_n17,0.4872364
random_model_n18,0.48707333
random_model_n19,0.4873454
random_model_n20,0.48714557
random_model_n21,0.48704964
random_model_n22,0.4870906
random_model_n23,0.4870398
random_model_n24,0.48701593
random_model_n25,0.48726195
random_model_n26,0.48706388
random_model_n27,0.4873864
random_model_n28,0.4870684
random_model_n29,0.48736352
random_model_n30,0.48721734
random_model_n31,0.48720115
random_model_n32,0.48717093
random_model_n33,0.48698258
random_model_n34,0.48713315
random_model_n35,0.48760438
random_model_n36,0.4869314
random_model_n37,0.48736542
random_model_n38,0.487284
random_model_n39,0.4871785
random_model_n40,0.48693436
random_model_n41,0.48711956
random_model_n42,0.4871528
average_model,0.5040588
optimal_clustering,0.5204956
