,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27
93,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,2,6,0,-1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1
94,0,0,0,0,2,1,1,3,4,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,0,1,0,2,2,6,0,-1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1
95,0,1,1,3,4,5,3,4,13,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,3,4,0,5,2,26,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0
96,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1
97,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0
98,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,2,0,-1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1
99,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,2,6,0,-1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
100,0,0,0,0,0,0,1,3,0,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,1,0,2,2,0,0,24,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1
101,0,0,0,0,0,0,0,7,14,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1
102,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,0,3,1,0,7,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1
103,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,15,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0
104,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,4,0,3,2,0,14,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0
105,0,0,0,0,0,0,0,3,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,1,0,2,2,0,0,24,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1
106,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,10,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0
107,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,1,3,6,7,0,-1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0
108,0,1,2,1,1,3,3,1,-1,-1,-1,3,3,0,1,1,1,0,1,1,1,3,5,1,7,0,0,0,1,0,2,1,0,3,-1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1
109,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1
110,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,16,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
111,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1
112,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,6,0,0,1,0,1,5,5,4,0,-1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1
113,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,13,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0
114,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,17,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,1
115,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1
116,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,1
117,0,0,0,1,1,3,1,3,-1,14,0,0,0,0,1,1,1,0,0,2,2,3,0,3,3,0,0,0,1,0,2,1,0,0,-1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0
118,0,0,0,1,1,3,1,3,-1,5,0,0,0,0,1,1,1,0,0,1,1,3,0,3,3,0,0,0,1,0,2,1,0,0,25,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0
119,0,1,1,3,2,5,3,6,6,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,3,4,0,5,0,2,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0
120,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,10,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0
121,0,1,1,1,1,3,3,1,15,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,2,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
122,0,1,1,3,4,5,4,4,-1,-1,-1,4,4,3,3,2,1,0,1,1,3,2,4,0,5,0,0,0,1,3,4,0,5,4,-1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0
123,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,4,0,-1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0
124,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0
125,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,2,6,0,-1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0
126,0,0,0,0,0,0,0,3,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,1,0,2,2,6,0,-1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0
127,0,1,1,3,4,5,3,4,-1,-1,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,3,4,0,5,2,-1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0
128,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,1,0,3,5,5,4,0,19,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0
129,0,1,1,3,4,5,3,4,-1,13,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,3,4,0,5,2,26,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1
130,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,0,3,1,0,7,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
131,0,0,0,1,1,3,1,3,-1,8,0,0,0,0,1,1,1,0,0,2,2,3,3,3,3,0,0,0,1,0,2,1,0,0,-1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1
132,0,0,0,1,2,1,1,3,2,2,0,0,0,0,1,1,1,0,0,2,0,4,3,3,4,0,0,0,1,0,2,2,6,0,-1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0
133,0,0,0,0,2,1,2,6,16,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,1,0,3,5,5,4,0,-1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1
134,0,1,1,1,1,3,3,1,9,4,0,0,0,0,1,1,1,0,1,0,3,3,5,3,7,0,0,0,1,0,2,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0
135,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,0,2,6,0,-1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
136,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0
137,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,8,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1
138,0,0,0,0,2,1,2,3,4,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,0,1,0,2,2,6,0,-1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1
139,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,8,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0
140,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,15,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0
141,0,0,0,1,1,3,1,3,-1,11,0,0,0,0,1,1,1,0,0,2,0,3,3,3,3,0,0,0,1,0,2,1,0,0,-1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
142,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,10,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1
143,0,0,0,0,0,0,2,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,1,3,2,6,0,18,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0
144,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,12,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1
145,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,2,0,1,1,3,4,0,3,1,0,7,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1
146,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,-1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0
147,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,1,0,3,5,5,4,0,19,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1
148,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,5,5,6,0,-1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0
149,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,2,6,0,-1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
150,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1
151,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,17,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1
152,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,16,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0
153,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,-1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1
154,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,3,1,3,2,6,0,-1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,2,4,0,1,1,3,4,0,3,1,0,-1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1
156,0,1,1,3,2,1,3,6,17,6,0,0,0,0,1,1,1,0,1,0,3,4,1,6,6,0,0,0,1,3,4,0,5,0,-1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0
157,0,0,1,3,2,1,2,6,-1,2,0,0,0,0,1,1,1,0,1,0,0,4,1,6,6,0,0,0,0,3,5,5,4,0,23,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0
158,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,0,3,1,0,7,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0
159,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,12,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,1
160,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,2,2,0,11,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0
161,0,1,1,3,4,5,4,4,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,3,4,0,5,2,-1,0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0
162,0,1,2,2,3,2,5,2,-1,9,2,1,2,2,2,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,2,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0
163,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,3,6,1,0,7,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0
164,0,1,1,3,4,5,4,4,-1,-1,-1,-1,5,4,1,1,1,0,1,0,3,1,5,4,5,0,0,0,1,3,4,0,5,2,-1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1
165,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,1,0,3,5,5,4,0,19,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1
166,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,-1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0
167,0,1,0,1,2,1,3,6,8,2,0,0,0,0,1,1,1,0,0,0,0,4,1,3,6,0,0,0,1,0,2,2,6,0,-1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
168,0,1,2,1,1,3,1,3,-1,-1,-1,-1,0,0,1,1,1,0,1,1,1,3,0,1,3,0,0,0,1,0,2,1,0,1,-1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1
169,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,1,0,3,5,5,4,0,19,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1
170,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,3,6,7,0,7,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0
171,0,0,0,1,0,0,1,3,-1,10,3,0,0,0,1,1,1,0,0,1,1,3,0,3,3,0,0,0,1,0,2,1,0,0,-1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1
172,0,0,0,1,1,3,1,3,-1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,3,4,0,0,0,1,0,2,2,6,0,-1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1
173,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,-1,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1
174,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,-1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0
175,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0
176,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,16,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0
177,0,0,1,3,2,1,2,6,18,2,0,0,0,0,1,1,1,0,0,0,0,4,1,6,6,0,0,0,0,3,5,5,4,0,23,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0
178,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,6,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0
179,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,-1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1
180,0,1,1,3,4,5,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,4,0,3,0,0,0,1,3,4,0,5,6,-1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0
181,0,1,2,1,1,3,3,1,-1,-1,0,0,0,0,1,1,1,0,1,1,1,3,0,1,7,0,0,0,1,0,2,1,0,3,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1
182,0,0,0,1,1,3,1,3,3,5,0,0,0,0,1,1,1,0,0,1,1,3,0,3,3,0,0,0,1,0,2,1,0,0,25,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,0
183,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,8,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0
184,0,0,0,0,2,1,2,0,5,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,1,0,2,2,6,0,20,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0
185,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,2,2,1,4,3,0,-1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,0
186,0,1,1,3,2,5,3,6,-1,6,0,0,0,0,1,1,1,0,1,0,3,1,1,6,6,0,0,0,1,3,4,0,5,0,-1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1
187,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,2,0,-1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1
188,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,0,3,1,0,-1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0
189,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,2,2,0,3,2,4,0,1,1,3,4,3,6,7,0,-1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0
190,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,2,6,0,-1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1
191,0,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,1,0,0,2,0,4,3,2,4,0,0,1,0,1,3,6,7,0,6,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0
192,0,0,0,0,0,0,0,7,1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,1,2,3,4,0,3,1,0,-1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1
193,0,0,0,0,0,0,0,3,-1,2,0,0,0,0,1,1,1,0,0,2,2,0,2,5,2,0,0,0,1,0,2,1,0,0,-1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,0
194,0,0,0,0,2,1,2,6,1,2,0,0,0,0,1,1,1,0,0,2,0,4,1,6,6,0,0,1,0,3,5,5,4,0,19,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1
