,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26
95,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,2,2,2,1,2,1,0,1,0,1,2,2,2,1,0,0,1,1,2,2,0,0,1,0,1,2
96,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,7,2,0,2,2,2,2,0,0,0,2,0,1,2,2,0,0,0,0,1,1,1,1,0,0,0,0,1,2
97,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,4,0,0,0,2,1,2,1,1,0,0,1,0,2,1,2,2,1,2,2,0,1,0,1,0,0,2,0,2,1,1,2,0,0,0,0,0,2
98,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,1,3,3,2,3,1,2,2,1,2,2,2,0,0,2,2,2,2,1,0,1,2,1,1,0,0,1,0,2,2,1,1,0
99,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,2,2,1,2,2,1,2,0,1,2,2,2,1,1,2,0,1,2,0,0,0,0,1,2,0,0
100,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,0,0,1,0,2,1,0,1,1,1,2,2,0,0,2,1,0,1,1,0,1,0,1,0,0,0
101,0,1,1,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,3,1,0,1,2,1,2,1,2,0,0,0,2,2,0,0,0,1,0,2,2,0,1,1,0,1,1,2,0,1
102,0,0,0,1,4,4,4,5,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,1,1,0,2,2,0,1,0,0,0,2,0,2,2,0,0,1,0,1,0,1,0,2,2,0,2
103,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,1,3,3,2,3,1,2,0,1,0,0,1,2,2,0,1,0,1,1,0,2,1,2,1,0,1,1,1,0,1,2,2,2
104,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,1,0,2,2,1,0,2,1,0,2,1,1,1,1,2,2,1,0,1,2,0,1,2,1,2,2
105,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,1,5,4,2,1,2,2,2,2,2,0,0,2,2,2,2,0,0,1,1,0,0,1,2,2,1,1,1,1,1,2,2
106,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,2,0,1,0,2,1,2,1,2,1,2,1,2,1,0,0,0,0,1,0,0,1,1,1,1,1
107,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,5,4,2,1,2,2,2,2,2,1,2,2,0,1,1,2,1,2,2,1,0,2,2,1,2,2,0,2,1,1,0
108,0,1,1,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,1,0,0,1,0,1,1,1,2,2,0,1,0,0,0,1,2,1,1,0,0,0,0,2,0,0,1,1,2,2
109,0,1,2,0,3,5,2,0,4,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,5,1,2,1,1,1,1,0,2,1,1,1,2,1,2,0,0,1,1,1,0,1,0,2,1,2,0,0,0
110,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,1,3,3,2,3,1,2,1,1,1,0,0,1,0,1,1,2,2,2,2,0,1,1,2,0,2,2,0,2,1,1,2,2
111,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,5,1,2,1,2,0,2,2,0,1,0,2,0,2,2,1,2,2,1,1,2,2,2,1,0,1,0,2,1
112,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,3,1,0,1,1,2,0,1,2,1,1,2,1,1,0,0,0,2,0,0,1,2,1,1,0,2,0,0,2,2
113,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,0,1,1,2,0,0,0,0,2,1,0,0,0,0,0,2,2,1,0,2,0,1,2,2,2,2
114,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,3,1,0,1,2,0,0,2,0,0,0,2,1,0,2,1,1,0,2,0,1,0,0,1,0,0,0,2,2,1
115,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,5,1,2,1,1,1,1,0,2,0,1,2,0,0,0,1,2,2,0,0,0,1,1,1,0,2,2,1,0
116,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,1,2,0,1,0,2,2,2,1,1,0,2,0,0,1,0,0,0,0,2,0,2,2,0,0,0,1,1,0
117,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,0,0,0,0,0,0,2,0,0,2,0,0,1,0,2,0,1,2,0,2,1,1,2,2,1,2
118,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,1,5,4,2,1,2,2,0,2,0,1,1,0,2,2,1,1,1,2,1,2,0,1,2,1,2,1,0,2,1,2,1
119,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,3,1,0,1,0,2,1,2,0,1,2,0,2,1,1,0,2,0,1,2,2,2,2,2,0,2,0,0,2,1
120,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,3,1,2,1,2,2,1,0,2,0,1,0,1,2,1,0,0,2,0,1,0,2,2,1,2,2,2,1,2
121,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,1,2,2,1,1,1,1,0,1,2,0,2,2,0,0,0,0,2,0,1,1,0,2,0,2,2
122,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,2,1,2,1,1,0,0,1,2,1,1,0,2,0,1,1,1,1,0,1,2,0,0,1,0,1,1,2,0,1,2,0,2,0
123,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,3,1,5,4,2,1,2,1,2,0,1,1,1,2,0,0,1,0,0,1,1,1,1,1,0,0,0,2,1,2,2,0,2
124,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,2,2,0,2,0,1,1,2,1,0,2,0,0,1,2,2,2,1,2,1,2,1,1,0,2,1
125,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,2,0,1,1,0,0,2,2,1,0,1,0,1,0,0,2,0,1,2,1,0,2,0,1,1,1
126,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,2,2,1,0,0,1,0,2,1,1,0,0,0,1,2,2,0,2,0,2,1,1,0,0,2,0
127,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,2,2,1,1,1,2,0,1,2,2,1,0,1,2,1,2,2,0,1,0,2,2,1,1,1,1
128,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,1,2,0,1,1,1,2,0,2,1,2,0,1,1,1,2,2,0,0,1,1,0,2,0,1,0
129,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,2,1,2,1,1,0,0,1,2,0,0,1,1,2,1,0,2,0,2,0,0,2,2,1,2,2,0,2,2,1,0,2,2,0
130,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,4,0,0,0,2,1,2,1,1,0,0,1,0,2,2,1,1,2,1,2,0,2,0,1,1,0,0,1,0,1,0,1,2,2,1,1,0,1
131,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,1,0,0,0,1,0,2,1,2,1,2,1,2,0,2,0,1,0,0,0,2,0,1,2,2,1
132,0,1,1,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,3,1,0,1,0,2,2,1,1,1,0,0,1,0,2,0,1,0,0,0,2,1,2,1,0,2,0,0,2,0
133,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,1,1,2,1,1,2,1,2,2,1,1,2,1,0,2,1,1,2,2,0,2,1,1,1,0,1
134,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,0,1,2,1,2,1,2,1,0,2,1,2,0,2,0,1,2,1,0,1,2,0,2,1,1,0
135,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,3,1,5,4,2,1,2,0,0,2,1,2,0,1,0,1,0,1,1,2,2,0,1,0,2,2,0,0,1,2,1,1,1
136,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,2,0,0,0,0,0,1,1,0,2,0,2,1,0,2,1,0,1,1,2,1,2,2,2,2,2
137,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,0,2,0,0,0,1,2,1,1,2,1,0,1,1,1,1,1,2,0,2,0,0,2,1,2,1
138,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,5,1,2,1,1,2,1,2,2,2,0,0,1,0,1,0,0,0,2,0,0,1,1,2,0,1,1,1,0
139,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,0,2,2,1,2,0,0,1,2,0,0,1,1,2,1,2,1,0,2,0,0,0,2,1,1,2
140,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,1,0,0,1,0,2,0,0,2,2,2,1,0,2,1,1,1,0,2,2,2,1,2,2,0,0
141,0,1,1,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,3,1,0,1,1,1,2,1,1,0,0,0,2,2,1,0,2,0,2,1,0,2,2,1,2,1,0,2,1,1
142,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,1,1,0,1,1,2,2,0,1,1,0,0,2,0,1,1,1,1,0,2,1,2,0,0,1,2
143,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,2,2,1,2,0,0,0,1,1,1,1,1,0,0,2,1,1,1,2,1,2,2,0,2,1,0
144,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,1,1,0,0,0,2,0,1,1,1,1,1,0,0,2,0,1,2,1,2,2,2,1,1,2,1
145,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,2,1,2,1,1,0,0,1,1,2,2,0,0,0,2,2,2,2,0,2,2,1,0,0,2,2,0,1,2,1,2,0,2,1
146,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,1,5,4,2,1,2,1,0,2,1,1,0,0,1,2,1,1,0,2,0,0,2,1,1,0,2,0,0,0,0,1,2
147,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,0,0,2,2,1,0,2,2,1,1,1,1,1,1,1,0,0,0,2,0,2,0,0,0,1,2
148,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,0,1,2,0,0,1,0,0,0,0,2,2,1,1,0,2,0,2,1,0,2,2,0,2,0,2
149,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,1,5,4,2,1,2,1,0,1,0,0,2,1,1,1,2,2,2,2,0,1,0,0,1,2,1,1,0,0,2,2,1
150,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,0,2,1,0,1,1,0,1,0,1,1,2,1,1,2,0,2,1,2,0,2,1,0,1,2,2
151,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,1,1,0,1,0,0,0,0,2,0,1,2,2,2,2,1,2,2,1,0,0,0,1,1,0,2,1,1,0,0
152,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,4,5,1,2,0,1,0,1,0,2,2,2,2,0,2,0,2,0,1,2,2,2,2,1,0,0,1,1,1,2,0
153,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,7,2,0,1,0,2,2,2,1,1,1,0,2,2,2,2,0,0,1,0,1,0,1,2,1,2,2,2,1
154,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,2,2,1,1,1,0,0,2,1,0,2,2,2,1,1,1,0,0,0,1,1,2,1,2,1,1
155,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,1,5,4,2,1,2,1,2,0,1,0,0,2,2,1,1,2,0,1,2,2,1,2,0,2,2,1,0,1,1,1,0
156,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,3,1,0,1,1,2,0,1,0,2,0,0,0,2,2,2,1,1,0,0,2,1,0,2,2,0,1,0,0,2
157,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,7,0,0,2,1,4,0,6,4,0,1,0,1,2,0,2,0,1,1,2,0,1,1,1,1,0,0,2,2,1,0,2,0,0,2,2,2
158,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,3,1,2,2,2,0,2,1,2,0,2,1,1,0,2,1,0,2,1,0,2,2,0,0,0,1,0,0,0
159,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,1,0,1,1,1,0,2,2,0,1,2,2,1,1,1,1,1,2,2,0,1,2,0,1,1,0
160,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,7,0,1,1,1,3,3,2,3,1,2,2,1,1,1,0,0,0,2,0,1,0,1,1,1,2,2,0,0,2,2,1,0,0,1,0,2
161,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,2,2,1,2,1,0,2,2,2,2,1,0,0,1,0,0,1,2,1,2,2,2,2,2,0,2
162,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,1,1,2,1,1,2,0,1,0,2,2,0,1,1,2,2,1,1,2,0,2,0,1,0,0,0
163,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,2,0,0,1,0,0,0,2,1,0,0,1,2,0,1,1,0,0,0,2,0,1,2,1,1,1
164,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,2,1,2,2,0,0,2,1,1,1,1,2,2,0,0,0,0,2,1,0,1,1,0,0,0,2
165,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,0,1,1,2,0,1,2,0,1,0,0,0,1,2,0,2,2,2,0,2,2,1,2,0,2,1
166,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,7,0,1,1,1,3,3,2,5,1,2,2,2,0,1,1,0,0,1,1,0,0,2,1,1,1,1,0,1,2,2,2,2,2,0,0,0
167,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,2,2,2,2,2,1,0,2,2,0,1,1,1,0,1,2,0,1,2,1,0,2,1,2,1,2
168,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,1,1,0,2,2,2,0,0,1,0,2,2,2,1,2,0,0,0,1,2,2,2,0,1,2,0
169,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,1,0,0,2,1,0,0,1,0,1,1,1,0,1,1,2,2,0,0,0,0,2,0,1,0,2
170,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,2,0,0,2,2,1,2,1,0,2,0,0,0
171,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,2,0,0,0,1,0,1,1,1,2,1,0,1,1,2,0,2,0,0,0,0,2,2,0,1,0
172,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,3,3,2,5,1,2,2,2,1,2,0,1,0,1,2,0,1,2,1,0,1,1,1,2,1,0,0,2,1,0,0,2
173,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,2,2,1,2,2,1,0,1,1,0,0,0,0,0,2,0,2,0,0,2,2,2,1,0,1,1
174,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,0,2,0,2,0,2,0,0,0,2,0,1,0,1,1,0,1,1,0,1,1,2,1,1,0,2
175,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,1,0,2,1,2,2,0,2,1,0,0,1,1,0,0,1,2,2,2,0,0,0,1,2,0,2
176,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,7,2,0,0,2,1,2,0,1,2,0,0,1,0,0,1,1,1,2,2,1,1,0,2,2,2,1,0,0
177,0,1,2,3,0,2,5,7,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,3,6,0,1,1,3,1,5,4,2,1,2,0,0,1,1,0,2,0,0,1,0,1,0,0,0,0,2,1,1,1,2,1,0,2,2,2,2
178,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,1,5,4,5,1,2,1,0,0,0,0,2,1,0,2,2,1,0,1,2,0,2,0,0,2,2,2,1,2,1,2,0
179,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,1,1,0,1,1,2,1,1,2,0,1,2,0,0,0,1,0,1,1,0,1,1,1,1,0,0,2,2,1,2
180,0,1,2,0,3,5,2,3,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,3,7,0,1,1,1,3,3,2,3,1,2,0,2,1,0,2,2,0,0,2,1,1,1,2,0,1,0,1,1,2,0,1,1,2,0,0,1
181,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,1,4,0,0,0,2,1,2,1,1,0,0,1,0,0,2,0,1,2,2,0,0,2,0,2,1,1,0,1,2,1,0,2,0,0,1,1,2,1
182,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,0,1,1,0,1,1,2,0,2,0,0,0,0,0,1,2,1,0,2,0,0,2,0,2,2,1
183,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,7,2,0,1,0,1,1,1,2,0,0,2,1,2,0,0,2,0,2,1,2,2,0,0,1,2,1,0,1
184,0,1,1,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,3,1,0,1,1,2,1,1,0,2,1,0,2,1,2,0,1,2,0,2,1,2,2,0,2,1,0,0,1,1
185,0,1,2,3,0,2,5,3,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,2,6,0,1,1,1,1,5,4,5,1,2,2,2,2,0,2,1,2,2,1,0,1,0,1,0,1,0,1,0,2,0,0,2,0,2,1,0
186,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,1,0,2,0,1,2,0,1,2,1,0,1,1,0,1,0,1,1,2,0,2,2,2,1,2,0
187,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,0,1,1,2,1,2,0,2,1,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,0,0
188,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,0,0,0,1,1,2,1,1,2,0,0,1,2,1,0,0,1,2,2,2,2,1,0,2,0,0
189,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,1,0,0,1,0,0,1,1,0,2,1,2,2,1,2,2,1,2,2,2,2,1,1,1,0,1,0,2,1,0
190,0,1,1,2,2,3,0,2,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,1,0,0,1,0,0,2,0,0,0,0,0,2,1,0,1,1,0,2,2,1,2,2,0,0,1,1,2,2,0
191,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,3,1,0,1,0,0,2,2,2,0,0,2,1,2,2,0,0,0,0,2,1,2,2,2,1,1,1,1,2,2
192,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,2,1,1,0,0,1,1,1,1,0,0,0,1,2,0,0,2,0,1,0,2,1,0,0,2,2,0,0,1,0,2,2
193,0,1,1,2,2,3,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,3,3,3,0,0,0,2,1,2,1,1,1,0,1,0,2,1,2,2,0,2,0,2,2,0,0,0,2,0,0,1,1,2,0,2,2,1,1,2,1
194,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,4,5,6,2,0,1,0,2,0,2,1,2,2,2,1,0,0,0,1,2,0,0,2,0,2,0,0,2,1,2,2
195,0,0,0,1,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,2,1,2,0,1,2,0,2,0,2,1,1,0,0,1,1,0,2,1,2,0,2,2,2,1,1,0,1,2,0,1,0,0
196,0,1,1,2,2,0,6,4,2,2,2,2,1,1,1,1,1,0,1,2,2,4,1,3,0,0,0,2,1,4,0,6,4,0,1,1,0,2,2,0,1,1,1,1,2,0,2,1,1,0,2,1,2,0,1,2,0,0,0,0,1
197,0,1,1,2,2,0,3,6,2,2,2,2,1,1,1,1,1,0,1,2,2,4,3,3,0,0,0,2,1,2,1,3,1,0,1,2,1,0,2,2,0,0,2,2,1,2,2,1,0,2,0,2,1,0,1,2,2,0,1,0,0
198,0,1,2,0,3,5,2,0,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,2,6,0,1,1,1,3,3,2,5,1,2,0,1,0,0,2,0,2,2,2,1,1,2,0,1,0,0,2,0,2,2,2,0,0,2,2,2
