,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8
10,0,1,1,3,0,4,3,7,-1,6,4,0,0,0,0,0,0,0,1,1,3,0,1,1,3,0,1,1,2,1,2,5,2,1,-1,1,2,0,1,2,1,0,1
11,0,1,1,1,3,1,1,7,-1,7,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,1,0,2,2,2,0,2,2
12,0,1,1,1,3,1,6,2,-1,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,1,1,2,0,0,0,2,0,1
13,0,1,1,1,3,1,6,2,-1,-1,3,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,-1,0,0,2,0,2,0,1,0
14,0,1,1,3,0,4,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,3,0,1,1,0,0,1,1,2,1,2,5,2,1,-1,2,0,0,1,1,1,2,1
15,0,1,1,3,0,4,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,3,0,1,1,0,0,1,1,2,1,2,5,2,1,-1,0,1,0,0,0,2,2,2
16,0,1,1,3,0,4,3,0,-1,-1,2,1,0,0,0,0,0,0,1,1,3,0,1,1,0,0,1,1,2,1,2,5,2,1,-1,1,1,0,2,2,2,2,1
17,0,1,1,3,0,1,1,7,-1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,0,0,2,0,1,2,2,1,0
18,0,1,1,3,0,4,3,0,-1,-1,-1,-1,0,0,0,0,0,0,1,1,3,0,1,1,0,0,1,1,2,1,2,5,2,1,-1,2,1,2,0,0,1,0,1
19,0,1,1,3,0,4,3,7,-1,8,5,0,0,0,0,0,0,0,1,1,3,0,1,1,3,0,1,1,2,1,2,5,2,1,-1,2,2,0,0,1,2,1,2
20,0,1,1,3,0,1,1,7,-1,-1,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,0,0,1,0,0,2,2,0
21,0,1,1,3,0,4,3,7,-1,-1,5,0,0,0,0,0,0,0,1,1,3,0,1,1,3,0,1,1,2,1,2,5,2,1,-1,1,2,0,1,0,2,2,1
22,0,1,1,3,0,1,1,7,-1,-1,-1,-1,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,0,1,2,1,1,1,0,2
23,0,1,1,1,3,1,1,7,-1,-1,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,2,2,2,0,2,0,0,2
24,0,1,1,1,3,1,1,7,-1,7,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,2,0,2,1,1,0,2,1
25,0,1,1,1,3,1,6,2,-1,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,1,1,0,2,2,1,0,0,1
26,0,1,1,1,3,1,1,7,-1,-1,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,1,2,1,2,1,0,1,0
27,0,1,1,3,0,1,1,7,-1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,0,2,0,2,0,0,1,1,2
28,0,1,1,3,0,1,1,7,-1,4,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,1,0,2,2,1,2,0,2
29,0,1,1,1,3,1,6,2,-1,2,1,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,1,1,2,1,2,2,0,0,0
30,0,1,1,1,3,1,6,2,-1,5,1,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,1,1,1,1,1,2,2,0,0
31,0,1,1,3,0,1,1,7,-1,-1,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,0,0,2,0,1,0,0,1
32,0,1,1,3,0,4,3,0,-1,-1,-1,-1,1,0,0,0,0,0,1,1,3,0,1,1,0,0,1,1,2,1,2,5,2,1,-1,1,2,0,2,2,2,0,1
33,0,1,1,3,0,4,3,0,-1,-1,-1,-1,1,0,0,0,0,0,1,1,3,0,1,1,0,0,1,1,2,1,2,5,2,1,-1,0,2,2,1,0,0,0,1
34,0,1,1,1,3,1,6,2,-1,5,1,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,1,1,2,0,2,2,2,1,2
35,0,1,1,1,3,1,1,2,-1,-1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,-1,2,0,1,1,2,2,2,2
36,0,1,1,3,0,1,1,7,-1,-1,-1,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,1,2,0,1,1,2,2,1
37,0,1,1,3,0,1,1,7,-1,3,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,2,2,0,0,0,2,2,1
38,0,1,1,1,3,1,6,2,-1,-1,3,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,1,0,2,0,0,1,0,1,2
39,0,1,1,1,3,1,1,7,-1,4,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,0,2,1,1,0,1,1,0,1
40,0,1,1,3,0,1,1,7,-1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,0,1,2,0,2,2,1,2,2
41,0,1,1,1,3,1,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,0,0,0,7,0,1,0,0,4,1,2,7,1,-1,2,2,0,2,2,0,1,1
42,0,1,1,1,3,1,6,2,-1,-1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,1,1,2,1,1,1,0,1,2
43,0,1,1,3,0,1,1,7,-1,-1,-1,0,0,0,0,0,0,0,1,1,3,0,0,3,3,0,1,1,2,1,4,4,0,1,-1,0,0,0,1,1,0,0,2
44,0,1,1,3,0,4,3,7,-1,-1,5,0,0,0,0,0,0,0,1,1,3,0,1,1,3,0,1,1,2,1,2,5,2,1,-1,0,2,1,0,0,1,1,1
45,0,1,1,1,3,1,6,2,-1,1,1,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,1,1,2,1,0,1,2,2,0
46,0,1,1,3,0,4,3,7,-1,8,5,0,0,0,0,0,0,0,1,1,3,0,1,1,3,0,1,1,2,1,2,5,2,1,-1,0,2,1,0,0,2,2,2
47,0,1,1,1,3,1,6,2,-1,2,1,0,0,0,0,0,0,0,1,1,3,0,0,0,7,0,1,1,0,4,1,2,7,1,1,1,1,2,1,1,0,1,0
48,0,1,1,3,0,4,3,7,-1,6,4,0,0,0,0,0,0,0,1,1,3,0,1,1,3,0,1,1,2,1,2,5,2,1,-1,1,0,0,2,0,1,2,2
49,0,1,1,1,3,1,1,7,-1,-1,0,0,0,0,0,0,0,0,1,1,3,0,0,3,7,0,1,1,2,1,4,4,0,1,-1,1,2,2,0,2,1,1,1
50,0,0,2,0,2,2,4,6,-1,-1,-1,2,2,1,1,1,1,0,0,2,1,1,4,6,1,0,0,2,3,0,0,1,5,0,-1,0,1,1,1,1,1,0,2
51,0,0,2,0,1,2,4,3,-1,-1,-1,3,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,1,0,0,1,5,0,-1,2,0,1,1,1,2,2,1
52,0,0,2,0,2,2,4,6,-1,-1,6,2,2,1,1,1,1,0,0,2,1,1,4,6,1,0,0,2,3,0,0,1,5,0,-1,1,0,0,0,1,0,1,2
53,0,0,0,2,4,0,5,4,-1,-1,-1,4,2,1,1,1,1,0,0,0,2,4,5,4,2,0,0,0,1,3,5,0,4,0,-1,1,1,2,2,0,0,1,0
54,0,0,0,2,1,3,2,3,-1,-1,-1,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,1,0,0,1,5,0,-1,1,1,0,0,0,1,2,2
55,0,0,0,2,1,3,2,3,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,1,1,0,2,0,2,0,2,0,0,0,1
56,0,0,2,0,1,2,4,3,-1,-1,-1,3,2,1,1,1,1,0,0,2,1,1,4,6,1,0,0,0,1,0,0,1,5,0,-1,1,0,1,2,1,0,2,0
57,0,0,0,2,4,0,5,4,-1,-1,8,5,3,2,1,1,1,0,0,0,2,4,5,4,2,0,0,0,1,3,5,0,4,0,-1,2,0,1,0,2,1,2,2
58,0,0,0,2,1,3,2,3,-1,-1,6,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,1,0,0,1,5,0,-1,2,1,1,1,1,0,1,1
59,0,0,0,2,4,0,5,4,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,0,4,0,-1,0,0,0,2,2,2,1,1
60,0,0,0,2,4,0,5,4,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,2,4,5,4,2,0,0,0,1,3,5,0,4,0,-1,0,1,0,1,2,2,0,2
61,0,0,0,2,1,3,2,3,-1,-1,-1,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,1,0,0,1,1,0,-1,1,0,0,0,0,2,0,1
62,0,0,0,2,4,0,5,4,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,2,4,5,4,2,0,0,0,1,3,5,0,4,0,-1,0,0,0,2,0,2,2,0
63,0,0,0,2,1,3,2,3,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,1,0,0,1,1,0,3,2,2,0,1,1,1,2,0
64,0,0,0,2,1,3,2,3,-1,-1,-1,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,1,1,0,2,2,1,0,0,1,1,0,1
65,0,0,2,0,1,2,4,3,-1,-1,6,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,1,0,0,1,5,0,-1,1,2,0,0,1,1,0,2
66,0,0,0,2,1,3,2,3,-1,-1,9,4,2,1,1,1,1,0,0,0,2,4,5,6,6,0,0,0,1,0,0,1,1,0,2,1,0,1,0,2,2,2,0
67,0,0,0,2,4,0,5,4,-1,-1,10,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,0,1,0,-1,0,1,2,2,2,2,0,2
68,0,0,0,2,4,0,5,4,-1,-1,-1,6,4,3,1,1,1,0,0,0,2,3,4,4,2,0,0,0,1,3,5,6,4,0,-1,0,2,2,1,1,2,0,0
69,0,0,0,2,4,0,5,4,-1,-1,11,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,0,4,0,-1,1,1,1,2,2,0,0,1
70,0,0,2,0,1,3,4,3,-1,-1,-1,-1,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,1,0,0,1,1,0,-1,0,0,0,0,1,0,1,1
71,0,0,0,2,1,3,2,3,-1,-1,-1,2,2,1,1,1,1,0,0,0,2,1,5,6,6,0,0,0,1,0,0,1,1,0,3,1,2,0,2,2,0,2,1
72,0,0,0,2,1,3,2,1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,2,3,4,6,1,0,0,0,1,0,0,6,6,0,-1,1,1,2,1,1,2,1,1
73,0,0,0,2,1,3,2,3,-1,-1,-1,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,1,0,0,1,1,0,3,2,0,0,2,2,0,1,1
74,0,0,0,2,1,3,2,3,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,1,0,0,1,5,0,3,0,1,0,2,0,2,2,2
75,0,0,2,0,1,3,2,3,-1,-1,6,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,1,0,0,1,5,0,-1,1,1,1,0,1,1,0,0
76,0,0,2,0,1,3,2,3,-1,-1,-1,2,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,1,0,0,1,5,0,-1,0,2,0,1,0,1,0,0
77,0,0,2,0,1,2,4,6,-1,-1,-1,2,2,1,1,1,1,0,0,2,1,1,2,6,1,0,0,2,3,0,0,1,5,0,-1,0,1,1,1,0,2,1,0
78,0,0,0,2,1,3,2,3,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,1,0,0,1,1,0,3,0,0,1,1,1,2,2,1
79,0,0,0,2,4,0,5,4,-1,-1,-1,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,0,4,0,-1,0,0,2,0,0,0,1,0
80,0,0,0,2,4,0,5,4,-1,9,11,4,2,1,1,1,1,0,0,0,2,4,5,4,2,0,0,0,1,3,5,0,4,0,-1,0,2,1,2,0,1,1,0
81,0,0,0,2,4,0,5,4,-1,9,11,4,2,1,1,1,1,0,0,0,2,4,5,4,2,0,0,0,1,3,5,0,4,0,-1,2,0,1,0,0,2,2,2
82,0,0,0,2,4,0,5,4,-1,-1,10,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,0,1,0,2,2,1,2,1,2,0,0,1
83,0,0,0,2,1,3,2,1,-1,-1,-1,-1,2,1,1,1,1,0,0,0,2,3,4,6,1,0,0,0,1,0,0,6,6,0,-1,0,0,1,0,0,0,2,1
84,0,0,0,2,1,3,2,3,-1,-1,9,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,0,0,1,1,0,-1,1,1,1,0,2,2,1,0
85,0,0,2,0,1,2,4,3,-1,-1,-1,-1,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,1,0,0,1,5,0,-1,2,1,0,2,1,1,0,1
86,0,0,2,0,1,2,4,3,-1,-1,6,2,2,1,1,1,1,0,0,2,1,1,4,6,1,0,0,0,1,0,0,1,5,0,-1,1,0,1,0,0,0,0,2
87,0,0,0,2,4,0,5,4,-1,-1,-1,6,4,3,1,1,1,0,0,0,2,3,4,4,2,0,0,0,1,3,5,6,4,0,-1,1,0,1,0,1,1,0,2
88,0,0,0,2,1,3,2,3,-1,10,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,0,0,1,1,0,2,2,2,2,0,1,2,2,2
89,0,0,0,2,4,0,5,4,-1,-1,11,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,0,4,0,-1,1,2,0,1,1,1,0,0
90,0,0,0,2,4,0,5,4,-1,-1,-1,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,0,4,0,2,1,0,1,2,2,2,2,0
91,0,0,0,2,1,3,2,3,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,1,0,0,1,1,0,3,2,1,1,0,2,0,0,0
92,0,0,0,2,4,0,5,4,-1,-1,10,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,0,4,0,-1,2,2,1,2,1,2,2,0
93,0,0,0,2,4,0,5,4,-1,-1,8,5,3,2,1,1,1,0,0,0,2,4,5,4,2,0,0,0,1,3,5,0,4,0,-1,1,2,2,2,2,0,0,2
94,0,0,0,2,4,0,5,4,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,0,1,0,2,2,1,1,0,0,2,2,0
95,0,0,0,2,1,3,2,3,-1,10,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,0,0,1,1,0,2,1,1,0,1,1,2,0,0
96,0,0,0,2,1,3,2,3,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,0,0,1,1,0,2,1,1,1,2,1,0,2,0
97,0,0,0,2,1,3,2,3,-1,-1,6,2,2,1,1,1,1,0,0,0,2,1,4,6,6,0,0,0,1,0,0,1,1,0,3,0,1,0,1,2,1,1,1
98,0,0,0,2,4,0,5,4,-1,-1,-1,5,3,2,1,1,1,0,0,0,2,4,5,4,2,0,0,0,1,3,5,0,4,0,-1,2,1,0,1,0,0,2,0
99,0,0,0,2,1,3,2,3,-1,-1,7,4,2,1,1,1,1,0,0,0,2,4,5,4,6,0,0,0,1,3,5,1,1,0,2,0,1,0,2,1,1,1,2
100,0,0,2,0,2,2,4,6,-1,-1,-1,7,5,1,1,1,1,0,0,2,1,2,2,2,5,0,0,2,3,2,3,3,3,0,-1,0,1,1,1,1,1,1,0
101,0,0,0,2,1,3,2,1,0,11,12,8,2,1,1,1,1,0,0,0,2,3,4,6,1,0,0,0,1,0,0,6,6,0,-1,0,2,0,0,1,1,2,1
102,0,0,2,0,2,5,0,6,-1,-1,-1,-1,2,1,1,1,1,0,0,2,0,2,2,2,5,0,0,2,3,2,3,3,3,0,-1,2,2,2,1,1,1,0,1
103,0,0,2,0,1,3,4,1,-1,-1,-1,2,2,1,1,1,1,0,0,2,1,1,2,2,1,0,0,0,1,0,0,6,6,0,-1,1,0,2,0,2,0,0,1
104,0,0,2,0,2,2,4,6,-1,-1,-1,-1,2,1,1,1,1,0,0,2,1,2,2,2,5,0,0,2,3,2,3,3,3,0,-1,0,1,2,2,0,1,1,1
105,0,0,2,0,2,5,0,6,-1,-1,-1,-1,6,1,1,1,1,0,0,2,0,2,3,5,4,0,0,2,3,2,3,3,3,0,-1,2,2,2,0,1,0,1,1
106,0,0,0,2,4,0,5,4,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,2,4,5,4,2,0,0,0,1,3,5,0,4,0,-1,1,0,2,2,0,1,2,2
107,0,0,2,0,2,5,0,6,-1,-1,-1,9,7,1,1,1,1,0,0,2,0,2,3,5,4,0,0,2,3,2,3,3,3,0,-1,0,1,0,2,1,2,2,0
108,0,0,2,0,1,3,2,1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,2,1,3,2,2,1,0,0,0,1,0,0,6,6,0,-1,0,0,1,2,1,0,0,1
109,0,0,2,0,2,5,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,3,5,4,0,0,2,3,2,3,3,3,0,-1,1,2,0,0,1,1,0,1
110,0,0,2,0,2,2,4,6,-1,-1,-1,-1,2,1,1,1,1,0,0,2,1,2,2,2,5,0,0,2,3,2,3,3,3,0,-1,1,0,1,2,0,0,1,2
111,0,0,2,0,1,3,2,1,-1,-1,13,10,2,1,1,1,1,0,0,2,1,3,2,2,1,0,0,0,1,0,0,6,6,0,-1,2,1,2,1,0,2,0,2
112,0,0,2,0,2,2,4,6,-1,-1,14,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,0,2,3,2,3,3,3,0,-1,2,2,1,1,1,0,0,0
113,0,0,0,2,4,3,2,1,-1,-1,-1,-1,2,1,1,1,1,0,0,0,2,3,4,6,1,0,0,0,1,0,0,6,6,0,-1,1,1,0,0,0,0,0,0
114,0,0,0,2,1,3,2,1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,3,2,2,1,0,0,0,1,0,0,6,6,0,-1,0,0,2,0,2,0,1,1
115,0,0,2,0,2,2,4,6,-1,-1,-1,-1,2,1,1,1,1,0,0,2,1,2,2,2,5,0,0,2,3,2,3,3,3,0,-1,0,1,0,0,1,0,2,2
116,0,0,2,0,1,2,4,6,-1,-1,15,2,2,1,1,1,1,0,0,2,1,1,2,2,5,0,0,2,3,0,0,3,6,0,-1,0,0,0,1,2,0,0,1
117,0,0,2,0,2,5,0,5,-1,-1,-1,12,8,4,2,2,2,0,0,2,0,2,3,5,4,0,0,2,3,2,3,3,3,0,-1,1,0,2,2,1,1,1,2
118,0,0,2,0,2,5,0,6,-1,-1,-1,-1,-1,-1,1,1,1,0,0,2,0,2,3,5,4,0,0,2,3,2,3,3,3,0,-1,2,0,0,2,2,2,2,0
119,0,0,0,2,4,0,5,4,-1,-1,-1,6,4,3,1,1,1,0,0,0,2,3,4,4,2,0,0,0,1,3,5,6,4,0,-1,2,0,2,1,0,0,0,2
120,0,0,2,0,2,2,4,6,-1,12,16,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,0,2,3,2,3,3,3,0,4,0,1,0,1,0,1,0,2
121,0,0,0,2,1,3,2,1,-1,-1,-1,8,2,1,1,1,1,0,0,0,2,3,4,6,1,0,0,0,1,0,0,6,6,0,-1,1,1,0,1,2,1,1,0
122,0,0,2,0,2,5,0,6,-1,-1,-1,-1,6,1,1,1,1,0,0,2,0,2,3,5,4,0,0,2,3,2,3,3,3,0,-1,2,0,0,0,0,2,1,2
123,0,0,0,2,1,3,2,1,-1,-1,13,10,2,1,1,1,1,0,0,0,1,3,4,6,1,0,0,0,1,0,0,6,6,0,-1,2,0,1,1,1,0,1,0
124,0,0,2,0,2,2,4,6,-1,-1,-1,11,2,1,1,1,1,0,0,2,1,2,2,2,5,0,0,2,3,2,3,3,3,0,4,2,0,0,1,0,1,1,2
125,0,0,2,0,2,5,0,6,-1,-1,-1,-1,-1,1,1,1,1,0,0,2,0,2,2,2,5,0,0,2,3,2,3,3,3,0,-1,1,1,2,0,2,0,1,0
126,0,0,0,2,1,3,2,1,-1,-1,13,10,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,1,0,0,6,6,0,-1,1,1,2,0,2,0,1,2
127,0,0,2,0,1,3,2,3,-1,13,17,13,2,1,1,1,1,0,0,0,1,1,4,6,1,0,0,0,1,0,0,1,6,0,-1,0,0,0,1,0,0,1,1
128,0,0,2,0,1,2,4,1,-1,14,18,10,2,1,1,1,1,0,0,2,1,3,2,2,5,0,0,2,3,0,0,6,6,0,-1,2,1,0,2,2,2,0,1
129,0,0,2,0,2,5,0,6,-1,-1,-1,-1,7,1,1,1,1,0,0,2,0,2,3,5,5,0,0,2,3,2,3,3,3,0,-1,0,0,0,2,0,1,1,2
130,0,0,2,0,2,5,0,6,-1,-1,-1,9,7,1,1,1,1,0,0,2,0,2,3,5,4,0,0,2,3,2,3,3,3,0,-1,1,0,0,1,0,2,1,2
131,0,0,2,0,2,5,0,5,-1,-1,-1,12,8,4,2,2,2,0,0,2,0,2,3,5,4,0,0,2,3,2,3,3,3,0,-1,2,1,0,0,1,1,2,2
132,0,0,2,0,1,2,4,1,-1,14,18,10,2,1,1,1,1,0,0,2,1,3,2,2,5,0,0,2,3,0,0,6,6,0,-1,2,0,2,2,0,0,2,1
