,abilities
kmeans_n_clusters_1,0.42212832
kmeans_n_clusters_2,0.4903664
kmeans_n_clusters_3,0.51258373
kmeans_n_clusters_4,0.5163978
kmeans_n_clusters_5,0.5198286
kmeans_n_clusters_6,0.5240153
kmeans_n_clusters_7,0.52427584
kmeans_n_clusters_8,0.52446663
dbscan_eps_0_1_min_samples_2,0.51879036
dbscan_eps_0_2_min_samples_2,0.5148541
dbscan_eps_0_3_min_samples_2,0.42251232
dbscan_eps_0_4_min_samples_2,0.42251232
dbscan_eps_0_5_min_samples_2,0.42251232
dbscan_eps_0_6_min_samples_2,0.42212832
dbscan_eps_0_7_min_samples_2,0.42212832
dbscan_eps_0_8_min_samples_2,0.42212832
dbscan_eps_0_9_min_samples_2,0.42212832
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.42212832
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49033684
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5130971
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.51504457
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5184429
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5240642
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5238402
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5239004
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.42212832
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.48944336
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5146097
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5139059
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5212735
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.52405053
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5239542
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.52371085
mean_shift_,0.4902774
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.5153149
random_model_n1,0.48773545
random_model_n2,0.4878541
random_model_n3,0.4873548
random_model_n4,0.48771384
random_model_n5,0.48760998
random_model_n6,0.48790413
random_model_n7,0.48772496
random_model_n8,0.48768845
random_model_n9,0.48809174
random_model_n10,0.4877939
random_model_n11,0.48772418
random_model_n12,0.48778933
random_model_n13,0.48771748
random_model_n14,0.4877987
random_model_n15,0.4878222
random_model_n16,0.487877
random_model_n17,0.48791435
random_model_n18,0.48769066
random_model_n19,0.48762858
random_model_n20,0.48754895
random_model_n21,0.48755524
random_model_n22,0.48747566
random_model_n23,0.4874783
random_model_n24,0.4878049
random_model_n25,0.4876654
random_model_n26,0.48781344
random_model_n27,0.4877146
random_model_n28,0.48734722
random_model_n29,0.4877342
random_model_n30,0.48782843
random_model_n31,0.48765787
random_model_n32,0.48776874
random_model_n33,0.48797265
random_model_n34,0.48805112
random_model_n35,0.48763028
random_model_n36,0.48766553
random_model_n37,0.48768175
random_model_n38,0.4875211
random_model_n39,0.48766497
random_model_n40,0.48733577
random_model_n41,0.48764083
random_model_n42,0.48777708
random_model_n43,0.48772338
random_model_n44,0.48779967
random_model_n45,0.4877573
random_model_n46,0.48752087
random_model_n47,0.4878074
random_model_n48,0.48773223
random_model_n49,0.48764807
random_model_n50,0.48790964
random_model_n51,0.4876788
random_model_n52,0.4877852
random_model_n53,0.48777857
random_model_n54,0.48765975
random_model_n55,0.4877016
random_model_n56,0.48794216
random_model_n57,0.48753205
random_model_n58,0.48766232
random_model_n59,0.48778406
average_model,0.48771754
optimal_clustering,0.5255162
