,abilities
kmeans_n_clusters_1,0.40954825
kmeans_n_clusters_2,0.49373588
kmeans_n_clusters_3,0.49588448
kmeans_n_clusters_4,0.49478555
kmeans_n_clusters_5,0.4946153
kmeans_n_clusters_6,0.49496457
kmeans_n_clusters_7,0.49120912
kmeans_n_clusters_8,0.48514253
dbscan_eps_0_1_min_samples_2,0.47500134
dbscan_eps_0_2_min_samples_2,0.5065578
dbscan_eps_0_3_min_samples_2,0.50645167
dbscan_eps_0_4_min_samples_2,0.50645167
dbscan_eps_0_5_min_samples_2,0.50645167
dbscan_eps_0_6_min_samples_2,0.40954825
dbscan_eps_0_7_min_samples_2,0.40954825
dbscan_eps_0_8_min_samples_2,0.40954825
dbscan_eps_0_9_min_samples_2,0.40954825
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.40954825
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.4977111
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.495011
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49491072
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.4940174
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4939866
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.49064922
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.48682317
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.40954825
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.50645167
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.50326484
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.49831745
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.49840847
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.49809363
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.49310896
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.48652497
mean_shift_,0.49620903
optics_min_samples_7_xi_0_1_min_cluster_size_0_1,0.50645167
random_model_n1,0.43431872
random_model_n2,0.43427595
random_model_n3,0.43414497
random_model_n4,0.434243
random_model_n5,0.43445477
random_model_n6,0.43416873
random_model_n7,0.43434384
random_model_n8,0.43420133
random_model_n9,0.4339685
random_model_n10,0.4342316
random_model_n11,0.43565616
average_model,0.4775806
optimal_clustering,0.5105599
