,abilities
kmeans_n_clusters_1,0.44863808
kmeans_n_clusters_2,0.49877563
kmeans_n_clusters_3,0.5045562
kmeans_n_clusters_4,0.51141006
kmeans_n_clusters_5,0.50477326
kmeans_n_clusters_6,0.49698842
kmeans_n_clusters_7,0.49139753
kmeans_n_clusters_8,0.4856748
dbscan_eps_0_1_min_samples_2,0.44857192
dbscan_eps_0_2_min_samples_2,0.44863808
dbscan_eps_0_3_min_samples_2,0.44863808
dbscan_eps_0_4_min_samples_2,0.44863808
dbscan_eps_0_5_min_samples_2,0.44863808
dbscan_eps_0_6_min_samples_2,0.44863808
dbscan_eps_0_7_min_samples_2,0.44863808
dbscan_eps_0_8_min_samples_2,0.44863808
dbscan_eps_0_9_min_samples_2,0.44863808
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.44863808
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49708185
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5051707
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5113907
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5030379
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.49602512
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.49008808
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.4859197
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.44863808
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49001324
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.50678855
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.50996166
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.50153685
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.48671776
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.48659948
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.48383537
mean_shift_,0.44863808
optics_min_samples_7_xi_0_05_min_cluster_size_0_1,0.44863808
random_model_n1,0.4489366
random_model_n2,0.448907
average_model,0.47748673
optimal_clustering,0.515634
