,abilities
kmeans_n_clusters_1,0.3555612
kmeans_n_clusters_2,0.4846207
kmeans_n_clusters_3,0.5342437
kmeans_n_clusters_4,0.53427035
kmeans_n_clusters_5,0.53052634
kmeans_n_clusters_6,0.5271192
kmeans_n_clusters_7,0.5250417
kmeans_n_clusters_8,0.5223166
dbscan_eps_0_1_min_samples_2,0.53307515
dbscan_eps_0_2_min_samples_2,0.5341711
dbscan_eps_0_3_min_samples_2,0.5342437
dbscan_eps_0_4_min_samples_2,0.5342437
dbscan_eps_0_5_min_samples_2,0.4846207
dbscan_eps_0_6_min_samples_2,0.4846207
dbscan_eps_0_7_min_samples_2,0.4846207
dbscan_eps_0_8_min_samples_2,0.4846207
dbscan_eps_0_9_min_samples_2,0.4846207
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.3555612
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.4846207
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5342437
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5343929
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5306181
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4998571
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.51911354
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5317597
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.3555612
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.46234962
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5342437
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.53482586
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5313634
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5270792
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5249977
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5232962
mean_shift_,0.5342437
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.5342437
random_model_n1,0.45556945
random_model_n2,0.45541131
random_model_n3,0.4546569
random_model_n4,0.45529458
random_model_n5,0.45516968
random_model_n6,0.4556192
random_model_n7,0.45541763
random_model_n8,0.455294
random_model_n9,0.45548055
random_model_n10,0.45559034
random_model_n11,0.45566547
random_model_n12,0.4554456
random_model_n13,0.45537975
random_model_n14,0.45571443
random_model_n15,0.4553198
random_model_n16,0.45539266
random_model_n17,0.45542064
random_model_n18,0.45527273
random_model_n19,0.45512038
random_model_n20,0.45531046
random_model_n21,0.4551296
random_model_n22,0.45538306
random_model_n23,0.4549739
random_model_n24,0.45536903
random_model_n25,0.4554352
random_model_n26,0.45573935
random_model_n27,0.45567542
random_model_n28,0.45510212
random_model_n29,0.45551947
random_model_n30,0.45556223
random_model_n31,0.45543194
random_model_n32,0.45533916
random_model_n33,0.45534846
random_model_n34,0.45589107
random_model_n35,0.45526928
random_model_n36,0.4553912
random_model_n37,0.45517763
random_model_n38,0.45516247
random_model_n39,0.4552768
random_model_n40,0.4549793
average_model,0.50125897
optimal_clustering,0.5355379
