,abilities
kmeans_n_clusters_1,0.34899867
kmeans_n_clusters_2,0.4883471
kmeans_n_clusters_3,0.53691614
kmeans_n_clusters_4,0.53537554
kmeans_n_clusters_5,0.5297764
kmeans_n_clusters_6,0.5250038
kmeans_n_clusters_7,0.5217162
kmeans_n_clusters_8,0.5182841
dbscan_eps_0_1_min_samples_2,0.534875
dbscan_eps_0_2_min_samples_2,0.5367903
dbscan_eps_0_3_min_samples_2,0.53691614
dbscan_eps_0_4_min_samples_2,0.53691614
dbscan_eps_0_5_min_samples_2,0.4883471
dbscan_eps_0_6_min_samples_2,0.4883471
dbscan_eps_0_7_min_samples_2,0.4883471
dbscan_eps_0_8_min_samples_2,0.4883471
dbscan_eps_0_9_min_samples_2,0.4883471
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.34899867
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.4883471
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.53691614
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5354518
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5301598
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5013928
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5188874
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5321774
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.34899867
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.46007884
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.53691614
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.50351375
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.50530857
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.525986
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5228538
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5201515
mean_shift_,0.53691614
optics_,0.43146282
random_model_n1,0.44705716
random_model_n2,0.44679642
random_model_n3,0.44734156
random_model_n4,0.44714254
random_model_n5,0.44754308
random_model_n6,0.4470774
random_model_n7,0.44704062
random_model_n8,0.44721845
random_model_n9,0.4464654
random_model_n10,0.4465274
random_model_n11,0.44767895
random_model_n12,0.44633877
random_model_n13,0.44691038
random_model_n14,0.4472704
random_model_n15,0.44683164
random_model_n16,0.4481727
random_model_n17,0.44695497
random_model_n18,0.4471611
random_model_n19,0.44703707
random_model_n20,0.44685248
random_model_n21,0.44759357
random_model_n22,0.4472755
random_model_n23,0.44710267
random_model_n24,0.44690105
random_model_n25,0.44738045
random_model_n26,0.44663823
random_model_n27,0.446774
random_model_n28,0.44676462
random_model_n29,0.44666404
average_model,0.49709585
optimal_clustering,0.5373827
