,abilities
kmeans_n_clusters_1,0.41614878
kmeans_n_clusters_2,0.50288594
kmeans_n_clusters_3,0.5267776
kmeans_n_clusters_4,0.5301904
kmeans_n_clusters_5,0.5286639
kmeans_n_clusters_6,0.52793944
kmeans_n_clusters_7,0.5277873
kmeans_n_clusters_8,0.52771986
dbscan_eps_0_1_min_samples_2,0.52116513
dbscan_eps_0_2_min_samples_2,0.5273986
dbscan_eps_0_3_min_samples_2,0.42175928
dbscan_eps_0_4_min_samples_2,0.41828915
dbscan_eps_0_5_min_samples_2,0.41713595
dbscan_eps_0_6_min_samples_2,0.41713595
dbscan_eps_0_7_min_samples_2,0.41614878
dbscan_eps_0_8_min_samples_2,0.41614878
dbscan_eps_0_9_min_samples_2,0.41614878
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.41614878
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.50306225
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.52705175
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5300923
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5266655
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.52965003
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5261645
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5254882
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.41614878
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.50247365
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5268231
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5215637
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51520807
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.51965964
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.51682436
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5127163
mean_shift_,0.5275565
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.50819266
random_model_n1,0.47101375
random_model_n2,0.47100985
random_model_n3,0.4707811
random_model_n4,0.470978
random_model_n5,0.47095615
random_model_n6,0.47139516
random_model_n7,0.47123533
random_model_n8,0.47109857
random_model_n9,0.47170725
random_model_n10,0.4709668
random_model_n11,0.47098264
random_model_n12,0.47096747
random_model_n13,0.4709559
random_model_n14,0.471232
random_model_n15,0.47116348
random_model_n16,0.47103935
random_model_n17,0.4712608
random_model_n18,0.4709999
random_model_n19,0.47089064
random_model_n20,0.47113016
random_model_n21,0.47092718
random_model_n22,0.47083557
random_model_n23,0.47071975
random_model_n24,0.47101313
random_model_n25,0.47087377
random_model_n26,0.47117692
random_model_n27,0.47100398
random_model_n28,0.4707264
average_model,0.49006703
optimal_clustering,0.53161913
