,abilities
kmeans_n_clusters_1,0.44945234
kmeans_n_clusters_2,0.49671605
kmeans_n_clusters_3,0.50346285
kmeans_n_clusters_4,0.5065408
kmeans_n_clusters_5,0.50436264
kmeans_n_clusters_6,0.50379974
kmeans_n_clusters_7,0.50098616
kmeans_n_clusters_8,0.5027525
dbscan_eps_0_1_min_samples_2,0.49500558
dbscan_eps_0_2_min_samples_2,0.50790405
dbscan_eps_0_3_min_samples_2,0.50792134
dbscan_eps_0_4_min_samples_2,0.50792134
dbscan_eps_0_5_min_samples_2,0.50792134
dbscan_eps_0_6_min_samples_2,0.44945234
dbscan_eps_0_7_min_samples_2,0.44945234
dbscan_eps_0_8_min_samples_2,0.44945234
dbscan_eps_0_9_min_samples_2,0.44945234
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.44945234
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49727646
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.5030368
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5066194
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.50605965
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5100901
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.50683314
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5068254
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.44945234
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.50792134
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51237315
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.51313835
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5131593
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.51175797
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5100361
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.50942284
mean_shift_,0.49483693
optics_min_samples_7_xi_0_08_min_cluster_size_0_1,0.50792134
random_model_n1,0.47231612
random_model_n2,0.47164828
random_model_n3,0.4715684
random_model_n4,0.47197118
random_model_n5,0.47168794
random_model_n6,0.47190577
random_model_n7,0.47157574
random_model_n8,0.4719323
random_model_n9,0.47154084
random_model_n10,0.47154987
random_model_n11,0.47171772
random_model_n12,0.4716241
random_model_n13,0.47157696
random_model_n14,0.47150794
random_model_n15,0.47147143
random_model_n16,0.47162548
random_model_n17,0.4717936
random_model_n18,0.47170213
random_model_n19,0.47176912
average_model,0.4942274
optimal_clustering,0.5162844
