,abilities
random_model_n1,0.99082667
random_model_n2,0.9912525
random_model_n3,0.9909537
random_model_n4,0.99045813
random_model_n5,0.9909706
random_model_n6,0.9910144
random_model_n7,0.99076664
random_model_n8,0.99063617
random_model_n9,0.9908727
random_model_n10,0.99125636
random_model_n11,0.9910875
random_model_n12,0.99093443
random_model_n13,0.9906889
random_model_n14,0.990995
random_model_n15,0.9912683
random_model_n16,0.9909304
random_model_n17,0.9910472
random_model_n18,0.9910268
random_model_n19,0.9910506
average_model,0.99094933
optimal_clustering,0.9950236
