,abilities
kmeans_n_clusters_1,0.42411745
kmeans_n_clusters_2,0.496784
kmeans_n_clusters_3,0.51172113
kmeans_n_clusters_4,0.51233846
kmeans_n_clusters_5,0.51055753
kmeans_n_clusters_6,0.5131504
kmeans_n_clusters_7,0.51102936
kmeans_n_clusters_8,0.5103273
dbscan_eps_0_1_min_samples_2,0.5074942
dbscan_eps_0_2_min_samples_2,0.5148817
dbscan_eps_0_3_min_samples_2,0.4244582
dbscan_eps_0_4_min_samples_2,0.4244582
dbscan_eps_0_5_min_samples_2,0.4244582
dbscan_eps_0_6_min_samples_2,0.42411745
dbscan_eps_0_7_min_samples_2,0.42411745
dbscan_eps_0_8_min_samples_2,0.42411745
dbscan_eps_0_9_min_samples_2,0.42411745
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.42411745
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.49770743
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.51254046
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5107549
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.50954306
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5130966
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.51081216
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5095045
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.42411745
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49717316
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51512724
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5053697
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5145115
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5129754
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5110846
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.50919926
mean_shift_,0.49717224
optics_min_samples_7_xi_0_1_min_cluster_size_0_2,0.5144724
random_model_n1,0.46847358
random_model_n2,0.46864077
random_model_n3,0.4683435
random_model_n4,0.46850315
random_model_n5,0.4683854
random_model_n6,0.46865848
random_model_n7,0.46849924
random_model_n8,0.46842608
random_model_n9,0.4691091
random_model_n10,0.46847683
random_model_n11,0.4683536
random_model_n12,0.46844032
random_model_n13,0.46843883
random_model_n14,0.4685325
random_model_n15,0.46861073
random_model_n16,0.46855387
random_model_n17,0.46870518
random_model_n18,0.46840417
random_model_n19,0.4683333
random_model_n20,0.46840525
average_model,0.48396987
optimal_clustering,0.5181114
