,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_05_min_cluster_size_0_1,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,random_model_n45,random_model_n46,random_model_n47,random_model_n48,random_model_n49,random_model_n50,random_model_n51,random_model_n52,random_model_n53,random_model_n54,random_model_n55,random_model_n56,random_model_n57,random_model_n58,random_model_n59,random_model_n60,random_model_n61,random_model_n62,random_model_n63,random_model_n64,random_model_n65,random_model_n66,random_model_n67,random_model_n68
750,0,1,0,1,1,2,6,1,4,0,0,0,0,0,0,0,0,0,1,2,0,4,0,1,2,0,0,1,2,0,0,6,6,0,0,3,2,2,2,1,2,3,2,0,3,2,1,2,2,0,0,0,1,3,1,0,1,0,0,1,1,1,2,1,1,2,2,3,1,0,0,3,3,0,2,3,3,0,3,2,2,3,3,0,1,2,2,1,3,1,3,1,2,1,2,1,1,1,0,1,0,0,0
751,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,0,3,3,4,2,2,0,0,3,0,3,2,0,1,3,3,3,1,3,1,2,3,1,2,1,0,1,2,3,1,1,2,2,2,1,0,2,1,3,3,1,0,2,1,1,1,3,2,0,0,3,1,1,0,1,0,1,2,3,0,1,1,2,0,0,3,3,0,1,1,1,3,3,1,3,1
752,0,0,0,3,2,5,0,6,100,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,1,1,3,0,0,0,2,2,1,1,3,3,2,1,3,0,2,0,1,2,1,2,1,3,3,3,2,1,1,0,3,2,0,3,0,0,1,3,2,1,2,1,1,2,2,2,2,1,0,1,0,1,3,3,1,0,3,0,2,0,3,2,3,1,0,3,0,1,1,0,2,1,1,3
753,0,1,0,1,1,1,3,5,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,0,5,6,1,0,0,3,1,0,3,0,2,2,2,1,3,1,2,3,0,1,0,3,1,3,1,3,0,2,3,1,3,1,3,0,2,1,0,2,2,3,0,0,3,3,1,0,1,1,3,1,1,3,3,2,0,2,2,2,1,1,3,0,0,2,2,3,0,0,1,3,0,0,1
754,0,1,2,2,4,3,5,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,0,4,2,1,5,0,0,0,3,0,0,2,0,0,1,3,0,0,0,2,0,3,3,0,1,2,3,0,2,1,0,3,2,2,1,0,2,0,3,2,1,2,1,2,3,0,0,0,1,2,3,2,2,3,2,0,1,3,2,2,1,0,1,1,1,1,1,0,2,1,3,3,1,3,0
755,0,0,1,3,2,5,0,6,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,1,1,1,3,0,0,0,2,2,0,1,3,0,1,1,1,0,3,3,3,2,1,2,3,1,2,0,1,1,2,3,1,0,1,3,3,2,1,0,2,3,2,1,2,1,3,1,3,1,3,0,3,0,1,0,3,1,2,0,2,0,2,2,3,0,2,0,0,0,1,2,1,2,3,0
756,0,1,0,1,1,1,3,5,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,0,5,6,1,0,0,0,1,2,0,1,0,1,3,3,1,2,0,2,1,2,0,0,0,3,0,1,0,1,2,0,2,1,2,1,1,1,1,1,3,1,0,2,2,3,3,2,1,3,1,0,2,3,2,1,1,3,1,2,3,0,1,3,2,1,3,2,3,0,3,1,0,3,1
757,0,0,0,3,2,2,6,1,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,2,1,1,0,4,6,0,0,1,0,1,3,3,2,1,2,2,2,2,1,0,2,0,1,2,0,1,2,3,1,3,3,3,3,2,0,3,3,1,3,0,0,3,3,1,1,1,1,1,2,1,3,3,0,2,0,0,2,1,3,1,3,1,2,0,3,1,3,3,2,2,3,3,3,1,3
758,0,1,0,3,2,2,6,1,56,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,2,0,0,2,1,1,0,4,6,0,0,3,1,1,2,1,0,3,2,0,1,0,1,0,3,1,0,3,0,3,1,3,3,1,3,3,2,2,3,0,0,0,3,2,1,0,3,3,0,1,3,0,0,2,1,0,3,3,3,2,0,2,3,3,2,2,0,3,1,1,2,1,1,2,2,2,0,3,3
759,0,1,2,2,4,3,1,7,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,2,4,5,3,0,0,3,2,0,2,2,1,1,2,0,3,3,1,0,2,1,3,1,0,1,0,1,2,2,2,2,2,1,3,0,0,2,3,2,1,0,0,3,2,0,2,0,2,2,3,0,1,3,1,3,2,3,1,0,3,3,2,0,2,0,2,2,0,1,3,2,2,0,0
760,0,1,0,1,1,2,6,1,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,2,0,0,6,6,0,0,3,1,3,0,0,1,2,0,0,2,1,1,1,0,1,1,2,1,0,0,2,2,3,3,1,0,1,2,2,3,0,3,0,2,3,2,2,2,0,2,3,3,3,0,3,0,3,3,2,0,2,0,3,0,0,1,1,1,1,0,3,1,3,1,3,0,3,1
761,0,1,2,2,4,3,5,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,0,4,2,1,5,0,0,0,0,3,3,3,1,2,1,3,2,2,2,3,3,1,0,2,1,0,1,0,3,2,1,1,1,2,3,2,3,2,3,3,3,2,0,1,1,3,2,3,1,1,3,3,0,2,1,3,3,0,0,1,2,1,0,3,1,1,2,2,2,2,3,1,2,1,1
762,0,0,0,3,2,5,0,6,3,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,1,1,3,0,0,0,3,1,0,3,3,3,2,3,2,3,2,1,1,3,3,0,1,2,0,3,3,0,1,2,3,1,2,0,1,0,2,2,0,3,3,3,2,3,0,3,2,0,0,1,1,2,0,0,1,3,3,0,3,0,2,0,0,2,0,2,3,0,1,3,1,3,1,1
763,0,1,2,2,0,0,4,0,125,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,0,2,0,2,2,0,0,0,2,3,3,0,3,0,0,3,2,3,3,2,0,1,1,2,1,1,2,3,0,1,0,2,1,0,3,3,3,0,1,0,0,0,1,1,0,1,0,3,1,0,1,1,2,2,0,1,2,0,1,3,0,2,2,2,0,1,2,3,3,0,3,0,2,2,3
764,0,0,1,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,0,3,3,3,0,7,0,0,3,1,1,0,1,2,1,3,0,1,3,1,2,1,2,0,2,0,2,3,1,3,3,3,3,3,0,0,0,3,0,0,1,0,0,2,3,3,3,1,0,0,0,2,3,1,1,0,2,0,0,0,1,1,3,1,2,3,1,1,3,0,2,2,2,0,2,1
765,0,0,0,3,2,2,6,1,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,1,1,1,6,6,0,0,0,1,1,0,1,3,2,3,1,3,0,3,2,2,1,1,0,0,0,1,0,0,3,2,3,1,2,3,2,3,0,2,0,2,0,1,0,0,3,0,1,2,0,0,3,3,2,2,2,0,1,0,2,0,1,0,1,2,3,0,1,1,0,1,1,3,1,2
766,0,0,0,3,2,5,0,6,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,1,1,3,0,0,0,0,0,2,3,1,1,1,0,2,0,3,1,0,2,3,3,0,3,3,1,3,0,3,2,1,0,2,0,1,2,2,3,1,3,1,2,1,3,0,1,2,0,3,2,1,1,0,0,1,0,3,3,2,1,0,0,3,1,2,1,1,0,2,3,1,1,0,0
767,0,0,1,3,2,5,0,2,-1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,1,1,0,4,4,0,0,2,1,1,3,3,3,3,3,2,3,0,0,2,3,2,0,0,1,0,0,1,3,3,3,3,2,0,1,1,1,3,0,0,2,3,1,1,1,0,0,1,3,0,1,3,1,2,1,0,1,3,1,2,0,2,3,0,1,1,0,1,3,1,0,3,0,1,1
768,0,0,1,0,0,2,6,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,0,3,3,0,4,4,0,0,2,3,2,2,1,3,2,3,3,3,1,1,0,1,3,3,3,0,2,3,3,1,3,1,2,0,3,2,0,3,1,0,1,3,0,2,0,3,1,2,1,3,2,3,0,0,2,0,2,3,2,0,2,0,1,0,3,2,0,1,2,0,2,3,0,1,1,1
769,0,1,2,2,4,3,5,3,53,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,0,4,2,1,5,0,0,3,1,2,2,0,3,1,0,1,3,2,0,1,3,2,2,1,2,2,2,2,2,3,3,1,3,0,0,0,1,0,0,1,3,3,0,1,0,3,2,2,0,2,3,3,1,2,2,3,0,0,3,2,2,2,0,0,2,2,0,3,2,0,2,0,0,3,0
770,0,0,1,3,2,5,0,2,66,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,2,1,1,0,4,4,0,0,0,1,3,0,3,1,0,3,3,0,1,3,3,2,0,3,2,1,3,3,1,1,0,0,3,0,3,3,1,3,2,3,0,3,3,1,0,0,3,2,0,0,2,1,3,3,2,2,0,2,1,0,1,3,2,0,0,3,0,0,0,3,0,0,0,0,0,0
771,0,0,1,0,3,4,2,4,52,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,3,3,3,0,7,0,0,2,2,1,0,2,3,3,3,2,3,2,1,3,1,3,0,0,1,1,1,3,2,1,3,3,1,1,2,3,2,0,2,0,3,2,1,3,2,1,2,3,0,0,0,0,3,0,1,3,2,1,1,2,1,3,3,2,2,0,1,3,2,3,2,3,3,0,0
772,0,0,1,0,3,4,2,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,0,3,3,3,4,4,0,0,2,2,1,1,1,0,0,1,2,2,2,1,1,0,1,2,3,2,0,2,1,0,3,1,3,0,2,1,1,3,1,1,3,0,3,1,0,2,1,2,3,0,3,2,1,3,2,3,0,2,1,2,1,0,0,2,0,0,3,1,0,3,1,1,0,2,3,1
773,0,1,2,2,0,0,4,0,124,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,0,2,0,2,2,0,0,1,1,3,0,2,0,2,2,0,0,3,3,1,2,1,3,0,3,0,2,2,2,1,3,1,2,2,3,1,0,2,2,1,1,2,3,2,2,0,0,3,3,1,2,3,1,2,0,3,2,0,2,0,2,2,0,3,3,3,3,2,1,0,1,1,0,0,3
774,0,0,1,3,2,5,0,6,109,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,1,1,3,0,0,0,3,1,0,2,2,2,3,0,1,3,0,1,2,3,3,0,0,2,3,1,3,2,0,3,2,1,2,1,3,1,3,2,0,3,0,0,2,3,3,1,0,1,1,0,2,3,0,1,2,2,2,3,2,2,3,1,3,1,0,0,0,0,1,0,0,1,0,1
775,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,3,4,0,1,0,3,3,3,0,7,0,0,3,1,2,1,0,1,2,0,0,1,0,2,3,3,3,3,2,3,0,2,1,2,2,3,1,3,3,1,3,0,2,1,0,1,0,0,2,3,0,1,3,0,0,2,1,2,0,3,2,0,2,3,1,1,3,2,0,2,1,1,1,2,3,2,2,2,0,1
776,0,1,2,2,0,0,4,0,43,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,0,0,2,4,2,2,0,0,1,3,3,1,0,2,2,1,2,1,1,0,0,3,1,0,3,1,3,2,1,0,1,2,1,1,1,0,0,1,1,2,3,1,3,0,1,0,1,1,2,0,0,1,2,3,1,2,3,1,2,1,2,3,1,3,0,3,1,0,2,3,1,2,1,3,3,3
777,0,1,0,3,2,2,6,1,112,0,0,0,0,0,0,0,0,0,1,2,1,2,0,1,2,0,0,2,1,1,0,4,6,0,0,2,3,0,3,3,1,2,2,3,0,3,0,2,3,2,2,0,2,3,2,3,3,2,1,1,0,2,2,3,3,3,0,0,0,1,1,2,3,0,3,0,3,1,0,1,1,1,0,1,1,3,3,2,3,3,0,2,1,0,2,0,2,2,3,1,2,3,3
778,0,0,1,0,0,0,4,0,76,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,4,0,1,0,0,2,0,2,2,0,0,0,0,3,1,3,2,3,1,1,0,3,1,2,1,0,3,0,3,3,1,1,0,1,1,1,0,0,2,0,2,0,2,2,2,2,1,3,2,2,1,3,3,3,0,2,2,0,0,2,1,1,1,1,0,2,2,2,2,3,2,1,3,3,3,1,2,1,0
779,0,0,1,0,3,4,2,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,3,3,3,0,7,0,0,0,0,3,2,3,0,1,2,2,3,3,3,2,3,3,1,2,3,0,0,3,3,2,1,2,3,0,2,1,1,0,2,0,0,2,0,2,1,1,0,1,2,3,3,2,1,2,0,3,0,1,3,3,1,0,0,2,0,0,2,3,3,2,1,1,2,1,0
780,0,1,0,1,1,2,3,1,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,2,0,5,6,6,0,0,1,1,0,1,3,0,1,0,2,1,3,1,1,3,1,1,2,3,0,3,0,0,0,2,2,1,3,0,3,3,0,0,0,3,0,0,2,2,2,0,0,0,1,0,3,3,1,0,0,0,1,0,2,0,1,1,3,1,0,1,3,3,0,3,3,2,3,3
781,0,0,0,3,2,5,0,6,115,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,1,1,3,0,0,0,2,0,2,1,1,2,0,1,0,2,3,0,1,0,3,1,3,3,3,1,1,2,0,2,2,0,2,2,2,3,0,1,0,2,1,2,0,1,2,3,1,2,0,2,0,3,0,1,1,1,3,3,3,1,3,0,0,1,0,3,1,1,1,0,1,1,3,2
782,0,0,1,3,2,5,0,2,119,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,2,1,1,1,3,0,0,0,2,3,2,2,3,0,1,3,1,1,2,2,3,3,0,0,2,3,2,3,2,0,0,1,2,2,0,1,1,3,3,0,2,0,1,2,2,1,3,1,0,3,0,3,0,1,1,3,3,1,3,2,2,3,3,1,0,2,2,3,1,0,3,0,3,0,3,1
783,0,1,0,1,1,1,3,5,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,2,0,5,6,6,0,0,2,1,2,0,1,2,0,2,2,0,3,1,1,1,1,3,3,1,1,3,3,0,2,0,0,0,3,1,2,3,3,2,2,0,2,1,0,2,1,1,2,3,2,3,2,3,1,0,3,1,2,3,3,0,1,1,3,0,1,3,3,0,1,0,0,0,2,0
784,0,0,1,0,0,0,4,2,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,0,3,3,0,4,4,0,0,1,1,2,3,3,2,1,2,2,2,3,3,1,2,2,0,1,1,1,2,2,0,0,2,3,3,0,1,1,3,0,2,1,3,2,0,2,1,2,2,1,1,3,0,2,2,0,0,2,3,2,1,1,1,1,0,2,0,3,0,1,3,0,2,3,1,0,2
785,0,1,2,2,4,3,5,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,0,4,2,1,5,0,0,1,3,0,0,2,2,1,0,1,3,0,1,1,2,3,1,0,2,3,3,3,2,3,2,0,3,3,3,3,1,0,0,0,3,1,2,0,1,2,0,1,0,2,3,3,3,1,2,3,2,0,1,0,1,0,3,2,3,3,2,0,0,3,2,3,1,0,0
786,0,0,0,3,2,5,0,6,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,1,1,3,0,0,0,2,0,0,1,0,0,3,3,1,1,3,3,1,0,3,2,3,1,1,3,0,0,3,1,0,1,2,3,3,3,2,3,0,0,3,1,0,0,3,1,2,2,2,3,3,2,2,0,2,0,2,2,1,1,0,3,0,1,0,3,1,1,1,2,0,1,3,2
787,0,0,1,3,2,2,6,2,29,0,0,0,0,0,0,0,0,0,1,1,1,2,0,5,7,0,1,2,1,1,0,4,4,0,0,0,2,1,1,2,0,1,3,1,1,0,3,2,0,1,3,1,1,0,1,3,1,1,1,1,2,1,2,3,3,1,1,0,1,3,2,2,0,1,3,1,3,1,2,1,2,1,0,2,1,0,0,3,3,2,0,0,2,1,1,0,3,0,1,1,0,1,1
788,0,1,0,1,1,1,3,5,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,0,5,6,1,0,0,2,1,2,2,2,3,2,0,2,3,1,1,3,2,1,1,3,2,3,3,1,3,1,1,1,3,2,1,3,3,3,1,0,0,3,1,1,3,3,0,2,3,1,0,3,1,1,3,3,3,1,3,0,1,2,0,0,2,1,0,1,1,3,0,1,1,0,2
789,0,1,2,2,4,3,1,7,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,2,4,5,3,0,0,3,2,3,1,3,2,3,0,1,1,1,1,1,3,2,3,2,1,0,1,1,1,0,3,0,2,2,1,1,2,0,3,2,0,2,1,3,0,3,1,3,2,0,1,3,2,1,1,1,1,1,1,1,0,1,3,1,3,0,1,2,2,2,2,3,0,1,0
790,0,0,1,0,3,0,4,4,68,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,0,3,3,3,0,7,0,0,1,0,0,3,3,0,2,3,1,2,1,3,1,1,1,0,3,0,1,2,0,0,2,2,3,2,1,2,1,1,1,0,2,0,1,0,3,1,3,1,3,1,0,3,0,0,2,0,3,0,0,1,0,3,2,3,2,1,0,2,2,3,1,1,2,2,1,3
791,0,0,1,0,0,0,4,2,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,0,3,3,0,4,4,0,0,2,1,1,1,0,0,3,2,2,3,1,1,1,1,1,3,3,0,0,0,3,0,3,1,0,2,0,3,1,1,0,3,1,2,2,0,3,1,2,2,0,3,2,3,2,0,1,3,2,0,1,0,1,0,0,0,2,3,1,0,0,2,1,3,0,0,2,2
792,0,1,2,2,4,3,1,7,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,2,4,5,3,0,0,3,1,3,0,2,1,2,0,1,3,3,1,3,2,3,0,1,3,2,3,3,0,0,2,2,3,0,1,2,2,1,0,1,2,3,0,2,2,2,1,1,0,1,2,3,3,0,1,3,0,3,2,3,1,2,3,0,1,3,3,0,2,0,0,0,3,3,2
793,0,1,0,1,1,1,3,5,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,0,5,6,1,0,0,1,3,2,2,1,3,1,2,1,1,2,3,2,2,3,2,0,0,1,0,2,0,2,1,3,3,0,1,2,1,1,3,1,1,1,2,1,2,2,1,3,3,0,1,1,1,0,2,3,1,0,0,2,2,2,1,0,3,2,3,2,0,0,3,3,1,3,0
794,0,1,0,1,1,1,3,5,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,0,0,0,1,2,0,5,6,6,0,0,1,1,0,2,1,3,1,0,0,0,0,0,3,2,2,0,3,3,1,3,0,0,0,1,0,0,0,3,2,1,1,0,0,1,2,2,3,0,3,0,1,0,1,3,0,0,2,1,2,0,1,1,0,3,3,1,1,1,1,3,2,3,2,0,3,3,2,2
795,0,1,2,2,4,3,1,7,-1,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,0,4,2,1,5,0,0,1,2,3,3,2,1,0,1,1,2,3,2,3,2,2,0,3,2,2,3,2,3,2,3,3,3,2,1,1,0,1,2,2,0,1,2,1,1,3,1,2,2,1,2,1,3,2,1,2,1,1,2,0,2,1,2,1,2,3,0,0,3,3,0,1,3,2,3
796,0,0,1,0,3,4,2,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,0,3,3,3,0,7,0,0,3,1,1,3,3,2,3,1,2,0,3,3,1,1,1,1,0,1,2,0,0,2,0,3,2,0,3,1,0,0,1,1,3,1,3,1,0,2,3,3,0,0,1,1,0,2,1,0,3,2,3,2,0,3,0,0,0,3,0,1,1,1,0,2,1,1,1,0
797,0,1,0,3,2,2,6,1,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,2,1,0,5,6,6,0,0,3,0,2,1,2,1,2,3,0,1,1,0,1,0,0,3,2,0,0,3,3,2,0,3,3,2,2,3,1,3,3,3,3,2,3,2,1,1,0,2,2,2,2,2,3,1,3,0,2,0,1,1,2,0,0,1,1,2,0,1,1,1,2,3,3,3,1,3
798,0,1,0,1,1,1,3,5,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,0,5,6,1,0,0,2,1,0,3,1,2,0,0,1,3,0,1,2,2,1,2,0,2,3,0,1,0,0,3,2,1,3,1,0,2,1,2,1,1,3,1,3,1,1,2,0,0,0,2,3,2,0,1,2,3,3,3,0,1,2,0,2,0,3,1,3,2,3,1,3,0,3,1
799,0,1,2,2,4,3,5,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,0,4,2,1,5,0,0,3,0,1,2,3,0,2,1,2,0,0,0,1,1,3,2,1,2,3,0,3,2,3,1,0,1,0,3,0,1,1,0,1,1,3,3,3,1,3,3,2,2,1,2,3,1,3,0,3,0,3,1,1,0,0,1,2,3,0,3,1,3,2,0,3,3,0,3
800,0,0,1,3,2,5,0,2,48,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,5,0,0,2,1,1,1,3,0,0,0,3,1,3,1,0,3,0,0,3,2,3,3,0,1,0,1,3,1,3,3,2,3,0,0,3,2,3,2,0,1,0,0,2,0,0,0,3,2,2,3,2,0,2,3,3,1,0,1,1,0,3,1,3,1,3,3,2,2,0,2,1,0,2,1,1,2,3,3
801,0,1,0,1,1,2,3,1,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,2,0,5,6,6,0,0,0,1,2,1,1,3,0,3,1,0,0,3,0,2,3,0,0,1,1,0,2,2,0,2,0,1,1,1,3,3,3,0,2,2,3,0,3,0,0,3,3,1,0,1,2,2,0,1,1,1,3,0,0,1,2,0,0,3,2,0,3,3,2,1,1,1,2,0
802,0,0,0,3,2,5,0,6,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,1,1,3,0,0,0,0,0,1,2,1,0,3,0,3,3,1,3,3,2,2,2,3,0,0,1,1,3,2,2,2,0,3,0,0,3,2,2,1,2,1,3,0,1,2,1,0,0,0,0,0,3,0,2,1,1,2,1,2,3,3,0,1,1,2,0,3,1,3,0,0,2,2,2
803,0,1,0,1,1,1,3,1,27,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,2,0,5,6,6,0,0,3,2,0,2,2,1,0,3,2,0,3,1,2,2,2,0,3,0,1,2,1,3,3,2,2,2,2,2,2,3,0,3,3,3,3,3,0,1,0,2,2,0,1,3,0,3,3,2,1,3,2,0,0,0,0,0,3,1,1,3,1,0,3,1,2,1,2,3
804,0,1,2,2,4,3,1,7,96,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,0,2,4,5,3,0,0,3,0,0,1,1,2,1,3,0,3,0,3,0,1,3,0,2,2,0,3,3,3,2,1,2,3,2,0,2,1,2,2,1,2,3,2,2,2,3,3,0,1,3,0,1,1,3,3,2,0,1,2,2,1,2,3,0,1,1,0,0,0,1,0,0,3,1,3
805,0,0,1,0,3,4,2,2,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,0,3,3,3,4,4,0,0,1,2,2,1,3,1,0,0,3,0,2,3,2,2,1,3,2,2,3,3,3,2,2,2,2,1,3,0,0,3,3,1,1,2,2,2,3,3,2,2,1,3,2,2,2,1,0,3,2,2,2,3,1,2,2,1,0,1,1,2,0,0,2,3,1,1,3,3
806,0,0,1,0,0,0,4,0,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,0,3,3,0,2,2,0,0,3,1,1,2,0,0,0,1,1,0,0,3,0,0,2,0,0,3,2,3,1,1,0,2,2,0,3,3,1,2,2,3,3,1,0,3,2,0,1,0,1,3,0,0,3,3,2,3,3,3,2,3,3,0,2,0,2,3,2,2,2,2,2,2,1,3,0,1
807,0,1,0,1,1,1,3,5,57,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,0,5,6,6,0,0,3,1,0,2,0,1,1,2,2,0,2,2,1,1,2,0,3,0,3,1,2,1,0,2,0,3,3,1,3,0,3,3,0,2,2,2,3,0,0,3,2,0,2,3,3,3,3,3,3,1,2,3,0,2,0,2,2,3,0,0,2,1,2,3,3,3,2,0
808,0,1,2,1,1,1,3,5,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,2,4,2,1,1,0,0,3,0,1,2,2,0,0,0,0,2,1,3,1,3,1,2,3,2,1,1,2,0,3,3,0,1,2,3,3,3,0,2,2,2,1,2,2,2,1,2,0,1,0,1,2,1,3,1,1,2,1,0,2,2,3,2,1,2,3,2,1,0,3,1,1,1,1,3
809,0,0,0,3,2,5,0,6,30,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,2,1,1,1,3,0,0,0,2,2,0,2,1,0,0,0,2,1,0,2,1,1,3,1,1,3,3,0,0,1,1,2,1,3,1,1,0,0,2,1,1,0,1,2,1,1,1,3,1,0,3,1,0,1,0,0,0,0,2,2,3,2,0,2,2,3,0,0,2,2,0,2,1,1,2,3
