,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35,random_model_n36,random_model_n37,random_model_n38,random_model_n39,random_model_n40,random_model_n41,random_model_n42,random_model_n43,random_model_n44,average_model,optimal_clustering
0,0.3750064231026155,0.6255331175170854,0.632855454498741,0.6475258208725143,0.647140434715585,0.647140434715585,0.647140434715585,0.647140434715585,0.63033759827347,0.6309285237140948,0.37590565746878374,0.37590565746878374,0.37590565746878374,0.3750064231026155,0.3750064231026155,0.3750064231026155,0.3750064231026155,0.3750064231026155,0.6299265197060788,0.6339602281486049,0.6466265865063461,0.6372488566877345,0.647140434715585,0.647140434715585,0.6271260469657263,0.3750064231026155,0.6339602281486049,0.6325728379836596,0.6468064333795797,0.6453162735727866,0.6441344226915369,0.6271260469657263,0.6271260469657263,0.6284620523097477,0.6314937567442578,0.5436514053748522,0.5465803401675146,0.5515132829762088,0.5504598941472689,0.5367401469605878,0.5448332562561019,0.5337084425260777,0.5426237089563742,0.552952057962078,0.5377164585581419,0.5325008992343662,0.5420327835157495,0.5386156929243101,0.5411849339705052,0.5418786290529778,0.542777863419146,0.5251528698422486,0.5333744411900725,0.5343507527876266,0.5368172241919736,0.5329890550331432,0.5301885822927908,0.5558296079338163,0.5304455063974102,0.5407995478135759,0.5448589486665639,0.5423924772622167,0.5445249473305586,0.5464261857047428,0.5469143415035198,0.5278762653512152,0.5405426237089563,0.526977030985047,0.5428035558296079,0.5433430964493089,0.5375366116849083,0.5314475104054263,0.530060120240481,0.5428035558296079,0.5476851138173784,0.5360978366990391,0.5454755665176507,0.5372026103489029,0.5419043214634397,0.6087407483533069,0.6475258208725143
1,0.37873182261959815,0.6172344689378757,0.6230152612918144,0.6414367195930322,0.6424130311905863,0.6424130311905863,0.6427727249370536,0.6427727249370536,0.6248137300241509,0.6238117260161349,0.3796310569857664,0.3796310569857664,0.3796310569857664,0.37873182261959815,0.37873182261959815,0.37873182261959815,0.37873182261959815,0.37873182261959815,0.6222444889779559,0.6244283438672216,0.6403062535327064,0.6205744822979292,0.6427727249370536,0.6427727249370536,0.6401007142490108,0.37873182261959815,0.6244283438672216,0.6240686501207543,0.5842711063151945,0.6413339499511844,0.6417193361081137,0.6416679512871898,0.6407430245105595,0.6197009403422229,0.6246852679718411,0.5286727300755357,0.5432660192179231,0.519808848466163,0.5475052669441447,0.5251271774317866,0.5279276501721392,0.5503057396844973,0.5293407327475463,0.5323724371820564,0.5368172241919736,0.5419813986948255,0.5347618313550178,0.5354555264374904,0.5440367915317815,0.5344792148399363,0.5405169312984944,0.5332716715482246,0.5434972509120806,0.5437027901957762,0.5372796875802888,0.5420841683366734,0.5397975438055599,0.5263861055444222,0.535172909922409,0.5307281229124916,0.5370998407070552,0.5400030830892555,0.5459380299059657,0.5327578233389857,0.5381018447150712,0.5355582960793381,0.5337598273470017,0.5232002466471405,0.5377421509686039,0.5351986023328709,0.5430861723446894,0.5317815117414316,0.5317815117414316,0.5383073839987668,0.5245362519911618,0.5353527567956425,0.5346847541236319,0.535172909922409,0.5306767380915678,0.6032920541938579,0.6427727249370536
2,0.3979497456451364,0.5302913519346385,0.610991213195622,0.6114536765839371,0.6170546220646421,0.6192384769539078,0.614074302451056,0.6143826113765993,0.6072401212681774,0.6081136632238837,0.3980782076974462,0.3980782076974462,0.3980782076974462,0.3979497456451364,0.3979497456451364,0.3979497456451364,0.3979497456451364,0.3979497456451364,0.5266687220595037,0.6094496685679051,0.6157186167206208,0.5900518986691331,0.6178510867889625,0.613046606032578,0.6184933970505113,0.3979497456451364,0.521864241303119,0.6068033502903243,0.6204460202456195,0.6075998150146447,0.6172858537587996,0.6146652278916808,0.6172858537587996,0.5280818046349108,0.6067776578798623,0.5268228765222753,0.5270798006268949,0.5403627768357228,0.528004727403525,0.525461178767792,0.5398489286264837,0.5345562920713222,0.5347875237654797,0.5275422640152099,0.5294435023893942,0.5354555264374904,0.5316273572786598,0.5258465649247213,0.532089820666975,0.5347618313550178,0.5257437952828734,0.5335799804737681,0.5299316581881712,0.5171111453676583,0.5151585221725502,0.5342222907353168,0.5399516982683316,0.5321412054878989,0.5329633626226813,0.5275422640152099,0.5338625969888495,0.5406710857612661,0.5337598273470017,0.5383844612301526,0.5273110323210524,0.5288268845383074,0.529571964441704,0.5319356662042033,0.5299830430090952,0.5404398540671086,0.5342479831457787,0.5297261189044756,0.5406710857612661,0.528544268023226,0.5399260058578695,0.5348132161759416,0.5309079697857253,0.524998715379477,0.5344792148399363,0.5759505716085541,0.6204460202456195
3,0.37333641642258875,0.6164123118030934,0.6240943425312163,0.642567185653358,0.6427984173475155,0.6427984173475155,0.6427984173475155,0.6427984173475155,0.6008427110631519,0.6225271054930374,0.3744925748933765,0.3744925748933765,0.3744925748933765,0.37333641642258875,0.37333641642258875,0.37333641642258875,0.37333641642258875,0.37333641642258875,0.6212167925594779,0.624788037613689,0.6420276450336571,0.6269975849134166,0.6427984173475155,0.6427984173475155,0.627819742048199,0.37333641642258875,0.624788037613689,0.6236061867324393,0.642053337444119,0.6423102615487385,0.6410770258465649,0.627819742048199,0.627819742048199,0.6192898617748317,0.6226298751348851,0.5462977236524331,0.5248188685062433,0.5246390216330096,0.5320641282565131,0.5349159858177894,0.5433687888597708,0.5338882893993114,0.5282616515081445,0.5268228765222753,0.547325420070911,0.5323724371820564,0.5392836955963208,0.5299573505986331,0.5461178767791994,0.5356096809002621,0.5460407995478136,0.5240994810133087,0.5374081496325985,0.5445249473305586,0.5384101536406145,0.5436770977853143,0.5439083294794718,0.5583731565695493,0.5423667848517548,0.5392836955963208,0.5409793946868096,0.5421098607471353,0.5451672575921073,0.5342479831457787,0.5486357330044704,0.5301628898823287,0.5325265916448281,0.5385643081033863,0.5400030830892555,0.5343764451980885,0.5356867581316479,0.5322182827192847,0.5428806330609938,0.531087816658959,0.5344278300190124,0.5391038487230873,0.5427264785982221,0.5364061456245826,0.5418272442320539,0.6027763028431031,0.6427984173475155
4,0.40190637685627667,0.523919634140075,0.5989157802785058,0.6018960998920919,0.6072144288577155,0.597271466008941,0.597271466008941,0.610991213195622,0.6119932172036381,0.6092955141051334,0.4027028415805971,0.4027028415805971,0.4027028415805971,0.40190637685627667,0.40190637685627667,0.40190637685627667,0.40190637685627667,0.40190637685627667,0.5252299470736345,0.6024356405117928,0.5909254406248394,0.6158470787729304,0.6050048815579878,0.5986588561738863,0.6142284569138277,0.40190637685627667,0.5242793278865423,0.6090385900005139,0.6019731771234778,0.6132521453162736,0.614048610040594,0.6144853810184472,0.6120446020245619,0.5237654796773034,0.6095267457992909,0.5286213452546118,0.5189096140999948,0.5162119110014901,0.5314732028158882,0.5365603000873542,0.5364061456245826,0.5385386156929243,0.5217357792508093,0.5207594676532552,0.530034427830019,0.5283644211499923,0.5280561122244489,0.5246647140434716,0.5359950670571914,0.5210934689892606,0.5275936488361338,0.5328092081599095,0.5276707260675196,0.5329119778017574,0.5325522840552901,0.5367401469605878,0.530548276039258,0.527516571604748,0.5325008992343662,0.5292893479266225,0.5253584091259442,0.5323467447715945,0.5194748471301578,0.5358409125944196,0.5318585889728175,0.5236370176249936,0.5318328965623554,0.5263604131339602,0.5195005395406197,0.5322182827192847,0.5209136221160269,0.5327321309285237,0.5402856996043369,0.5202456194440163,0.5412877036123529,0.5237654796773034,0.5283644211499923,0.5383844612301526,0.5274394943733621,0.5714791406174172,0.6158470787729304
5,0.40409023174554237,0.5372026103489029,0.5995580905400545,0.6001747083911413,0.5705770515389754,0.593674528544268,0.6062381172601613,0.605929808334618,0.6077796618878784,0.6068033502903243,0.40462977236524333,0.40462977236524333,0.40462977236524333,0.40409023174554237,0.40409023174554237,0.40409023174554237,0.40409023174554237,0.40409023174554237,0.5324495144134422,0.5995580905400545,0.5973999280612508,0.5907969785725297,0.591130979908535,0.6015107137351626,0.6065978110066287,0.40409023174554237,0.5279533425826011,0.6058527311032321,0.6100919788294538,0.6066491958275525,0.5944709932685884,0.5964236164636966,0.5944709932685884,0.5346847541236319,0.6078310467088022,0.5275679564256719,0.5286984224859976,0.5251785622527105,0.531087816658959,0.5209906993474128,0.5257181028724115,0.5316530496891219,0.5331689019063769,0.5302399671137146,0.531010739427573,0.528492883202302,0.5245362519911618,0.5247417912748574,0.5320127434355891,0.530522583628796,0.5310364318380351,0.5303941215764864,0.5275679564256719,0.5345819844817841,0.5169826833153487,0.5337341349365398,0.5287241148964595,0.5245619444016237,0.5197831560557011,0.5347875237654797,0.5302913519346385,0.5370484558861313,0.5185756127639896,0.5271825702687426,0.5290581162324649,0.5323981295925184,0.5245619444016237,0.519397769898772,0.5303170443451004,0.536149221519963,0.5304198139869483,0.529571964441704,0.5223523971018961,0.5316530496891219,0.5201942346230923,0.518858229279071,0.5385129232824624,0.5277991881198294,0.5344021376085505,0.5678251089072732,0.6100919788294538
6,0.3789630543137557,0.6247109603823031,0.6331123786033606,0.646652278916808,0.6465752016854222,0.6465752016854222,0.6465752016854222,0.6465752016854222,0.6320846821848826,0.6320076049534967,0.37950259493345667,0.37950259493345667,0.37950259493345667,0.3789630543137557,0.3789630543137557,0.3789630543137557,0.3789630543137557,0.3789630543137557,0.6304403679153178,0.6335491495812137,0.6468321257900416,0.6368377781203433,0.6465752016854222,0.6465752016854222,0.6362211602692565,0.3789630543137557,0.6335491495812137,0.6327269924464313,0.6470119726632753,0.644083037870613,0.6423359539592004,0.6365551616052618,0.6364010071424901,0.6279482041005087,0.6327269924464313,0.5289039617696932,0.5236627100354555,0.5379219978418375,0.549894661117106,0.5496891218334105,0.5438826370690099,0.5311392014798828,0.5372283027593648,0.5538769847387082,0.5340681362725451,0.5418529366425158,0.5434201736806947,0.52648887518627,0.5441138687631674,0.5382559991778428,0.5421098607471353,0.5391038487230873,0.5339396742202354,0.5435229433225425,0.5314218179949642,0.5425209393145265,0.5405426237089563,0.5247674836853193,0.536688762139664,0.5314732028158882,0.5408509326344998,0.5303684291660243,0.5261291814398027,0.5472483428395252,0.5319099737937413,0.5404655464775705,0.5301371974718668,0.5377164585581419,0.5321925903088228,0.5338369045783875,0.5424438620831407,0.549894661117106,0.5324752068239043,0.5267457992908895,0.5365089152664303,0.5400287754997174,0.5412106263809671,0.5340681362725451,0.5382559991778428,0.6100044343197316,0.6470119726632753
7,0.38058167617285854,0.4907764246441601,0.5894609732285083,0.5915163660654643,0.6095781306202148,0.6133549149581213,0.6133292225476594,0.6118904475617902,0.6069318123426339,0.6069318123426339,0.38142952571810285,0.38142952571810285,0.38142952571810285,0.38058167617285854,0.38058167617285854,0.38058167617285854,0.38058167617285854,0.38058167617285854,0.4985612250141308,0.5920045218642414,0.5787986228867993,0.6052104208416834,0.6130209136221161,0.6132264529058116,0.6091413596423616,0.38058167617285854,0.4979189147525821,0.577385540311392,0.5573454601510713,0.6093468989260572,0.5769744617440008,0.5740455269513386,0.5769744617440008,0.4967884486922563,0.6007142490108422,0.5383330764092287,0.5477878834592261,0.543805559837624,0.537151225527979,0.5411849339705052,0.5288268845383074,0.5388469246184677,0.5446534093828683,0.5431632495760752,0.5389753866707775,0.5393093880067827,0.5418529366425158,0.5452700272339551,0.5381018447150712,0.544268023225939,0.5336827501156158,0.5394892348800164,0.5344792148399363,0.5434458660911566,0.5402600071938749,0.5309079697857253,0.5429834027028416,0.5441395611736293,0.5363290683931966,0.5404141616566466,0.5440367915317815,0.5399003134474076,0.5208622372951031,0.5361749139304249,0.5359950670571914,0.5384358460510765,0.5450387955397975,0.5336570577051539,0.5455012589281126,0.5388469246184677,0.5391295411335492,0.5339910590411593,0.5420584759262114,0.5290838086429269,0.5485843481835466,0.5391295411335492,0.536149221519963,0.5446020245619444,0.5367401469605878,0.5572607703536228,0.6133549149581213
8,0.4005703715122553,0.5160577565387184,0.6029751811314937,0.6052361132521453,0.617080314475104,0.6140229176301321,0.6143055341452135,0.5999691691074457,0.6031036431838035,0.6025641025641025,0.40100714249010844,0.40100714249010844,0.40100714249010844,0.4005703715122553,0.4005703715122553,0.4005703715122553,0.4005703715122553,0.4005703715122553,0.519885925697549,0.6064436565438569,0.5940085298802734,0.6207800215816248,0.6163095421612456,0.6136889162941267,0.6203432506037716,0.4005703715122553,0.5202713118544782,0.6030779507733416,0.5418272442320539,0.6203432506037716,0.6197523251631468,0.6198294023945327,0.609989209187606,0.5177020708082832,0.6030522583628796,0.5278505729407533,0.5380761523046093,0.5342736755562407,0.5277221108884436,0.5222753198705102,0.5370741482965932,0.5353784492061046,0.5277478032989055,0.5437284826062381,0.5267714917013514,0.5325265916448281,0.5276964184779817,0.5286213452546118,0.5271825702687426,0.5269256461641231,0.5287754997173835,0.530599660860182,0.5339396742202354,0.530548276039258,0.520348389085864,0.5272596475001284,0.5338882893993114,0.528492883202302,0.5324495144134422,0.5287498073069216,0.5298802733672473,0.5345049072503982,0.5191665382046143,0.5355326036688762,0.5271054930373568,0.5273881095524382,0.5359950670571914,0.534607676892246,0.5150300601202404,0.5328862853912955,0.5246647140434716,0.5265916448281178,0.5371255331175171,0.536200606340887,0.5410307795077334,0.5237140948563794,0.5288011921278455,0.5369970710652073,0.5282102666872206,0.5711765411164209,0.6207800215816248
9,0.3938389599712245,0.5270541082164328,0.5696778171728072,0.5689584296798725,0.5805200143877498,0.6083705873285031,0.6083705873285031,0.6115564462257849,0.5891783567134269,0.5828837161502493,0.39432711577000157,0.39432711577000157,0.39432711577000157,0.3938389599712245,0.3938389599712245,0.3938389599712245,0.3938389599712245,0.3938389599712245,0.5248188685062433,0.5676738091567751,0.5732747546374801,0.5948306870150557,0.6082935100971173,0.6048250346847541,0.6131750680848878,0.3938389599712245,0.5201171573917065,0.581958789373619,0.602384255690869,0.6133035301371975,0.6137916859359746,0.6136632238836648,0.6121473716664098,0.525461178767792,0.5828066389188634,0.5370998407070552,0.5281074970453727,0.5446791017933302,0.5339910590411593,0.5423154000308309,0.5365089152664303,0.5333744411900725,0.532577976465752,0.5264117979548841,0.5359436822362674,0.531550280047274,0.5365603000873542,0.5318585889728175,0.5355326036688762,0.5253327167154822,0.5352756795642567,0.5321412054878989,0.5401058527311032,0.5364061456245826,0.5350701402805611,0.5339396742202354,0.5375366116849083,0.5353013719747187,0.530060120240481,0.5332202867273007,0.5257694876933354,0.5298031961358615,0.5276964184779817,0.536123529109501,0.538718462566158,0.5428035558296079,0.5211191613997225,0.536149221519963,0.5279276501721392,0.5343250603771645,0.5279533425826011,0.5366373773187401,0.5338625969888495,0.5294691947998561,0.5197060788243153,0.5395663121114023,0.5342993679667026,0.5378706130209137,0.5439340218899337,0.5628788441079691,0.6137916859359746
