,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack,spectral_clustering_n_clusters_2_eigen_solver_arpack,spectral_clustering_n_clusters_3_eigen_solver_arpack,spectral_clustering_n_clusters_4_eigen_solver_arpack,spectral_clustering_n_clusters_5_eigen_solver_arpack,spectral_clustering_n_clusters_6_eigen_solver_arpack,spectral_clustering_n_clusters_7_eigen_solver_arpack,spectral_clustering_n_clusters_8_eigen_solver_arpack,mean_shift_,optics_min_samples_7_xi_0_1_min_cluster_size_0_2,random_model_n1,random_model_n2,random_model_n3,random_model_n4
10,0,1,0,1,2,5,2,5,-1,1,0,0,0,0,0,0,0,0,0,0,2,3,1,6,0,0,0,0,0,3,1,0,2,0,1,0,0,1,1
11,0,1,2,2,3,2,5,6,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,2,2,0,5,6,6,0,2,2,0,2,2
12,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,1,0,4,5,1,0,1,0,1,1
13,0,1,2,2,3,2,5,6,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,0,0,5,6,6,0,2,2,1,2,0
14,0,1,2,2,1,0,3,2,5,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,5,1,0,1,0,2,0,0
15,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,2,0,4,5,1,0,2,0,0,2
16,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,0,3,3,1,0,1,1,2,0,0
17,0,0,1,0,0,3,1,1,6,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,1,4,4,5,1,0,2,2,1,2
18,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,5,1,0,0,2,2,2
19,0,1,2,2,3,4,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,2,0,3,3,1,0,1,0,1,0,2
20,0,0,1,3,4,1,4,4,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,3,2,0,0,0,1,0,2,2,2,0
21,0,1,2,2,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,0,0,3,3,2,0,1,0,0,1,0
22,0,1,0,1,2,5,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,1,7,0,2,1,1,2,1
23,0,1,2,2,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,0,0,3,3,2,0,1,2,0,2,1
24,0,1,2,2,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,2,2,4,5,6,0,0,0,0,0,0,3,3,2,0,1,2,0,2,1
25,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,0,3,3,1,0,1,0,2,2,2
26,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,0,1,0,1,2,0,1
27,0,1,0,1,2,4,0,5,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,0,2,0,1,1,1,1,2
28,0,1,2,2,1,0,3,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,0,3,3,1,0,1,2,2,2,0
29,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,3,2,0,0,0,1,0,0,0,1,2
30,0,1,2,2,3,2,5,6,4,2,0,0,0,0,0,0,0,0,0,2,1,4,3,1,1,0,0,2,2,0,5,6,6,0,2,2,0,0,2
31,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,0,1,0,1,2,2,1
32,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,3,2,0,4,5,1,0,1,0,1,2
33,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,0,3,3,1,0,1,1,2,1,0
34,0,1,2,2,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,0,0,3,3,2,0,1,1,0,2,1
35,0,1,2,2,3,2,5,6,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,0,0,5,6,6,0,2,2,2,0,2
36,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,0,2,0,1,1,1,2,2
37,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,0,2,0,1,1,2,0,0
38,0,1,2,2,3,4,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,2,0,3,3,1,0,1,0,0,1,0
39,0,1,0,1,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,6,2,0,2,0,2,0,2
40,0,1,2,2,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,3,1,0,1,1,1,1,1
41,0,1,2,2,1,0,3,2,10,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,3,1,0,1,0,2,0,1
42,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,0,0,1,0,0,1,2,0
43,0,1,2,2,3,2,5,6,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,0,0,0,5,6,6,0,2,1,1,1,2
44,0,1,0,1,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,1,2,0,2,2,0,1,1
45,0,0,1,0,0,3,1,1,-1,-1,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,3,1,-1,1,1,2,0
46,0,1,0,1,2,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,3,5,6,2,0,2,0,2,0,2
47,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,0,1,0,2,0,0,2
48,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,3,1,0,2,2,2,1
49,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,2,0,4,5,1,0,1,1,0,2
50,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,2,0,4,5,1,0,1,1,0,1
51,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,0,3,3,1,0,1,1,1,1,0
52,0,0,1,3,2,5,2,7,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,0,0,0,3,1,1,7,1,2,0,1,2,1
53,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,2,0,3,3,1,0,1,0,2,0,1
54,0,0,0,3,4,1,4,4,12,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,0,0,3,2,0,0,0,1,0,1,0,1,1
55,0,1,0,1,2,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,0,3,5,6,2,0,2,0,2,0,0
56,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,3,1,0,2,2,0,0
57,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,3,2,0,4,5,1,0,0,0,1,2
58,0,1,0,1,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,6,2,0,2,0,0,1,2
59,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,2,0,4,5,1,0,1,2,2,2
60,0,1,2,2,1,0,3,2,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,5,6,0,-1,1,2,1,2
61,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,3,1,0,2,0,1,2
62,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,3,1,0,0,0,1,0
63,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,0,3,3,1,0,1,0,2,1,2
64,0,1,2,2,1,0,3,2,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,0,3,3,1,0,1,1,2,1,2
65,0,1,0,1,2,5,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,1,7,0,2,2,0,2,1
66,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,1,4,4,5,1,0,2,2,0,2
67,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,0,1,0,1,0,0,1
68,0,1,2,2,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,0,0,3,3,2,0,1,0,1,0,2
69,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,0,0,3,3,2,0,1,2,2,0,1
70,0,1,0,1,2,4,0,5,9,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,0,2,0,1,1,1,0,0
71,0,1,2,2,1,0,3,6,13,2,0,0,0,0,0,0,0,0,0,2,1,4,4,1,1,0,0,2,2,0,5,6,6,0,2,2,2,0,1
72,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,5,1,0,1,2,2,2
73,0,1,0,1,3,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,0,5,6,2,0,2,0,2,2,0
74,0,0,1,0,0,3,1,1,14,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,3,1,0,1,0,0,0
75,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,0,3,3,1,0,1,1,2,1,1
76,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,0,0,1,0,2,1,1,1
77,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,0,0,1,0,0,0,2,0
78,0,1,2,2,3,4,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,6,0,0,0,2,2,0,3,3,1,0,1,0,0,0,2
79,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,2,0,4,5,1,0,2,1,1,1
80,0,1,0,1,2,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,0,3,5,6,2,0,2,2,1,1,2
81,0,1,2,2,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,3,1,0,1,1,2,0,0
82,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,0,1,0,0,1,1,2
83,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,0,2,0,1,2,1,0,0
84,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,2,0,4,5,1,0,2,1,2,2
85,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,1,4,4,5,1,0,2,1,2,0
86,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,2,0,4,5,1,0,0,2,0,0
87,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,3,1,0,0,0,0,0
88,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,5,1,0,1,2,2,1
89,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,0,2,0,1,1,2,0,2
90,0,1,0,1,3,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,0,5,6,2,0,2,1,0,0,1
91,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,0,2,0,1,0,1,0,1
92,0,1,0,1,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,6,2,0,2,0,2,2,1
93,0,1,0,1,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,6,2,0,2,1,0,2,0
94,0,0,1,3,2,5,2,7,11,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,4,0,1,0,0,3,1,1,7,1,2,1,2,0,2
95,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,3,2,0,1,2,0,0,2
96,0,1,0,1,3,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,0,0,5,6,2,0,2,0,0,1,0
97,0,1,2,2,3,2,5,6,2,2,0,0,0,0,0,0,0,0,0,2,1,4,3,5,1,0,0,2,0,0,5,6,6,0,2,1,1,1,2
98,0,1,0,1,3,2,5,6,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,0,0,0,0,5,6,6,0,2,2,1,1,2
99,0,1,0,2,3,4,0,5,15,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,0,0,3,3,2,0,1,2,1,0,0
100,0,1,2,2,3,2,5,6,-1,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,0,0,5,6,6,0,2,0,0,0,0
101,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,1,4,4,5,1,0,1,0,1,0
102,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,1,0,4,5,1,0,1,2,0,1
103,0,0,1,0,0,3,1,1,14,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,3,1,0,0,2,0,2
104,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,5,1,0,0,1,1,0
105,0,1,0,1,2,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,5,4,0,0,0,0,3,5,6,2,0,2,0,1,1,2
106,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,2,0,4,5,1,0,2,2,0,2
107,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,0,2,0,1,0,1,0,1
108,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,0,3,3,1,0,1,1,2,0,1
109,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,3,2,0,1,0,0,2,0
110,0,1,2,2,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,0,3,3,1,0,1,1,2,0,2
111,0,0,1,0,0,3,1,1,16,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,3,1,0,0,1,0,1
112,0,0,1,3,4,1,4,4,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,3,2,0,0,0,1,0,0,0,0,0
113,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,7,0,1,1,1,1,4,2,5,1,0,2,2,0,2
114,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,0,3,3,1,0,1,0,0,0,0
115,0,1,2,2,1,0,3,6,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,2,2,0,5,6,6,0,2,1,2,0,1
116,0,0,1,0,0,3,1,1,17,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,2,0,4,5,1,0,2,0,0,2
117,0,0,0,1,2,5,2,7,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,0,0,0,-1,0,2,0,2
118,0,1,0,1,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,1,2,0,2,1,1,2,0
119,0,1,0,1,2,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,3,5,6,2,0,2,1,0,2,0
120,0,1,0,1,3,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,0,0,5,6,6,0,2,0,0,1,0
121,0,1,2,2,1,0,3,2,18,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,5,4,0,-1,2,2,1,0
122,0,1,2,2,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,3,1,0,1,0,2,2,2
123,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,0,3,3,1,0,1,0,1,0,1
124,0,1,2,2,1,0,3,6,13,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,2,2,0,5,6,6,0,2,0,1,1,2
125,0,1,0,1,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,1,2,0,2,0,1,2,2
126,0,1,2,2,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,0,3,3,1,0,1,1,2,2,0
127,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,2,0,4,5,1,0,2,1,0,0
128,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,1,4,4,5,1,0,0,2,2,1
129,0,1,2,2,1,0,3,2,-1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,5,1,0,1,1,0,1,0
130,0,0,0,1,2,5,2,7,19,2,0,0,0,0,0,0,0,0,1,0,2,0,1,3,4,0,0,0,0,3,1,1,7,1,2,0,1,2,2
131,0,1,2,2,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,2,2,3,5,6,0,0,0,0,0,0,3,3,2,0,1,2,0,0,1
132,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,5,1,0,1,0,1,2
133,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,3,2,0,1,2,2,1,2
134,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,6,0,1,1,3,2,0,4,5,1,0,0,1,0,0
135,0,1,0,1,2,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,4,0,0,0,0,3,5,6,2,0,2,0,2,0,0
136,0,1,0,1,2,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,6,2,0,2,2,2,0,2
137,0,0,1,3,4,1,4,4,7,0,0,0,0,0,0,0,0,0,1,1,0,3,2,4,3,0,1,0,3,2,0,0,0,1,0,2,2,0,1
138,0,1,2,2,1,0,3,2,20,2,0,0,0,0,0,0,0,0,0,2,1,2,4,2,5,0,0,2,2,4,2,6,6,0,2,2,0,0,2
139,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,0,1,0,0,0,1,2
140,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,1,2,0,0,2,2,0,3,3,1,0,1,1,1,0,1
141,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,1,1,0,4,5,1,0,2,2,0,2
142,0,1,2,2,3,2,5,6,2,2,0,0,0,0,0,0,0,0,0,2,2,4,3,5,1,0,0,0,0,0,5,6,6,0,2,2,2,0,2
143,0,1,2,2,1,0,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,4,1,2,0,0,2,2,0,3,3,1,0,1,2,1,0,2
144,0,1,2,2,3,4,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,2,0,3,3,1,0,1,2,2,2,1
145,0,1,0,1,3,4,0,5,1,1,0,0,0,0,0,0,0,0,0,0,2,3,5,6,0,0,0,0,0,0,3,0,2,0,1,0,1,0,0
146,0,0,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,0,0,6,0,1,1,3,2,0,4,5,1,0,2,1,0,0
147,0,1,0,1,2,5,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,1,7,0,2,1,0,1,0
148,0,1,2,2,1,0,3,6,-1,2,0,0,0,0,0,0,0,0,0,2,1,2,4,1,1,0,0,2,2,0,5,6,6,0,2,1,1,2,1
149,0,1,2,2,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,2,1,2,4,2,2,0,0,2,2,4,2,3,1,0,1,2,0,2,0
150,0,0,1,3,4,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,4,3,0,1,1,3,2,0,4,5,1,0,0,2,0,1
151,0,1,2,2,3,4,6,3,1,1,0,0,0,0,0,0,0,0,0,2,1,4,5,1,2,0,0,2,2,0,3,3,1,0,1,2,0,1,1
152,0,1,0,1,3,2,5,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,0,0,0,0,5,6,2,0,2,0,1,0,1
153,0,0,0,1,2,5,2,7,8,2,0,0,0,0,0,0,0,0,0,0,2,0,1,3,4,0,0,0,0,3,1,1,7,1,2,2,1,1,1
