,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,mean_shift_,optics_min_samples_7_xi_0_01_min_cluster_size_0_2,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8
15,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,1,0,2,1,2,0,2,2
16,0,0,2,3,4,5,0,5,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,0,0,0,1,0,2,1,1
17,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,-1,2,1,2,1,0,1,2,1
18,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,0,2,0,1,1,2,1,2,0
19,0,0,2,2,1,0,3,7,5,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,0,2,2,0,0,0,0,1
20,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,2,2,1,2,1,0,1,1
21,0,0,0,0,2,2,0,0,6,3,0,0,0,0,0,0,0,0,1,1,0,1,0,2,2,0,0,2,2,4,2,6,0,0,-1,1,0,0,1,2,2,0,1
22,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,-1,0,1,2,0,1,2,2,2
23,0,0,2,2,1,4,5,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,0,1,0,1,1,0,0,0
24,0,0,2,2,1,0,3,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,0,1,2,2,1,2,1,1
25,0,0,2,3,4,5,0,5,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,0,1,0,1,2,2,2,0
26,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,2,0,2,2,0,1,1,0
27,0,1,1,2,1,4,5,4,8,4,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,1,0,0,1,2,6,0,2,-1,1,2,1,2,0,0,1,1
28,0,0,2,3,1,0,3,3,9,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,2,4,1,1,3,2,1,0,2,2,1,0,2,1,1
29,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,-1,1,2,0,0,0,2,1,1
30,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,5,1,-1,2,0,1,2,1,1,1,0
31,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,2,1,2,2,0,1,0,0
32,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,0,1,0,1,1,1,0,0
33,0,0,2,3,4,5,2,5,-1,-1,2,0,0,0,0,0,0,0,1,1,3,2,1,1,6,0,0,2,2,4,1,1,3,0,-1,2,2,1,1,0,2,1,1
34,0,0,2,2,1,0,0,7,10,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,2,0,0,2,0,1,2,6,0,2,1,0,2,2,0,1,1,1,1
35,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,3,4,0,5,1,2,2,1,0,0,0,2,0,1
36,0,1,1,2,1,4,5,4,-1,1,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,1,0,0,1,2,6,0,2,1,2,0,2,1,0,1,0,0
37,0,1,1,2,3,4,5,4,-1,-1,0,0,0,0,0,0,0,0,0,0,1,4,5,3,3,0,1,0,0,1,2,6,0,1,1,1,2,2,0,2,0,1,2
38,0,1,2,2,1,4,3,3,-1,5,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,1,2,0,1,2,6,0,2,1,1,0,0,1,2,1,0,1
39,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,3,4,0,2,1,2,2,0,2,0,1,1,0,2
40,0,0,2,3,4,0,3,3,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,2,4,1,1,3,2,1,0,0,2,2,2,2,1,0
41,0,0,2,3,4,5,2,2,-1,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,0,1,1,2,2,1,1,2
42,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,-1,2,1,0,2,0,1,1,1
43,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,2,2,0,1,1,0,2,2,1
44,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,2,1,2,2,0,2,0,0
45,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,-1,0,0,2,0,2,0,0,1
46,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,0,0,0,1,0,2,0,1
47,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,1,2,2,2,2,0,1,1
48,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,-1,1,2,1,0,2,1,2,1
49,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,0,1,1,1,2,1,0,2
50,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,0,1,2,0,1,2,2,2
51,0,0,2,3,4,5,2,5,4,1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,1,0,0,1,1,0,0,2,2
52,0,1,1,1,0,1,6,6,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,-1,2,0,1,2,2,1,0,2
53,0,0,2,3,4,0,0,5,12,1,0,0,0,0,0,0,0,0,1,2,3,3,4,4,2,0,0,2,2,4,1,1,3,2,1,2,0,2,0,2,1,2,2
54,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,-1,0,2,1,2,2,1,0,1
55,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,3,4,0,2,1,2,1,1,0,2,0,0,0,1
56,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,0,1,1,2,1,2,0,1,1
57,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,1,1,2,0,0,2,2,2
58,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,0,0,0,2,2,0,2,1
59,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,2,0,2,0,0,2,2,0
60,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,3,0,1,0,0,3,4,0,5,1,-1,1,2,1,0,1,2,2,1
61,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,0,1,2,1,1,1,0,1,0
62,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,0,2,2,0,1,1,1,2,2
63,0,0,2,3,4,5,2,5,13,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,6,0,0,2,2,4,1,1,3,2,-1,2,0,2,1,1,2,1,2
64,0,1,1,1,3,3,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,4,5,5,3,0,1,0,0,3,4,0,5,1,-1,2,0,0,1,0,2,1,0
65,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,1,0,0,0,0,2,1,0
66,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,1,1,1,0,2,1,2,0
67,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,2,2,1,0,0,1,1,1
68,0,0,2,2,1,4,5,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,0,0,1,2,1,0,2,2
69,0,0,2,2,1,0,5,7,14,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,2,0,1,2,6,0,2,1,2,1,2,1,1,1,1,0
70,0,0,1,2,1,4,5,4,8,4,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,0,0,1,2,6,0,2,-1,2,2,2,2,1,2,1,1
71,0,1,1,1,3,3,1,1,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,5,1,-1,0,1,2,1,0,0,2,2
72,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,0,2,1,2,1,1,1,2
73,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,3,4,0,2,1,2,0,2,1,1,2,2,2,2
74,0,0,0,0,2,2,4,0,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,-1,0,0,0,2,2,1,0,1
75,0,0,2,3,4,5,2,5,-1,6,0,0,0,0,0,0,0,0,1,2,3,2,1,1,2,0,0,2,2,4,1,1,3,2,-1,1,2,0,0,2,2,2,2
76,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,0,0,1,0,1,0,2,1
77,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,-1,2,0,0,0,0,2,0,0
78,0,0,2,2,1,0,3,7,7,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,0,2,0,1,2,6,0,2,1,2,1,2,1,2,0,2,0
79,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,1,1,1,2,1,1,2,2
80,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,2,1,1,0,0,0,1,2
81,0,1,2,2,1,0,3,3,17,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,2,4,1,1,3,2,1,1,2,0,1,2,1,2,1
82,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,1,2,1,2,1,0,1,0
83,0,0,0,0,2,2,4,7,-1,7,0,0,0,0,0,0,0,0,1,1,0,1,0,4,2,0,0,2,0,1,2,6,0,0,-1,1,1,1,0,2,0,2,2
84,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,0,0,1,0,2,2,1,0
85,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,2,2,1,1,1,0,1,0
86,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,0,0,2,1,2,2,1,1
87,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,0,1,2,0,2,2,1,0,1
88,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,0,1,0,2,0,1,0,0
89,0,1,1,2,1,4,5,4,-1,1,0,0,0,0,0,0,0,0,0,2,1,3,5,3,6,0,1,0,0,1,2,6,0,2,1,0,1,2,0,2,1,2,0
90,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,3,4,0,2,1,2,0,1,0,2,0,1,2,0
91,0,0,2,2,1,4,5,7,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,4,4,6,0,1,2,0,1,2,6,0,2,1,1,2,2,1,2,0,0,0
92,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,2,2,0,1,2,0,0,1
93,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,2,2,2,0,0,1,1,0
94,0,1,1,1,0,1,6,6,11,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,-1,2,0,1,2,0,0,2,2
95,0,0,0,2,1,0,0,7,18,1,0,0,0,0,0,0,0,0,1,1,1,3,4,4,2,0,0,2,0,1,2,6,0,2,1,2,2,2,1,1,2,2,0
96,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,0,0,0,2,1,0,2,0
97,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,0,3,4,0,5,1,-1,1,1,2,1,1,2,1,1
98,0,1,1,1,3,3,1,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,5,1,0,1,0,0,3,4,0,5,1,2,2,0,1,1,2,1,2,0
99,0,0,0,0,2,2,4,0,-1,-1,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,-1,1,1,1,1,2,2,0,2
100,0,1,1,1,0,1,6,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,-1,0,0,0,0,2,1,0,2
101,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,2,0,1,0,1,1,0,0
102,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,1,1,2,0,2,1,0,2
103,0,0,0,0,2,2,4,0,16,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,-1,2,0,0,2,0,1,0,0
104,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,0,0,0,2,2,1,1,1
105,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,2,0,2,1,1,1,0,0
106,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,0,2,0,0,0,2,0,2
107,0,0,2,2,1,4,5,4,-1,1,0,0,0,0,0,0,0,0,1,2,1,3,5,3,6,0,1,2,0,1,2,6,0,2,1,1,2,2,0,0,0,2,2
108,0,0,2,3,4,0,3,5,1,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,2,4,1,1,3,2,1,0,0,0,1,2,1,0,0
109,0,1,1,2,1,4,5,4,-1,8,0,0,0,0,0,0,0,0,0,2,1,4,5,3,3,0,1,0,0,1,2,6,0,1,1,2,0,2,0,1,2,1,0
110,0,0,2,3,4,0,3,3,9,1,0,0,0,0,0,0,0,0,1,2,3,3,4,0,2,0,0,2,2,4,1,1,3,2,1,2,0,0,1,2,1,0,0
111,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,-1,1,1,0,1,2,2,1,1
112,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,5,1,0,0,0,1,0,2,0,2,0,2
113,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,4,4,0,0,1,1,1,1,0,1,2,2
114,0,0,2,2,1,0,3,3,19,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,2,4,2,6,0,2,1,1,2,0,2,1,0,0,0
115,0,1,1,1,3,3,1,1,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,5,1,-1,0,2,0,2,1,1,0,2
116,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,-1,2,1,0,2,0,2,0,2
117,0,1,1,1,0,1,6,6,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,0,3,3,1,0,1,0,3,0,0,2,2,1,-1,0,2,0,0,2,2,2,1
118,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,2,0,1,0,2,2,2,1
119,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,2,1,0,2,0,2,1,2,2
120,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,0,2,1,2,0,2,2,0
121,0,0,2,3,4,5,2,2,20,9,0,0,0,0,0,0,0,0,1,2,3,2,2,1,5,0,0,2,2,4,1,1,3,2,-1,1,2,1,2,2,0,0,1
122,0,0,2,3,4,0,3,3,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,0,2,0,0,2,2,4,1,1,3,2,1,0,0,2,1,1,1,0,2
123,0,0,2,3,4,0,0,5,21,1,0,0,0,0,0,0,0,0,1,2,3,2,4,4,2,0,0,2,2,4,1,1,3,2,1,2,0,0,0,0,0,1,1
124,0,1,1,1,3,3,1,1,15,2,0,0,0,0,0,0,0,0,0,0,2,4,3,5,3,0,1,0,0,3,4,0,5,1,-1,1,2,1,1,1,0,1,2
125,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,1,1,1,1,0,0,1,0
126,0,0,2,2,1,0,3,3,22,1,0,0,0,0,0,0,0,0,1,2,1,3,4,0,2,0,0,2,2,4,1,1,3,2,1,2,0,2,2,2,2,0,0
127,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,0,2,1,2,1,1,0,0
128,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,4,4,0,0,0,2,1,0,2,0,0,1
129,0,0,2,3,4,5,2,2,-1,-1,0,0,0,0,0,0,0,0,1,2,3,2,2,1,2,0,0,2,2,4,1,1,3,2,-1,2,1,1,0,2,2,0,0
130,0,1,1,1,0,1,6,6,-1,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,2,1,-1,1,0,1,2,1,0,0,0
131,0,0,2,2,1,0,0,7,23,1,0,0,0,0,0,0,0,0,1,1,0,3,4,4,2,0,0,2,2,1,2,6,0,2,1,2,0,2,1,0,1,2,1
132,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,2,3,3,7,0,0,1,0,1,1,1,0,0,0
133,0,1,1,1,3,3,1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,0,1,0,0,3,4,0,2,1,-1,0,0,2,0,1,2,1,0
134,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,5,0,0,1,1,1,5,5,1,0,0,2,1,0,1,1,2,2,0
135,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,0,2,1,2,2,1,0,2
136,0,1,1,1,0,1,6,6,2,2,0,0,0,0,0,0,0,0,0,0,2,0,3,6,1,0,1,0,3,0,0,2,6,1,2,2,1,0,1,0,1,0,1
