,abilities
kmeans_n_clusters_1,0.37497213
kmeans_n_clusters_2,0.5116423
kmeans_n_clusters_3,0.5501844
kmeans_n_clusters_4,0.55621856
kmeans_n_clusters_5,0.5659606
kmeans_n_clusters_6,0.56854093
kmeans_n_clusters_7,0.5708635
kmeans_n_clusters_8,0.57304037
dbscan_eps_0_1_min_samples_2,0.3795112
dbscan_eps_0_2_min_samples_2,0.4686277
dbscan_eps_0_3_min_samples_2,0.54288214
dbscan_eps_0_4_min_samples_2,0.5613461
dbscan_eps_0_5_min_samples_2,0.5427488
dbscan_eps_0_6_min_samples_2,0.52952635
dbscan_eps_0_7_min_samples_2,0.5183461
dbscan_eps_0_8_min_samples_2,0.51723087
dbscan_eps_0_9_min_samples_2,0.51723087
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.37497213
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5116423
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.55055296
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5547599
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.56378114
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.56690055
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5708161
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5711114
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.37497213
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5116423
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5485
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.55559856
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5660263
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5674314
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5709997
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5723915
mean_shift_,0.5116423
optics_,0.470674
random_model_n1,0.5072493
random_model_n2,0.50667334
random_model_n3,0.504711
random_model_n4,0.5060692
random_model_n5,0.5071808
random_model_n6,0.50783753
random_model_n7,0.5082017
random_model_n8,0.5083242
random_model_n9,0.50622296
random_model_n10,0.50721765
random_model_n11,0.50675124
random_model_n12,0.50720435
random_model_n13,0.50779325
random_model_n14,0.5077151
random_model_n15,0.50542307
random_model_n16,0.50761586
random_model_n17,0.50667
random_model_n18,0.5059113
random_model_n19,0.5058239
random_model_n20,0.5038426
random_model_n21,0.50869125
random_model_n22,0.50678575
random_model_n23,0.5068347
random_model_n24,0.50786984
random_model_n25,0.5072452
random_model_n26,0.507509
random_model_n27,0.5068021
random_model_n28,0.50588244
random_model_n29,0.5073531
random_model_n30,0.50713694
random_model_n31,0.5041716
random_model_n32,0.50681925
random_model_n33,0.5071438
random_model_n34,0.5057779
random_model_n35,0.50646603
random_model_n36,0.5090679
random_model_n37,0.50794977
random_model_n38,0.5052987
random_model_n39,0.5050505
random_model_n40,0.50707626
random_model_n41,0.5068241
random_model_n42,0.507735
random_model_n43,0.50659907
random_model_n44,0.5069762
random_model_n45,0.50769126
random_model_n46,0.5084569
random_model_n47,0.5079607
random_model_n48,0.5062649
random_model_n49,0.50733525
random_model_n50,0.50781924
random_model_n51,0.50658816
random_model_n52,0.50756055
random_model_n53,0.5069189
random_model_n54,0.50731534
random_model_n55,0.5071389
random_model_n56,0.5073475
random_model_n57,0.5067677
random_model_n58,0.5054922
random_model_n59,0.5069109
random_model_n60,0.5054945
random_model_n61,0.50794786
random_model_n62,0.50736946
random_model_n63,0.5065872
random_model_n64,0.50644875
random_model_n65,0.50787616
random_model_n66,0.5020784
random_model_n67,0.5079065
random_model_n68,0.5065806
random_model_n69,0.5077643
average_model,0.5234174
optimal_clustering,0.57509726
