,abilities
kmeans_n_clusters_1,0.46124497
kmeans_n_clusters_2,0.50343233
kmeans_n_clusters_3,0.5100116
kmeans_n_clusters_4,0.5127189
kmeans_n_clusters_5,0.51155424
kmeans_n_clusters_6,0.5110706
kmeans_n_clusters_7,0.510578
kmeans_n_clusters_8,0.51098835
dbscan_eps_0_1_min_samples_2,0.5042754
dbscan_eps_0_2_min_samples_2,0.5090365
dbscan_eps_0_3_min_samples_2,0.5090332
dbscan_eps_0_4_min_samples_2,0.5090332
dbscan_eps_0_5_min_samples_2,0.5090332
dbscan_eps_0_6_min_samples_2,0.46124497
dbscan_eps_0_7_min_samples_2,0.46124497
dbscan_eps_0_8_min_samples_2,0.46124497
dbscan_eps_0_9_min_samples_2,0.46124497
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.46124497
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5039477
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.509699
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.51278013
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.51240337
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.51584035
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.51316553
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5133064
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.46124497
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5090332
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51431984
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.515554
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.51724756
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5166195
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.51554525
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5151719
mean_shift_,0.5022529
optics_,0.49756563
random_model_n1,0.48255706
random_model_n2,0.48261714
random_model_n3,0.48280925
random_model_n4,0.48258293
random_model_n5,0.48249024
random_model_n6,0.48262882
random_model_n7,0.48259294
random_model_n8,0.48249474
random_model_n9,0.48241448
random_model_n10,0.48261636
random_model_n11,0.48262548
random_model_n12,0.48262125
random_model_n13,0.48261616
random_model_n14,0.48258394
random_model_n15,0.48250976
random_model_n16,0.48264614
random_model_n17,0.4824893
random_model_n18,0.48261487
random_model_n19,0.4825483
random_model_n20,0.4828332
random_model_n21,0.48243952
random_model_n22,0.4825996
random_model_n23,0.48245883
random_model_n24,0.48296335
random_model_n25,0.4824423
random_model_n26,0.4824677
random_model_n27,0.48243573
random_model_n28,0.48254514
random_model_n29,0.48260483
random_model_n30,0.4825885
random_model_n31,0.48265603
average_model,0.4991254
optimal_clustering,0.51940733
