,abilities
dbscan_eps_0_1_min_samples_2,0.21006098
dbscan_eps_0_2_min_samples_2,0.48922592
dbscan_eps_0_3_min_samples_2,0.59011585
dbscan_eps_0_4_min_samples_2,0.6380228
dbscan_eps_0_5_min_samples_2,0.67497414
dbscan_eps_0_6_min_samples_2,0.6939923
dbscan_eps_0_7_min_samples_2,0.6981521
dbscan_eps_0_8_min_samples_2,0.7140238
dbscan_eps_0_9_min_samples_2,0.21006098
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.21006098
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.21006098
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.21006098
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.21595928
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.21595928
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.22924063
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.23973961
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.26762235
kmeans_n_clusters_1,0.21006098
kmeans_n_clusters_2,0.4816118
kmeans_n_clusters_3,0.574169
kmeans_n_clusters_4,0.62608373
kmeans_n_clusters_5,0.6570049
kmeans_n_clusters_6,0.6756107
kmeans_n_clusters_7,0.6792373
kmeans_n_clusters_8,0.70265925
mean_shift_,0.21006098
optics_,0.49136007
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5616917
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.6319768
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.6443424
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.6778571
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.69185185
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.7063854
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.21006098
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.2826673
random_model_n1,0.7692004
random_model_n2,0.7687445
random_model_n3,0.7687448
random_model_n4,0.7691896
random_model_n5,0.7689162
random_model_n6,0.7687254
random_model_n7,0.7687706
random_model_n8,0.7690961
random_model_n9,0.7689885
random_model_n10,0.76911294
random_model_n11,0.76899606
random_model_n12,0.7688799
random_model_n13,0.76904434
random_model_n14,0.76918113
random_model_n15,0.7690816
random_model_n16,0.7691725
random_model_n17,0.76884264
random_model_n18,0.76888406
random_model_n19,0.7689202
random_model_n20,0.7690847
random_model_n21,0.7687644
random_model_n22,0.76882726
random_model_n23,0.7688257
random_model_n24,0.7689283
random_model_n25,0.76879007
random_model_n26,0.769158
random_model_n27,0.76870966
random_model_n28,0.7688311
random_model_n29,0.76911527
random_model_n30,0.76906
random_model_n31,0.7687659
random_model_n32,0.7687405
random_model_n33,0.768886
random_model_n34,0.7688709
random_model_n35,0.7691962
random_model_n36,0.76910436
random_model_n37,0.769313
random_model_n38,0.76903397
random_model_n39,0.7689816
random_model_n40,0.7688568
random_model_n41,0.76892674
random_model_n42,0.7690626
random_model_n43,0.7689406
random_model_n44,0.76896745
random_model_n45,0.7691731
random_model_n46,0.7688197
random_model_n47,0.76916885
random_model_n48,0.76880455
random_model_n49,0.76916695
random_model_n50,0.7689227
random_model_n51,0.768955
random_model_n52,0.7690416
random_model_n53,0.769017
random_model_n54,0.76886123
random_model_n55,0.76894337
random_model_n56,0.7687847
average_model,0.5275038
optimal_clustering,0.72593594
