,abilities
kmeans_n_clusters_1,0.4288751
kmeans_n_clusters_2,0.4862528
kmeans_n_clusters_3,0.49435323
kmeans_n_clusters_4,0.49812746
kmeans_n_clusters_5,0.4957913
kmeans_n_clusters_6,0.4946736
kmeans_n_clusters_7,0.49264514
kmeans_n_clusters_8,0.49524736
dbscan_eps_0_1_min_samples_2,0.4839004
dbscan_eps_0_2_min_samples_2,0.49981767
dbscan_eps_0_3_min_samples_2,0.49983102
dbscan_eps_0_4_min_samples_2,0.49983102
dbscan_eps_0_5_min_samples_2,0.49983102
dbscan_eps_0_6_min_samples_2,0.4288751
dbscan_eps_0_7_min_samples_2,0.4288751
dbscan_eps_0_8_min_samples_2,0.4288751
dbscan_eps_0_9_min_samples_2,0.4288751
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4288751
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.48696285
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.494059
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49824855
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.49740475
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.50265986
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.49855906
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.49837098
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4288751
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49983102
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5053914
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5062475
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5061192
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5045597
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5024886
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5016136
mean_shift_,0.4843669
optics_min_samples_7_xi_0_08_min_cluster_size_0_1,0.49983102
random_model_n1,0.4564858
random_model_n2,0.45564026
random_model_n3,0.45557955
random_model_n4,0.45604467
random_model_n5,0.45574933
random_model_n6,0.45582423
random_model_n7,0.4555911
random_model_n8,0.45599595
random_model_n9,0.45556474
average_model,0.4831602
optimal_clustering,0.5102493
