,abilities
kmeans_n_clusters_1,0.4580947
kmeans_n_clusters_2,0.5031404
kmeans_n_clusters_3,0.510025
kmeans_n_clusters_4,0.51302737
kmeans_n_clusters_5,0.51104146
kmeans_n_clusters_6,0.5108714
kmeans_n_clusters_7,0.51007104
kmeans_n_clusters_8,0.51200056
dbscan_eps_0_1_min_samples_2,0.5034125
dbscan_eps_0_2_min_samples_2,0.5085747
dbscan_eps_0_3_min_samples_2,0.5085734
dbscan_eps_0_4_min_samples_2,0.5085734
dbscan_eps_0_5_min_samples_2,0.5085734
dbscan_eps_0_6_min_samples_2,0.4580947
dbscan_eps_0_7_min_samples_2,0.4580947
dbscan_eps_0_8_min_samples_2,0.4580947
dbscan_eps_0_9_min_samples_2,0.4580947
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4580947
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.5035111
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.50865334
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.5131374
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.51240987
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5157912
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.51324046
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5133894
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4580947
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.5085734
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.51411337
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.5156156
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5173414
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.5169553
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5155821
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5153484
mean_shift_,0.5014394
optics_,0.49630725
random_model_n1,0.48034117
random_model_n2,0.4809859
random_model_n3,0.4809333
random_model_n4,0.4804658
random_model_n5,0.48053163
random_model_n6,0.4805378
random_model_n7,0.48042265
random_model_n8,0.4803553
random_model_n9,0.48046887
random_model_n10,0.48062474
random_model_n11,0.48053825
random_model_n12,0.48044896
random_model_n13,0.48056808
random_model_n14,0.48046118
random_model_n15,0.48053768
random_model_n16,0.4805374
random_model_n17,0.48074898
random_model_n18,0.48083308
random_model_n19,0.48053372
random_model_n20,0.48056972
random_model_n21,0.4805128
random_model_n22,0.48068926
random_model_n23,0.48042616
random_model_n24,0.48021573
random_model_n25,0.48040032
random_model_n26,0.4804855
random_model_n27,0.48076418
random_model_n28,0.4806407
average_model,0.4982125
optimal_clustering,0.5197009
