,abilities
kmeans_n_clusters_1,0.3887562
kmeans_n_clusters_2,0.46459734
kmeans_n_clusters_3,0.4854745
kmeans_n_clusters_4,0.4984373
kmeans_n_clusters_5,0.50169283
kmeans_n_clusters_6,0.5025052
kmeans_n_clusters_7,0.50327045
kmeans_n_clusters_8,0.503533
dbscan_eps_0_1_min_samples_2,0.49949852
dbscan_eps_0_2_min_samples_2,0.3887562
dbscan_eps_0_3_min_samples_2,0.3887562
dbscan_eps_0_4_min_samples_2,0.3887562
dbscan_eps_0_5_min_samples_2,0.3887562
dbscan_eps_0_6_min_samples_2,0.3887562
dbscan_eps_0_7_min_samples_2,0.3887562
dbscan_eps_0_8_min_samples_2,0.3887562
dbscan_eps_0_9_min_samples_2,0.3887562
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.3887562
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.46392733
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.4855348
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.49856836
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.5009731
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.50218636
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5029138
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.5035263
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.3887562
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.46083808
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.4840661
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.4978978
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5000865
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.49732468
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5001764
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.502226
mean_shift_,0.3887562
optics_,0.475674
random_model_n1,0.4811319
random_model_n2,0.48109782
random_model_n3,0.48111358
random_model_n4,0.48111343
random_model_n5,0.48103282
random_model_n6,0.48110813
random_model_n7,0.4811948
random_model_n8,0.48106387
random_model_n9,0.48105
random_model_n10,0.48115212
random_model_n11,0.48103115
random_model_n12,0.48102432
random_model_n13,0.4810432
random_model_n14,0.48118296
random_model_n15,0.48106822
random_model_n16,0.4811571
random_model_n17,0.48123387
random_model_n18,0.48110342
random_model_n19,0.48105317
random_model_n20,0.48115808
random_model_n21,0.48109356
random_model_n22,0.4811531
random_model_n23,0.48113775
random_model_n24,0.48106724
random_model_n25,0.4810423
random_model_n26,0.48107734
random_model_n27,0.48108372
random_model_n28,0.48121837
average_model,0.44940484
optimal_clustering,0.5048793
