,abilities
kmeans_n_clusters_1,0.38881394
kmeans_n_clusters_2,0.48285294
kmeans_n_clusters_3,0.48519298
kmeans_n_clusters_4,0.48401114
kmeans_n_clusters_5,0.48381808
kmeans_n_clusters_6,0.48454395
kmeans_n_clusters_7,0.47866032
kmeans_n_clusters_8,0.47324616
dbscan_eps_0_1_min_samples_2,0.46157673
dbscan_eps_0_2_min_samples_2,0.49725887
dbscan_eps_0_3_min_samples_2,0.49713686
dbscan_eps_0_4_min_samples_2,0.49713686
dbscan_eps_0_5_min_samples_2,0.49713686
dbscan_eps_0_6_min_samples_2,0.38881394
dbscan_eps_0_7_min_samples_2,0.38881394
dbscan_eps_0_8_min_samples_2,0.38881394
dbscan_eps_0_9_min_samples_2,0.38881394
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.38881394
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.48737836
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.48436618
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.4842586
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.48281997
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.4833461
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.47942442
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.47524142
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.38881394
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.49713686
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.49353635
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.48795715
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.4879991
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.4875978
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.48200575
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.4746132
mean_shift_,0.48564285
optics_min_samples_7_xi_0_1_min_cluster_size_0_1,0.49713686
random_model_n1,0.41632086
random_model_n2,0.41620094
random_model_n3,0.41609973
random_model_n4,0.41622835
random_model_n5,0.41643995
random_model_n6,0.4161451
average_model,0.46456596
optimal_clustering,0.5017823
