,abilities
dbscan_eps_0_1_min_samples_2,0.2125222
dbscan_eps_0_2_min_samples_2,0.48932374
dbscan_eps_0_3_min_samples_2,0.5900697
dbscan_eps_0_4_min_samples_2,0.637399
dbscan_eps_0_5_min_samples_2,0.6678191
dbscan_eps_0_6_min_samples_2,0.69242406
dbscan_eps_0_7_min_samples_2,0.7006863
dbscan_eps_0_8_min_samples_2,0.71042335
dbscan_eps_0_9_min_samples_2,0.2125222
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.2125222
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.2125222
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.2125222
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.2183751
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.2183751
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.23155679
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.24196927
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.26962483
kmeans_n_clusters_1,0.2125222
kmeans_n_clusters_2,0.48154742
kmeans_n_clusters_3,0.57318616
kmeans_n_clusters_4,0.6245947
kmeans_n_clusters_5,0.65529865
kmeans_n_clusters_6,0.6738936
kmeans_n_clusters_7,0.67738324
kmeans_n_clusters_8,0.7005874
mean_shift_,0.2125222
optics_,0.49104086
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.5610302
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.6289359
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.64288336
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.6759743
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.6900988
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.70441973
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.2125222
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.2845664
random_model_n1,0.766203
random_model_n2,0.7663544
random_model_n3,0.76625407
random_model_n4,0.7662796
random_model_n5,0.76628643
random_model_n6,0.7662202
random_model_n7,0.76624095
random_model_n8,0.76622117
random_model_n9,0.7664131
random_model_n10,0.7658301
random_model_n11,0.7659693
random_model_n12,0.7662864
random_model_n13,0.76622593
random_model_n14,0.7661528
random_model_n15,0.7660741
random_model_n16,0.7659994
random_model_n17,0.7662695
random_model_n18,0.7662938
random_model_n19,0.76637197
random_model_n20,0.7662279
random_model_n21,0.7662079
random_model_n22,0.76630765
random_model_n23,0.76641744
random_model_n24,0.7663646
random_model_n25,0.7661323
random_model_n26,0.7663034
random_model_n27,0.76603913
random_model_n28,0.76617086
random_model_n29,0.7661507
random_model_n30,0.7664692
random_model_n31,0.7661005
random_model_n32,0.7660747
random_model_n33,0.7664829
random_model_n34,0.7659441
random_model_n35,0.7664675
random_model_n36,0.76642346
random_model_n37,0.7663195
random_model_n38,0.7662338
random_model_n39,0.76615024
random_model_n40,0.7663704
random_model_n41,0.766584
random_model_n42,0.7664845
random_model_n43,0.7661972
random_model_n44,0.76636034
random_model_n45,0.76596695
random_model_n46,0.766315
random_model_n47,0.7662874
random_model_n48,0.76584965
random_model_n49,0.7661102
random_model_n50,0.76619947
random_model_n51,0.76623964
random_model_n52,0.76641357
random_model_n53,0.76633143
random_model_n54,0.766086
random_model_n55,0.7663448
average_model,0.5269279
optimal_clustering,0.7236751
