,abilities
kmeans_n_clusters_1,0.4200328
kmeans_n_clusters_2,0.49476424
kmeans_n_clusters_3,0.5176705
kmeans_n_clusters_4,0.52216685
kmeans_n_clusters_5,0.524955
kmeans_n_clusters_6,0.52499586
kmeans_n_clusters_7,0.5253255
kmeans_n_clusters_8,0.5255473
dbscan_eps_0_1_min_samples_2,0.520765
dbscan_eps_0_2_min_samples_2,0.5221603
dbscan_eps_0_3_min_samples_2,0.42565066
dbscan_eps_0_4_min_samples_2,0.4220942
dbscan_eps_0_5_min_samples_2,0.4209084
dbscan_eps_0_6_min_samples_2,0.4209084
dbscan_eps_0_7_min_samples_2,0.4200328
dbscan_eps_0_8_min_samples_2,0.4200328
dbscan_eps_0_9_min_samples_2,0.4200328
kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,0.4200328
kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,0.4946542
kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,0.51800555
kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,0.52189857
kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,0.52286226
kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,0.5229337
kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,0.5245457
kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,0.52183074
spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,0.4200328
spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,0.4954261
spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,0.5181258
spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,0.518697
spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,0.5181531
spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,0.52298623
spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,0.5219941
spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,0.5208812
mean_shift_,0.51843745
optics_min_samples_7_xi_0_01_min_cluster_size_0_2,0.51164055
random_model_n1,0.4853349
random_model_n2,0.48535505
random_model_n3,0.48496217
random_model_n4,0.48529902
random_model_n5,0.48523983
random_model_n6,0.48560873
random_model_n7,0.48542893
random_model_n8,0.48537853
random_model_n9,0.48575175
random_model_n10,0.48534703
random_model_n11,0.48536235
random_model_n12,0.48538455
random_model_n13,0.48531598
random_model_n14,0.4854959
random_model_n15,0.48539555
random_model_n16,0.48545164
random_model_n17,0.485505
random_model_n18,0.48530984
random_model_n19,0.4852108
random_model_n20,0.48528278
random_model_n21,0.48522666
random_model_n22,0.48510796
random_model_n23,0.48505786
random_model_n24,0.48532677
random_model_n25,0.48532042
random_model_n26,0.4854236
random_model_n27,0.48528346
random_model_n28,0.4850038
random_model_n29,0.48528716
random_model_n30,0.48540303
random_model_n31,0.48532254
random_model_n32,0.48539668
random_model_n33,0.48543948
random_model_n34,0.48562345
random_model_n35,0.4852428
random_model_n36,0.48529565
random_model_n37,0.48533165
random_model_n38,0.48509
random_model_n39,0.48534533
random_model_n40,0.48493513
random_model_n41,0.48527458
random_model_n42,0.48543197
random_model_n43,0.48546404
random_model_n44,0.48546162
random_model_n45,0.48534343
random_model_n46,0.48518634
random_model_n47,0.4853683
random_model_n48,0.4853655
random_model_n49,0.48529413
random_model_n50,0.4854465
random_model_n51,0.4853958
random_model_n52,0.48547477
random_model_n53,0.48534715
random_model_n54,0.4852947
random_model_n55,0.48536703
random_model_n56,0.48558742
random_model_n57,0.4851346
random_model_n58,0.4852442
random_model_n59,0.48539993
average_model,0.4893423
optimal_clustering,0.5260779
