,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_min_samples_7_xi_0_08_min_cluster_size_0_1,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33
85,0,0,0,0,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,2,6,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1
86,0,1,1,3,4,5,0,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1
87,0,1,2,3,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,2,3,4,1,5,4,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0
88,0,0,2,0,1,2,3,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,0,0,0,0,0,1,2,6,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0
89,0,0,0,0,2,1,5,7,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,1,2,4,4,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
90,0,1,1,1,3,4,2,4,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,1,2,2,3,0,3,3,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1
91,0,1,2,3,4,5,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1
92,0,1,2,3,4,5,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1
93,0,1,1,1,3,0,6,3,32,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,2,2,3,1,5,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
94,0,1,1,3,3,0,6,0,33,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,4,0,1,2,3,4,1,5,3,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1
95,0,0,2,3,1,2,3,5,8,1,1,1,1,0,0,0,0,0,0,0,1,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0
96,0,0,0,0,2,1,5,7,-1,-1,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,1,2,4,4,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1
97,0,1,1,1,3,0,4,3,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,6,0,0,0,0,1,3,2,2,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1
98,0,0,0,0,2,1,5,7,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,1,2,4,4,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0
99,0,1,1,1,3,0,2,3,11,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,2,2,3,0,5,3,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
100,0,0,2,0,1,2,3,2,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,1,0,1,1,3,4,4,1,7,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
101,0,0,2,0,1,2,3,5,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,1,2,6,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1
102,0,0,0,0,2,1,5,7,20,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,1,2,4,4,7,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
103,0,1,1,1,3,4,4,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1
104,0,0,0,2,0,3,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,2,2,3,0,3,5,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1
105,0,1,1,3,4,5,0,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
106,0,0,2,0,1,2,3,2,34,0,0,0,0,0,0,0,0,0,1,0,1,4,5,1,1,0,1,1,3,4,4,1,7,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1
107,0,1,1,1,0,4,2,4,-1,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,2,2,3,0,3,5,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0
108,0,0,0,2,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,0,0,0,2,6,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1
109,0,1,2,3,4,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,4,1,1,4,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1
110,0,0,0,2,0,3,1,1,28,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,5,0,6,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0
111,0,0,0,2,0,3,1,1,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,2,2,3,0,3,5,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1
112,0,1,2,3,4,5,0,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,1,3,4,1,1,4,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0
113,0,0,0,2,0,3,1,1,25,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,2,0,1,2,2,3,0,3,5,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1
114,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
115,0,1,1,1,3,0,4,3,-1,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,0,0,1,3,2,2,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
116,0,1,2,3,4,5,0,5,-1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0
117,0,0,0,2,2,3,1,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,2,6,6,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1
118,0,1,1,1,3,0,2,3,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,2,2,3,0,5,3,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0
119,0,1,1,1,3,0,6,3,17,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,2,3,4,1,5,3,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
120,0,1,1,1,3,0,4,3,14,1,1,1,1,0,0,0,0,0,0,2,0,1,2,4,5,0,0,0,0,1,3,2,2,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
121,0,0,0,2,2,1,5,7,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,1,2,4,4,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0
122,0,1,2,3,4,5,0,6,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,1,3,4,1,1,4,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1
123,0,0,2,0,1,2,3,5,8,1,1,1,1,0,0,0,0,0,1,0,1,4,0,5,5,0,0,0,0,1,3,2,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0
124,0,1,1,3,4,5,0,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0
125,0,1,1,1,0,4,2,4,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,2,2,3,0,3,5,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
126,0,0,0,0,2,1,5,7,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,1,2,4,4,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
127,0,1,2,3,4,5,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
128,0,1,2,3,4,5,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1
129,0,1,1,3,4,5,0,0,22,1,1,1,1,0,0,0,0,0,0,2,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1
130,0,1,1,1,0,4,4,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,4,4,3,0,0,0,0,0,5,0,6,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0
131,0,1,1,1,0,4,2,4,37,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,2,2,3,0,3,5,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1
132,0,0,0,2,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,0,0,0,2,6,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0
133,0,0,0,0,2,1,5,7,30,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,1,1,1,2,4,4,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0
134,0,0,0,2,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,0,0,0,2,6,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
135,0,1,1,2,0,4,4,4,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,0,0,0,5,0,6,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0
136,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0
137,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1
138,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,1
139,0,1,1,1,3,0,6,3,38,0,0,0,0,0,0,0,0,0,0,2,3,3,2,2,6,0,1,2,3,4,1,5,3,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1
140,0,1,1,1,3,0,6,3,-1,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,6,0,1,2,2,3,1,5,3,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0
141,0,0,0,2,2,1,5,7,31,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,1,2,4,4,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1
142,0,0,0,0,2,1,5,7,-1,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,1,1,1,2,4,4,7,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1
143,0,0,0,2,0,3,1,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,2,2,3,0,3,5,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0
144,0,1,1,1,0,4,4,4,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,0,0,0,5,0,6,1,1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0
145,0,0,0,2,0,3,1,1,35,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,2,2,3,0,3,5,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
146,0,0,0,0,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,2,6,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1
147,0,0,2,0,1,2,3,5,-1,1,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,1,2,6,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
148,0,1,1,2,0,4,2,4,7,0,0,0,0,0,0,0,0,0,0,1,3,0,3,3,2,0,1,2,2,3,0,3,5,1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1
149,0,0,0,2,0,3,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,2,0,3,6,2,0,1,2,2,3,0,3,5,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1
150,0,1,2,3,4,5,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,1,1,3,4,1,1,4,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1
151,0,1,2,3,4,5,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
152,0,1,2,3,4,5,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,0,1,1,3,4,1,1,4,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0
153,0,1,1,2,0,4,1,4,1,1,1,1,1,0,0,0,0,0,1,1,3,0,4,4,3,0,0,0,0,0,5,0,6,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0
154,0,1,2,3,4,5,0,6,39,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,1,0,1,1,3,4,1,1,4,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0
155,0,0,0,2,0,3,1,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,2,2,3,0,3,5,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1
156,0,0,0,0,2,1,5,7,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,1,2,4,4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
157,0,0,0,2,0,3,1,1,15,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,2,2,3,0,3,5,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1
158,0,1,2,3,4,5,0,5,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,1
159,0,0,0,2,0,3,1,1,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,3,6,7,0,1,2,2,3,0,3,5,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1
160,0,0,0,2,2,3,1,1,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,6,3,0,0,0,0,0,2,6,6,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0
161,0,1,1,1,3,4,2,4,19,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,2,0,1,2,2,3,0,3,5,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1
162,0,0,0,0,2,1,5,7,30,0,0,0,0,0,0,0,0,0,1,1,1,4,1,0,0,0,1,1,1,2,4,4,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1
163,0,1,2,3,4,5,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1
164,0,1,1,1,0,4,2,4,12,0,0,0,0,0,0,0,0,0,0,2,3,0,3,3,2,0,1,2,2,3,0,3,5,0,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0
165,0,0,2,0,1,2,3,2,27,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0,1,1,1,2,4,4,7,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1
166,0,1,2,3,4,5,0,0,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
167,0,0,0,0,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,0,0,0,2,6,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0
168,0,1,0,2,0,3,1,4,1,1,1,1,1,0,0,0,0,0,1,1,2,0,4,4,3,0,0,0,0,0,5,0,6,1,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0
169,0,1,1,1,3,4,4,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
170,0,1,1,1,3,0,4,3,3,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1
171,0,1,2,3,4,5,0,0,40,0,0,0,0,0,0,0,0,0,0,2,0,3,5,2,4,0,1,2,3,4,1,5,4,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
172,0,1,1,1,3,4,4,4,5,1,1,1,1,0,0,0,0,0,0,2,3,0,2,4,6,0,0,0,0,0,5,0,6,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
173,0,0,2,0,1,2,3,5,8,1,1,1,1,0,0,0,0,0,1,0,1,1,0,5,5,0,0,0,0,1,3,2,2,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0
174,0,1,1,1,0,4,4,4,5,1,1,1,1,0,0,0,0,0,0,1,3,0,4,4,3,0,0,0,0,0,5,0,6,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0
175,0,1,1,1,3,0,2,3,36,0,0,0,0,0,0,0,0,0,0,2,3,0,2,3,6,0,1,2,2,3,0,5,3,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0
176,0,0,0,0,2,1,5,7,2,1,1,1,1,0,0,0,0,0,1,1,1,4,4,0,0,0,0,0,0,0,2,6,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1
177,0,0,0,2,2,1,5,7,18,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,7,0,1,1,1,2,4,4,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1
