,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22
95,0,1,2,3,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,4,0,0,0,1,0,2,1,6,5,0,-1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1
96,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,0,6,0,1,2,1,4,2,1,7,0,-1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1
97,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,2,0,6,3,0,1,2,1,4,2,1,7,0,-1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
98,0,0,1,1,1,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,1,2,1,4,2,1,1,0,-1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,1
99,0,0,0,1,1,2,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,3,0,3,2,0,1,0,1,4,2,6,1,0,-1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0
100,0,0,1,2,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,2,1,0,1,2,2,1,5,0,3,0,-1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0
101,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,3,2,5,2,0,1,2,1,4,2,1,7,0,-1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1
102,0,0,1,2,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,1,2,2,1,5,0,3,0,-1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1
103,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,5,2,0,1,2,1,4,2,1,7,0,-1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0
104,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,0,0,4,0,1,2,1,4,2,1,7,0,-1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
105,0,1,0,0,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,1,6,0,0,0,3,3,3,2,4,0,-1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1
106,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,3,5,2,0,1,0,1,4,2,1,7,0,-1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
107,0,0,1,2,4,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,2,2,0,4,1,1,0,-1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0
108,0,1,2,3,0,3,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,2,3,7,0,0,1,0,2,0,5,2,4,-1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
109,0,0,1,1,1,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,2,0,4,0,1,2,1,4,2,1,1,0,-1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
110,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,4,0,5,3,0,1,2,1,4,2,1,7,0,-1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1
111,0,0,0,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,5,6,4,0,1,0,1,4,2,3,6,0,-1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0
112,0,1,0,0,3,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,2,1,0,4,0,0,0,3,3,3,3,6,11,-1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1
113,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,3,0,1,4,0,1,0,1,4,2,3,6,0,-1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1
114,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,1,2,2,0,0,1,2,1,4,2,1,7,0,-1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
115,0,0,1,1,1,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,1,2,1,4,2,1,1,0,-1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1
116,0,0,1,1,1,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,1,3,2,7,0,1,0,1,4,2,3,6,11,-1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
117,0,1,0,0,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,4,2,0,4,0,0,0,3,3,3,2,4,0,-1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
118,0,1,0,0,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,3,5,3,0,0,0,3,3,3,2,4,0,-1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
119,0,0,1,2,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,2,3,2,0,0,1,0,2,1,6,5,0,-1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0
120,0,0,1,1,1,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,4,7,0,1,2,1,4,2,1,1,0,-1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0
121,0,1,2,3,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,3,2,2,7,0,0,1,0,2,1,6,5,0,-1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1
122,0,1,2,3,0,3,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,5,0,0,1,0,2,0,5,2,3,-1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0
123,0,0,1,2,1,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,2,1,4,1,6,1,0,-1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,1
124,0,0,1,2,4,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,2,2,0,4,3,1,0,-1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1
125,0,0,1,2,4,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,1,2,2,0,4,4,0,0,-1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
126,0,0,1,2,4,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,0,1,0,1,2,2,1,1,6,1,0,-1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1
127,0,1,2,3,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,3,4,2,5,0,0,1,0,2,1,6,5,0,-1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
128,0,1,0,0,1,2,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,2,1,0,1,0,1,4,1,6,1,0,-1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0
129,0,1,2,3,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,2,3,3,0,0,1,0,2,0,5,5,0,-1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
130,0,0,1,1,1,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,2,4,0,0,1,2,1,4,2,1,1,0,-1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1
131,0,1,1,2,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,1,3,7,0,0,1,0,2,1,6,5,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1
132,0,1,1,2,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,1,0,2,2,5,0,0,1,0,2,1,6,5,0,-1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1
133,0,0,1,2,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,2,2,0,1,6,1,0,-1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0
134,0,1,2,3,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,2,4,2,0,0,0,1,0,2,1,6,5,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1
135,0,0,1,2,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,6,4,0,1,2,2,1,5,0,3,0,-1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
136,0,0,1,2,4,0,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,3,2,0,1,2,1,4,2,1,7,0,-1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0
137,0,0,1,2,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,2,2,0,4,1,1,0,-1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
138,0,1,2,3,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,0,3,3,2,0,0,1,0,2,1,6,5,11,-1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
139,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,2,3,0,0,1,2,1,4,2,1,7,0,-1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1
140,0,0,1,1,4,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,0,3,2,5,0,1,2,2,4,2,1,7,0,-1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0
141,0,1,1,2,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,6,3,0,0,1,0,2,1,6,5,0,-1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
142,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,0,2,0,1,2,1,4,2,1,7,0,-1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
143,0,0,1,2,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,2,4,4,0,1,2,2,0,2,1,1,0,-1,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1
144,0,0,1,2,4,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,5,0,1,2,2,0,4,4,0,0,-1,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1
145,0,0,0,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,2,2,0,0,1,0,1,4,2,3,6,0,-1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0
146,0,1,0,0,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,4,3,3,7,0,0,0,3,3,3,2,4,10,-1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
147,0,0,1,1,1,0,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,3,0,6,5,0,1,0,1,4,2,3,6,0,-1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1
148,0,0,1,2,1,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,0,2,0,1,2,1,4,1,6,1,0,-1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0
149,0,0,1,2,4,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,2,2,0,4,4,0,0,-1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
150,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,5,1,0,0,1,2,1,4,2,1,7,0,-1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0
151,0,0,0,0,3,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,3,0,4,2,0,1,0,1,4,3,3,6,0,-1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
152,0,1,0,0,3,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,3,5,2,2,0,0,0,1,4,2,3,6,12,-1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
153,0,0,1,1,4,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,2,1,4,2,1,7,0,-1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
154,0,0,1,1,1,0,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,1,5,2,0,1,2,1,4,2,1,1,0,-1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1
155,0,0,1,2,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,2,2,4,2,1,1,0,-1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1
156,0,1,2,3,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,3,0,3,3,7,0,0,1,0,2,1,6,5,0,-1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
157,0,0,1,2,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,5,2,3,0,1,2,2,1,1,6,3,0,-1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0
158,0,0,1,2,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,2,2,0,4,1,1,0,-1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0
159,0,0,1,2,4,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,1,0,1,2,2,0,4,4,0,0,-1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0
160,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,0,2,0,1,2,1,4,2,1,7,0,-1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1
161,0,1,2,3,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,3,6,6,0,0,1,0,2,1,6,5,0,-1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0
162,0,1,2,3,2,1,5,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,0,0,3,0,0,1,0,2,0,5,2,4,-1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
163,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,2,2,6,6,0,1,2,1,4,2,1,7,0,-1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0
164,0,1,2,3,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,1,2,3,3,0,0,1,0,2,0,5,5,0,-1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0
165,0,0,1,2,4,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,4,1,4,0,1,2,2,0,4,4,0,0,-1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1
166,0,0,1,1,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,4,2,2,0,1,2,2,0,4,1,1,0,-1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1
167,0,1,1,2,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,4,3,3,6,0,0,1,0,2,1,6,5,0,-1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0
168,0,1,2,3,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,4,0,3,0,0,1,0,2,0,5,2,0,-1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
169,0,0,1,2,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,2,2,0,4,6,1,0,-1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1
170,0,0,1,1,1,0,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,4,4,0,1,2,1,4,2,1,1,0,-1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0
171,0,0,1,2,4,4,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,2,1,5,2,0,1,2,2,1,1,6,3,0,-1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1
172,0,1,0,0,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,3,6,3,0,0,0,3,3,3,2,4,0,-1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,0,0
173,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,1,5,0,6,0,1,2,1,4,2,1,7,0,-1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1
174,0,0,1,1,4,0,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,2,3,5,1,0,1,2,2,4,2,1,7,0,-1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1
175,0,0,1,1,4,0,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,4,2,2,0,1,2,1,4,2,1,7,0,-1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0
176,0,0,0,0,3,5,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,3,5,3,1,0,1,0,1,4,2,3,6,11,-1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1
177,0,1,0,0,2,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,1,6,4,0,0,0,3,3,3,2,4,0,-1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0
178,0,0,1,2,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,2,1,5,2,2,0,1,2,2,0,4,4,0,0,-1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
179,0,0,1,2,4,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,2,2,0,4,4,0,0,-1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1
180,0,1,2,3,0,3,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,0,0,5,3,0,0,1,0,2,0,5,2,4,-1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0
181,0,1,2,3,0,3,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,2,4,-1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0
182,0,0,1,2,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,0,0,3,0,0,1,0,1,1,6,5,0,-1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
183,0,0,1,1,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,2,5,0,2,0,1,2,1,4,2,3,6,0,-1,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1
184,0,0,1,2,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,3,5,3,3,0,1,2,1,4,1,6,1,0,-1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1
185,0,0,1,1,1,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,2,1,0,0,0,1,2,1,4,2,1,7,0,-1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1
186,0,0,1,2,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,0,2,0,0,0,1,0,2,1,6,5,0,-1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
187,0,0,1,2,4,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,2,2,0,4,1,1,0,-1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0
188,0,0,1,1,4,0,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,4,2,1,4,0,1,2,1,4,2,1,7,0,-1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,1
189,0,0,1,2,4,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,5,1,4,0,1,2,2,0,4,4,0,0,-1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,0
190,0,1,0,0,3,5,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,3,3,5,3,3,0,0,0,3,3,3,2,4,9,-1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0
191,0,0,1,2,4,0,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,0,3,4,6,0,1,2,1,1,2,0,3,0,-1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
192,0,0,1,2,4,0,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,2,4,1,5,2,0,1,2,2,1,5,0,3,0,-1,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0
193,0,1,0,0,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,3,2,0,6,3,0,0,0,3,3,3,2,4,0,-1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1
194,0,1,0,0,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,3,0,0,0,0,0,0,3,3,3,2,4,0,-1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1
195,0,0,1,2,4,4,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,4,2,1,4,0,1,2,2,0,4,1,1,0,-1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1
196,0,1,0,0,3,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,3,3,0,0,0,0,3,3,3,2,4,0,-1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1
197,0,1,2,2,2,1,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,3,5,5,0,0,1,0,2,1,6,5,0,-1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1
