,kmeans_n_clusters_1,kmeans_n_clusters_2,kmeans_n_clusters_3,kmeans_n_clusters_4,kmeans_n_clusters_5,kmeans_n_clusters_6,kmeans_n_clusters_7,kmeans_n_clusters_8,dbscan_eps_0_1_min_samples_2,dbscan_eps_0_2_min_samples_2,dbscan_eps_0_3_min_samples_2,dbscan_eps_0_4_min_samples_2,dbscan_eps_0_5_min_samples_2,dbscan_eps_0_6_min_samples_2,dbscan_eps_0_7_min_samples_2,dbscan_eps_0_8_min_samples_2,dbscan_eps_0_9_min_samples_2,kernel_kmeans_n_clusters_1_kernel_gak_random_state_0,kernel_kmeans_n_clusters_2_kernel_gak_random_state_0,kernel_kmeans_n_clusters_3_kernel_gak_random_state_0,kernel_kmeans_n_clusters_4_kernel_gak_random_state_0,kernel_kmeans_n_clusters_5_kernel_gak_random_state_0,kernel_kmeans_n_clusters_6_kernel_gak_random_state_0,kernel_kmeans_n_clusters_7_kernel_gak_random_state_0,kernel_kmeans_n_clusters_8_kernel_gak_random_state_0,spectral_clustering_n_clusters_1_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_2_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_3_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_4_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_5_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_6_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_7_eigen_solver_arpack_affinity_nearest_neighbors,spectral_clustering_n_clusters_8_eigen_solver_arpack_affinity_nearest_neighbors,mean_shift_,optics_,random_model_n1,random_model_n2,random_model_n3,random_model_n4,random_model_n5,random_model_n6,random_model_n7,random_model_n8,random_model_n9,random_model_n10,random_model_n11,random_model_n12,random_model_n13,random_model_n14,random_model_n15,random_model_n16,random_model_n17,random_model_n18,random_model_n19,random_model_n20,random_model_n21,random_model_n22,random_model_n23,random_model_n24,random_model_n25,random_model_n26,random_model_n27,random_model_n28,random_model_n29,random_model_n30,random_model_n31,random_model_n32,random_model_n33,random_model_n34,random_model_n35
10,0,1,1,2,1,2,1,4,10,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,4,3,0,-1,1,0,2,1,1,0,2,0,0,2,1,0,2,0,2,0,0,2,0,0,0,2,2,1,1,0,0,0,1,1,0,2,1,0,0
11,0,1,0,3,4,0,3,2,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,5,6,7,0,57,1,0,0,0,1,2,2,2,1,0,2,0,1,2,1,2,2,0,0,0,2,2,1,0,0,2,0,0,1,2,2,2,0,1,0
12,0,0,2,0,2,5,5,0,12,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,1,1,1,0,6,0,-1,1,1,1,1,2,0,2,0,1,1,1,1,2,1,2,0,2,0,1,1,2,1,1,1,1,0,1,1,1,1,2,2,0,1,2
13,0,0,2,0,2,5,0,3,13,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,2,5,5,0,-1,2,1,2,2,1,2,2,2,0,0,2,1,2,2,2,2,2,0,2,0,0,2,0,1,1,2,1,0,0,0,0,0,1,1,0
14,0,1,0,3,4,0,2,7,14,0,0,0,0,0,0,0,0,0,1,2,1,0,4,1,2,0,0,0,0,2,0,3,1,0,-1,0,1,1,0,1,2,2,1,1,1,0,0,1,2,1,2,1,1,1,2,0,1,0,0,2,2,2,1,0,1,0,0,2,2,0
15,0,0,0,1,3,3,4,1,15,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,0,3,0,0,47,2,0,2,2,2,2,2,1,1,1,0,2,1,0,0,2,1,0,1,0,2,0,0,2,0,0,2,0,2,2,0,2,0,1,2
16,0,0,0,1,3,3,0,1,9,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,4,2,5,0,0,50,0,2,0,2,0,1,2,1,2,2,1,1,0,2,0,2,1,2,2,1,2,1,2,1,0,0,2,1,2,2,2,1,1,1,1
17,0,0,2,0,2,5,6,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,1,4,2,2,0,34,2,2,0,2,0,0,0,0,2,2,1,1,2,2,1,1,0,0,2,2,2,2,0,1,2,0,1,0,1,0,2,2,0,1,1
18,0,0,0,1,3,3,4,1,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,0,3,0,0,45,1,0,0,1,1,0,1,0,0,2,1,0,1,1,2,2,2,2,0,2,0,0,1,0,0,2,2,1,1,2,2,1,2,2,1
19,0,0,2,0,2,5,0,3,18,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,3,0,0,1,1,4,2,5,5,0,41,0,0,2,2,2,1,1,1,2,0,2,1,2,2,2,2,0,1,2,1,0,0,1,1,1,2,1,2,2,1,0,0,1,0,1
20,0,1,1,2,1,2,1,5,19,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,1,1,4,0,13,0,0,2,0,0,2,2,0,0,0,1,0,0,2,0,2,2,1,2,1,1,0,0,2,2,0,2,2,0,1,1,0,0,2,2
21,0,0,0,1,3,3,4,1,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,0,3,0,0,49,2,0,2,2,0,0,2,1,1,1,1,2,0,1,1,2,1,2,1,0,0,0,0,1,2,1,2,1,0,0,2,0,2,1,2
22,0,1,0,3,4,0,3,2,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,5,6,1,0,-1,2,2,0,2,0,2,2,1,2,1,2,0,0,1,1,1,1,1,2,1,2,2,2,2,2,0,2,0,2,2,1,1,0,2,0
23,0,0,0,1,3,3,4,1,21,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,0,3,0,0,-1,2,1,2,0,1,2,0,1,0,2,1,1,2,2,1,0,2,1,2,2,2,0,1,0,1,1,0,1,1,1,2,1,1,1,0
24,0,0,2,0,2,5,0,3,7,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,2,5,5,0,-1,1,1,2,0,1,2,2,0,1,2,2,1,2,0,2,2,0,1,1,0,2,0,1,2,1,2,2,0,0,2,0,1,0,2,1
25,0,1,0,3,4,0,3,2,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,5,6,7,0,58,1,2,1,1,1,0,0,2,2,2,1,2,1,2,1,0,1,0,1,2,1,0,1,1,0,0,1,0,2,2,2,1,1,0,1
26,0,0,0,1,3,3,0,3,23,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,0,0,1,3,4,2,5,5,0,50,1,1,2,0,1,1,2,2,0,2,1,2,2,1,1,1,0,2,1,1,0,1,1,0,1,0,1,0,1,1,0,2,0,0,2
27,0,0,2,0,2,5,6,6,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,4,2,2,5,0,36,0,1,0,2,2,2,2,1,2,0,2,1,1,2,0,2,2,1,2,0,2,0,0,1,0,2,0,2,2,0,1,2,2,2,0
28,0,1,1,2,1,2,1,4,25,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,4,3,0,27,0,1,0,2,1,0,1,2,0,2,0,1,1,1,2,0,0,0,1,0,2,2,0,2,1,2,1,2,1,1,2,1,0,2,1
29,0,0,0,1,3,3,4,1,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,0,3,0,0,-1,0,0,2,1,1,1,1,0,2,1,0,2,0,1,1,0,2,1,0,2,0,1,0,0,2,1,0,2,1,0,0,2,2,0,0
30,0,0,0,1,3,3,4,7,27,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,3,0,0,3,1,0,-1,1,2,0,0,0,1,2,2,0,0,2,2,2,2,0,1,0,1,1,2,2,2,1,1,0,1,2,1,0,2,1,2,2,1,2
31,0,1,0,3,4,0,3,2,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,5,6,7,0,-1,2,2,1,0,2,1,2,0,0,1,2,1,1,1,0,2,0,2,1,0,2,2,1,1,2,2,2,0,0,1,2,2,2,2,0
32,0,1,1,2,1,2,1,4,28,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,4,3,0,-1,2,0,0,1,1,1,0,2,0,2,1,2,1,2,1,0,2,2,1,2,2,2,0,1,0,1,2,1,1,1,1,0,2,0,0
33,0,0,2,0,2,5,6,6,24,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,0,1,1,4,2,5,5,0,36,2,1,0,1,2,2,2,0,2,1,0,2,1,2,2,0,2,1,2,1,2,2,1,2,1,1,2,0,0,1,1,2,1,2,2
34,0,1,0,3,4,0,3,2,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,5,6,7,0,-1,0,0,2,0,1,1,2,2,0,0,0,1,2,2,0,0,1,0,2,1,2,0,2,1,1,2,2,0,1,0,1,2,2,1,0
35,0,1,1,2,0,1,5,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,0,5,7,0,1,2,2,3,1,1,4,0,18,2,1,2,2,1,1,0,2,1,1,1,1,2,2,1,0,0,1,2,2,1,1,1,0,1,1,2,0,2,2,2,1,2,1,2
36,0,1,1,2,1,4,5,5,29,0,0,0,0,0,0,0,0,0,1,1,2,2,1,5,7,0,1,2,2,3,1,1,6,0,15,2,1,0,0,1,2,2,2,0,1,2,1,1,0,0,1,2,2,2,2,2,2,2,2,0,1,0,2,0,0,0,0,2,2,0
37,0,1,0,3,4,0,3,2,30,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,1,1,7,0,22,1,2,1,1,2,1,1,1,1,2,2,1,0,1,0,2,1,2,2,0,0,0,2,0,1,2,1,2,2,1,2,1,0,0,1
38,0,1,1,2,1,2,1,4,31,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,1,4,0,31,1,1,0,1,2,1,2,1,2,2,1,2,1,1,2,0,1,1,0,0,1,1,2,2,1,0,0,1,1,2,2,1,2,2,0
39,0,0,2,0,2,5,6,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,1,4,2,2,0,33,2,2,0,0,1,2,0,1,0,2,2,2,2,0,0,1,2,2,0,2,1,1,1,1,2,0,1,2,0,2,0,0,2,1,1
40,0,0,0,1,3,3,2,7,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,3,0,0,3,1,0,52,0,1,0,2,1,2,1,2,2,1,2,0,0,2,0,0,0,1,2,2,1,0,2,2,2,1,0,0,0,2,1,0,2,2,0
41,0,1,0,3,0,1,2,7,33,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,2,1,1,1,0,-1,1,0,2,0,1,2,2,1,2,2,1,2,2,2,1,2,2,0,0,2,0,0,1,0,1,0,0,0,2,1,1,0,2,2,2
42,0,1,0,3,4,0,3,2,34,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,5,6,7,0,59,1,0,1,2,2,0,2,0,2,0,2,1,0,0,1,0,2,1,0,0,0,0,1,0,2,1,2,2,1,0,1,0,1,0,0
43,0,1,1,2,1,2,1,5,2,0,0,0,0,0,0,0,0,0,1,1,2,1,3,5,7,0,1,2,2,3,1,1,4,0,10,1,1,1,2,1,2,0,0,2,2,2,2,1,1,0,0,1,2,0,2,0,0,2,1,1,1,0,0,2,1,2,1,0,1,2
44,0,0,2,0,2,4,5,0,-1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,4,0,1,1,1,1,4,0,6,0,-1,2,2,2,1,1,0,1,1,0,0,2,0,0,1,2,2,0,0,2,1,2,1,1,1,1,1,1,0,2,2,1,2,0,2,0
45,0,0,2,0,2,5,6,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,1,4,2,2,0,33,2,1,0,1,1,0,0,1,0,0,1,1,0,1,1,2,0,0,0,1,0,0,0,1,0,1,0,1,2,2,0,2,0,2,1
46,0,0,0,1,3,3,4,1,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,0,3,0,0,44,0,0,0,1,1,1,1,1,0,2,1,1,0,1,1,0,0,0,2,1,2,2,2,0,0,2,1,0,1,2,1,2,1,0,0
47,0,0,0,1,3,3,4,1,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,4,2,5,0,0,51,2,1,2,2,2,2,0,2,0,2,1,2,2,1,1,2,0,2,2,1,2,0,0,2,0,0,2,2,1,1,1,0,1,2,2
48,0,0,0,1,3,3,4,1,26,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,0,3,0,0,-1,2,0,0,2,0,0,2,2,1,0,2,2,2,0,0,1,1,2,2,2,2,2,1,1,1,0,2,1,0,0,1,1,0,0,2
49,0,0,0,1,3,3,2,7,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,3,0,1,3,1,0,24,1,0,2,0,0,1,0,1,0,0,2,2,0,2,1,2,1,0,2,1,0,2,2,0,2,0,0,0,0,2,0,0,2,0,1
50,0,0,0,1,3,3,4,1,-1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,0,3,0,0,-1,1,1,2,2,1,1,0,0,2,0,2,2,2,1,1,1,2,1,0,1,2,0,0,0,0,0,0,2,0,0,1,0,2,0,0
51,0,1,2,2,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,1,1,4,0,6,0,1,2,0,2,0,0,0,0,1,2,0,1,0,2,0,0,2,2,0,1,0,1,2,2,2,2,2,0,2,0,0,2,1,1,1,1
52,0,0,0,1,3,3,4,1,36,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,0,3,0,0,-1,2,0,2,2,0,1,0,1,1,0,2,0,1,0,2,2,2,0,1,0,2,1,2,2,2,2,1,1,1,0,2,2,2,2,1
53,0,0,2,0,2,5,5,3,37,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,3,0,1,1,1,1,1,0,6,0,55,0,1,2,1,0,1,0,0,2,0,2,2,2,0,0,0,0,2,1,2,2,2,2,0,2,0,0,0,0,1,2,0,0,1,1
54,0,0,0,1,3,3,4,1,20,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,2,5,0,0,49,1,0,0,2,1,1,0,0,0,2,1,0,2,2,2,0,1,2,2,1,0,0,0,0,2,0,1,1,0,0,2,2,0,2,0
55,0,1,1,2,1,2,1,4,38,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,4,3,0,8,2,0,0,2,1,2,1,2,2,2,2,0,1,0,1,0,0,1,1,0,2,1,1,1,2,0,1,1,2,1,0,1,0,2,2
56,0,1,1,3,0,1,2,5,29,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,0,0,0,2,1,1,4,0,-1,1,0,1,0,1,2,0,2,1,0,2,2,0,1,1,2,1,0,2,0,0,2,1,1,0,0,0,0,1,1,1,1,1,0,2
57,0,0,2,1,3,5,0,3,39,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,3,0,0,1,1,4,2,5,5,0,42,0,0,1,2,2,1,1,0,2,2,0,0,1,2,0,1,1,0,1,0,2,2,0,0,1,1,0,2,1,1,2,2,2,1,2
58,0,1,1,2,1,2,1,4,40,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,6,0,1,2,2,3,3,1,4,0,14,2,0,0,2,2,2,1,1,1,1,1,0,1,2,1,2,0,2,0,1,1,0,1,0,0,1,2,2,1,0,0,1,0,2,1
59,0,0,2,1,0,1,0,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,1,1,4,2,5,5,0,-1,0,1,0,1,0,0,2,1,0,1,1,2,2,1,1,2,2,1,0,1,0,2,0,1,0,2,1,1,1,0,0,2,2,1,0
60,0,0,0,1,3,1,0,3,41,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,3,0,0,1,3,4,2,5,5,0,-1,2,2,0,0,0,1,2,1,1,2,2,2,0,2,0,1,0,0,0,2,2,0,1,1,0,0,0,0,0,2,1,0,1,0,2
61,0,0,2,0,2,5,6,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,1,4,2,2,0,35,2,2,2,1,0,0,0,0,0,1,0,0,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,0,0,0,1,1,2
62,0,1,1,3,0,1,3,5,42,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,7,0,1,0,0,2,1,1,4,0,-1,0,2,2,0,0,2,2,2,0,2,1,1,0,2,0,2,2,0,1,0,0,2,2,1,0,2,1,1,0,1,1,1,2,2,0
63,0,0,2,0,2,5,0,3,18,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,1,1,4,2,5,5,0,-1,1,2,2,0,0,0,1,2,2,1,1,1,2,0,0,2,1,0,2,0,2,2,2,1,2,2,0,1,2,2,0,2,0,1,0
64,0,1,2,2,1,4,5,0,43,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,4,0,1,2,1,1,4,0,6,0,2,2,1,2,0,2,0,1,2,1,0,2,0,2,0,2,2,1,1,2,2,0,0,2,0,0,1,1,2,0,2,0,2,2,0,0
65,0,0,2,0,2,4,6,0,44,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,4,0,1,2,1,1,4,0,6,0,-1,2,2,0,1,2,1,2,2,2,0,2,0,1,1,1,2,2,0,1,2,2,0,2,1,1,1,2,0,1,1,1,2,1,0,0
66,0,1,0,3,4,0,3,2,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,5,6,7,0,58,0,0,2,2,2,0,1,0,0,0,0,1,2,2,1,0,2,1,1,1,0,0,2,1,0,0,2,2,0,0,0,2,0,1,2
67,0,1,0,3,4,0,3,2,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,5,6,7,0,57,0,2,0,2,0,0,2,1,2,1,1,0,0,1,1,2,0,2,0,2,0,0,0,1,2,2,1,2,1,1,0,2,0,0,0
68,0,0,2,0,0,1,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,7,0,0,1,1,3,1,1,6,0,-1,1,1,0,0,1,1,0,2,2,0,0,1,0,1,0,1,2,0,0,2,1,0,2,1,0,0,0,1,0,1,2,1,1,2,1
69,0,0,0,1,3,3,2,7,32,0,0,0,0,0,0,0,0,0,0,2,0,4,2,1,2,0,0,1,3,0,0,3,1,0,52,2,0,1,1,0,0,0,1,0,0,1,0,1,0,2,1,2,0,0,2,0,0,1,0,2,0,0,1,1,1,1,1,2,2,0
70,0,1,0,3,4,0,3,2,22,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,5,6,7,0,58,0,2,1,0,0,2,0,2,0,1,2,1,2,1,1,1,0,1,2,0,2,2,2,1,1,1,1,0,0,2,0,0,2,0,2
71,0,1,1,3,4,0,3,2,6,0,0,0,0,0,0,0,0,0,1,1,1,0,4,6,5,0,0,0,0,2,5,6,7,0,60,2,1,1,1,1,1,2,1,0,1,0,0,2,1,0,0,2,0,1,0,2,2,2,1,0,0,1,2,0,2,1,2,2,0,2
72,0,0,2,0,2,5,6,3,45,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,1,1,1,1,4,0,5,0,53,0,0,2,1,0,0,1,1,1,0,1,0,2,2,0,0,2,0,0,1,0,1,0,2,1,0,2,0,2,1,0,1,1,2,2
73,0,0,0,1,3,3,4,1,17,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,0,0,3,1,0,45,0,0,1,0,0,2,0,1,1,2,1,1,2,0,1,0,0,2,1,2,1,0,0,1,0,0,0,2,1,2,0,2,2,1,2
74,0,0,0,1,3,3,0,1,35,0,0,0,0,0,0,0,0,0,0,2,0,4,2,4,0,0,0,1,3,4,2,5,0,0,51,1,2,1,2,1,1,0,1,0,1,0,1,0,0,1,2,0,1,2,1,1,1,1,1,1,2,0,2,1,0,1,2,2,1,1
75,0,1,1,2,1,4,5,0,46,0,0,0,0,0,0,0,0,0,1,1,2,2,1,2,4,0,1,2,2,3,1,0,6,0,7,0,1,0,0,2,0,1,1,1,2,0,2,2,0,0,1,2,1,2,2,0,1,1,0,0,0,1,0,0,0,1,1,0,2,0
76,0,1,0,3,4,0,3,2,11,0,0,0,0,0,0,0,0,0,1,2,1,0,4,6,5,0,0,0,0,2,5,6,7,0,-1,2,2,2,2,0,1,2,0,0,0,2,2,2,0,1,2,1,1,0,0,1,2,2,0,1,1,0,2,1,2,0,0,1,0,2
77,0,1,1,2,1,4,5,4,47,0,0,0,0,0,0,0,0,0,1,1,2,1,3,3,4,0,1,2,2,3,3,0,6,0,-1,2,2,0,0,1,0,0,0,1,0,2,0,0,0,2,2,2,2,1,2,0,1,2,2,0,2,1,1,1,0,1,1,1,0,0
78,0,0,0,1,3,3,2,7,4,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,2,0,0,1,3,0,1,3,1,0,-1,0,2,2,1,2,1,2,1,2,1,1,1,2,2,2,0,2,0,2,0,2,1,1,2,0,2,1,0,2,0,0,1,0,1,0
79,0,0,2,0,2,5,6,6,16,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,1,0,1,1,1,1,4,2,2,0,35,2,1,2,2,0,2,2,1,2,0,0,1,0,0,0,2,1,2,1,0,1,0,1,2,2,2,0,2,2,2,2,2,2,1,1
80,0,1,1,3,4,2,3,5,48,0,0,0,0,0,0,0,0,0,1,1,1,0,4,5,5,0,0,0,0,2,5,6,7,0,-1,1,0,1,0,2,2,0,1,2,2,1,1,0,0,2,1,0,0,2,0,0,0,0,1,2,2,2,0,0,1,0,2,1,0,1
81,0,1,0,3,4,1,2,7,49,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,0,0,0,2,1,1,1,0,-1,1,1,1,1,2,0,2,2,0,2,0,2,0,1,2,1,2,0,0,1,2,1,2,0,2,2,1,0,1,1,0,0,1,1,0
